"ONE1","IKD2","BMI3","ZSL4","RJC5","VJC6","PKO7","EST8","CYT9","Output6"
73.198,60.871,79.967,39.468,56.145,62.076,"W",66,28.231,"Class4"
98.893,27.324,63.773,64.118,52.609,80.63,"F",95,49.602,"Class1"
25.228,81.329,31.128,17.175,15.035,35.834,"D",7,53.937,"Class3"
24.118,72.229,22.818,15.025,11.156,25.008,"D",16,50.305,"Class3"
97.796,50.84,72.08,58.107,50.375,84.632,"M",99,83.904,"Class1"
95.111,25.094,24.881,35.642,65.017,27.575,"G",82,71.305,"Class2"
96.152,77.612,69.008,58.321,56.087,88.345,"W",97,60.538,"Class1"
95.537,49.731,61.108,69.281,68.133,72.779,"B",100,62.744,"Class1"
42.946,75.288,17.368,18.008,3.078,25.888,"D",38,58.756,"Class3"
78.946,69.575,71.964,46.188,68.515,40.206,"A",82,20.541,"Class4"
4.481,78.404,20.949,18.812,8.048,40.178,"T",25,75.582,"Class3"
54.059,59.996,77.636,54.295,40.449,74.835,"W",71,29.266,"Class4"
24.619,53.712,36.001,27.258,22.932,69.835,"M",22,60.647,"Class5"
-17.312,82.64,23.904,19.729,7.482,27.687,"O",39,NA,"Class3"
47.391,54.767,80.589,50.671,28.672,50.201,"C",70,37.05,"Class4"
70.78,24.549,30.123,44.526,96.492,20.864,"G",80,81.087,"Class2"
45.93,74.566,21.862,15.861,5.173,35.577,"F",35,78.513,"Class3"
70.787,24.87,30.389,34.149,68.299,19.608,"G",63,49.711,"Class2"
67.036,24.69,53.109,93.532,80.839,8.97,"C",85,91.392,"Class2"
8.945,68.747,20.605,19.582,2.609,44.681,"N",5,55.794,"Class3"
27.896,79.638,22.246,16.299,1.159,55.045,"O",30,67.556,"Class3"
69.709,24.191,45.763,46.154,61.603,7.349,"P",69,87.399,"Class2"
69.916,24.453,28.097,50.518,NA,23.503,"C",62,98.361,"Class2"
36.317,78.877,23.129,19.375,14.449,34.164,"N",36,65.537,"Class3"
44.585,75.212,22.313,18.148,NA,47.545,"O",0,65.715,"Class3"
98.304,62.629,57.551,65.092,53.788,83.634,"B",100,71.641,"Class1"
25.058,78.6,23.482,19.198,0.641,48.228,"O",9,61.049,"Class3"
31.235,49.376,11.831,15.389,20.274,56.103,"T",36,68.775,"Class5"
96.371,73.99,52.089,67.635,45.965,88.209,"F",100,59.651,"Class1"
71.227,24.454,-0.283,44.743,75.243,9.596,"C",91,83.967,"Class2"
87.232,25.497,38.757,49.682,75.497,15.507,"P",79,78.696,"Class2"
19.667,79.467,15.82,16.469,5.796,49.191,"D",28,47.13,"Class3"
34.414,48.614,17.159,15.803,22.572,53.842,"F",23,63.88,"Class5"
67.181,23.93,42.146,35.82,86.034,11.565,"F",78,81.63,"Class2"
38.554,52.235,46.22,27.137,18.578,66.317,"J",36,81.559,"Class5"
23.766,77.677,19.689,19.365,8.009,55.772,"F",28,61.255,"Class3"
70.077,23.809,41.639,83.397,67.612,27.507,"C",82,60.685,"Class2"
96.725,41.535,57.518,66.934,32.978,78.775,"W",95,53.322,"Class1"
25.238,86.488,17.484,18.285,3.583,49.42,"T",37,40.169,"Class3"
97.162,52.491,64.16,66.418,46.824,82.499,"F",96,93.822,"Class1"
-4.81,85.442,24.261,15.325,NA,31.296,"N",23,58.108,"Class3"
25.067,64.543,34.402,30.68,18.232,48.94,"J",38,59.509,"Class5"
46.572,41.591,33.319,14.02,19.181,44.9,"F",23,NA,"Class5"
17.99,79.219,19.806,19.588,14.968,47.217,"T",5,55.255,"Class3"
98.553,33.964,61.696,60.853,57.947,83.285,"M",99,71.857,"Class1"
97.038,81.209,72.734,67.177,39.887,84.267,"B",99,62.627,"Class1"
29.144,77.409,19.112,15.942,13.127,44.493,"F",1,68.805,"Class3"
38.243,65.716,69.618,29.234,15.554,54.081,"T",25,70.451,"Class5"
72.805,24.834,24.024,31.056,94.227,11.15,"G",75,54.203,"Class2"
49.338,34.595,1.555,30.275,22.184,60.995,"F",39,NA,"Class5"
48.181,72.298,77.985,52.51,78.213,35.554,"W",71,3.568,"Class4"
97.412,48.207,58.335,64.289,45.743,85.845,"F",96,77.313,"Class1"
84.462,25.961,19.401,67.713,61.119,13.77,"F",76,72.728,"Class2"
97.282,39.295,74.842,55.421,43.423,73.985,"F",96,71.497,"Class1"
60.695,89.887,81.437,65.156,59.702,51.048,"A",68,18.641,"Class4"
14.903,80.372,25.735,18.24,2.955,52.03,"D",2,67.068,"Class3"
85.747,82.507,83.495,38.236,67.972,69.778,"C",69,20.878,"Class4"
13.218,77.822,16.781,15.616,12.043,50.656,"O",26,60.064,"Class3"
20.287,78.047,26.863,19.235,3.151,25.011,"F",7,66.824,"Class3"
46.141,51.97,54.056,25.259,22.88,55.407,"V",36,83.342,"Class5"
26.891,66.341,14.022,18.376,12.821,54.142,"D",38,59.49,"Class3"
69.001,25.179,36.568,24.843,94.032,23.945,"P",79,57.389,"Class2"
5.83,82.796,20.789,19.161,6.632,36.846,"T",20,66.942,"Class3"
49.572,85.392,30.836,18.42,15.072,50.771,"D",22,44.6,"Class3"
31.785,54.466,69.191,11.04,15.222,65.462,"J",34,65.592,"Class5"
112.294,47.642,81.424,40.667,62.562,78.237,"C",87,27.159,"Class4"
82.085,23.613,48.711,92.089,69.082,14.059,"T",73,77.206,"Class2"
44.21,34.393,79.452,52.766,42.807,32.951,"H",68,20.364,"Class4"
75.546,21.542,35.07,40.192,78.759,18.962,"F",91,43.746,"Class2"
20.128,76.791,23.124,19.735,4.563,50.023,"O",12,63.781,"Class3"
75.288,27.818,46.758,51.135,84.521,12.749,"C",67,39.99,"Class2"
27.642,66.084,75.558,48.21,47.585,54.13,"A",72,32.014,"Class4"
23.042,72.197,23.795,17.578,15.947,47.806,"D",6,68.048,"Class3"
47.76,52.279,75.255,20.797,20.875,65.887,"V",23,42.439,"Class5"
49.23,55.526,80.136,63.923,36.534,63.855,"W",90,24.477,"Class4"
39.742,34.998,79.434,29.412,22.561,46.587,"T",27,63.105,"Class5"
41.625,57.851,76.921,11.646,20.336,51.219,"M",29,75.532,"Class5"
95.871,57.152,63.007,62.277,62.99,69.199,"M",96,92.283,"Class1"
78.647,24.667,37.27,32.593,88.713,29.664,"F",68,85.738,"Class2"
39.418,57.96,5.528,15.606,15.526,45.076,"V",30,69.753,"Class5"
66.602,26.151,37.423,48.185,91.853,22.17,"P",66,82.123,"Class2"
26.241,73.271,18.103,17.536,12.118,56.886,"T",40,63.219,"Class3"
15.174,79.748,18.718,17.259,14.444,40.852,"F",0,42.436,"Class3"
35.368,78.461,16.988,15.624,15.327,43.463,"O",18,39.51,"Class3"
38.273,75.645,13.741,19.999,5.58,45.538,"N",17,72.587,"Class3"
84.449,22.056,19.42,28.178,85.953,24.808,"C",93,52.821,"Class2"
98.475,48.052,68.999,68.347,50.249,80.585,"M",100,77.692,"Class1"
66.697,45.81,73.244,53.224,47.635,45.544,"H",80,24.362,"Class4"
56.175,61.451,11.662,22.364,16.545,56.64,"M",30,56.961,"Class5"
23.938,82.676,16.089,15.339,6.564,33.119,"N",4,82.691,"Class3"
13.537,78.983,19.754,15.05,14.177,54.046,"T",27,60.757,"Class3"
74.9,25.429,40.604,93.257,72.076,7.15,"F",68,68.133,"Class2"
76.661,23.051,47.481,30.74,95.94,10.635,"P",63,108.43,"Class2"
52.486,50.462,38.14,26.913,21.494,50.839,"V",32,68.002,"Class5"
96.197,44.367,62.325,54.121,50.377,73.413,"F",100,NA,"Class1"
64.908,25.73,44.868,60.086,97.942,21.594,"T",75,66.036,"Class2"
96.278,13.356,58.027,66.445,49.347,84.639,"F",98,49.506,"Class1"
98.137,60.943,65.517,67.995,55.705,83.817,"W",97,34.27,"Class1"
94.536,54.869,65.114,60.268,78.067,74.696,"F",97,33.803,"Class1"
32.557,69.138,24.002,19.847,15.136,36.199,"N",40,82.121,"Class3"
97.738,61.476,47.856,60.475,45.178,79.082,"F",96,39.371,"Class1"
1.604,72.864,23.229,16.284,NA,41.041,"T",9,61.526,"Class3"
39.839,74.093,27.321,18.992,13.197,31.381,"T",8,55.36,"Class3"
28.748,39.97,32.324,28.823,17.02,53.445,"J",25,91.121,"Class5"
31.172,82.012,28.584,17.264,8.353,25.17,"D",37,91.487,"Class3"
32.613,72.637,22.566,15.127,8.446,35.876,"N",2,79.139,"Class3"
66.821,23.037,34.857,93.901,70.09,21.577,"T",79,73.253,"Class2"
22.413,78.102,17.363,15.153,14.441,52.938,"O",15,77.752,"Class3"
97.04,84.591,60.353,69.863,90.334,80.65,"B",99,-10.532,"Class1"
96.493,34.32,62.939,65.443,58.818,69.852,"M",99,53.696,"Class1"
-0.331,74.288,10.954,19.475,3.703,56.167,"F",6,57.548,"Class3"
68.402,25.201,22.508,32.892,71.289,10.587,"C",75,68.526,"Class2"
4.529,60.943,25.607,15.384,12.42,38.703,"F",6,67.064,"Class3"
63.415,66.982,71.407,53.557,83.439,39.119,"A",62,20.676,"Class4"
97.782,69.299,55.214,59.651,67.391,70.943,"N",100,NA,"Class1"
53.461,67.894,75.814,46.742,74.988,61.844,"I",75,40.531,"Class4"
77.257,28.164,33.988,43.82,97.769,19.309,"P",68,68.497,"Class2"
93.537,48.697,85.905,41.638,37.502,50.407,"I",64,53.116,"Class4"
66.165,21.028,30.956,53.767,70.043,27.727,"P",64,75.324,"Class2"
