"GXI1","EUH2","ETN3","AZS4","DTQ5","QGH6","IUQ7","IME8","QBO9","CTN10","Output20"
42.463,NA,25.109,58.898,69.276,"Q",12,70.875,90,47.747,"Class3"
47.117,67.54,37.292,40.625,63.68,"H",13,74.348,90,24.926,"Class3"
66.121,65.579,52.853,47.19,100.851,"W",12,73.98,84,11.768,"Class3"
66.801,67.096,47.567,45.268,73.174,"W",12,74.34,91,70.273,"Class3"
56.535,66.479,54.591,47.834,66.601,"K",13,61.817,93,22.132,"Class3"
17.417,41.658,55.232,16.339,43.695,"C",54,16.332,24,10.698,"Class2"
43.522,68.869,55.444,68.286,72.788,"W",11,62.416,95,30.131,"Class3"
1.865,25.595,54.183,16.358,23.204,"N",85,4.982,37,10.411,"Class2"
47.674,69.698,24.823,67.534,35.006,"J",73,21.754,39,42.59,"Class4"
9.187,59.341,58.571,16.316,20.697,"F",91,3.806,21,10.394,"Class2"
61.897,91.856,60.385,38.211,48.369,"R",26,45.052,58,25.825,"Class1"
55.037,65.673,34.612,25.132,85.329,"H",13,74.159,84,45.858,"Class3"
34.201,58.245,53.743,16.429,27.913,"F",91,13.26,34,10.809,"Class2"
19.224,31.588,56.596,16.581,13.552,"J",63,10.278,34,10.726,"Class2"
31.562,34.623,55.121,16.81,41.558,"N",66,5.067,40,10.475,"Class2"
11.439,NA,53.227,15.929,38.614,"N",86,12.513,29,10.399,"Class2"
62.795,NA,47.933,4.931,66.896,"F",13,72.227,93,37.012,"Class3"
33.718,50.13,30.89,51.973,39.146,"Q",77,15.68,41,46.798,"Class4"
44.769,77.031,31.425,41.138,42.115,"N",76,32.17,34,42.946,"Class4"
47.704,65.029,37.473,26.054,67.072,"Q",13,68.234,91,14.314,"Class3"
56.192,58.372,53.682,73.801,37.566,"N",72,34.02,41,43.061,"Class4"
51.877,73.905,36.013,92.653,34.882,"I",67,27.613,38,40.591,"Class4"
58.914,72.146,48.174,64.411,38.727,"N",72,26.272,39,46.13,"Class4"
84.07,67.9,57.317,36.878,38.367,"Q",53,49.776,66,12.699,"Class1"
51.163,68.623,25.701,77.778,52.641,"K",11,63.454,91,48.486,"Class3"
7.341,30.477,36.972,46.381,35.138,"J",66,32.549,33,46.506,"Class4"
49.513,89.81,54.112,37.127,56.125,"Q",57,55.871,70,41.186,"Class1"
73.166,89.86,62.95,37.194,41.238,"Y",63,63.41,55,10.276,"Class1"
34.692,69.483,57.937,36.751,60.961,"Y",31,35.05,60,28.268,"Class1"
55.438,68.354,30.559,67.217,72.311,"F",12,60.669,91,36.056,"Class3"
8.544,NA,56.578,16.233,43.498,"G",66,4.186,37,10.816,"Class2"
6.642,44.813,56.729,16.531,39.314,"G",59,8.358,19,10.565,"Class2"
62.04,66.486,47.427,49.193,69.627,"Q",13,65.37,95,20.902,"Class3"
90.477,87.48,65.151,36.268,55.494,"Q",21,58.42,67,57.497,"Class1"
34.339,68.827,59.109,37.812,54.272,"Y",28,64.587,64,12.041,"Class1"
21.462,86.718,59.952,35.228,43.965,"R",49,48.954,59,90.524,"Class1"
10.122,58.879,43.415,28.836,49.807,"J",69,27.2,41,44.049,"Class4"
33.493,60.249,33.745,59.437,38.834,"Q",73,27.709,40,45.753,"Class4"
38.276,50.227,61.292,76.117,50.521,"J",74,36.089,36,44.064,"Class4"
38.169,35.085,20.403,80.829,36.081,"N",77,34.016,38,48.425,"Class4"
2.348,46.598,30.156,77.279,45.267,"I",75,23.7,33,45.438,"Class4"
54.357,78.883,55.848,35.357,47.072,"Y",37,36.298,63,76.416,"Class1"
31.469,32.994,58.723,17.176,79.851,"J",84,16.653,25,10.621,"Class2"
5.888,61.466,55.328,16.685,27.911,"C",71,9.512,15,10.486,"Class2"
21.363,84.394,58.925,34.304,49.273,"Y",32,53.415,60,118.679,"Class1"
23.053,79.479,26.315,70.572,29.867,"I",72,16.987,41,46.06,"Class4"
5.694,22.019,60.061,16.899,48.423,"C",91,3.12,25,10.145,"Class2"
53.031,74.505,59.312,34.244,62.886,"R",33,52.242,67,98.99,"Class1"
46.906,66.648,54.757,88.582,58.493,"F",13,61.209,88,25.968,"Class3"
50.918,75.722,59.021,36.327,71.087,"R",56,63.898,59,67.757,"Class1"
42.008,87.112,59.848,35.692,58.781,"A",64,39.288,63,53.561,"Class1"
43.635,75.465,21.408,98.569,38.849,"N",74,25.154,41,43.01,"Class4"
44.427,90.81,57.44,34.422,47.448,"Y",64,47.942,54,65.759,"Class1"
37.828,95.992,61.191,34.833,48.5,"R",40,41.258,70,103.393,"Class1"
50.97,68.012,39.302,64.096,52.234,"F",13,61.634,92,16.609,"Class3"
59.575,67.939,31.138,33.221,76.274,"Q",12,64.846,94,19.927,"Class3"
31.94,NA,NA,16.474,41.122,"N",75,11.208,25,10.728,"Class2"
2.86,25.24,NA,16.701,70.877,"N",50,8.67,47,9.929,"Class2"
49.274,93.23,57.628,35.491,47.076,"Q",44,51.781,50,15.404,"Class1"
27.753,21.892,58.21,16.788,20.094,"N",51,14.77,21,10.475,"Class2"
32.915,90.121,63.633,37.372,41.126,"Y",53,66.592,56,26.396,"Class1"
9.02,52.55,16.647,60.215,41.788,"N",74,33.195,36,45.271,"Class4"
45.619,26.979,44.365,56.089,38.419,"D",76,28.953,37,45.127,"Class4"
51.194,96.448,64.56,36.715,56.936,"A",48,37.664,64,34.168,"Class1"
30.61,57.681,37.982,59.648,30.493,"D",71,22.522,34,44.974,"Class4"
9.276,29.391,48.591,87.224,34.632,"D",77,30.296,36,41.882,"Class4"
48.793,50.431,56.9,43.015,37.878,"Q",70,25.873,36,42.641,"Class4"
10.328,57.334,57.628,16.431,38.323,"G",53,8.073,34,10.732,"Class2"
26.083,37.694,57.239,15.923,12.555,"N",58,10.552,34,10.355,"Class2"
42.942,32.639,19.231,38.248,39.62,"J",76,27.235,38,45.431,"Class4"
32.731,71.33,58.185,35.602,44.262,"Y",55,57.602,61,42.072,"Class1"
41.561,37.796,39.458,45.468,39.32,"N",73,38.456,41,41.702,"Class4"
56.167,66.388,32.163,46.481,41.182,"J",67,15.266,37,44.591,"Class4"
37.314,74.501,67.075,36.397,44.735,"Y",48,55.955,58,70.568,"Class1"
16.884,37.081,55.82,17.068,46.962,"F",67,10.624,47,10.696,"Class2"
50.338,75.445,65.113,37.465,61.486,"R",56,59.704,67,102.492,"Class1"
59.019,40.599,13.881,34.758,44.608,"D",68,19.566,38,48.605,"Class4"
51.616,88.966,65.208,36.103,46.814,"C",62,47.488,50,38.732,"Class1"
24.088,69.033,61.073,35.653,62.977,"Y",35,64.475,62,77.126,"Class1"
3.992,52.953,60.699,16.546,55.436,"N",78,14.542,30,10.597,"Class2"
59.028,61.398,52.013,68.919,35.216,"N",68,41.226,33,41.196,"Class4"
75.545,67.089,66.103,36.445,44.546,"Q",25,36.405,49,1.099,"Class1"
31.006,34.507,58.579,16.274,52.565,"J",59,13.717,31,10.618,"Class2"
8.53,62.507,59.632,16.349,62.187,"N",77,12.816,41,10.43,"Class2"
26.599,59.921,31.776,91.414,36.848,"N",68,29.716,34,44.883,"Class4"
22.017,30.448,58.652,16.432,49.201,"F",70,5.943,45,10.863,"Class2"
55.037,71.696,NA,35.968,45.747,"A",27,50.193,60,-1.079,"Class1"
42.943,NA,58.217,35.584,40.509,"C",34,41.393,59,119.78,"Class1"
15.869,44.092,40.168,70.875,30.118,"J",71,18.527,34,43.235,"Class4"
60.789,65.673,52.285,46.83,63.698,"H",12,66.594,89,28.148,"Class3"
66.243,66.092,26.323,63.757,45.119,"D",70,27.201,38,45.261,"Class4"
18.024,58.845,58.4,16.495,39.237,"C",61,11.371,48,10.553,"Class2"
65.526,65.865,18.415,67.061,69.245,"Q",12,74.688,89,16.51,"Class3"
66.488,67.929,32.66,72.552,20.942,"W",12,64.912,92,35.562,"Class3"
58.545,78.518,13.359,75.047,42.854,"N",76,32.395,41,46.353,"Class4"
49.918,66.251,29.338,44.45,85.452,"Q",12,64.824,86,34.698,"Class3"
43.572,68.418,NA,35.764,87.527,"Q",12,65.503,85,21.072,"Class3"
51.292,36.218,36.897,64.086,34.857,"Q",71,31.336,40,43.436,"Class4"
53.459,67.209,30.151,12.937,70.928,"H",11,64.843,84,33.51,"Class3"
42.631,66.001,28.694,44.06,82.259,"W",11,69.585,85,22.374,"Class3"
52.72,NA,31.159,39.96,108.488,"F",13,65.737,91,39.666,"Class3"
11.257,26.577,60.702,16.578,37.5,"J",89,15.334,36,10.607,"Class2"
23.368,89.752,7.773,35.682,38.939,"Q",66,27.726,36,44.866,"Class4"
62.446,75.905,40.715,60.959,46.39,"J",77,29.405,36,45.12,"Class4"
43.454,66.187,19.587,33.736,38.502,"N",67,30.733,40,43.398,"Class4"
28.153,23.443,34.379,57.313,42.798,"J",70,39.015,36,45.796,"Class4"
56.398,65.106,25.3,40.944,113.463,"K",12,67.421,92,32.327,"Class3"
60.817,66.759,39.966,90.034,72.912,"H",11,70.266,92,42.398,"Class3"
57.921,66.509,45.488,85.398,58.58,"W",11,72.056,90,22.006,"Class3"
84.411,83.647,65.169,37.541,32.82,"R",57,66.884,52,-0.213,"Class1"
19.755,54.272,47.558,36.385,39.336,"Q",77,41.373,35,45.938,"Class4"
17.571,NA,62.533,16.258,21.548,"F",64,5.41,27,11.05,"Class2"
25.1,95.843,54.614,35.563,52.143,"R",45,62.473,63,60.903,"Class1"
26.429,41.805,53.864,16.725,63.254,"C",92,14.067,37,10.495,"Class2"
18.911,NA,59.778,16.404,40.222,"G",71,6.395,48,10.516,"Class2"
18.454,59.226,55.761,16.711,24.047,"G",92,11.496,49,10.835,"Class2"
52.485,66.609,48.062,12.333,97.597,"W",13,74.65,93,41.111,"Class3"
66.115,68.493,32.939,53.599,55.717,"F",12,67.947,93,0.068,"Class3"
80.609,88.022,59.599,37.889,43.408,"R",47,52.238,54,55.914,"Class1"
24.469,46.59,59.811,16.499,40.677,"F",62,13.659,34,10.757,"Class2"
78.437,95.523,56.411,32.912,58.527,"A",48,57.219,51,-33.503,"Class1"
66.2,65.967,31.68,57.399,111.808,"H",12,68.033,94,20.136,"Class3"
1.133,50.118,57.039,16.981,51.211,"N",86,15.881,34,10.557,"Class2"
55.53,66.864,46.897,35.173,76.186,"Q",13,63.018,89,12.821,"Class3"
48.264,67.764,20.298,48.177,63.094,"F",13,62.82,91,17.919,"Class3"
53.097,NA,46.137,30.761,34.242,"N",75,23.368,36,43.175,"Class4"
57.517,65.468,44.935,53.88,39.074,"K",13,68.268,93,49.559,"Class3"
18.154,42.252,54.209,16.118,23.301,"J",83,10.942,35,10.645,"Class2"
19.588,57.355,57.581,15.958,55.652,"G",59,9.538,15,10.56,"Class2"
17.655,40.773,NA,16.672,56.773,"C",61,14.837,50,10.628,"Class2"
12.433,63.823,22.608,61.113,38.973,"Q",72,33.353,41,44.624,"Class4"
58.558,95.958,58.495,38.604,36.616,"A",35,60.795,58,47.897,"Class1"
63.783,75.766,61.615,37.313,44.626,"Y",37,62.645,66,33.564,"Class1"
28.937,34.625,34.792,67.45,31.22,"D",70,24.813,35,43.877,"Class4"
27.24,30.997,24.567,53.926,48.805,"D",70,25.972,37,46.221,"Class4"
32.704,55.997,56.614,15.932,75.769,"C",85,9.495,34,10.037,"Class2"
48.019,67.767,22.642,73.329,82.114,"K",13,67.515,90,39.942,"Class3"
33.067,NA,56.48,16.384,27.414,"N",55,7.849,20,10.137,"Class2"
57.678,65.198,16.779,20.564,74.799,"K",13,61.632,84,12.562,"Class3"
26.634,87.266,57.689,36.059,49.08,"R",36,38.881,60,39.362,"Class1"
10.216,78.433,45.436,60.98,24.847,"I",73,18.432,36,45.118,"Class4"
54.217,66.941,32.174,82.101,63.904,"K",12,72.17,90,24.728,"Class3"
29.521,24.448,22.389,49.893,40.939,"I",72,35.467,37,44.08,"Class4"
18.98,18.514,52.77,16.17,34.53,"G",70,4.334,50,10.755,"Class2"
10.632,33.216,57.244,16.383,13.548,"F",66,3.799,31,10.95,"Class2"
23.336,66.062,27.259,42.901,44.955,"I",77,38.66,40,45.441,"Class4"
1.134,38.952,3.417,54.867,42.919,"J",74,25.455,39,44.592,"Class4"
30.625,45.782,57.362,16.697,41.335,"G",91,8.07,37,10.493,"Class2"
26.859,58.323,22.34,46.829,54.512,"I",76,28.266,36,44.612,"Class4"
61.2,65.971,45.117,58.793,46.742,"F",13,71.324,86,50.544,"Class3"
5.66,77.917,61.294,84.493,41.402,"N",72,23.027,41,43.606,"Class4"
54.363,NA,NA,38.152,55.482,"K",12,65.926,86,36.124,"Class3"
2.834,58.809,59.629,16.373,29.232,"N",55,9.484,22,10.836,"Class2"
31.957,78.77,58.365,37.71,70.045,"C",54,61.675,70,46.718,"Class1"
50.176,82.855,59.067,35.758,45.088,"Y",57,52.027,61,39.136,"Class1"
58.756,67.549,36.85,58.682,73.025,"H",12,64.765,90,62.446,"Class3"
62.745,66.35,44.553,61.391,68.325,"W",12,68.577,90,41.915,"Class3"
8.811,26.863,59.038,16.83,76.672,"G",51,5.505,15,10.421,"Class2"
7.911,55.203,58.364,16.988,7.702,"F",62,5.291,23,10.014,"Class2"
42.099,74.951,62.155,38.519,52.272,"Y",59,57.573,53,19.138,"Class1"
13.474,63.124,52.26,91.71,44.746,"D",67,37.255,37,40.847,"Class4"
76.407,81.772,58.558,37.949,54.945,"Q",64,46.671,62,81.853,"Class1"
63.875,67.149,43.959,62.353,82.476,"K",11,61.23,84,4.371,"Class3"
12.431,71.353,37.449,66.736,38.429,"Q",71,25.104,41,47.169,"Class4"
32.514,51.242,57.04,16.251,54.528,"J",62,10.166,30,10.768,"Class2"
64.553,65.37,37.792,51.047,61.006,"W",12,66.417,91,20.442,"Class3"
79.132,95.246,60.478,36.344,54.658,"A",26,68.606,69,118.838,"Class1"
26.754,69.69,64.576,37.59,49.001,"C",24,43.665,62,15.577,"Class1"
6.12,NA,55.153,16.94,50.656,"J",58,13.398,35,10.75,"Class2"
59.85,76.251,28.103,69.248,34.409,"J",69,33.927,39,41.977,"Class4"
37.066,70.643,56.945,36.701,48.15,"Q",43,62.457,50,43.462,"Class1"
44.361,89.201,32.478,32.832,45.257,"N",72,27.714,34,42.589,"Class4"
90.594,71.062,63.626,36.392,69.473,"Q",66,48.015,70,72.197,"Class1"
72.031,75.272,61.09,36.719,49.379,"R",57,58.645,63,88.136,"Class1"
76.664,71.034,59.325,33.824,65.303,"R",28,55.644,54,67.24,"Class1"
81.331,95.685,62.284,33.147,49.399,"A",53,41.025,68,42.296,"Class1"
58.37,67.783,37.155,35.527,47.707,"F",12,70.327,86,38.227,"Class3"
18.83,20.763,53.372,15.743,31.838,"C",79,14.963,40,10.987,"Class2"
17.41,22.833,53.481,16.709,49.841,"G",58,3.704,31,10.817,"Class2"
57.944,66.033,48.468,74.906,68.751,"W",12,62.321,88,17.163,"Class3"
63.435,57.498,15.104,40.857,42.115,"I",71,28.48,33,42.922,"Class4"
62.072,NA,3.299,69.857,50.039,"N",68,36.967,34,46.577,"Class4"
42.536,65.538,36.39,70.319,66.396,"K",13,63.519,83,3.793,"Class3"
1.913,82.547,29.996,40.573,45.099,"Q",71,35.663,40,46.55,"Class4"
56.948,NA,NA,60.894,91.9,"Q",11,69.932,83,1.319,"Class3"
24.252,51.302,55.29,16.49,35.505,"N",62,9.903,20,10.249,"Class2"
0.351,50.415,NA,95.207,42.07,"N",67,37.557,38,43.593,"Class4"
27.004,62.732,55.714,16.784,32.018,"G",87,11.726,32,10.376,"Class2"
58.239,85.507,56.599,35.067,57.127,"Q",51,36.023,61,33.447,"Class1"
7.46,37.114,NA,54.333,44.715,"Q",70,40.576,38,47.689,"Class4"
61.119,65.704,34.026,70.917,93.614,"Q",11,64.488,90,31.264,"Class3"
11.967,51.074,51.546,57.075,48.818,"Q",72,29.172,36,44.418,"Class4"
3.531,51.198,57.867,16.562,30.936,"G",79,8.408,19,10.673,"Class2"
42.167,67.568,26.126,48.211,73.299,"K",11,63.83,93,34.851,"Class3"
23.262,47.497,57.425,16.882,-9.128,"N",71,11.203,42,10.591,"Class2"
26.416,84.102,58.079,36.861,56.726,"Q",24,55.195,66,44.09,"Class1"
16.931,18.006,58.636,16.947,65.14,"J",56,4.966,18,10.215,"Class2"
63.399,66.472,44.417,49.185,64.931,"H",11,67.108,92,41.021,"Class3"
62.466,68.925,39.622,45.685,54.25,"F",11,70.408,91,13.956,"Class3"
24.806,35.77,54.452,16.519,55.392,"N",52,15.867,43,11.154,"Class2"
17.966,68.718,NA,56.172,38.268,"Q",77,19.043,39,46.903,"Class4"
26.26,87.247,61.369,36.26,59.738,"R",32,44.436,64,78.221,"Class1"
20.494,61.502,58.549,16.289,20.637,"G",89,15.898,47,10.186,"Class2"
50.029,66.193,40.364,74.909,63.008,"W",13,65.081,92,44.33,"Class3"
61.77,67.959,35.295,51.184,89.148,"Q",12,71.053,84,2.43,"Class3"
44.798,66.11,31.049,20.974,63.168,"K",13,64.95,86,42.067,"Class3"
31.845,34.721,40.387,53.442,46.091,"N",68,29.204,35,43.789,"Class4"
51.694,82.456,57.01,37.039,39.832,"Y",54,46.313,64,0.954,"Class1"
15.897,27.338,57.595,16.805,38.498,"C",84,4.41,34,10.403,"Class2"
57.479,87.111,62.695,36.39,52.304,"A",32,68.481,58,58.051,"Class1"
30.532,62.376,56.007,16.805,43.421,"N",54,14.249,42,10.365,"Class2"
55.694,49.132,32.034,37.207,54.574,"J",71,30.977,40,44.754,"Class4"
22.233,44.185,57.065,16.76,18.077,"C",82,5.237,46,10.487,"Class2"
9.34,36.967,37.273,71.891,48.856,"D",75,24.6,40,46.307,"Class4"
30.71,79.98,58.736,36.704,51.705,"Y",62,58.07,56,55.248,"Class1"
74.206,86.017,55.742,37.057,42.934,"A",56,60.891,50,57.382,"Class1"
58.128,56.731,46.899,37.986,52.519,"N",68,20.693,37,46.573,"Class4"
41.539,94.367,64.777,39.162,49.174,"C",25,56.477,58,-15.98,"Class1"
