"Output11","EVC1","CXK2","FKO3","IWU4","ANT5","PZK6","EZW7","SFA8","CLB9","LQW10","TKH11"
"Class5",83.973,44.302,16.327,45.592,"W","B",21.845,71.304,10,5.064,59.333
"Class2",-3.104,62.492,34.48,57.258,"R","N",-1.106,63.41,22,4.856,38.02
"Class1",64.443,21.798,98.542,49.847,"T","V",76.275,23.122,54,24.342,19.538
"Class5",82.476,34.204,15.284,37.029,"L","A",18.163,49.995,12,16.641,62.469
"Class3",52.717,30.075,28.73,89.075,"J","D",14.6,53.66,76,76.144,41.962
"Class4",29.953,58.449,6.064,47.993,"Q","J",86.633,79.587,33,23.274,75.587
"Class4",43.434,58.937,9.914,43.827,"K","M",69.881,77.303,31,18.723,68.984
"Class5",88.974,17.373,16.261,46.294,"N","X",17.396,6.408,24,36.047,62.05
"Class2",17.484,79.325,27.594,80.208,"R","W",35.254,67.033,39,7.38,35.182
"Class3",40.864,29.005,31.183,67.28,"C","R",16.448,24.759,60,79.868,35.448
"Class1",53.063,24.15,49.682,43.32,"V","B",73.685,24.692,26,48.14,3.118
"Class2",47.565,44.516,26.867,65.517,"K","W",22.025,65.683,8,29.446,40.814
"Class5",88.493,57.721,16.992,53.09,"I","S",15.052,32.131,20,37.312,64.886
"Class1",28.705,21.234,52.322,57.764,"O","Q",71.48,24.857,51,13.085,27.629
"Class4",71.862,58.318,7.298,50.651,"Z","Z",88.179,80.418,33,54.981,60.544
"Class4",38.81,57.339,8.42,50.739,"Z","J",67.636,78.711,34,49.12,72.096
"Class2",5.17,62.729,26.96,84.547,"K","N",41.603,63.706,11,17.279,43.974
"Class3",46.798,27.732,27.669,53.539,"C","U",15.979,34.501,54,86.504,39.374
"Class2",17.248,47.272,27.367,43.932,"K","B",45.831,69.188,7,7.741,39.475
"Class3",40.353,31.178,27.248,70.886,"A","A",16.08,69.967,73,86.227,38.393
"Class1",27.159,17.931,98.874,54.222,"T","R",72.778,25.052,45,23.096,37.411
"Class4",46.98,57.798,9.225,46.744,"G","M",63.664,75.479,32,19.383,60.784
"Class1",60.118,34.643,96.761,65.036,"W","R",70.777,24.496,45,10.893,31.474
"Class4",45.888,57.483,18.5,55.452,"Q","C",62.993,77.854,29,19.136,71.446
"Class5",81.959,65.364,16.188,36.54,"N","S",16.95,40.722,7,10.869,79.008
"Class5",90.62,40.471,16.198,45.649,"N","G",25.639,22.879,25,35.774,48.619
"Class3",41.156,28.621,27.497,49.654,"C","T",19.136,38.132,67,72.922,35.858
"Class2",4.626,65.622,33.158,72.43,"F","Z",63.676,67.878,12,9.511,14.624
"Class5",85.371,49.974,15.131,46.158,"N","X",14.936,51.368,38,15.149,50.788
"Class2",21.343,78.84,28.478,66.2,"R","N",35.365,64.068,4,15.135,25.536
"Class4",66.227,59.827,13.824,52.351,"Q","W",77.682,79.882,29,35.899,88.574
"Class1",30.217,26.14,47.537,54.933,"T","V",73.318,25.555,34,24.483,55.943
"Class5",88.839,64.3,16.122,48,"W","B",34.324,68.433,37,11.087,64.336
"Class4",45.284,57.858,13.769,51.749,"Z","Z",52.785,78.833,34,59.935,73.568
"Class2",28.781,79.751,35.003,70.408,"F","N",22.882,67.651,42,16.884,45.843
"Class5",87.144,26.816,15.263,49.117,"A","S",10.624,16.477,23,9.761,63.322
"Class5",82.561,81.648,15.448,43.545,"I","G",8.646,22.65,36,41.687,70.652
"Class4",25.594,59.324,13.208,51.384,"K","W",64.207,75.796,34,63.331,76.206
"Class2",61.074,71.625,37.2,64.748,"F","Z",19.921,64.059,33,32.05,15.01
"Class5",89.357,51.231,16.441,42.478,"A","S",18.717,42.453,39,15.615,73.655
"Class2",9.687,63.997,39.686,62.322,"F","H",15.491,69.127,12,24.709,50.404
"Class2",45.47,66.231,21.406,60.357,"R","W",19.864,67.631,13,19.046,38.272
"Class5",87.867,48.63,16.794,42.947,"I","A",22.675,30.639,39,4.012,54.879
"Class3",25.258,40.595,30.436,47.565,"Z","D",16.803,57.934,66,87.688,31.224
"Class4",36.911,58.612,12.698,53.496,"Z","M",73.866,78.394,34,56.033,71.306
"Class3",17.195,41.76,34.947,NA,"Z","R",17.333,59.088,65,78.766,38.905
"Class5",88.089,46.211,15.156,50.974,"A","B",23.87,34.649,8,8.516,67.698
"Class3",59.737,35.904,34.247,43.552,"Z","T",14.953,56.27,73,70.17,39.512
"Class1",14.725,38.086,68.683,40.416,"N","V",73.249,23.388,29,16.588,39.919
"Class2",23.096,44.094,13.881,72.874,"D","H",24.625,69.689,22,9.218,61.182
"Class4",53.225,57.198,8.674,55.107,"K","J",59.99,80.924,32,23.055,65.254
"Class5",84.309,16.442,16.727,43.659,"N","B",12.073,60.273,25,19.476,70.878
"Class3",59.898,27.83,27.494,78.516,"C","U",17.317,61.121,79,88.105,44.335
"Class2",8.879,54.819,22.615,77.444,"K","Z",46.903,66.333,26,31.437,36.886
"Class3",31.536,33.779,34.245,68.779,"S","T",20.247,38.426,75,76.319,40.596
"Class5",86.612,27.571,16.136,46.306,"N","A",11.925,62.774,39,20.706,72.956
"Class2",30.068,81.374,23.268,60.791,"F","N",33.386,65.241,27,10.896,20.174
"Class2",6.529,62.574,21.101,58.94,"R","Z",17.055,68.801,16,17.966,40.118
"Class3",13.972,36.887,30.613,57.521,"A","R",15.394,27.353,67,69.435,38.446
"Class5",85.202,20.61,16.529,45.216,"A","S",38.255,72.233,26,0.81,59.266
"Class4",71.439,57.419,18.481,49.688,"G","W",58.798,79.18,30,25.715,79.096
"Class1",34.127,25.597,91.458,53.975,"T","Q",69.059,27.613,36,44.807,6.799
"Class3",28.465,31.415,29.664,65.032,"C","A",15.974,67.435,78,70.49,44.977
"Class3",70.347,34.762,29.359,68.331,"A","A",18.897,57.497,73,90.708,37.047
"Class5",79.579,25.96,15.899,47.639,"A","B",17.999,8.525,17,43.714,71.269
"Class2",6.435,40.114,10.463,50.931,"K","W",40.648,62.84,13,17.26,11.02
"Class5",81.308,54.532,16.19,40.815,NA,"S",12.84,22.985,7,26.259,61.301
"Class3",55.205,36.41,33.975,49.583,"C","D",11.219,79.412,77,84.835,45.327
"Class3",51.841,29.488,29.297,46.665,"C","A",16.086,74.324,66,88.344,38.334
"Class2",32.591,73.935,19.702,86.946,"D","N",47.222,66.347,4,17.731,43.336
"Class3",94.439,36.131,32.69,74.328,"J","D",6.078,25.118,64,85.329,36.825
"Class1",29.276,28.113,90.34,48.323,"N","B",76.222,26.029,46,27.947,31.77
"Class2",16.335,81.134,29.274,55.057,"R","H",59.413,67.268,26,22.711,19.82
"Class2",26.837,66.064,35.336,57.878,"D","B",76.706,69.29,37,29.401,60.725
"Class5",86.034,50.169,15.424,NA,"I","G",17.1,61.427,28,19.453,71.816
"Class1",18.092,38.492,71.802,60.043,"T","W",73.047,30.136,42,30.822,20.544
"Class1",-3.778,26.538,65.44,58.418,"T","B",72.898,26.701,33,29.852,10.882
"Class2",9.747,74.155,11.564,78.857,"D","Z",42.009,62.424,34,32.176,59.188
"Class1",52.929,49.1,64.75,52.867,"V","Q",73.854,27.166,46,10.134,35.936
"Class1",9.515,47.722,66.153,55.313,"V","Q",72.308,31.668,31,21.396,12.993
"Class4",27.644,57.569,13.439,36.159,"Q","J",54.635,77.802,33,53.523,65.763
"Class3",44.79,26.953,28.526,38.497,"C","U",18.905,25.314,61,72.852,41.051
"Class3",61.544,34.061,34.178,40.034,NA,"T",12.741,47.318,55,78.012,42.171
"Class2",42.23,78.729,28.431,58.405,"D","Z",48.767,61.986,34,33.576,61.577
"Class5",89.246,45.32,16.745,47.253,"L","B",20.765,48.343,21,10.061,53.494
"Class1",62.577,32.618,83.624,28.584,"W","R",79.594,26.761,28,34.66,7.433
"Class5",83.066,7.123,16.059,45.547,"I","G",35.525,66.162,25,30.61,59.149
"Class2",18.652,77.251,26.859,75.024,"X","Z",50.11,66.541,22,11.601,40.215
"Class5",83.927,13.308,15.854,47.154,"L","G",10.341,66.125,31,8.33,61.843
"Class2",45.742,71.989,20.044,45.675,"X","Z",29.403,65.257,33,9.651,16.309
"Class5",93.176,37.784,16.48,44.089,"N","A",18.585,14.418,36,11.186,63.245
"Class1",53.329,48.265,58.933,63.208,"V","B",73.178,23.858,36,39.658,-10.443
"Class2",39.125,63.17,19.915,68.629,"R","Z",11.006,69.075,5,8.959,13.239
"Class3",38.33,30.157,33.153,33.623,"C","T",20.754,44.184,82,81.573,27.704
"Class3",94.792,28.568,34.729,48.075,"J","U",11.245,52.885,82,82.145,34.86
"Class1",37.223,55.017,63.017,NA,"V","R",77.17,26.507,40,24.393,38.547
"Class2",36.228,49.36,34.68,59.822,"X","W",43.767,67.076,20,33.362,36.771
"Class1",72.975,44.164,53.5,76.308,"V","W",73.482,31.253,46,41.227,13.884
"Class5",82.985,52.058,16.969,46.565,"A","B",19.117,7.14,28,16.546,56.053
"Class2",15.294,81.042,12.199,74.214,NA,"N",6.951,65.317,22,28.194,21.808
"Class2",32.503,81.925,40.427,81.651,"R","B",18.649,63.119,32,15.587,53.709
"Class5",95.666,31.602,16.095,48.791,"A","G",15.351,61.689,7,40.822,74.777
"Class3",48.042,40.847,34.29,40.286,"S","D",7.277,28.861,61,82.836,33.39
"Class4",28.099,58.761,7.05,54.317,"W","Z",92.502,78.497,31,59.438,85.732
"Class1",45.712,33.138,75.029,56.15,"O","R",75.337,22.28,23,28.205,9.775
"Class2",28.827,67.631,24.551,67.185,"D","N",20.153,66.903,39,12.202,46.425
"Class2",20.733,60.624,14.842,52.841,"X","Z",29.778,61.311,22,24.387,17.087
"Class4",7.433,58.734,4.624,44.271,"Q","C",81.572,80.335,29,33.915,73.315
"Class3",58.242,29.568,33.945,46.761,"C","R",14.079,57.271,55,70.462,35.044
"Class5",88.581,13.594,16.582,43.588,"I","G",13.472,65.097,39,35.467,67.255
"Class4",53.332,59.387,13.6,54.871,"Q","Z",80.513,78.614,32,58.517,59.43
"Class2",22.833,41.6,20.472,63.431,"X","H",24.478,63.446,29,27.94,33.812
"Class3",81.762,35.956,28.551,64.798,"C","U",17.118,22.524,54,72.97,34.71
"Class3",50.279,36.659,30.944,59.303,"Z","T",17.167,46.357,66,78.057,40.798
"Class1",20.541,43.569,42.139,43.74,"T","V",69.751,27.884,53,20.989,10.564
"Class5",86.281,48.591,16.061,51.667,NA,"G",2.273,16.548,12,27.991,57.321
"Class4",63.385,59.787,17.558,46.127,"G","J",65.554,78.875,30,61.645,69.353
"Class2",-6.832,64.819,17.664,61.305,"X","H",63.76,66.54,9,27.189,23.814
"Class1",25.437,25.686,97.87,55.325,"W","B",68.675,25.144,27,18.121,15.787
"Class1",15.803,52.446,65.522,60.831,"O","B",67.111,22.755,48,28.593,6.925
"Class2",47.952,57.976,34.689,48.767,"D","H",44.415,63.967,42,20.643,22.342
"Class5",92.768,15.423,16.407,37.983,"L","A",22.043,50.683,24,36.862,61.182
"Class4",83.61,58.05,8.283,44.513,"W","M",63.65,75.616,32,47.657,59.033
"Class3",47.035,28.526,31.032,67.067,"J","T",14.098,36.339,55,74.187,36.59
"Class1",-25.938,29.708,61.55,59.567,"V","V",70.696,28.673,54,40.366,13.522
"Class3",51.756,30.131,30.789,50.098,"Z","U",15.018,44.05,58,78.343,41.009
"Class5",87.861,45.299,15.587,NA,"N","A",10.804,45.419,28,27.502,71.399
"Class5",86.364,79.449,16.106,41.813,"L","B",29.958,38.515,6,14.716,46.396
"Class5",84.649,43.062,15.413,40.121,"W","B",31.01,7.626,17,31.172,58.827
"Class2",17.032,60.554,37.33,59.151,"K","B",60.913,67.345,30,11.303,32.06
"Class4",80.185,57.688,13.864,45.979,"Q","W",74.541,80.427,33,27.551,94.843
"Class1",-35.227,59.531,44.272,58.856,"O","W",76.515,22.684,26,42.243,10.163
"Class2",18.704,77.277,12.118,68.721,"R","W",49.452,63.648,40,19.423,22.603
"Class3",83.638,33.834,32.153,71.692,"S","U",18.764,31.209,83,72.733,29.88
"Class3",29.29,39.623,34.491,49.376,"C","U",12.796,75.947,76,73.332,36.775
"Class4",65.699,57.659,17.436,48.719,NA,"Z",83.213,78.676,34,39.638,83.96
"Class3",36.403,32.45,27.554,56.61,"J","D",16.335,53.728,71,70.425,50.733
"Class2",17.144,47.385,26.402,81.514,"K","B",16.567,63.179,44,10.947,21.766
"Class5",86.206,48.302,16.434,45.461,"N","G",26.853,66.179,9,27.659,56.566
"Class5",86.034,69.678,16.408,48.597,"I","X",27.489,66.811,35,34.696,53.413
"Class2",21.528,73.956,36.586,85.964,"D","Z",56.03,65.481,30,32.745,49.995
"Class3",107.897,38.563,28.888,36.857,"C","T",14.355,76.204,68,82.82,38.773
"Class2",21.288,49.224,23.611,64.492,"D","Z",58.997,68.85,24,34.317,9.779
"Class4",41.199,57.94,12.574,55.938,"W","W",94.301,80.628,30,57.175,72.245
"Class4",17.901,59.37,4.148,40.177,"Q","M",48.679,76.567,32,28.877,69.193
"Class1",37.026,23.407,83.934,60.273,"V","W",75.143,22.492,48,20.756,38.575
"Class1",37.434,18.77,56.072,54.378,"W","W",72.651,24.43,31,39.013,39.094
"Class2",17.152,80.197,39.921,56.584,"D","W",6.592,65.196,30,29.09,49.979
"Class5",84.09,56.642,16.338,51.613,"A","B",19.41,36.286,7,0.985,50.379
"Class2",20.466,50.4,28.807,49.404,"X","N",30.692,69.175,23,27.054,13.268
"Class4",63.389,57.241,4.54,43.878,"Z","M",99.126,80.941,34,49.718,59.889
"Class1",23.287,35.245,82.487,33.059,"O","W",67.115,26.539,26,44.323,43.739
"Class1",16.982,39.939,73.337,27.029,"N","W",70.835,24.914,28,19.22,31.774
"Class1",16.345,53.11,53.614,52.614,"V","B",71.814,28.038,38,21.659,23.644
"Class4",92.276,59.627,14.882,NA,"Z","C",83.774,75.994,31,24.686,72.16
"Class5",82.991,59.413,16.68,47.555,"I","S",27.11,12.379,24,24.365,49.5
"Class2",13.817,72.475,30.289,51.616,"X","N",7.171,68.631,34,34.115,33.766
"Class4",37.603,59.586,15.795,52.183,"W","J",71.476,78.375,29,27.639,59.945
"Class4",32.527,59.529,4.569,36.073,NA,"J",73.445,77.09,32,45.691,49.876
"Class3",61.835,34.963,34.393,42.264,"S","D",15.875,23.318,75,69.404,46.461
"Class2",32.191,60.611,38.365,105.498,"F","W",45.711,61.863,6,6.549,7.446
"Class1",39.354,50.248,53.377,58.687,"W","Q",72.149,30.419,35,42.175,42.448
"Class3",66.926,31.066,27.738,34.781,"J","D",14.851,40.232,67,71.319,37.629
"Class4",87.946,59.526,6.241,45.089,"K","M",43.225,79.31,32,63.897,52.25
"Class5",85.987,79.507,15.317,42.444,"L","G",13.856,36.891,21,10.881,61.306
"Class3",49.285,29.777,28.654,53.735,"C","R",15.273,27.062,83,77.745,44.886
"Class2",-7.293,59.008,27.427,68.686,NA,"H",40.322,65.132,41,12.176,36.558
"Class5",86.885,72.325,16.294,42.709,"L","B",26.017,56.08,20,3.503,53.148
"Class2",33.996,50.257,22.937,73.601,"K","Z",32.036,65.117,40,13.78,36.676
"Class4",19.632,58.242,11.436,33.05,"Z","C",90.44,80.112,33,38.827,67.403
"Class5",84.146,38.692,15.758,44.652,"W","A",35.75,72.498,18,18.064,59.172
"Class4",72.154,57.146,8.956,54.821,"W","W",87.696,75.848,33,52.756,55.766
"Class3",68.529,33.217,30.988,49.618,"S","R",17.106,78.899,83,75.541,36.824
"Class1",91.306,47.096,97.772,50.067,NA,"V",73.234,31.324,25,45.245,26.716
"Class1",38.545,39.841,72.495,53.878,"N","W",69.365,28.53,45,33.047,21.384
"Class3",23.654,40.574,27.037,81.957,"A","D",20.222,75.002,75,79.25,35.444
"Class3",89.275,32.728,32.175,37.54,"Z","T",13.732,59.392,65,77.095,42.629
"Class5",85.061,18.862,16.001,43.895,"N","X",23.563,35.522,11,11.414,67.996
"Class2",4.223,41.831,22.423,88.289,NA,"N",42.981,69.76,29,11.666,46.637
"Class2",24.376,66.134,40.785,74.325,"K","W",15.539,62.996,22,15.508,36.499
"Class3",82.381,32.318,35.31,43.43,"A","R",11.647,49.71,59,85.796,37.301
"Class2",21.692,46.286,19.736,47.938,"X","W",38.943,61.208,38,33.392,12.258
"Class2",1.78,81.236,32.931,43.587,"D","Z",58.717,66.673,36,8.902,41.236
"Class2",21.852,62.309,26.931,87.83,"X","W",6.942,69.789,33,16.639,21.434
"Class5",84.12,78.952,15.898,45.136,"N","A",27.975,18.596,7,19.337,60.98
"Class1",32.736,19.334,98.971,71.269,"O","W",73.342,24.374,30,43.264,14.193
"Class5",82.88,12.159,16.142,50.275,"L","X",18.064,11.383,30,41.877,53.848
"Class4",63.513,57.662,15.191,48.411,"G","M",103.032,78.879,33,31.399,65.057
"Class5",85.46,9.525,16.334,47.907,"N","X",22.672,62.356,31,12.832,78.255
"Class4",92.257,59.136,7.639,45.772,"Q","Z",75.309,76.455,34,61.919,56.96
"Class3",79.986,39.072,32.539,55.336,"A","A",10.657,76.889,56,83.337,30.042
"Class2",3.005,54.504,21.607,52.692,"F","Z",45.273,61.856,27,19.497,35.511
"Class4",33.397,59.815,13.94,NA,"K","M",26.81,80.834,32,20.871,77.47
"Class4",58.683,58.417,13.223,56.532,"Q","W",58.95,80.41,29,52.771,74.81
"Class3",73.346,37.09,30.055,47.7,NA,"D",21.658,63.777,64,78.349,37.373
"Class5",85.387,69.907,16.773,43.196,"N","X",18.016,38.112,15,18.621,58.26
"Class4",55.523,58.078,13.21,NA,"Q","W",77.495,77.009,29,63.461,70.44
"Class5",87.438,64.914,15.548,42.807,"N","S",11.513,8.041,26,42.073,72.514
"Class4",32.123,57.031,17.338,50.214,"Z","W",70.247,77.588,29,45.726,76.486
"Class4",44.285,58.839,15.53,36.302,NA,"W",35.507,78.991,32,28.058,84.697
"Class2",34.499,42.476,14.661,82.843,"F","Z",12.349,61.867,30,30.175,64.194
"Class3",69.3,38.666,32.949,73.738,"A","A",12.248,28.485,62,75.035,38.119
"Class3",37.122,27.67,34.763,47.412,"Z","U",6.544,30.552,78,81.711,28.419
"Class4",44.89,59.779,14.172,36.133,"G","C",82.554,80.434,30,45.435,66.778
"Class5",85.046,59.222,15.669,40.007,"L","S",28.077,7.619,12,11.211,44.455
"Class1",0.788,36.829,37.087,60.029,"T","V",72.582,22.214,36,47.356,41.139
"Class4",43.725,59.028,6.943,38.035,"Z","J",66.23,80.822,31,28.784,75.352
"Class5",90.877,9.496,15.244,45.128,"W","G",24.139,18.832,34,33.17,67.195
"Class4",73.337,59.756,11.5,47.534,"G","W",74.399,80.811,31,21.381,89.732
"Class2",30.914,51.88,34.592,NA,"D","N",36.838,65.93,19,27.779,61.954
"Class3",29.528,32.985,33.39,67.978,"Z","D",15.303,47.686,77,77.008,38.345
"Class1",6.83,38.457,72.385,42.278,"V","W",68.648,28.646,31,35.763,22.942
"Class4",41.798,59.446,14.84,45.843,"Q","Z",90.076,76.363,30,21.479,61.801
"Class2",20.541,80.668,20.165,72.449,"D","H",14.522,63.472,32,16.343,25.947
"Class1",53.032,34.838,71.104,56.527,"O","W",71.587,29.406,23,39.61,33.653
"Class3",80.709,34.67,28.114,59.733,"A","A",10.129,25.165,68,73.817,41.584
"Class5",87.544,42.19,16.295,44.728,"A","A",27.661,37.691,26,40.32,53.308
"Class1",35.114,43.777,50.642,76.242,"W","R",73.231,22.486,51,13.852,19.147
"Class4",60.376,57.586,12.888,46.664,"W","M",58.983,77.61,31,52.208,62.877
"Class4",35.02,58.456,10.752,35.473,"W","J",70.229,76.056,29,35.796,62.608
"Class3",42.411,32.829,29.812,48.054,"J","D",13.523,62.931,82,70.304,43.683
"Class4",65.622,58.725,10.79,43.426,"Q","J",62.691,77.782,33,40.543,72.782
"Class3",63.57,37.93,29.589,87.52,"S","D",13.991,35.728,58,84.896,49.063
"Class5",92.49,24.069,15.669,48.145,"I","S",40.843,19.817,35,16.251,63.341
"Class4",41.914,59.528,15.342,53.725,"W","W",88.024,78.907,32,30.046,67.116
"Class4",74.275,58.469,9.29,NA,"G","C",73.576,77.228,32,34.458,48.501
"Class1",52.272,19.487,47.005,64.422,"O","Q",72.209,25.682,42,43.574,12.604
"Class4",37.394,57.465,15.061,40.826,"W","W",51.994,80.204,30,19.945,67.16
"Class3",57.275,32.322,29.616,52.225,"A","R",11.66,79.679,83,75.587,44.062
"Class2",45.124,80.981,39.004,63.457,"R","W",57.466,67.692,36,27.198,47.533
"Class5",83.208,46.248,15.454,38.252,"L","B",22.191,67.295,4,11.323,70.853
"Class5",88.797,27.312,15.035,42.516,"W","S",12.448,51.356,35,3.086,68.438
"Class1",10.085,39.505,61.845,75.983,"W","R",72.629,26.064,23,16.91,43.757
"Class4",60.643,58.801,18.946,NA,"K","J",48.492,80.777,31,61.803,68.556
"Class2",24.779,41.986,17.817,57.959,"D","W",76.19,66.053,25,30.623,33.74
"Class2",-6.227,61.595,15.772,72.183,"X","W",49.393,63.217,22,21.859,76.731
"Class3",73.387,39.968,32.06,54.937,"C","T",21.162,32.358,76,80.669,36.172
"Class4",56.334,57.313,13.418,44.938,"G","J",43.565,79.068,31,24.051,65.513
"Class3",51.555,29.025,27.582,53.227,NA,"D",18.826,52.201,62,83.972,43.617
"Class5",93.903,28.96,15.878,41.515,"L","B",15.016,68.506,39,8.193,48.928
"Class3",44.653,36.516,32.394,52.789,"C","U",14.138,65.412,71,89.609,36.353
"Class4",27.745,57.803,15.407,47.535,"Z","M",71.447,77.205,31,18.791,51.437
"Class1",58.594,43.372,72.539,48.165,NA,"V",69.059,25.165,32,18.259,18.058
"Class3",36.598,33.353,30.001,51.93,"S","T",10.994,25.698,70,78.424,34.817
"Class3",129.265,27.146,32.032,59.204,"J","R",17.963,51.4,73,87.746,40.744
"Class1",49.689,57.162,62.014,66.853,"V","B",68.895,22.436,52,14.028,23.979
"Class5",85.003,37.298,15.933,47.177,"W","A",19.488,59.452,39,12.231,60.489
"Class5",85.11,34.625,16.602,56.629,"I","G",24.429,66.186,33,18.978,69.783
"Class1",38.729,41.374,40.987,66.957,"N","R",71.919,25.612,34,19.243,31.553
"Class4",39.334,59.17,12.251,45.406,"Z","C",56.612,80.568,34,45.607,86.068
"Class3",34.906,27.135,28.52,47.154,"A","R",13.439,24.751,69,69.253,42.133
"Class5",91.499,37.93,16.772,52.261,"N","X",20.964,62.72,13,42.212,74.112
"Class5",82.641,43.478,15.345,44.766,"W","B",20.673,57.178,36,6.219,71.273
"Class5",91.71,9.37,16.072,40.269,"L","A",32.184,23.696,27,3.375,64.213
"Class1",32.101,22.511,52.151,61.648,"O","R",71.899,22.652,51,48.482,22.157
"Class3",94.151,41.962,34.604,69.575,"S","T",12.195,29.15,74,77.682,35.57
"Class4",53.912,57.154,11.093,47.857,"W","Z",84.327,78.078,33,46.966,65.96
"Class4",52.404,59.305,11.386,36.592,"W","W",80.853,80.532,29,26.73,69.209
"Class5",83.976,13.631,15.947,40.538,NA,"A",28.079,3.968,13,7.843,67.721
"Class3",21.851,31.703,35.002,40.787,"C","T",12.468,63.862,55,85.312,31.822
"Class1",19.359,33.95,60.246,43.43,"O","Q",74.051,26.628,42,33.582,35.383
"Class5",83.046,33.926,15.775,43.346,"A","B",3.681,68.384,5,17.812,58.225
"Class1",10.523,50.532,68.817,NA,"N","R",75.648,29.769,27,48.625,51.583
"Class4",35.61,58.2,5.293,62.033,NA,"M",81.027,78.489,31,52.061,60.997
"Class4",38.325,59.508,4.647,47.102,"G","C",132.971,76.963,29,18.48,81.978
"Class4",95.888,58.905,18.964,43.116,"Z","W",66.2,80.141,31,63.341,77.673
"Class5",87.705,70.02,15.739,47.703,"A","S",7.961,68.081,35,19.734,57.533
"Class5",92.899,55.745,16.996,42.541,"L","A",29.052,19.529,14,35.434,56.854
"Class3",42.432,36.397,34.401,54.212,"A","D",17.909,43.345,57,73.932,42.554
"Class1",23.246,44.264,82.023,53.779,"W","R",76.499,26.272,41,23.439,29.062
"Class4",49.95,58.055,16.16,41.281,"W","Z",94.427,79.752,33,61.553,76.974
"Class1",6.695,53.691,97.743,75.389,"O","R",70.898,29.559,41,39.994,25.407
"Class4",50.246,58.3,15.992,48.717,"G","J",102.234,78.747,29,55.623,70.749
"Class3",36.307,30.662,34.666,42.346,"A","R",15.435,27.894,64,77.799,43.206
"Class5",89.348,64.323,15.89,39.706,"I","X",21.496,75.083,36,22.596,57.523
"Class1",-2.218,19.126,76.272,47.697,"O","V",73.751,22.374,39,41.245,29.16
"Class2",7.36,64.488,30.08,63.382,"D","B",6.188,62.458,10,15.04,46.077
"Class2",29.391,58.512,40.16,NA,"R","H",25.687,66.909,43,15.063,16.336
"Class3",72.598,40.491,28.007,65.197,"S","R",13.979,36.177,80,86.291,35.949
"Class1",-3.182,31.665,80.636,57.19,"O","W",72.344,27.183,42,31.714,44.077
"Class4",37.265,59.322,15.456,36.543,"K","M",73.364,77.815,33,37.755,68.582
"Class5",88.25,48.181,15.027,43.205,"I","B",10.429,69.711,39,40.465,78.801
"Class5",86.088,72.544,16.071,47.596,"I","X",20.252,27.659,37,41.464,54.583
"Class5",87.587,19.743,15.979,49.776,"W","X",6.133,54.534,10,25.794,54.841
"Class2",48.222,46.441,27.106,66.183,"K","Z",26.072,66.134,5,32.909,52.575
"Class2",20.006,68.335,30.055,79.038,"D","Z",43.84,69.495,47,22.336,12.537
"Class1",51.327,40.368,53.809,53.391,"W","W",72.305,31.578,44,23.033,10.272
"Class5",88.991,61.918,16.029,44.317,"A","A",24.286,28.226,17,2.187,56.975
"Class1",41.082,51.166,82.823,57.236,NA,"R",73.473,29.711,43,21.188,11.254
"Class2",40.864,79.063,19.043,36.691,"F","B",25.391,65.627,25,28.986,44.169
