"WYI1","ECB2","Output5","RKH3","DKI4","JIA5","HTD6","CGX7","KHF8","LSH9","OZT10","ODQ11","LYB12"
70,55.177,"Class1",77.473,39.547,18.686,69,"D",24.888,52.508,"W",84.635,42.499
66,30.413,"Class1",77.346,20.757,21.564,70,"C",28.445,18.33,"X",93.394,31.555
64,59.497,"Class1",79.877,23.517,36.312,65,"V",28.573,39.883,"X",93.183,38.286
49,44.322,"Class3",46.138,70.456,86.398,14,"P",23.627,19.464,"G",50.19,68.261
72,56.347,"Class1",92.406,17.481,13.804,66,"V",30.946,37.893,"W",97.06,37.878
71,49.797,"Class1",74.478,28.415,17.26,67,"R",34.701,25.936,"X",81.055,42.787
68,34.609,"Class1",66.725,27.24,28.742,73,"S",35.725,21.517,"R",87.691,38
76,42.866,"Class3",51.506,70.46,88.796,30,"P",27.16,22.237,"Z",52.643,72.006
87,44.065,"Class3",56.059,69.143,97.409,19,"J",29.176,25.146,"R",43.634,64.089
73,51.027,"Class1",79.596,17.887,36.904,69,"D",31.518,54.147,"R",87.583,49.466
65,58.145,"Class1",83.813,22.219,26.988,72,"C",25.088,23.778,"X",83.871,39.478
73,40.944,"Class1",75.246,15.635,15.675,67,"R",29.834,50.773,"X",83.759,52.184
97,63.758,"Class2",36.403,28.469,66.139,58,"D",60.277,27.331,"C",93.613,14.402
66,38.233,"Class1",92.582,24.203,47.957,73,"S",32.149,28.311,"D",78.817,40.52
83,42.746,"Class3",62.297,70.156,80.721,19,"M",19.89,19.388,"O",NA,80.924
95,58.521,"Class2",35.823,29.678,64.797,73,"A",57.024,55.041,"R",92.783,21.866
69,55.486,"Class1",75.108,31.732,39.079,65,"D",28.143,47.739,"X",86.487,43.632
65,41.555,"Class3",46.611,69.627,68.713,7,"E",15.391,21.163,"Z",47.444,74.02
99,29.74,"Class2",30.271,29.415,70.322,52,"A",58.292,42.26,"H",94.846,66.352
58,41.348,"Class3",48.057,68.985,84.794,7,"P",25.03,23.071,"R",46.449,83.569
98,83.767,"Class2",57.282,28.734,47.908,47,"X",58.795,60.186,"R",89.086,60.396
69,38.929,"Class1",93.717,33.669,34.439,66,"R",33.475,26.488,"W",80.424,55.332
72,44.063,"Class1",65.016,5.571,46.006,70,"R",27.01,22.532,"C",82.028,37.3
77,39.978,"Class3",58.11,69.103,84.34,7,"M",28.561,22.355,"I",58.297,78.928
67,50.328,"Class1",62.387,30.44,12.497,73,"S",28.709,46.044,"X",75.701,34.197
75,47.362,"Class3",58.237,68.498,92.357,14,"M",19.33,23.496,"Z",45.834,79.295
93,29.172,"Class2",41.797,32.297,60.087,29,"D",60.03,11.233,"P",93.331,20.193
73,47.513,"Class1",63.952,29.965,46.872,72,"S",33.794,50.344,"C",86.194,48.422
50,45.691,"Class3",64.743,69.412,64.916,9,"P",12.198,25.487,"O",55.122,89.993
91,40.773,"Class3",56.845,69.707,99.191,30,"J",12.268,19.096,"I",43.998,87.675
93,69.142,"Class2",37.076,27.157,53.256,59,"I",57.525,37.32,"P",94.951,33.633
65,39.571,"Class3",58.617,70.623,88.425,22,"E",21.903,22.633,"R",56.957,70.46
67,30.737,"Class1",61.444,37.694,42.541,70,"C",29.54,51.826,"X",70.745,47.711
67,49.463,"Class1",64.597,18.176,34.273,68,"R",27.835,41.789,"C",75.14,36.384
63,32.796,"Class1",74.244,30.622,39.952,64,"S",32.433,64.369,"R",80.596,50.023
82,45.674,"Class3",60.865,70.694,86.105,24,"E",19.667,20.618,"O",50.409,63.965
86,39.088,"Class3",52.5,70.24,73.006,23,"J",21.491,26.388,"O",51.787,71.678
95,35.665,"Class2",40.723,25.612,75.962,27,"A",60.571,56.235,"C",90.639,29.934
73,63.253,"Class1",66.905,47.909,23.374,65,"C",34.34,66.269,"D",86.103,56.695
42,40.029,"Class3",44.273,70.238,85.806,11,"K",20.989,19.096,"R",51.442,62.044
91,79.373,"Class2",48.917,29.161,50.087,48,"A",57.063,20.975,"O",NA,61.213
65,53.057,"Class1",80.753,21.497,29.094,72,"D",28.494,25.787,"D",101.48,34.826
97,51.168,"Class2",48.737,30.828,63.869,57,"X",60.072,5.221,"H",91.832,12.726
91,39.886,"Class3",50.245,70.259,66.389,27,"E",21.584,22.722,"G",52.472,77.582
94,70.976,"Class2",52.097,28.383,68.688,55,"I",57.502,59.76,"O",93.886,18.236
91,78.895,"Class2",52.672,30.353,57.394,63,"C",59.925,69.733,"R",92.928,41.643
72,63.46,"Class1",72.067,30.386,36.515,71,"D",25.961,46.608,"R",83.4,55.214
52,41.347,"Class3",63.268,69.939,94.005,26,"J",21.426,20.738,"Z",54.119,62.684
94,44.879,"Class2",25.74,29.797,34.359,51,"D",NA,6.993,"R",93.249,40.208
68,43.353,"Class1",84.894,35.829,39.519,67,"C",35.965,20.784,"R",76.444,41.233
63,41.171,"Class1",86.844,32.086,24.968,66,"R",31.241,68.147,"W",79.783,55.064
64,31.962,"Class1",76.891,23.871,12.764,72,"V",32.235,40.198,"D",101.309,55.696
98,29.007,"Class2",47.739,28.76,38.194,54,"I",58.406,36.484,"O",87.856,61.667
66,58.326,"Class1",93.293,31.563,34.341,71,"D",30.421,43.413,"X",74.913,42.678
94,79.978,"Class2",49.074,29.108,69.288,34,"X",58.422,57.068,"C",93.034,50.745
69,40.836,"Class1",89.637,36.67,27.77,68,"R",29.174,22.327,"D",83.473,38.686
82,42.12,"Class3",56.441,69.896,81.093,8,"E",27.259,24.706,"Z",48.333,70.464
94,73.174,"Class2",54.668,28.449,66.072,32,"I",60.03,123.102,"C",93.053,33.053
90,57.86,"Class2",34.925,32.351,58.5,33,"C",60.474,-10.72,"H",92.287,69.127
93,22.351,"Class2",47.419,29.162,63.423,78,"D",58.679,50.923,"C",96.555,59.369
87,47.204,"Class3",53.514,70.533,95.139,22,"J",28.798,21.594,"O",41.478,73.529
99,17.125,"Class2",55.933,28.86,62.448,26,"C",58.581,33.452,"P",93.435,49.744
96,41.183,"Class2",46.011,28.315,57.635,32,"X",60.684,49.95,"P",93.281,16.292
67,68.197,"Class1",85.026,17.778,33.063,70,"S",35.595,17.082,"R",90.995,48.004
63,47.587,"Class1",67.992,1.992,8.318,67,"C",35.506,46.969,"D",74.741,50.316
67,45.565,"Class3",53.594,69.024,77.409,16,"K",25.082,24.719,"O",45.278,74.779
94,82.16,"Class2",37.332,29.318,63.271,39,"I",60.032,11.762,"R",93.943,37.676
85,41.988,"Class3",50.489,70.293,79.105,11,"K",28.383,29.084,"G",44.361,77.285
69,47.228,"Class3",45.2,69.874,67.295,4,"E",29.498,24.196,"G",43.345,90.643
73,42.285,"Class1",61.333,31.452,24.223,72,"C",29.636,35.119,"C",84.547,56.68
68,59.407,"Class1",66.157,29.124,4.192,68,"V",24.811,32.843,"R",75.08,49.589
68,54.002,"Class1",84.451,13.33,17.454,73,"C",32.046,31.535,"W",77.819,49.881
93,24.798,"Class2",43.496,30.524,36.731,76,"I",57.016,85.269,"R",94.277,32.322
94,81.572,"Class2",49.751,27.573,84.347,51,"X",58.458,21.619,"P",91.078,11.506
60,42.626,"Class3",54.974,70.051,79.417,24,"E",25.968,20.847,"O",43.111,65.196
92,26.972,"Class2",50.657,27.557,51.905,55,"I",60.843,37.709,"H",91.808,58.839
73,30.534,"Class1",63.725,31.41,17.516,64,"S",32.21,69.341,"W",96.587,52.8
68,52.418,"Class1",86.846,24.933,44.584,65,"R",31.298,42.188,"W",72.235,31.117
96,61.008,"Class2",47.007,29.221,54.422,59,"D",NA,12.187,"H",90.348,51.651
68,46.915,"Class1",88.435,19.145,29.358,64,"V",34.817,40.131,"X",86.14,40.207
99,29.043,"Class2",51.952,27.702,66.716,81,"C",57.7,17.409,"O",93.722,36.755
93,64.549,"Class2",43.27,26.339,80.074,39,"C",59.527,70.219,"O",94.806,44.228
81,40.005,"Class3",45.186,69.58,74.77,28,"K",13.303,22.726,"O",43.037,71.642
37,42.727,"Class3",44.453,71.054,79.63,28,"J",14.833,24.269,"G",NA,76.778
70,36.144,"Class1",86.562,31.602,44.656,71,"S",27.228,56.153,"C",79.462,36.687
71,68.997,"Class1",62.847,22.264,24.001,68,"S",28.458,42.555,"W",80.953,41.826
45,45.356,"Class3",62.665,69.584,74.094,21,"P",23.867,23.612,"R",49.752,89.59
96,54.939,"Class2",41.976,30.34,59.706,55,"C",58.174,97.39,"C",91.083,55.65
67,57.008,"Class1",68.147,29.848,25.344,68,"S",33.977,41.729,"D",79.544,39.453
38,44.187,"Class3",55.241,70.367,91.983,16,"M",24.768,18.068,"G",47.813,77.917
98,54.55,"Class2",47.028,28.979,41.159,42,"C",57.84,65.958,"O",94.16,33.568
99,24.565,"Class2",44.234,22.982,46.536,63,"I",59.1,69.697,"P",NA,67.312
97,56.155,"Class2",49.811,28.114,67.361,34,"I",60.922,55.695,"C",NA,62.854
98,65.85,"Class2",25.588,26.978,55.574,31,"D",59.906,66.034,"O",95.085,66.983
71,35.028,"Class1",93.533,14.177,38.448,72,"S",32.392,25.625,"W",93.245,54.983
43,40.556,"Class3",49.452,69.846,92.914,9,"M",27.139,23.196,"G",49.567,73.086
71,44.914,"Class3",46.45,70.422,84.837,18,"P",29.319,20.279,"R",50.706,89.607
90,86.537,"Class2",52.219,31.715,49.318,41,"X",NA,64.527,"H",93.777,24.602
72,39.467,"Class3",51.503,70.139,76.335,21,"E",NA,26.281,"G",48.35,90.113
96,24.174,"Class2",30.839,27.428,59.361,63,"D",59.892,21.226,"O",93.548,19.058
43,40.143,"Class3",57.498,68.881,91.903,11,"E",13.727,19.982,"I",50.318,82.473
67,65.726,"Class1",89.277,22.776,18.54,69,"C",27.727,56.19,"X",86.728,39.859
99,75.845,"Class2",48.036,30.028,72.689,68,"X",57.699,46.408,"H",91.958,51.521
71,59.836,"Class1",73.471,9.403,30.635,69,"D",32.867,25.74,"D",86.686,47.141
61,43.534,"Class3",56.95,69.999,96.417,4,"K",29.499,21.768,"O",44.027,82.655
97,69.778,"Class2",42.741,31.604,65.128,29,"D",59.592,10.252,"O",95.289,42.75
92,31.77,"Class2",49.401,25.13,53.669,74,"I",58.745,33.183,"H",90.666,25.557
97,54.869,"Class2",34.473,27.103,77.63,46,"A",59.718,0.158,"O",94.248,43.48
42,47.904,"Class3",48.93,70.612,92.537,13,"M",17.374,23.856,"R",46.962,81.568
84,39.954,"Class3",47.179,70.567,75.843,8,"P",16.346,18.454,"Z",49.989,70.147
64,55.337,"Class1",72.355,20.601,26.289,64,"S",24.716,18.875,"R",78.395,49.545
68,63.733,"Class1",62.449,21.498,39.26,68,"C",29.847,57.686,"R",65.913,51.569
69,31.211,"Class1",70.195,25.657,34.504,68,"D",32.719,55.733,"X",87.58,44.709
35,40.773,"Class3",53.017,69.234,83.085,12,"P",21.149,23.494,"R",50.027,83.124
98,17.159,"Class2",35.169,30.725,58.358,69,"X",57.999,54.551,"R",92.656,49.134
76,43.191,"Class3",58.787,69.858,69.152,17,"M",18.974,22.527,"R",40.33,62.716
71,30.16,"Class1",63.507,25.053,34.449,67,"V",27.928,13.411,"W",84.599,53.218
66,37.259,"Class1",65.149,23.729,21.28,66,"C",29.303,26.997,"C",90.455,34.951
64,46.981,"Class1",60.259,10.058,36.698,72,"D",25.796,29.454,"X",94.639,54.055
71,35.775,"Class1",92.292,8.837,15.333,64,"C",25.939,38.924,"R",97.592,42.647
95,43.914,"Class2",38.603,26.975,98.44,79,"I",58.23,54.833,"C",90.282,38.181
64,59.261,"Class1",78.878,46.494,-1.363,73,"R",NA,49.078,"D",90.515,46.541
73,58.168,"Class1",92.488,9.629,39.975,64,"R",NA,25.142,"X",88.159,53.241
51,39.516,"Class3",63.779,69.571,85.484,22,"K",13.302,19.242,"I",45.438,80.327
96,34.92,"Class2",48.604,27.535,64.969,67,"A",60.99,18.562,"R",91.729,64.613
92,32.611,"Class2",38.613,29.045,63.412,51,"X",60.681,42.788,"C",94.848,20.294
67,44.943,"Class1",70.256,21.569,38.9,72,"D",31.367,39.281,"D",81.107,53.682
92,25.443,"Class2",25.123,31.649,36.456,32,"C",59.449,-10.004,"O",95.206,13.548
94,69.196,"Class2",31.418,27.415,23.397,77,"X",58.066,47.546,"C",93.655,12.986
92,81.427,"Class2",38.941,25.645,49.887,72,"D",57.719,57.783,"P",93.741,15.914
64,59.562,"Class1",80.543,23.523,47.005,73,"V",30.668,17.051,"X",91.374,32.566
73,46.419,"Class3",54.837,70.49,84.476,20,"M",24.446,22.441,"R",49.823,66.83
95,64.277,"Class2",57.226,28.013,67.042,38,"X",58.489,46.408,"R",92.029,65.741
90,36.987,"Class2",39.406,29.507,58.279,48,"D",57.387,94.216,"C",92.415,57.818
72,43.126,"Class3",48.072,70.44,93.51,5,"M",14.737,26.723,"R",47.069,75.518
72,46.84,"Class3",47.587,70.664,84.383,24,"M",18.057,28.833,"I",47.699,88.282
63,69.375,"Class1",81.879,42.517,32.755,65,"C",35.625,28.587,"D",81.486,49.638
93,38.139,"Class2",50.539,33.026,50.209,75,"C",58.348,9.993,"P",94.333,64.152
97,82.965,"Class2",36.694,27.426,70.596,30,"X",58.496,34.593,"C",94.998,51.991
32,41.766,"Class3",64.953,69.79,76.251,17,"J",16.906,24.128,"Z",47.949,71.368
93,53.759,"Class2",56.78,27.895,45.769,44,"C",58.913,77.036,"P",93.731,59.802
65,55.376,"Class1",61.299,33.842,22.158,68,"R",29.66,15.059,"C",74.148,53.503
71,33.012,"Class1",82.738,27.81,19.002,64,"S",33.05,38.898,"C",84.613,56.234
99,78.051,"Class2",54.883,29.032,46.528,24,"X",59.036,-11.524,"O",92.531,62.183
67,61.451,"Class1",75.033,10.74,38.523,65,"R",26.7,19.459,"C",82.055,50.95
34,42.145,"Class3",47.205,69.66,74.793,25,"M",14.436,22.478,"I",41.378,67.968
70,40.452,"Class1",87.229,17.486,27.817,72,"R",29.983,51.187,"R",69.404,49.89
91,23.331,"Class2",41.117,28.191,61.521,65,"D",60.819,41.267,"O",93.668,50.94
80,41.023,"Class3",45.642,70.06,76.396,26,"K",28.4,25.233,"G",52.52,78.914
76,45.847,"Class3",60.989,69.85,77.983,10,"P",18.296,21.093,"Z",NA,76.943
93,68.927,"Class2",36.207,26.118,54.587,26,"C",59.747,1.629,"H",91.421,65.251
65,44.821,"Class3",55.061,71.436,89.77,5,"J",17.46,21.555,"I",53.818,71.091
37,39.88,"Class3",57.397,71.031,75.605,21,"J",16.849,26.523,"O",54.964,72.38
66,67.448,"Class1",84.408,21.038,25.655,69,"V",32.455,40.855,"R",85.464,45.37
36,40.635,"Class3",45.505,69.785,102.395,14,"E",18.28,18.079,"I",53.881,83.902
99,28.412,"Class2",28.293,28.769,56.445,47,"A",58.766,9.383,"C",95.522,53.906
98,19.965,"Class2",39.056,29.163,78.525,34,"C",59.619,77.19,"C",94.666,63.818
78,41.609,"Class3",59.69,70.65,93.715,28,"M",14.899,20.323,"G",49.057,69.048
71,33.347,"Class1",84.246,26.972,20.691,67,"S",27.236,15.597,"X",59.434,33.882
94,40.237,"Class2",56.894,30.164,55.427,28,"A",57.317,52.957,"H",94.206,66.101
98,17.742,"Class2",30.723,27.438,55.692,69,"X",58.759,25.396,"R",97.471,27.649
66,32.301,"Class1",67.561,27.659,12.73,64,"V",30.002,57.286,"C",NA,44.867
93,58.019,"Class2",54.085,28.752,77.591,29,"I",60.364,11.729,"O",94.872,60.852
68,47.754,"Class1",72.634,20.261,19.417,72,"C",32.073,34.947,"D",91.764,38.355
71,41.77,"Class3",62.602,69.522,79.416,10,"E",28.946,15.71,"Z",45.64,83.468
94,45.523,"Class2",39.631,28.717,56.413,26,"C",60.929,66.347,"R",92.967,18.687
68,53.588,"Class1",66.594,28.784,59.302,73,"V",32.192,47.734,"X",83.978,47.18
90,56.087,"Class2",48.307,26.324,86.495,32,"I",58.749,58.973,"H",93.595,36.61
93,82.129,"Class2",38.038,26.325,72.444,42,"X",NA,20.244,"C",94.059,18.414
99,86.316,"Class2",26.073,26.805,78.591,49,"C",60.725,48.388,"H",89.319,23.124
94,53.818,"Class2",27.424,27.998,40.684,35,"X",60.248,20.176,"C",97.006,57.232
68,63.583,"Class1",79.617,28.569,19.032,70,"R",31.388,43.675,"W",83.195,51.082
64,30.759,"Class1",84.402,16.899,46.606,71,"D",33.325,1.726,"W",82.321,31.953
90,40.852,"Class3",55.769,69.362,95.371,16,"K",NA,30.442,"I",45.973,76.966
32,47.781,"Class3",61.916,70.821,76.018,26,"M",27.689,25.524,"R",52.89,66.058
80,44.881,"Class3",49.885,69.135,76.239,31,"J",22.525,21.918,"O",NA,79.286
70,51.088,"Class1",80.397,8.579,25.611,73,"R",26.241,40.462,"C",88.179,43.309
72,45.108,"Class1",90.011,34.586,31.447,67,"R",28.174,33.856,"R",82.952,41.854
68,35.556,"Class1",80.642,42.911,36.934,66,"V",25.625,24.233,"D",90.205,54.917
91,44.812,"Class2",38.249,26.517,48.783,29,"D",58.744,63.121,"P",94.265,34.829
95,75.393,"Class2",29.816,29.459,58.289,78,"C",59.856,47.913,"H",92.353,14.462
82,44.602,"Class3",60.98,68.924,87.015,12,"J",21.31,19.036,"Z",46.632,79.387
69,39.88,"Class1",61.411,32.516,10.425,72,"V",33.973,56.284,"X",79.456,40.153
41,42.304,"Class3",46.952,69.302,88.631,10,"P",12.719,24.06,"R",45.646,75.201
84,42.236,"Class3",63.824,70.438,69.747,19,"K",12.517,24.468,"O",42.281,81.954
90,27.068,"Class2",49.826,28.842,85.574,30,"D",57.83,55.997,"O",94.075,18.614
69,47.16,"Class3",58.014,70.283,97.419,24,"K",25.919,22.849,"O",51.171,68.07
67,52.025,"Class1",92.677,19.543,25.646,65,"S",33.364,11.405,"C",74.816,34.723
69,68.078,"Class1",66.351,29.032,28.318,73,"D",25.408,13.635,"W",NA,36.027
98,35.779,"Class2",35.115,30.422,51.696,24,"C",59.719,103.679,"C",90.534,45.606
93,25.47,"Class2",45.322,27.5,66.209,62,"I",60.411,24.096,"R",90.215,22.092
66,56.28,"Class1",64.006,44.989,27.759,72,"D",24.097,51.717,"X",78.973,53.41
68,53.028,"Class1",76.459,42.236,21.644,71,"C",32.38,17.883,"R",79.549,47.444
97,63.455,"Class2",48.13,27.155,56.877,34,"A",60.623,93.384,"R",94.211,35.014
70,42.134,"Class1",76.869,15.086,10.71,64,"D",34.738,57.697,"C",82.92,43.4
80,45.259,"Class3",51.274,70.177,69.684,18,"M",19.028,16.535,"G",48.701,81.359
91,63.862,"Class2",49.122,28.25,65.756,23,"A",57.892,31.161,"P",90.68,47.03
97,65.021,"Class2",39.331,29.806,79.281,35,"X",58.16,65.093,"O",92.144,53.915
63,62.352,"Class1",61.671,30.397,39.831,67,"R",33.117,49.522,"R",76.169,50.067
98,57.357,"Class2",51.795,30.629,65.308,32,"X",60.875,63.558,"O",91.839,12.109
61,46.886,"Class3",62.515,69.927,80.771,29,"M",23.443,19.921,"I",45.316,66.194
96,33.21,"Class2",37.426,28.931,60.746,27,"C",59.894,45.279,"H",97.202,32.754
72,53.726,"Class1",88.659,18.721,27.271,71,"S",33.684,31.91,"D",75.839,37.848
31,42.25,"Class3",47.327,68.673,96.156,17,"P",NA,24.415,"O",46.332,67.097
63,44.491,"Class1",73.226,21.439,27.826,72,"S",30.92,27.164,"X",74.084,33.714
67,30.506,"Class1",65.434,16.968,36.39,70,"V",25.953,42.294,"W",106.571,49.961
81,41.51,"Class3",60.252,69.785,74.013,5,"J",20.854,21.707,"O",49.975,87.855
64,58.487,"Class1",67.099,13.251,43.231,73,"C",29.262,61.292,"X",84.688,53.698
68,42.175,"Class1",78.83,18.332,21.13,71,"C",33.812,57.762,"X",90.874,34.825
68,63.345,"Class1",83.408,35.353,28.851,69,"S",26.899,21.458,"W",81.552,46.116
51,44.349,"Class3",56.831,69.355,75.235,19,"M",12.333,25.551,"O",48.118,80.918
41,43.483,"Class3",60.545,70.488,65.249,22,"M",28.502,23.649,"I",45.593,68.247
95,24.339,"Class2",57.785,29.86,59.941,79,"X",57.283,-27.127,"P",92.462,42.974
59,43.907,"Class3",63.019,70.408,69.173,23,"E",19.861,30.462,"Z",50.366,68.027
43,44.741,"Class3",58.775,70.636,80.779,22,"K",NA,26.98,"R",54.719,84.582
98,63.918,"Class2",25.979,29.199,38.439,64,"D",57.145,50.538,"C",93.907,19.057
92,57.112,"Class2",25.353,24.513,51.596,73,"I",57.905,-2.558,"H",94.092,16.213
99,42.243,"Class2",45.937,26.848,76.402,80,"I",57.373,93.159,"P",NA,54.82
66,31.759,"Class1",91.396,18.459,25.507,69,"S",27.67,45.902,"C",82.745,43.142
98,29.972,"Class2",39.244,28.112,70.821,65,"A",58.189,2.531,"C",95.628,33.976
67,31.644,"Class1",86.706,28.479,19.021,66,"D",26.469,29.644,"D",105.06,34.663
67,29.69,"Class1",72.281,20.303,50.216,73,"D",30.57,66.073,"X",72.048,44.162
64,39.862,"Class3",49.33,69.613,88.463,29,"P",18.867,21.282,"R",41.071,67.112
75,39.685,"Class3",58.09,70.366,92.79,19,"E",20.708,28.299,"G",50.054,63.045
58,45.812,"Class3",62.137,70.669,87.243,26,"J",29.132,19.301,"I",50.251,63.159
63,30.027,"Class1",78.111,26.947,55.491,71,"R",31.744,30.415,"R",65.227,47.097
31,41.359,"Class3",56.485,69.146,85.996,17,"K",15.753,25.622,"R",56.841,89.044
94,60.495,"Class2",25.847,28.449,47.572,71,"I",58.693,58.181,"R",91.964,52.121
78,42.668,"Class3",52.364,69.821,72.971,18,"P",17.046,26.44,"I",56.348,63.949
94,18.364,"Class2",29.733,25.971,37.11,64,"D",59.944,10.393,"R",92.032,47.489
84,47.917,"Class3",46.619,71.445,90.732,27,"E",18.141,23.146,"I",49.91,86.972
57,42.805,"Class3",63.801,70.645,85.156,24,"P",14.469,21.511,"I",49.957,86.059
90,80.132,"Class2",42.622,30.124,43.917,77,"X",57.685,85.823,"R",96.607,46.168
61,41.159,"Class3",44.908,70.04,66.528,7,"J",22.341,18.898,"I",47.919,82.4
90,75.218,"Class2",28.272,28.702,18.644,67,"I",58.343,86.06,"P",94.546,36.622
94,81.298,"Class2",52.608,28.242,70.681,69,"X",NA,25.274,"C",94.256,61.184
80,41.58,"Class3",54.625,69.698,90.408,7,"K",29.146,24.2,"O",50.565,89.411
69,47.437,"Class3",51.28,69.932,61.707,4,"E",23.159,24.605,"Z",52.724,79.248
91,78.235,"Class2",40.58,28.091,60.247,48,"D",57.143,10.89,"H",91.478,24.545
71,57.656,"Class1",79.93,38.641,35.993,70,"S",31.878,53.027,"W",83.62,31.908
90,53.692,"Class2",54.175,29.737,51.636,28,"I",60.675,21.605,"C",92.471,29.61
99,50.36,"Class2",39.407,26.892,65.614,75,"I",59.46,13.385,"O",94.535,51.61
97,84.537,"Class2",26.549,28.009,57.706,43,"D",57.779,40.406,"C",98.128,69.867
67,41.277,"Class3",55.523,69.423,80.957,21,"J",27.795,23.624,"R",43.648,69.339
67,47.287,"Class1",61.65,32.459,24.215,73,"R",27.065,71.014,"R",85.194,51.46
97,83.193,"Class2",52.052,31.315,30.503,78,"D",59.273,23.351,"P",93.395,33.264
96,81.943,"Class2",36.22,28.622,63.371,34,"C",59.144,33.279,"R",NA,13.284
43,43.942,"Class3",49.786,69.44,77.423,25,"K",20.203,20.431,"G",42.528,64.901
93,73.18,"Class2",35.173,27.224,72.113,41,"I",58.037,19.965,"O",92.038,34.701
96,72.81,"Class2",26.009,30.036,54.704,30,"C",60.559,-32.918,"P",90.779,14.077
92,62.405,"Class2",50.022,30.247,40.429,63,"I",60.771,114.135,"R",90.56,33.09
93,27.324,"Class2",39.162,27.666,57.094,74,"I",58.693,40.695,"H",90.215,32.705
44,41.694,"Class3",48.941,70.367,78.967,13,"M",29.49,18.696,"Z",44.132,90.637
99,49.427,"Class2",52.543,27.419,56.985,55,"X",57.011,59.62,"P",94.223,11.855
82,41.427,"Class3",61.449,69.819,85.445,24,"E",16.031,24.322,"I",46.318,67.581
92,33.655,"Class2",25.247,30.558,41.874,69,"C",59.082,30.856,"O",91.846,43.526
66,39.775,"Class3",54.621,69.685,81.259,21,"K",NA,21.768,"O",48.231,64.514
63,69.489,"Class1",77.618,36.448,37.07,71,"V",25.984,12.79,"W",86.17,49.821
89,42.047,"Class3",64.585,69.743,91.896,27,"K",24.975,26.341,"G",48.425,67.396
96,39.08,"Class2",31.793,28.681,63.956,23,"D",59.362,29.805,"O",NA,30.282
52,39.757,"Class3",45.387,70.035,82.873,24,"P",NA,24.051,"I",55.014,85.787
91,51.735,"Class2",37.258,30.076,50.033,55,"I",57.863,2.461,"R",93.079,12.034
55,46.402,"Class3",63.737,68.934,88.289,30,"J",12.311,23.503,"O",46.521,81.651
61,42.018,"Class3",63.288,70.629,84.357,13,"P",25.886,18.555,"I",50.211,88.85
99,34.27,"Class2",48.927,27.874,69.529,38,"X",60.656,63.14,"H",93.323,37.562
90,56.146,"Class2",57.402,30.918,36.414,79,"X",57.132,32.717,"C",93.793,60.453
41,40.158,"Class3",61.911,70.249,87.395,11,"J",22.97,28.285,"O",53.709,71.993
94,28.232,"Class2",33.364,29.413,47.738,70,"C",58.849,1.842,"H",93.569,62.869
73,45.041,"Class3",53.31,69.732,102.527,20,"P",18.992,19.385,"O",52.659,67.421
33,46.213,"Class3",60.108,70.21,58.071,25,"P",25.119,19.391,"R",NA,83.514
95,72.858,"Class2",49.459,27.555,72.47,76,"C",57.353,32.845,"C",98.126,38.075
90,64.364,"Class2",37.925,28.298,35.61,52,"D",60.008,23.408,"R",91.918,30.782
57,43.011,"Class3",60.177,69.919,64.705,17,"M",14.545,20.366,"I",46.295,89.021
61,39.855,"Class3",55.876,70.862,88.197,30,"K",19.064,23.103,"G",57.35,65.362
90,57.156,"Class2",30.307,29.403,63.032,25,"I",60.086,37.552,"O",97.743,40.807
98,28.446,"Class2",34.985,29.323,98.065,52,"I",59.528,71.87,"O",93.609,22.647
33,43.483,"Class3",44.448,69.031,73.808,24,"M",14.824,22.302,"Z",48.317,70.873
86,44.912,"Class3",51.158,69.189,79.855,14,"E",28.738,24.164,"O",51,75.121
97,61.247,"Class2",44.036,29.775,43.348,44,"D",57.386,8.753,"O",90.974,52.231
52,43.254,"Class3",54.354,70.612,91.199,30,"P",28.61,24.689,"G",54.208,86.547
72,36.948,"Class1",81.367,18.712,23.604,66,"D",34.066,43.076,"D",92.152,38.478
42,41.802,"Class3",55.894,69.128,65.565,9,"E",26.627,18.096,"Z",49.333,69.725
72,55.441,"Class1",79.742,23.349,8.395,69,"C",30.21,64.444,"W",91.272,47.604
68,42.882,"Class1",77.869,26.665,32.798,67,"S",26.033,30.614,"D",100.966,52.343
