"JBT1","RNA2","XJB3","UAS4","YOU5","Output15","EZQ6","RPB7","WOI8","FZT9"
37,17.953,70.277,32.694,-6.843,"Class2","T",57.275,14.22,51.28
63,17.342,65.956,63.601,77.548,"Class1","X",59.81,34.789,68.75
53,13.5,NA,31.657,90.471,"Class1","U",61.177,27.375,67.458
47,68.376,43.204,85.487,70.555,"Class3","T",79.941,22.931,46.718
46,87.849,40.77,83.816,92.206,"Class3","N",67.292,6.098,46.229
57,20.39,44.806,26.954,104.427,"Class1","T",26.878,57.963,65.761
32,NA,61.655,64.602,73.692,"Class4","S",45.309,63.331,12.992
27,30.143,56.114,63.759,72.788,"Class4","I",46.221,80.27,12.594
49,15.904,73.837,62.934,-6.396,"Class2","Y",55.033,47.484,51.529
55,16.893,42.417,75.492,90.45,"Class1","T",61.086,54.379,68.972
36,93.596,49.95,57.478,70.971,"Class4","X",32.911,69.931,12.619
50,76.647,48.853,83.843,62.344,"Class3","N",72.326,25.631,47.155
40,7.543,11.441,85.955,73.888,"Class5","P",52.433,66.567,36.885
62,23.629,69.239,44.057,97.777,"Class1","U",67.411,31.969,65.52
59,20.112,58.066,18.276,92.503,"Class1","F",66.028,24.758,66.091
57,53.696,50.869,57.59,74.227,"Class4","C",62.191,84.136,12.632
35,61.623,44.689,86.169,90.451,"Class3","N",69.579,5.521,47.383
6,53.323,49.167,86.895,41.163,"Class3","Q",74.633,5.796,47.316
68,39.371,23.341,74.648,62.835,"Class5","Q",68.861,66.602,25.621
4,71.518,47.667,85.953,61.772,"Class3","Q",77.852,17.149,46.061
32,11.426,73.21,82.453,77.217,"Class2","X",52.367,37.782,51.826
29,61.788,47.148,82.239,76.999,"Class3","Q",71.59,1.772,46.324
71,49.466,17.871,89.8,61.564,"Class5","P",46.176,66.226,27.728
79,37.5,78.236,56.823,75.339,"Class4","X",24.444,37.666,12.051
53,25.516,33.446,70.281,65.525,"Class5","W",61.006,66.473,22.837
66,32.527,23.4,72.913,61.014,"Class5","S",42.377,66.885,26.332
7,62.062,50.671,83.584,68.663,"Class3","S",61.464,24.386,47.092
50,78.955,47.112,80.383,81.003,"Class3","Q",76.159,2.847,47.432
51,27.909,6.725,72.212,70.01,"Class5","P",55.138,66.239,23.944
26,88.193,48.398,82.829,53.291,"Class3","T",77.217,3.476,47.509
54,-50.596,NA,63.186,72.652,"Class4","S",68.234,15.842,12.683
75,5.84,43.509,63.621,71.585,"Class4","H",36.968,52.865,12.353
42,2.943,79.376,91.777,93.328,"Class2","H",52.579,7.655,51.747
57,-6.328,57.211,64.2,77.308,"Class4","I",45.389,66.595,12.78
32,67.343,71.552,63.969,73.489,"Class4","I",27.228,42.117,12.481
6,66.412,44.344,79.167,93.297,"Class3","S",62.75,28.694,46.836
62,29.971,12.833,33.751,81.579,"Class1","K",47.334,24.268,65.652
30,7.569,80.21,86.805,-5.393,"Class2","K",47.102,41.463,51.216
50,14.355,42.33,64.354,70.952,"Class4","H",63.032,20.64,12.279
8,60.977,43.489,83.612,86.839,"Class3","S",64.182,2.017,47.779
83,9.263,63.215,63.969,75.104,"Class4","C",56.766,17.526,12.885
52,10.902,78.279,27.709,15.401,"Class2","H",47.575,14.159,51.618
53,27.103,47.956,96.882,91.435,"Class1","X",72.275,59.56,68.21
76,25.758,76.732,69.01,81.941,"Class2","Y",48.791,46.236,51.375
83,NA,82.388,41.54,3.175,"Class2","Y",52.555,26.899,51.283
44,44.425,12.529,81.468,59.772,"Class5","W",65.448,66.3,29.915
57,23.294,40.452,54.344,93.66,"Class1","K",55.749,56.352,68.591
75,17.139,71.48,93.709,50.627,"Class2","Y",60.021,27.286,51.633
58,14.693,55.105,94.309,96.326,"Class1","K",64.344,79.417,66.997
42,19.249,55.824,86.728,72.276,"Class5","P",57.257,66.125,26.387
59,43.794,13.727,48.511,91.551,"Class1","K",62.275,22.398,65.419
1,65.697,45.922,80.114,52.011,"Class3","I",66.675,9.748,47.568
39,14.604,73.037,30.507,67.915,"Class2","H",48.024,44.276,51.054
62,31.013,55.923,53.991,81.282,"Class1","T",50.301,53.281,69.622
29,36.782,24.801,92.108,58,"Class5","Z",57.168,66.565,37.368
57,25.732,73.063,92.266,92.566,"Class1","T",66.468,58.315,67.511
55,17.079,-1.654,83.93,69.779,"Class5","W",55.689,66.67,39.081
25,69.866,46.85,87.411,16.731,"Class3","S",74.574,26.429,47.584
84,15.934,62.342,93.407,47.29,"Class2","H",52.753,44.554,51.679
59,37.886,31.489,66.427,74.094,"Class1","K",37.631,20.009,65.259
27,7.219,77.879,55.782,23.865,"Class2","K",49.647,41.156,51.325
85,23.47,77.341,62.672,111.935,"Class2","X",48.866,37.162,51.963
44,10.737,73.865,81.757,96.76,"Class2","Y",48.732,23.204,51.622
62,28.831,55.055,18.838,81.062,"Class1","F",79.573,24.16,66.999
66,67.824,43.001,57.35,72.13,"Class4","X",32.719,56.678,12.946
59,22.8,64.719,35.055,95.075,"Class1","U",55.425,28.961,65.789
55,NA,40.621,77.801,70.013,"Class1","F",75.683,68.962,63.113
53,14.9,74.685,31.91,36.598,"Class2","X",55.823,37.744,51.719
8,56.09,42.72,87.979,109.926,"Class3","Q",71.463,13.627,46.888
47,15.617,78.393,28.191,22.071,"Class2","Y",52.147,21.6,51.228
58,19.592,51.168,35.862,83.73,"Class1","K",73.909,36.126,63.815
39,35.367,-3.775,76.77,66.787,"Class5","Z",44.252,66.304,32.764
84,63.96,51.457,63.977,71.461,"Class4","X",39.771,49.212,12.273
61,33.817,23.69,97.497,72.501,"Class5","S",78.122,66.624,39.386
22,10.757,54.008,62.005,75.68,"Class4","X",45.418,14.267,12.228
47,9.942,43.222,61.5,70.087,"Class4","S",68.591,68.79,12.762
10,62.503,49.702,83.05,25.058,"Class3","T",67.238,30.635,47.389
48,32.015,7.824,91.362,68.786,"Class5","Z",48.731,66.233,28.076
76,33.067,27.055,72.769,73.613,"Class5","Z",39.507,66.017,36.21
27,67.877,45.238,83.27,39.664,"Class3","N",70.079,22.637,46.393
18,48,NA,63.142,73.424,"Class4","S",38.689,39.693,12.872
57,19.46,75.864,86.402,12.139,"Class2","K",52.257,5.135,51.723
39,35.31,48.439,80.339,75.129,"Class5","W",45.455,66.535,40.291
47,83.261,44.491,90.156,30.991,"Class3","S",74.675,2.072,46.12
60,28.997,6.184,98.109,63.165,"Class5","Z",63.595,66.522,28.92
65,58.252,26.735,87.016,50.804,"Class5","W",49.297,66.628,42.265
35,82.757,48.503,84.835,79.041,"Class3","I",69.451,3.982,46.842
63,45.491,35.667,95.903,73.722,"Class5","Q",59.698,66.364,34.089
51,22.072,-9.943,91.105,65.747,"Class5","Q",57.703,66.974,22.43
57,76.36,52.938,59.173,69.427,"Class4","H",38.404,16.336,12.272
61,15.206,25.628,42.252,88.155,"Class1","X",66.735,41.162,64.777
61,40.078,NA,54.983,86.428,"Class1","T",86.132,59.599,68.105
78,4.63,72.173,82.801,5.604,"Class2","H",51.198,42.897,51.45
39,17.534,79.097,20.573,-7.377,"Class2","H",54.635,30.118,51.454
78,NA,22.607,91.092,63.974,"Class5","S",71.518,66.434,30.921
36,68.613,42.301,80.598,47.726,"Class3","Q",75.484,28.735,47.548
61,35.598,52.612,94.485,81.223,"Class5","W",44.153,66.444,33.395
80,15.359,18.225,92.921,67.982,"Class5","Q",61.713,66.645,22.266
75,23.134,47.214,95.815,73.275,"Class5","P",36.253,66.262,25.037
52,31.195,3.159,72.17,71.249,"Class5","S",48.324,66.302,35.982
83,15.62,74.435,55.556,63.301,"Class2","Y",55.31,24.624,51.576
51,2.578,71.389,50.595,67.659,"Class2","X",55.268,40.248,51.724
33,45.795,27.62,81.461,54.817,"Class5","Z",57.289,66.549,25.387
1,81.613,49.051,79.48,50.61,"Class3","S",66.491,22.338,47.76
49,25.449,22.609,91.702,68.801,"Class5","P",46.089,66.761,39.038
4,81.518,45.03,88.801,39.553,"Class3","I",65.698,11.189,47.924
82,NA,46.414,62.85,75.22,"Class4","C",54.824,37.625,12.804
25,52.075,NA,86.385,36.971,"Class3","S",73.372,11.632,46.1
35,36.445,19.566,84.029,67.461,"Class5","Q",48.193,66.868,42.779
38,63.009,47.304,83.966,59.429,"Class3","N",65.346,26.538,47.426
51,6.889,71.918,73.466,113.253,"Class2","H",53.839,37.865,51.182
66,10.632,62.478,56.703,75.068,"Class4","I",40.949,28.234,12.597
79,15.981,60.729,49.863,79.634,"Class2","T",46.417,10.079,51.603
25,25.199,47.717,59.604,71.024,"Class4","H",43.106,76.739,12.586
29,6.913,45.733,61.23,70.533,"Class4","C",48.503,60.881,12.063
72,15.969,73.093,47.186,84.79,"Class2","Y",54.564,38.782,51.101
70,46.077,28.262,66.133,77.847,"Class5","P",75.542,66.87,36.012
35,11.644,78.813,74.955,65.706,"Class2","K",39.611,4.57,51.813
60,24.601,33.119,62.411,71.071,"Class4","I",56.414,49.813,12.359
62,NA,46.178,62.814,90.773,"Class1","X",26.906,14.159,66.185
54,11.323,29.713,62.165,107.728,"Class1","K",66.862,32.339,63.497
39,16.318,67.071,30.292,23.568,"Class2","T",53.544,6.754,51.385
62,NA,54.706,91.65,71.618,"Class1","T",59.966,43.325,66.716
59,18.424,52.07,62.085,88.684,"Class1","K",63.075,26.715,66.61
42,85.184,NA,84.645,54.335,"Class3","N",70.898,27.779,47.28
31,71.935,31.881,68.69,53.27,"Class5","P",53.568,66.899,35.534
56,-0.299,76.616,90.583,54.917,"Class2","H",54.986,8.44,51.86
77,5.895,55.01,60.503,74.08,"Class4","S",44.481,31.845,12.904
59,23.676,-11.547,91.515,74.366,"Class5","S",82.406,66.389,40.237
68,36.255,40.914,68.178,68.679,"Class5","Q",41.578,66.604,31.689
74,25.798,72.736,46.23,120.614,"Class2","K",55.805,5.293,51.502
29,44.075,23.861,73.66,61.867,"Class5","Z",53.586,66.145,40.636
45,7.938,79.806,50.199,49.1,"Class2","T",55.972,31.133,51.551
42,53.698,48.202,58.469,72.686,"Class4","X",56.027,79.827,12.105
82,1.629,69.962,85.174,88.225,"Class2","Y",46.769,42.677,51.348
57,35.93,36.269,73.951,89.37,"Class1","T",52.336,64.281,64.176
8,69.702,41.945,88.878,61.617,"Class3","Q",67.204,23.895,46.331
57,15.444,64.305,23.684,29.281,"Class2","K",42.507,5.182,51.237
39,84.571,47.255,86.288,42.019,"Class3","Q",71.436,2.877,46.03
26,75.418,47.766,81.811,36.403,"Class3","T",68.736,13.025,47.083
66,NA,35.405,79.226,68.873,"Class5","W",45.647,66.897,30.478
24,38.484,50.096,56.641,73.215,"Class4","H",51.718,77.653,12.373
30,56.667,29.896,91.545,68.888,"Class5","W",49.234,66.028,36.905
33,NA,45.447,59.774,72.164,"Class4","I",58.655,22.573,12.068
51,25.236,53.599,62.825,73.049,"Class4","I",46.39,51.945,12.629
31,21.423,42.729,63.112,73.031,"Class4","H",41.081,42.645,12.644
54,35.538,78.48,55.024,80.179,"Class1","F",24.828,24.569,64.582
62,31.504,33.732,96.686,66.489,"Class5","P",58.549,66.342,36.987
68,40.797,42.765,93.928,69.042,"Class5","Z",46.876,66.998,29.794
44,71.583,45.017,88.954,67.818,"Class3","I",72.368,3.992,47.548
15,48.796,45.571,86.869,-1.132,"Class3","Q",76.661,20.426,47.81
59,31.716,44.739,65.279,83.887,"Class1","K",58.18,87.982,65.595
3,77.208,47.77,85.051,28.904,"Class3","S",61.739,23.139,47.241
14,56.934,43.024,81.911,42.042,"Class3","N",73.775,25.569,46.86
11,95.624,49.37,88.625,65.237,"Class3","S",79.437,8.969,47.489
68,6.928,71.628,27.819,46.55,"Class2","K",47.291,14.628,51.756
59,16.556,20.392,89.076,78.066,"Class1","X",80.943,30.115,67.552
10,71.859,46.248,85.954,63.685,"Class3","N",72.916,13.538,47.46
55,NA,67.741,60.891,79.896,"Class1","T",74.565,71.561,67.894
29,84.544,40.934,88.539,87.472,"Class3","Q",70.241,21.618,47.999
19,-1.198,49.68,56.641,72.289,"Class4","C",36.594,68.726,12.2
54,36.718,26.046,25.274,88.4,"Class1","K",62.034,25.398,65.069
31,79.196,45.593,85.7,119.751,"Class3","T",73.827,4.875,46.288
48,46.024,4.987,69.207,51.72,"Class5","W",43.341,66.928,30.728
60,3.143,58.963,63.99,69.88,"Class4","X",34.049,27.289,12.544
33,14.457,74.514,43.454,60.174,"Class2","T",54.826,22.325,51.221
59,34.894,62.063,46.901,74.617,"Class1","T",61.741,58.93,68.447
44,37.322,22.716,94.258,71.359,"Class5","Q",40.967,66.842,23.977
65,15.241,13.373,85.988,59.5,"Class5","Z",36.827,66.069,34.032
17,73.234,46.489,82.512,56.228,"Class3","N",71.577,12.445,47.126
82,11.455,70.119,31.444,1.977,"Class2","K",43.224,14.962,51.892
54,31.471,69.628,83.591,72.809,"Class1","U",75.203,80.746,67.528
66,18.21,36.7,82.521,54.985,"Class5","P",30.103,66.885,28.139
4,91.459,49.022,83.435,106.342,"Class3","S",59.552,12.534,47.675
46,50.801,47.435,87.356,104.409,"Class3","S",73.653,12.867,47.181
10,62.37,49.729,83.233,49.933,"Class3","Q",58.062,13.53,46.543
41,22.521,NA,98.185,60.201,"Class5","Q",46.722,66.309,32.871
58,4.727,49.314,61.104,73.597,"Class4","H",19.775,45.89,12.841
32,6.762,71.65,77.327,113.595,"Class2","X",53.123,37.581,51.792
54,13.542,38.192,49.168,86.694,"Class1","X",84.511,81.031,67.432
29,13.72,76.51,22.225,94.854,"Class2","Y",51.963,47.95,51.251
58,27.049,77.508,48.233,87.001,"Class1","F",56.295,53.658,65.071
83,9.189,75.294,68.886,31.938,"Class2","X",50.024,42.807,51.654
60,10.719,52.752,58.935,70.004,"Class4","I",12.68,25.648,12.875
52,NA,46.568,61.226,68.176,"Class4","H",24.598,29.341,12.333
53,19.957,70.636,33.2,78.336,"Class2","X",42.702,11.617,51.921
62,17.653,78.565,70.269,64.444,"Class2","X",56.183,46.559,51.881
50,26.069,52.426,57.356,73.029,"Class4","C",47.566,81.545,12.993
77,46.275,31.953,86.864,71.858,"Class5","Q",44.454,66.419,24.131
70,34.434,26.651,87.482,54.63,"Class5","Z",64.536,66.576,24.606
66,NA,64.192,89.509,57.237,"Class2","T",57.713,2.518,51.008
84,-0.408,80.246,51.643,45.109,"Class2","H",53.15,29.317,51.762
60,27.387,77.679,87.702,86.751,"Class1","T",63.615,71.467,63.626
57,30.732,56.232,74.901,103.581,"Class1","U",66.753,84.819,66.825
54,NA,44.842,38.923,73.742,"Class1","F",67.357,17.453,63.777
47,24.82,33.005,98.847,71.524,"Class5","Z",58.525,66.6,40.171
14,74.93,44.461,80.549,71.632,"Class3","S",69.587,3.043,47.56
80,38.238,37.969,95.408,67.868,"Class5","W",47.079,66.134,30.331
53,20.586,36.091,80.483,62.968,"Class5","W",87.175,66.256,36.975
65,21.862,55.4,63.327,71.469,"Class4","X",53.632,49.204,12.727
59,29.45,68.388,81.447,94.744,"Class1","F",71.463,84.39,63.467
52,63.922,62.843,61.32,73.364,"Class4","X",40.148,89.913,12.009
56,24.649,105.69,59.157,87.084,"Class1","K",64.298,55.763,64.466
53,14.514,59.808,61.132,69.843,"Class4","X",37.884,49.757,12.86
29,33.625,54.458,62.431,72.665,"Class4","C",56.691,70.522,12.377
10,NA,46.126,82.882,52.901,"Class3","N",73.515,16.49,46.996
36,35.134,66.252,30.477,67.512,"Class2","Y",54.566,36.186,51.569
58,14.03,30.461,28.082,98.06,"Class1","X",77.019,34.658,66.489
63,18.784,20.025,75.5,79.849,"Class1","K",47.401,39.564,65.953
39,21.488,NA,58.597,76.81,"Class4","X",23.991,25.56,12.446
65,NA,68.557,80.094,69.594,"Class2","K",55.156,42.211,51.687
57,NA,NA,35.156,39.88,"Class2","H",46.293,39.05,51.642
26,83.92,49.216,86.359,72.575,"Class3","S",65.138,29.193,47.016
39,25.503,NA,69.132,76.605,"Class5","S",59.834,66.515,39.834
53,14.986,49.201,74.034,80.041,"Class1","K",68.145,68.814,68.503
25,27.489,57.254,57.566,70.854,"Class4","I",48.551,36.843,12.899
58,17.971,60.355,43.642,93.012,"Class1","K",21.493,13.938,63.755
70,14.713,70.803,80.234,60.025,"Class2","T",60.914,15.903,51.348
17,74.63,44.298,80.081,96.506,"Class3","S",66.265,7.584,47.899
22,68.187,49.228,83.888,17.498,"Class3","Q",67.991,6.121,47.98
63,20.303,52.205,19.036,78.03,"Class1","F",69.587,36.834,68.533
62,24.893,5.503,50.222,83.377,"Class1","F",76.042,36.06,65.093
18,73.696,67.598,62.248,74.385,"Class4","C",51.702,28.901,12.676
73,43.428,35.65,70.756,72.814,"Class5","Q",60.484,66.671,27.614
87,81.26,62.123,59.516,69.15,"Class4","H",65.128,73.52,12.337
8,55.902,42.423,88.001,81.241,"Class3","I",70.316,11.831,47.546
32,77.606,43.88,86.936,58.347,"Class3","Q",77.148,25.665,47.013
62,4.022,73.032,42.106,15.594,"Class2","X",59.186,22.498,51.66
8,96.276,48.381,89.231,46.098,"Class3","N",67.855,19.836,46.022
49,14.036,66.018,19.525,50.772,"Class2","Y",49.008,30.852,51.477
7,53.596,45.357,81.366,36.815,"Class3","I",69.23,7.558,46.699
79,72.14,64.666,59.785,76.247,"Class4","X",65.545,85.84,12.695
69,7.279,71.053,29.881,57.59,"Class2","Y",48.633,43.133,51.306
31,68.569,56.903,59.516,71.548,"Class4","C",51.294,38.533,12.273
82,37.142,23.788,78.519,68.911,"Class5","W",48.732,66.849,26.444
22,NA,47.614,81.584,50.548,"Class3","Q",69.551,27.182,47.548
80,17.098,32.166,56.708,74.965,"Class4","S",42.133,25.015,12.81
63,28.417,37.044,86.237,74.411,"Class5","Z",40.084,66.557,38.032
54,15.79,NA,84.166,101.008,"Class1","X",49.578,41.635,68.929
31,68.152,45.497,59.704,69.688,"Class4","C",47.994,60.898,12.614
59,2.622,63.259,27.733,80.013,"Class2","X",55.758,29.363,51.85
72,18.131,65.009,70.722,32.259,"Class2","X",49.14,9.627,51.264
38,53.647,62.42,56.096,75.137,"Class4","S",44.029,67.505,12.398
13,69.521,46.395,85.954,35.627,"Class3","S",67.588,18.017,46.252
68,42.068,39.149,76.79,74.647,"Class5","Q",47.951,66.985,32.573
33,NA,32.284,93.722,53.732,"Class5","Q",63.877,66.816,41.72
56,28.679,25.771,58.133,74.342,"Class4","H",54.999,56.056,12.846
17,76.696,42.157,56.337,74.043,"Class4","H",22.541,35.045,12.24
54,7.281,44.185,32.971,85.351,"Class1","X",60.977,66.477,63.565
58,NA,38.139,88.931,75.441,"Class1","T",57.846,26.422,68.204
49,53.397,29.277,84.587,65.132,"Class5","Q",79.269,66.078,37.093
43,43.576,47.727,81.654,43.594,"Class3","Q",72.102,27.787,46.335
34,30.705,8.568,90.192,55.465,"Class5","S",47.07,66.212,25.436
24,6.807,63.735,59.583,73.363,"Class4","S",60.125,47.953,12.899
80,23.174,25.698,68.881,67.593,"Class5","S",32.806,66.693,37.53
17,89.099,50.234,81.878,28.048,"Class3","T",83.17,21.206,46.843
80,32.61,14.855,82.835,64.705,"Class5","Q",52.226,66.243,34.146
15,62.198,48.606,82.129,78.584,"Class3","S",73.787,4.785,46.626
62,45.588,21.956,26.301,98.076,"Class1","F",57.039,30.653,65.786
25,69.995,49.748,88.297,53.852,"Class3","I",74.396,5.48,46.591
17,86.317,43.893,88.79,24.926,"Class3","I",69.133,28.161,46.77
37,78.569,43.073,87.292,66.627,"Class3","N",59.014,30.104,46.921
57,14.584,35.717,86.812,75.455,"Class1","F",68.698,42.835,67.941
31,24.531,23.125,89.244,60.052,"Class5","Z",37.906,66.21,23.863
74,42.495,40.773,61.772,71.062,"Class4","X",53.775,52.533,12.921
19,55.734,49.315,79.115,79.292,"Class3","N",70.324,10.52,46.08
27,78.444,45.722,86.764,79.926,"Class3","S",64.563,18.755,46.071
55,36.158,36.62,54.023,75.186,"Class1","X",33.206,31.19,66.599
41,10.332,75.403,54.65,58.268,"Class2","T",50.801,14.815,51.73
52,42.26,54.999,62.583,69.692,"Class4","C",53.353,78.818,12.984
55,20.341,83.793,28.934,68.003,"Class1","K",47.61,76.356,67.772
12,66.78,46.17,83.772,67.75,"Class3","I",70.216,7.501,46.972
73,31.923,9.597,88.636,70.201,"Class5","S",44.883,66.22,41.428
16,90.526,53.395,89.265,61.947,"Class3","Q",81.054,16.039,47.957
33,41.298,22.416,92.796,70.625,"Class5","Z",51.096,66.065,35.631
63,23.926,38.832,89.668,79.169,"Class1","T",76.01,65.205,68.206
56,55.252,62.487,59.34,72.66,"Class4","C",67.336,51.242,12.311
84,52.912,74.432,57.923,75.552,"Class4","X",37.764,69.759,12.469
63,NA,NA,79.815,58.95,"Class5","S",52.304,66.957,35.328
13,70.002,50.713,84.094,74.455,"Class3","N",65.628,20.673,47.611
18,66.259,52.352,86.615,103.664,"Class3","S",66.78,4.979,46.811
44,14.418,70.628,32.645,26.171,"Class2","X",48.658,5.054,51.306
61,47.105,21.727,73.257,74.839,"Class5","Z",30.911,66.824,35.358
32,15.363,70.941,23.535,32.516,"Class2","X",50.534,36.497,51.982
6,87.351,46.238,86.088,89.166,"Class3","I",65.533,6.81,46.817
37,19.81,53.763,61.662,72.981,"Class4","H",60.727,44.645,12.411
75,51.465,38.057,94.095,80.948,"Class5","Z",65.986,66.034,27.664
49,40.182,23.303,95.732,77.724,"Class5","Q",61.794,66.028,41.653
57,14.93,24.599,30.224,71.494,"Class1","K",40.148,17.557,66.291
55,45.199,38.708,51.798,91.007,"Class1","X",67.872,38.929,64.065
40,58.522,44.406,83.588,59.857,"Class3","I",62.197,24.417,47.832
76,57.3,-11.402,70.46,65.694,"Class5","P",44.645,66.795,34.061
66,70.666,54.324,57.537,70.553,"Class4","H",44.333,53.158,12.52
59,62.327,55.709,60.483,75.349,"Class4","C",44.301,24.365,12.978
45,74.027,44.396,90.573,84.44,"Class3","S",66.911,29.869,46.692
48,31.923,37.804,68.22,53.007,"Class5","Z",50.919,66.968,41.687
41,75.028,51.703,88.335,43.653,"Class3","I",68.758,13.875,47.674
56,40.475,60.45,40.658,75.57,"Class1","T",72.991,72.988,69.507
19,72.371,48.721,84.361,38.553,"Class3","T",63.642,7.3,46.817
69,14.069,69.362,46.938,85.106,"Class2","Y",44.259,30.915,51.21
60,91.196,59.493,62.537,75.037,"Class4","H",51.241,36.462,12.667
75,21.447,67.507,76.947,67.191,"Class2","Y",48.468,43.76,51.425
32,60.355,47.347,81.433,48.577,"Class3","Q",70.637,26.215,47.981
80,26.758,15.02,86.416,67.459,"Class5","Z",69.383,66.585,29.533
52,2.216,66.964,77.662,105.854,"Class2","H",46.127,18.244,51.842
52,24.133,81.509,54.636,80.675,"Class2","K",56.053,24.341,51.888
63,33.686,22.153,85.276,63.637,"Class5","Q",73.837,66.945,32.993
54,24.305,NA,22.941,76.151,"Class1","T",60.358,33.925,69.919
56,25.276,4.455,43.133,97.611,"Class1","K",68.888,49.857,64.855
5,50.047,43.553,90.07,80.555,"Class3","T",74.663,5.785,46.283
56,5.244,81.7,53.181,47.809,"Class2","K",52.109,11.17,51.874
35,80.801,45.534,83.552,73.418,"Class3","S",71.35,27.695,47.365
75,54.112,23.159,90.548,72.345,"Class5","Q",52.42,66.147,38.217
48,43.786,52.691,60.72,74.014,"Class4","I",30.117,48.074,12.501
30,53.973,38.381,84.386,33.158,"Class3","I",68.099,6.427,47.511
36,81.791,NA,85.846,78.708,"Class3","T",68.212,28.835,46.992
34,28.595,12.945,77.017,70.569,"Class5","W",74.441,66.317,33.278
78,12.651,40.147,64.247,74.406,"Class4","H",41.885,60.029,12.493
55,47.947,8.159,46.123,94.208,"Class1","F",52.388,42.848,64.588
63,49.42,73.61,30.817,74.537,"Class1","U",46.65,53.935,67.653
67,5.657,77.073,19.358,77.722,"Class2","X",53,9.882,51.428
63,NA,46.839,79.284,93.4,"Class1","X",91.563,28.04,64.258
38,70.136,45.51,84.513,54.275,"Class3","T",72.868,30.719,46.94
46,55.968,44.752,86.489,67.18,"Class3","I",66.321,2.797,47.525
29,55.744,45.723,87.163,44.127,"Class3","S",77.938,2.451,47.184
46,49.472,NA,74.515,68.075,"Class5","S",42.239,66.632,31.351
58,10.157,5.179,57.804,97.153,"Class1","K",76.268,64.905,65.62
53,46.161,24.788,69.93,59.865,"Class5","S",33.353,66.208,40.104
57,35.115,60.168,81.138,94.907,"Class1","U",52.129,20.744,65.731
59,32.492,74.09,47.754,84.14,"Class1","U",17.922,15.467,66.301
44,18.078,66.732,93.484,67.84,"Class2","H",54.664,12.917,51.31
27,52.962,44.513,88.708,57.475,"Class3","T",59.048,29.213,47.841
