"OJC1","TNS2","HZG3","FMR4","QPZ5","POJ6","Output4","NKG7","NRB8","CUJ9","WRT10","QNS11"
79.677,2.91,92.677,35.328,14,53.915,"Class3","P",7.555,34,62.569,8.25
47.848,78.756,51.465,52.904,52,77.692,"Class1","P",35.26,81,22.62,46.354
48.323,68.882,47.297,13.347,65,NA,"Class2","C",14.131,56,77.509,50.392
NA,60.679,74.874,22.39,41,37.552,"Class4","Y",57.395,39,64.699,20.898
33.445,61.302,46.338,9.96,43,73.822,"Class2","W",23.962,37,76.62,51.122
14.551,64.802,73.213,35.396,44,38.526,"Class4","V",27.449,41,70.717,19.947
75.746,2.768,20.721,42.435,13,NA,"Class3","I",6.976,77,88.47,4.282
48.604,67.066,40.267,9.82,56,74.195,"Class2","W",10.115,56,81.411,48.21
54.516,85.321,34.992,21.715,58,72.617,"Class2","A",27.528,32,77.609,49.691
69.436,2.893,57.162,33.33,44,41.798,"Class3","I",3.846,42,72.183,10.023
15.522,53.342,64.972,49.058,40,38.385,"Class4","Y",50.577,37,72.883,45.589
17.998,67.798,94.571,72.346,31,37.805,"Class4","F",17.291,27,71.623,51.182
98.31,36.268,22.594,42.168,90,35.492,"Class5","H",67.754,82,57.684,66.573
15.817,73.42,75.701,47.06,17,36.455,"Class4","D",40.106,35,63.975,32.327
58.373,84.063,36.215,14.1,40,10.242,"Class2","W",52.834,56,77.292,46.481
19.982,59.245,96.268,34.143,25,36.981,"Class4","D",71.317,42,68.79,28.728
44.258,55.657,76.43,59.557,58,83.63,"Class1","Q",10.095,44,24.276,45.277
32.911,78.46,81.274,48.45,57,73.675,"Class1","P",39.538,90,13.193,43.141
NA,64.535,74.421,7.948,40,31.699,"Class2","W",36.306,45,78.214,52.38
37.828,86.914,56.649,19.349,38,27.831,"Class2","C",43.427,37,79.04,50.052
22.704,69.023,56.384,22.854,48,38.812,"Class4","Y",63.155,26,67.872,42.786
99.397,34.858,14.642,43.005,80,43.896,"Class5","C",71.243,76,64.218,59.39
31.35,71.173,81.907,75.416,50,37.979,"Class4","V",34.475,10,75.17,29.106
36.24,77.936,49.511,25.601,66,83.19,"Class2","C",25.156,48,79.214,49.01
27.55,75.103,37.065,44.246,58,81.275,"Class1","H",37.781,35,22.606,21.299
42.801,75.857,81.543,55.399,62,NA,"Class1","Q",21.948,27,12.945,20.196
50.267,72.718,61.688,30.066,28,NA,"Class1","X",48.753,34,3.317,49.659
13.025,54.303,79.106,43.285,25,38.158,"Class4","D",47.177,39,58.598,22.407
23.956,71.269,58.294,72.002,43,37.458,"Class4","F",32.412,44,60.328,50.544
71.552,2.052,66.434,39.459,17,49.477,"Class3","W",1.45,48,86.541,12.707
64.492,57.535,44.83,18.834,47,40.611,"Class2","A",28.354,44,79.696,49.032
66.156,2.817,28.089,36.247,45,50.717,"Class3","W",7.633,85,86.736,7.748
13.709,66.471,78.743,86.841,12,38.972,"Class4","Y",72.835,36,75.826,38.77
98.077,37.801,37.089,42.876,93,57.038,"Class5","D",76.939,55,63.917,96.281
NA,29.944,65.572,30.302,65,25.101,"Class2","C",21.274,55,78.578,48.585
98.946,31.469,-16.915,44.841,94,44.555,"Class5","D",71.986,63,61.239,75.251
31.156,58.784,45.779,31.613,37,102.508,"Class1","X",20.344,82,14.294,16.175
53.644,2.206,64.023,45.37,48,48.478,"Class3","W",1.265,78,80.629,15.262
50.793,65.34,67.082,45.061,56,79.219,"Class1","X",35.018,32,4.421,72.761
98.1,46.057,53.661,44.923,95,51.445,"Class5","H",77.145,67,64.224,80.477
33.288,52.458,76.667,54.228,30,36.321,"Class4","H",58.717,35,72.558,21.573
49.241,39.021,36.816,25.557,69,32.758,"Class2","J",10.305,37,76.456,48.179
84.252,2.91,52.668,38.918,37,53.445,"Class3","P",5.544,29,69.884,9.052
27.445,54.523,81.782,25.887,34,36.924,"Class4","H",45.171,43,60.506,31.582
66.437,50.782,61.615,64.863,25,89.006,"Class1","P",34.353,27,23.625,27.247
28.301,55.014,62.377,52.078,36,36.713,"Class4","Y",6.143,16,55.521,38.194
19.298,57.371,71.926,54.635,48,85.738,"Class1","P",27.24,76,30.339,45.079
78.341,1.118,25.972,32.413,69,49.984,"Class3","X",1.89,48,59.233,1.373
32.974,70.116,74.825,57.992,1,NA,"Class1","P",37.17,84,7.203,33.41
27.323,52.512,60.973,74.185,21,38.971,"Class4","H",6.608,11,64.812,29.634
68.048,1.769,57.501,34.695,41,53.459,"Class3","W",4.36,78,51.652,10.653
30.072,70.724,84.475,49.884,38,38.153,"Class4","D",41.767,13,64.275,37.768
97.997,19.723,46.322,44.583,89,55.414,"Class5","D",74.288,60,57.549,83.547
76.738,2.356,40.223,45.218,18,49.224,"Class3","F",0.079,54,54.379,10.877
55.792,55.255,61.495,66.723,15,102.23,"Class1","X",41.258,50,17.463,82.329
61.475,2.344,63.331,39.368,71,45.655,"Class3","P",6.325,59,75.148,17.186
30.564,52.57,65.646,28.708,50,38.518,"Class4","Y",72.461,45,73.967,19.928
54.855,2.805,80.655,39.048,40,49.978,"Class3","P",3.039,28,55.321,15.229
47.867,1.846,50.599,37.995,9,42.381,"Class3","W",4.488,70,63.872,4.943
98.098,26.539,29.712,43.717,95,59.013,"Class5","U",70.429,78,56.847,60.585
98.481,44.774,9.714,42.841,93,51.662,"Class5","H",74.816,58,55.211,28.394
72.404,1.199,113.655,40.032,30,NA,"Class3","W",4.062,64,61.937,1.936
57.018,1.008,52.494,43.41,15,48.629,"Class3","F",8.118,36,76.01,2.9
60.82,2.54,40.413,39.771,13,46.693,"Class3","P",8.78,52,85.363,10.245
52.051,49.949,67.835,29.178,23,67.428,"Class1","P",13.54,57,18.784,28.01
52.622,58.915,68.193,22.775,63,39.101,"Class2","W",50.547,49,81.154,48.214
34.899,50.578,72.281,5.801,43,38.282,"Class4","D",37.498,15,68.59,28.17
51.055,72.641,69.575,53.684,36,72.59,"Class1","H",10.172,43,15.164,41.99
74.537,54.266,55.465,41.866,57,94.678,"Class1","Q",10.643,40,31.993,33.234
56.069,94.805,29.901,22.331,66,30,"Class2","J",15.704,51,80.307,47.717
83.285,2.697,62.409,45.02,36,47.484,"Class3","F",4.526,70,69.656,13.258
52.613,1.612,47.667,41.25,34,52.32,"Class3","P",1.717,25,88.816,16.034
80.093,2.204,56.604,40.164,52,45.531,"Class3","F",5.051,73,62.885,11.166
97.916,44.871,7.71,43.622,95,42.283,"Class5","C",75.706,80,63.195,78.181
32.071,2.658,29.666,44.899,56,56.999,"Class3","W",8.34,48,64.822,6.407
98.809,39.488,22.741,43.535,89,61.024,"Class5","Z",78.917,65,61.005,32.072
58.51,1.503,55.739,33.18,51,56.459,"Class3","F",6.105,48,56.957,22.844
1.567,55.649,91.11,58.83,63,85.007,"Class1","P",47.655,70,25.325,62.08
98.853,25.925,21.261,43.472,79,49.424,"Class5","H",78.837,73,57.643,90.875
65.023,79.689,59.621,55.561,13,84.231,"Class1","S",51.986,82,7.081,21.966
50.092,2.068,52.072,45.425,39,48.083,"Class3","X",1.836,78,55.106,2.093
29.89,50.002,86.322,31.095,26,38.409,"Class4","V",5.921,45,61.444,46.867
75.366,67.218,78.146,56.816,42,101.895,"Class1","Q",45.192,23,31.659,34.245
106.481,65.9,51.422,41.081,40,NA,"Class1","P",19.534,63,24.482,42.265
45.827,64.667,43.394,30.466,59,5.705,"Class2","W",9.676,60,76.97,49.899
98.334,38.49,19.165,43.969,82,34.738,"Class5","H",74.487,75,55.698,56.238
1.975,57.857,83.079,12.025,19,36.898,"Class4","Y",41.414,35,71.311,44.471
63.852,65.083,58.16,18.957,66,28.01,"Class2","C",52.969,48,80.348,51.198
49.132,1.998,54.735,33.736,30,55.175,"Class3","I",7.888,69,55.025,3.35
98.936,21.044,19.48,42.839,95,54.011,"Class5","U",79.859,82,63.232,31.717
98.447,24.376,56.877,44.569,87,64.125,"Class5","D",71.089,79,63.346,54.498
54.43,82.368,73.46,43.26,51,87.964,"Class1","S",44.335,40,8.483,19.34
98.577,22.837,37.67,42.72,89,47.585,"Class5","H",74.649,66,57.703,38.522
98.577,24.671,23.009,44.649,93,60.793,"Class5","D",72.62,74,64.997,74.273
64.098,50.673,85.491,64.947,52,84.902,"Class1","S",36.034,34,19.912,24.72
98.297,17.16,30.169,42.855,82,72.467,"Class5","H",68.029,82,59.553,66.533
42.954,82.785,60.51,15.614,62,53.556,"Class2","C",49.259,59,81.868,47.989
NA,1.224,44.889,43.84,77,47.538,"Class3","X",3.319,79,56.412,13.172
60.691,63.726,75.178,56.373,27,81.872,"Class1","S",39.771,89,30.254,44.519
42.088,32.885,44.118,20.164,57,-11.554,"Class2","W",46.844,59,79.611,51.579
13.929,68.256,71.738,49.108,28,37.339,"Class4","H",69.055,41,59.757,34.702
98.458,44.753,24.024,43.035,92,42.215,"Class5","H",73.553,76,56.97,70.938
62.072,2.108,33.375,40.909,49,53.903,"Class3","F",8.344,39,87.582,11.531
74.405,80.983,67.355,71.211,32,79.693,"Class1","X",23.576,40,29.921,40.776
53.452,2.798,50.86,44.725,11,49.507,"Class3","X",0.416,69,68.862,6.388
43.122,42.134,59.76,24.879,51,40.409,"Class2","C",9.981,58,77.217,49.801
22.779,51.036,83.083,15.368,22,37.387,"Class4","D",48.389,15,63.654,32.588
57.972,1.21,81.7,46.477,10,52.617,"Class3","I",7.725,85,77.015,7.395
41.092,51.781,65.453,65.183,18,73.776,"Class1","P",14.705,71,22.279,62.24
44.851,90.159,29.91,10.757,38,45.701,"Class2","X",14.722,57,77.27,47.002
88.677,65.152,60.21,69.902,33,86.685,"Class1","S",14.153,90,15.104,46.027
25.05,60.936,53.812,48.52,34,38.679,"Class4","H",12.725,44,56.166,45.117
18.188,62.621,67.285,86.462,22,36.919,"Class4","D",21.06,36,75.09,24.355
49.439,91.453,64.428,26.6,37,0.48,"Class2","X",46.022,55,76.14,48.353
75.18,1.824,28.94,35.379,76,48.498,"Class3","I",8.321,34,77.614,5.502
6.179,68.303,92.168,42.438,25,37.988,"Class4","H",19.142,25,70.995,36.657
38.267,47.527,42.391,71.541,8,80.746,"Class1","S",24.704,80,22.435,-1.161
9.093,60.491,83.717,24.217,22,35.905,"Class4","D",73.894,17,67.174,49.064
72.317,1.104,83.091,43.22,42,47.739,"Class3","P",3.265,32,87.124,19.279
59.052,2.548,62.752,34.213,11,51.329,"Class3","W",7.866,43,79.648,21.485
18.627,51.968,71.155,65.529,32,NA,"Class4","F",30.317,31,75.261,37.276
57.027,53.224,27.929,10.907,38,29.791,"Class2","J",46.176,40,76.009,45.405
46.019,84.05,19.989,16.273,37,7.658,"Class2","X",52.282,56,81.767,48.628
20.177,60.034,63.013,70.207,23,37.781,"Class4","V",40.806,33,67.852,38.729
63.734,1.424,63.163,36.75,26,48.013,"Class3","P",8.824,48,69.022,10.156
41.925,79.296,74.732,29.753,53,79.738,"Class1","P",41.169,82,24.265,45.058
76.594,95.93,51.326,24.434,66,47.391,"Class2","J",29.37,53,76.855,47.728
46.47,72.535,57.6,18.294,41,36.528,"Class2","X",28.869,39,81.058,49.562
53.626,92.768,30.558,15.671,69,21.961,"Class2","C",15.667,61,78.941,48.733
46.281,56.11,40.094,25.379,38,45.433,"Class2","X",29.694,55,77.635,45.871
20.745,62.564,77.577,14.059,34,37.247,"Class4","H",8.666,16,56.037,34.453
29.828,54.708,90.33,68.002,42,37.262,"Class4","Y",66.672,39,73.538,18.155
50.384,83.039,57.583,56.5,50,75.138,"Class1","P",53.768,84,26.525,46.08
98.499,23.905,5.71,43.881,88,89.11,"Class5","Z",76.324,64,58.404,85.224
45.067,2.169,71.424,41.675,55,NA,"Class3","F",7.157,39,58.096,19.398
42.784,2.46,83.867,46.969,61,50.4,"Class3","X",2.81,85,63.334,9.999
NA,60.816,71.157,74.53,27,80.404,"Class1","S",17.757,74,7.645,19.379
12.482,59.287,66.558,10.152,30,NA,"Class4","H",46.551,20,69.943,53.908
51.631,1.724,74.772,42.191,31,40.617,"Class3","I",5.121,40,80.984,3.802
10.148,84.507,89.117,33.233,24,71.573,"Class1","P",37.861,64,30.872,16.137
74.018,84.965,90.015,49.777,38,75.337,"Class1","P",26.47,41,28.712,27.387
56.144,29.658,56.476,12.427,39,2.407,"Class2","J",41.58,59,80.908,46.282
41.985,1.074,67.406,36.312,31,53.503,"Class3","F",0.708,48,59.19,14.934
26.519,57.255,56.718,7.003,30,38.125,"Class4","D",25.791,42,75.771,46.556
98.797,32.433,13.06,44.954,82,44.913,"Class5","C",68.069,55,58.936,59.663
92.951,1.248,70.659,45.898,16,45.818,"Class3","W",4.548,72,74.263,15.336
21.478,77.297,62.718,71.808,8,77.803,"Class1","Q",15.2,82,15.859,33.042
70.531,2.685,20.947,46.073,30,52.334,"Class3","I",1.503,85,78.804,0.938
47.093,91.109,44.536,13.21,43,44.948,"Class2","X",25.226,59,79.852,52.106
49.018,1.257,74.216,40.053,9,56.888,"Class3","I",7.509,31,88.292,16.867
81.479,2.222,53.224,45.235,49,49.391,"Class3","I",3.113,66,55.494,13.352
97.792,27.793,33.382,44.087,88,72.168,"Class5","H",74.378,65,64.489,69.193
48.485,78.775,42.109,15.613,64,21.108,"Class2","W",43.482,61,77.918,47.09
94.577,51.259,69.453,58.449,8,87.463,"Class1","S",14.524,80,10.217,37.841
43.156,2.839,79.102,39.483,29,43.848,"Class3","W",6.475,61,51.821,5.37
98.431,24.964,34.346,43.456,82,43.615,"Class5","H",76.759,59,59.973,80.836
98.84,37.855,17.053,43.223,78,47.898,"Class5","U",70.653,58,62.667,56.637
21.225,50.733,76.971,41.854,22,36.431,"Class4","D",9.412,19,70.742,32.608
78.858,45.659,77.27,29.432,13,92.809,"Class1","P",16.238,63,29.435,24.807
NA,2.849,86.824,46.463,18,50.041,"Class3","I",6.223,84,66.919,7.632
98.298,38.555,10.268,42.022,87,67.136,"Class5","D",68.243,75,62.155,61.173
42.08,79.986,61.493,30.247,52,66.624,"Class1","H",25.101,80,11.278,5.493
77.129,1.053,73.642,32.257,14,51.211,"Class3","X",5.762,39,67.562,6.854
51.909,36.742,50.434,19.419,45,10.871,"Class2","C",46.511,56,77.661,49.243
98.777,18.302,23.264,43.606,83,30.572,"Class5","H",74.149,59,61.61,76.298
92.813,2.422,32.627,36.019,66,47.939,"Class3","F",5.908,46,52.651,4.97
27.739,69.562,74.314,59.054,51,73.128,"Class1","P",12.197,54,24.151,9.511
84.304,2.577,61.54,45.897,34,54.064,"Class3","I",1.232,80,72.019,10.159
68.772,77.869,77.277,37.535,35,82.755,"Class1","Q",33.115,60,19.661,61.115
22.013,72.973,86.255,19.209,13,37.701,"Class4","H",40.068,26,56.761,41.007
127.783,47.529,31.361,75.657,32,74.5,"Class1","H",27.637,32,28.941,19.374
98.319,15.188,-8.065,44.977,88,60.45,"Class5","Z",77.356,78,56.77,62.178
24.182,70.818,63.877,67.393,51,37.25,"Class4","H",44.781,43,67.14,20.028
65.647,70.427,54.095,13.778,65,60.931,"Class2","X",13.653,37,81.357,50.443
84.678,2.848,50.865,43.9,69,53.13,"Class3","W",0.196,31,72.85,13.25
53.749,63.385,61.2,31.373,41,67.897,"Class1","S",41.432,25,22.815,65.667
8.576,65.154,86.439,32.122,39,37.543,"Class4","V",55.124,16,70.37,29.714
98.455,39.848,11.893,43.78,93,25.943,"Class5","H",67.551,82,64.835,53.075
98.335,28.406,-8.252,43.791,93,36.781,"Class5","U",68.688,82,57.761,71.35
98.067,32.015,16.83,42.227,83,30.099,"Class5","D",67.728,79,57.838,64.284
75.284,1.001,29.665,40.405,12,53.989,"Class3","F",2.425,37,74.809,9.395
NA,55.803,69.765,72.898,43,37.626,"Class4","D",51.696,13,74.256,46.901
36.83,71.386,90.355,54.948,16,35.99,"Class4","V",44.108,27,66.656,33.683
61.715,2.311,80.767,39.763,37,44.032,"Class3","I",1.454,41,70.268,9.501
98.535,31.449,38.879,44.407,92,51.423,"Class5","C",72.146,79,63.731,61.808
65.653,2.539,80.96,36.243,40,47.293,"Class3","P",7.897,49,72.599,15.231
50.59,2.579,63.726,42.034,43,58.271,"Class3","X",6.766,56,66.098,9.877
63.651,33.7,41.47,17.277,38,27.107,"Class2","A",52.406,58,80.502,50.897
29.959,2.481,57.03,34.896,13,49.1,"Class3","P",4.516,29,62.489,13.135
98.052,20.463,37.885,44.696,81,58.754,"Class5","Z",72.075,79,62.32,54.787
61.833,1.128,49.074,41.621,21,55.755,"Class3","W",6.724,59,68.406,6.818
39.209,1.456,56.326,45.994,60,48.606,"Class3","F",4.248,83,67.634,15.284
26.14,1.434,28.627,41.911,45,52.406,"Class3","P",7.715,45,61.639,12.778
41.174,68.791,58.263,27.083,46,54.172,"Class2","J",25.313,34,77.12,51.156
37.833,66.259,78.748,44.491,56,76.004,"Class1","Q",38.597,61,13.965,56.638
80.94,2.812,64.071,37.781,62,52.947,"Class3","P",2.301,45,89.643,11.017
52.041,69.965,68.288,69.237,50,73.87,"Class1","P",11.785,32,12.013,39.556
52.239,93.291,49.644,8.934,46,23.753,"Class2","A",36.19,34,77.889,54.122
99.179,34.881,47.911,43.918,91,60.671,"Class5","Z",75.951,60,59.628,99.302
98.15,30.722,-6.686,44.793,78,56.025,"Class5","C",68.8,64,63.705,128.613
98.382,33.729,21.638,44.228,78,73.23,"Class5","D",71.513,69,61.064,72.189
50.785,64.537,59.972,19.133,52,75.485,"Class2","X",40.236,54,81.977,51.381
46.722,77.42,83.556,69.153,43,84.965,"Class1","X",14.376,23,14.712,24.15
98.483,32.107,31.532,42.805,92,58.193,"Class5","D",70.542,69,64.866,78.922
98.356,40.837,20.581,44.046,90,42.557,"Class5","H",67.643,65,56.447,72.935
98.886,15.806,17.649,44.512,89,43.159,"Class5","C",76.614,63,64.546,78.633
81.005,1.464,59.811,46.589,75,54.033,"Class3","F",7.063,40,69.135,12.787
10.998,60.738,97.503,52.042,52,37.739,"Class4","D",11.577,24,64.095,43.36
24.88,48.783,43.543,53.546,57,76.396,"Class1","H",22.084,52,30.774,42.713
49.471,86.302,27.066,8.918,40,26.413,"Class2","C",34.53,41,77.893,45.532
NA,2.946,54.575,33.753,40,45.635,"Class3","W",5.657,66,69.116,16.871
8.794,72.848,69.682,35.245,29,NA,"Class4","Y",42.46,38,59.416,29.551
61.584,2.725,100.095,34.954,19,42.263,"Class3","X",1.588,41,78.26,5.479
38.867,47.68,37.6,23.568,62,64.087,"Class2","W",41,43,80.141,48.668
26.538,66.966,67.693,82.293,12,38.37,"Class4","Y",10.816,36,55.228,48.13
98.661,37.82,41.327,42.936,90,36.701,"Class5","C",72.135,58,55.574,63.428
98.813,18.997,-2.197,42.232,83,70.856,"Class5","C",77.388,57,61.31,73.883
39.323,52.065,50.381,9.373,45,52.924,"Class2","J",13.145,36,78.712,47.864
98.554,31.96,20.06,43.695,81,40.604,"Class5","U",72.743,61,56.144,24.685
19.429,65.544,53.755,67.519,42,37.49,"Class4","H",26.954,27,63.641,33.639
NA,79.712,58.371,36.404,60,75.169,"Class1","P",11.431,90,21.696,44.132
98.556,27.071,40.589,42.369,89,65.963,"Class5","D",77.038,81,57.785,58.088
44.98,76.903,39.267,27.873,56,61.843,"Class2","W",28.425,60,77.275,50.607
40.841,48.444,52.111,8.159,60,25.408,"Class2","C",35.265,45,77.344,52.122
120.933,64.137,86.215,61.34,36,71.943,"Class1","H",34.014,52,14.02,44.538
97.773,36.256,5.182,42.349,82,48.112,"Class5","U",72.519,58,63.415,51.887
98.92,34.98,17.498,44.285,90,42.952,"Class5","C",73.522,71,56.969,64.435
28.303,52.998,44.254,10.394,35,38.233,"Class4","H",19.383,20,62.606,46.263
47.565,2.565,61.234,38.067,57,52.677,"Class3","X",4.652,72,89.963,9.54
48.018,50.156,44.537,70.854,51,81.518,"Class1","P",11.174,74,23.515,44.541
80.219,1.766,49.029,44.275,32,53.225,"Class3","X",7.673,54,59.183,4.145
98.56,33.161,32.686,42.147,91,27.477,"Class5","D",77.529,58,57.632,88.453
NA,63.439,56.324,13.103,51,37.534,"Class2","W",33.519,50,80.973,49.034
22.127,72.672,80.056,56.244,32,37.645,"Class4","Y",64.026,13,75.502,37.056
24.089,72.893,75.839,62.805,52,38.258,"Class4","Y",65.476,20,70.631,44.478
98.609,37.233,29.028,42.694,87,36.103,"Class5","D",79.085,74,61.911,47.687
35.787,34.587,39.858,7.626,41,65.74,"Class2","C",34.68,48,76.9,46.239
98.438,24.904,14.849,44.958,92,67.312,"Class5","U",67.744,56,57.742,49.219
9.595,52.494,66.978,73.806,22,36.726,"Class4","V",55.149,26,66.859,37.338
56.659,69.089,65.722,19.929,51,22.585,"Class2","C",14.901,42,76.947,50.688
46.911,50.182,65.923,31.232,19,NA,"Class1","X",21.602,76,11.172,56.567
69.41,1.198,40.557,44.014,63,47.666,"Class3","P",3.11,70,59.461,10.425
42.54,50.881,34.307,8.082,42,-4.479,"Class2","X",29.371,46,78.716,46.806
30.143,69.782,64.434,9.769,29,38.497,"Class4","Y",55.434,39,69.555,31.485
37.641,54.211,76.851,69.209,29,77.877,"Class1","P",32.212,36,8.647,72.26
26.281,57.667,65.961,23.817,45,35.456,"Class4","H",54.567,40,60.568,21.584
56.843,46.534,56.318,62.935,36,83.56,"Class1","H",34.184,27,28.073,32.13
23.203,64.675,70.267,78.229,32,NA,"Class4","D",43.946,18,58.303,33.565
26.967,71.47,85.1,47.678,33,36.337,"Class4","V",56.672,34,57.296,27.043
98.809,44.767,36.271,43.379,80,93.585,"Class5","D",69.003,69,60.097,45.702
32.776,82.169,94.369,56.164,53,91.196,"Class1","S",51.27,63,7.037,29.01
25.831,45.273,63.016,66.885,63,76.827,"Class1","H",18.193,57,18.189,25.164
22.033,71.569,76.947,44.066,20,38.714,"Class4","H",9.462,13,65.381,35.088
99.026,38.322,50.466,44.287,89,33.387,"Class5","D",68.117,69,62.585,78.031
98.752,28.144,30.893,43.931,91,40.996,"Class5","C",77.116,66,55.344,86.548
59.191,53.838,63.757,35.697,47,68.472,"Class1","S",39.184,61,6.565,71.016
18.572,56.735,57.295,63.623,32,35.536,"Class4","V",45.536,10,56.296,21.396
51.941,1.97,111.01,46.518,23,52.729,"Class3","P",2.875,64,66.865,7.655
28.962,53.39,80.957,43.706,51,37.912,"Class4","Y",10.511,28,72.125,42.981
37.608,50.688,55.851,29.713,68,25.951,"Class2","C",49.351,45,76.659,50.388
55.46,46.349,65.488,11.576,38,37.266,"Class2","C",24.845,49,78.228,45.338
10.308,62.988,61.843,61.124,2,76.903,"Class1","P",30.773,88,23.627,28.211
52.3,67.199,58.312,18.892,45,1.722,"Class2","W",12.932,40,79.375,51.302
NA,2.143,28.784,45.957,54,46.395,"Class3","W",6.118,34,64.786,12.514
28.617,73.77,67.93,86.723,15,38.693,"Class4","F",2.539,41,58.33,42.103
98.175,43.477,34.908,44.123,87,47.102,"Class5","C",75.185,83,62.506,82.305
NA,45.925,45.917,29.264,68,37.188,"Class2","C",13.514,57,77.26,53.145
98.622,32.972,13.839,44.554,95,58.544,"Class5","U",77.089,81,64.728,65.569
35.911,64.35,84.657,8.498,15,38.686,"Class4","F",76.836,18,67.561,42.913
48.503,2.493,59.874,45.877,33,47.225,"Class3","F",3.122,70,86.453,4.547
51.699,61.047,86.219,39.369,51,81.244,"Class1","X",11.329,78,25.038,37.363
29.978,52.301,80.755,15.839,32,38.085,"Class4","F",19.577,28,64.603,28.717
13.5,72.912,63.054,17.041,29,37.917,"Class4","H",48.666,35,62.434,35.772
NA,81.877,71.018,55.171,17,84.887,"Class1","H",37.282,78,11.968,27.549
98.524,34.951,43.95,42.462,96,59.389,"Class5","H",68.003,76,59.188,45.454
73.795,1.707,72.596,36.504,20,63.516,"Class3","P",7.75,35,87.336,16.327
63.921,43.892,24.568,25.476,65,18.109,"Class2","W",37.697,51,78.589,52.58
82.138,2.049,41.432,36.693,18,52.12,"Class3","P",4.72,52,65.62,8.573
17.565,64.104,75.204,19.822,41,33.063,"Class4","Y",23.56,12,62.388,44.839
18.68,68.246,62.792,30.626,14,64.107,"Class1","P",9.146,37,13.709,18.754
62.903,2.281,15.99,43.407,27,50.697,"Class3","W",7.627,79,81.008,9.087
98.808,25.052,18.47,43.352,89,40.336,"Class5","H",76.05,60,56.463,48.877
41.82,2.056,54.687,37.653,59,52.387,"Class3","I",1.492,54,83.221,8.636
35.438,61.375,51.141,52.454,35,76.107,"Class1","S",44.791,56,4.589,37.31
27.66,60.626,75.291,86.519,40,NA,"Class4","F",72.041,43,73.905,48.111
98.111,15.703,56.795,42.418,80,57.745,"Class5","C",77.448,72,59.512,48.469
99.166,28.03,30.559,43.405,93,67.446,"Class5","H",67.336,64,61.15,91.182
NA,1.469,66.341,35.011,17,41.466,"Class3","P",5.326,37,66.499,9.036
72.565,2.634,51.251,32.746,38,48.209,"Class3","I",4.266,66,52.075,19.307
26.928,2.123,77.661,32.891,64,NA,"Class3","P",5.89,33,80.595,1.882
97.821,21.338,15.972,44.049,84,30.612,"Class5","H",69.904,63,57.182,55.141
33.569,1.163,61.176,32.679,59,49.86,"Class3","X",3.761,35,74.808,2.41
13.681,64.427,94.447,66.674,18,NA,"Class4","V",25.908,15,55.203,42.504
