"PVT1","EWU2","YVT3","XIU4","VWP5","TGF6","WGR7","OEX8","EBD9","JXG10","XGE11","Output7"
"G",29.384,28.849,15.393,81.079,31.361,72.807,2,"D",63.328,83.849,"Class3"
"M",75.089,71.546,16.373,31.136,63.354,69.607,55,"T",71.402,15.483,"Class2"
"O",24.672,40.518,10.86,70.323,28.003,65.44,2,"E",54.616,91.956,"Class3"
"P",18.353,18.202,97.643,66.018,31.517,22.275,3,"S",33.677,59.8,"Class1"
"G",22.011,38.652,12.047,80.368,18.671,72.514,4,"O",55.688,88.852,"Class3"
"O",21.036,42.341,11.528,55.916,20.809,75.843,4,"D",53.597,83.796,"Class3"
"G",23.618,36.518,23.772,32.803,20.472,72.742,NA,"S",57.194,83.899,"Class3"
"L",14.972,37.437,16.446,80.319,14.133,65.758,NA,"E",60.217,91.377,"Class3"
NA,66.94,70.402,12.917,17.45,70.964,63.177,60,"W",70.346,29.494,"Class2"
"H",25.799,22.414,22.719,72.539,21.155,70.594,2,"S",62.563,90.755,"Class3"
"Y",18.576,17.456,80.556,69.487,31.873,26.34,17,"E",15.145,64.792,"Class1"
"P",20.43,19.317,87.343,59.165,32.105,26.777,26,"T",0.701,71.508,"Class1"
"O",31.706,29.983,10.35,57.985,25.57,63.65,3,"D",63.222,91.63,"Class3"
"F",23.427,33.679,45.444,26.851,14.9,66.487,3,"E",62.37,92.947,"Class3"
"J",74.12,72.841,28.287,37.436,71.849,70.44,77,"E",88.188,35.943,"Class2"
"O",17.554,24.76,23.094,43.627,21.223,73.079,3,"O",61.665,91.986,"Class3"
"X",23.444,18.21,76.058,69.64,31.932,-12.129,7,"U",21.104,54.14,"Class1"
"H",28.419,35.479,12.094,33.466,19.535,74.581,2,"E",63.579,91.571,"Class3"
"V",20.491,17.448,86.346,55.742,32.793,10.343,18,"E",20.975,47.061,"Class1"
"X",18.991,19.446,102.07,44.618,31.605,27.976,17,"U",26.472,76.1,"Class1"
"V",20.897,19.877,83.006,37.73,33.004,21.889,22,"T",27.559,76.976,"Class1"
"Y",26.932,18.443,66.679,36.873,31.505,31.508,26,"E",18.288,52.489,"Class1"
"X",23.634,19.145,76.144,54.223,33.136,5.397,18,"A",1.642,64.853,"Class1"
"O",27.396,33.026,12.783,52.09,18.149,68.12,3,"O",57.704,81.437,"Class3"
"P",72.548,68.275,23.618,12.741,53.635,61.517,68,"Q",83.657,32.978,"Class2"
"G",23.683,46.148,15.534,34.624,9.215,68.548,4,"E",59.653,89.125,"Class3"
NA,24.313,18.708,81.282,71.783,32.78,33.753,17,"U",17.766,57.776,"Class1"
"F",18.781,46.923,21.895,26.417,18.227,69.36,2,"S",60.946,81.947,"Class3"
"L",17.051,42.689,19.697,69.764,16.039,74.281,3,"D",54.168,88.162,"Class3"
"F",27.971,23.899,26.499,62.964,24.695,65.538,4,"D",57.84,86.477,"Class3"
"W",65.564,68.752,19.342,17.163,61.651,58.536,71,"Q",65.891,39.324,"Class2"
"D",20.995,17.787,70.152,48.763,30.889,10.145,8,"E",22.442,65.932,"Class1"
"P",68.38,63.071,34.706,51.716,83.862,59.217,NA,"E",99.215,41.078,"Class2"
"P",79.873,72.155,4.423,32.981,75.485,67.533,80,"Q",96.379,29.82,"Class2"
"C",75.21,67.694,34.789,52.485,67.155,69.715,63,"T",86.137,48.133,"Class2"
"J",68.579,73.802,20.189,20.126,48.155,61.088,82,"E",93.533,93.788,"Class2"
"P",23.853,19.92,95.046,40.812,31.98,44.748,24,"S",31.723,67.187,"Class1"
"P",20.125,17.51,82.825,64.161,33.054,21.002,11,"A",3.525,84.831,"Class1"
"X",25.299,17.014,79.07,53.288,31.89,21.893,20,"A",0.827,55.131,"Class1"
"C",81.416,68.945,20.009,21.337,64.035,78.802,71,"T",74.859,49.071,"Class2"
"L",31.387,29.219,17.571,78.504,25.567,68.469,3,"O",54.399,83.217,"Class3"
"M",72.949,73.921,-5.009,29.363,83.754,62.531,73,"Y",73.825,16.876,"Class2"
"O",26.874,36.321,15.82,26.735,18.016,70.789,2,"S",62.598,81.37,"Class3"
"G",22.328,29.357,12.794,59.809,20.784,69.377,2,"O",58.509,84.835,"Class3"
"O",22.769,31.587,23.792,40.691,15.605,70.607,NA,"G",61.212,87.453,"Class3"
"V",19.678,17.052,95.208,48.288,32.796,27.394,21,"A",18.25,63.724,"Class1"
"J",75.322,66.548,35.029,48.065,68.851,50.992,70,"T",75.737,53.032,"Class2"
"J",68.864,73.353,37.293,41.26,80.557,66.032,71,"Q",85.907,25.984,"Class2"
"P",76.3,70.198,41.52,23.56,84.762,71.37,75,"Y",77.665,91.051,"Class2"
"X",20.592,19.941,74.748,69.945,32.232,4.979,14,"T",33.837,49.218,"Class1"
"J",73.249,67.122,8.297,20.458,73.547,59.855,63,"T",73.215,61.86,"Class2"
"D",20.964,18.526,71.954,63.954,32.396,4.413,14,"U",1.093,54.884,"Class1"
"H",18.665,35.224,24.725,61.038,22.139,71.338,4,"O",61.713,89.948,"Class3"
"W",72.686,69.289,18.096,31.017,71.214,59.683,69,"Q",77.437,18.194,"Class2"
NA,24.797,39.807,13.157,37.864,18.984,69.284,NA,"E",54.29,87.988,"Class3"
"G",16.263,37.289,22.021,39.55,19.47,73.355,3,"G",63.865,91.073,"Class3"
"X",20.677,17.026,82.058,57.589,31.005,22.188,3,"A",36.897,81.228,"Class1"
"F",18.772,31.169,5.408,36.491,14.417,68.072,NA,"D",60.265,88.977,"Class3"
"W",71.133,66.441,-1.017,36.861,61.08,70.51,85,"Q",86.759,49.697,"Class2"
"Y",22.3,18.676,84.215,67.778,32.495,3.491,26,"U",36.044,53.817,"Class1"
"F",21.434,35.872,5.589,58.312,18.403,70.179,4,"G",56.419,84.223,"Class3"
"D",21.801,17.93,81.668,42.319,32.586,29.241,13,"S",3.559,57.081,"Class1"
"H",28.873,25.687,22.667,48.685,25.682,66.71,2,"O",53.159,90.795,"Class3"
"X",23.106,18.504,94.957,66.648,32.388,14.238,13,"E",13.923,64.296,"Class1"
"H",26.495,29.711,17.612,51.943,17.17,72.085,3,"E",58.712,89.114,"Class3"
"D",18.772,19.901,76.104,71.488,31.528,9.966,NA,"E",28.934,49.885,"Class1"
"F",28.973,49.845,23.799,63.757,22.614,69.178,4,"O",61.495,87.415,"Class3"
NA,37.315,35.275,18.375,31.723,18.243,67.767,2,"G",54.935,81.995,"Class3"
NA,31.473,39.659,21.18,79.69,16.469,74.833,4,"D",61.535,88.122,"Class3"
"J",74.108,73.14,39.209,51.597,67.586,67.688,88,"Q",70.017,8.15,"Class2"
"J",68.39,64.002,20.92,13.63,79.863,75.182,56,"T",78.313,36.537,"Class2"
"M",72.245,70.313,3.017,14.821,74.02,70.737,NA,"T",85.68,37.832,"Class2"
"D",23.691,17.053,82.681,60.029,32.307,38.908,11,"E",25.618,84.192,"Class1"
"W",70.145,65.202,5.289,49.941,68.793,63.195,66,"T",87.542,50.593,"Class2"
"D",27.352,18.838,93.335,46.786,31.894,37.635,26,"E",8.682,45.963,"Class1"
"D",17.279,18.849,79.825,60.399,32.309,35.7,8,"U",31.909,75.737,"Class1"
"Y",16.089,19.149,92.417,63.769,30.798,15.994,20,"E",0.74,59.2,"Class1"
"D",24.273,19.83,61.463,40.809,32.702,46.103,21,"T",24.944,67.528,"Class1"
"V",24.309,17.437,93.291,59.42,32.811,38.9,12,"U",19.319,55.006,"Class1"
"P",20.602,19.393,91.307,62.502,31.577,5.39,13,"U",33.952,82.735,"Class1"
"C",70.219,65.845,21.74,14.221,87.811,67.469,85,"T",75.407,81.572,"Class2"
NA,18.391,42.482,6.017,26.023,23.315,75.689,2,"E",58.21,86.867,"Class3"
"X",19.594,19.376,60.644,55.244,31.39,17.586,NA,"U",36.791,74.797,"Class1"
"L",29.115,42.682,4.14,84.1,11.16,69.852,3,"D",56.239,81.592,"Class3"
"G",31.575,42.449,20.188,65.34,25.656,70.848,2,"G",60.04,92.401,"Class3"
"G",10.677,48.666,11.579,69.277,15.914,68.061,4,"O",54.949,91.62,"Class3"
"G",18.075,43.611,12.009,84.381,14.379,68.05,3,"D",55.474,88.527,"Class3"
"F",28.704,29.024,15.611,43.994,13.508,66.602,2,"O",61.419,90.095,"Class3"
"P",23.421,17.95,82.442,54.294,32.985,20.622,5,"S",19.326,75.894,"Class1"
"G",30.673,39.588,11.939,27.205,18.811,64.926,3,"O",61.783,91.318,"Class3"
"P",21.906,17.859,96.328,36.847,32.836,12.762,NA,"E",35.764,82.621,"Class1"
"M",75.697,63.987,11.928,53.395,73.076,71.419,78,"T",93.524,60.243,"Class2"
"L",23.551,38.45,13.741,27.419,19.13,74.568,2,"G",62.158,82.229,"Class3"
"H",32.241,42.916,30.977,68.463,24.157,67.681,4,"O",59.61,89.826,"Class3"
"W",76.934,72.792,24.05,57.454,70.294,61.569,56,"W",81.072,68.793,"Class2"
"V",21.163,18.356,72.502,67.998,32.265,15.727,6,"E",10.59,44.972,"Class1"
"X",22.038,17.684,81.436,71.227,32.024,33.556,4,"U",16.756,82.361,"Class1"
"W",78.044,63.755,23.358,24.715,56.404,59.988,72,"Q",73.316,43.113,"Class2"
"H",23.829,45.192,17.486,46.915,23.051,72.785,2,"S",63.652,89.415,"Class3"
"J",68.321,64.888,14.943,49.107,109.222,69.234,79,"E",90.884,70.163,"Class2"
"W",73.725,71.965,16.368,24.816,60.671,68.106,58,"Y",86.312,87.76,"Class2"
"W",70.588,73.86,6.533,19.178,76.156,65.046,81,"Y",75.053,63.364,"Class2"
"V",23.074,17.683,75.514,64.196,31.283,10.247,4,"A",1.629,52.947,"Class1"
"L",23.459,40.136,15.521,55.6,19.561,68.281,3,"O",60.073,83.073,"Class3"
"V",23.344,17.163,88.744,42.176,33.239,14.531,21,"U",35.992,53.398,"Class1"
"L",25.13,26.807,20.705,77.299,12.574,70.61,3,"E",56.335,92.046,"Class3"
"V",19.726,19.436,90.553,71.915,30.588,-4.596,16,"A",21.484,75.419,"Class1"
"O",22.256,46.259,19.409,35.648,15.446,67.802,3,"D",59.658,87.453,"Class3"
"P",72.112,69.674,6.124,35.668,52.913,59.949,83,"W",78.242,56.231,"Class2"
"W",73.502,67.325,29.345,38.71,63.78,53.606,52,"E",93.065,98.267,"Class2"
"L",23.936,43.563,14.468,80.225,10.458,69.792,3,"S",60.719,87.988,"Class3"
"V",19.494,19.362,77.181,59.647,30.739,0.139,5,"U",23.701,63.79,"Class1"
"Y",23.313,18.508,79.33,65.841,31.985,14.543,15,"A",25.252,63.986,"Class1"
"C",71.825,72.806,41.454,36.418,67.147,58.128,87,"Y",80.097,14.563,"Class2"
"M",72.719,70.926,19.367,52.816,86.935,62.06,NA,"W",73.854,66.446,"Class2"
"O",18.964,29.973,7.136,51.799,23.239,71.183,4,"S",63.814,86.772,"Class3"
"P",21.605,19.887,86.462,49.014,30.941,11.373,22,"U",20.325,62.885,"Class1"
"X",21.417,17.311,76.045,54.447,31.833,33.533,5,"S",36.974,45.75,"Class1"
"J",73.936,68.727,15.517,55.86,75.574,66.966,56,"Y",77.092,90.5,"Class2"
"W",71.703,68.636,24.533,36.461,76.91,69.03,75,"W",88.266,30.326,"Class2"
"C",75.155,69.102,31.097,31.108,77.559,64.486,85,"Y",83.836,42.61,"Class2"
"O",18.041,35.933,10.743,70.575,19.766,70.702,2,"G",63.589,88.654,"Class3"
"D",19.619,17.223,103.966,42.026,31.769,29.636,17,"E",8.588,59.907,"Class1"
"W",72.873,73.816,24.594,28.36,55.603,61.552,53,"T",86.362,4.996,"Class2"
NA,25.593,30.578,5.747,35.129,12.764,72.599,3,"S",56.878,89.368,"Class3"
"F",23.98,48.475,20.046,65.976,19.226,69.819,3,"D",63.023,82.014,"Class3"
"C",76.326,72.579,8.94,55.509,67.525,71.485,52,"E",63.839,64.145,"Class2"
"Y",25.639,18.214,87.902,52.634,32.479,15.207,6,"E",17.397,48.583,"Class1"
"G",22.775,35.888,16.741,30.93,23.311,67.137,3,"G",62.635,81.308,"Class3"
"J",71.965,68.784,17.727,39.66,92.552,64.265,53,"W",75.873,14.241,"Class2"
"F",17.421,22.116,20.008,70.938,14.782,72.405,2,"E",59.773,91.985,"Class3"
"C",69.998,68.206,14.122,50.549,77.997,66.997,91,"Y",81.41,74.543,"Class2"
"V",22.083,19.871,81.398,55.941,32.287,47.14,21,"U",25.701,49.352,"Class1"
NA,21.387,19.876,103.182,49.681,32.558,35.599,9,"A",12.528,63.759,"Class1"
"D",26.426,19.485,64.017,55.419,31.747,31.357,11,"U",16.227,84.675,"Class1"
"D",27.825,19.278,73.618,59.951,30.454,9.325,17,"U",26.949,54.954,"Class1"
"D",23.634,19.534,80.423,38.126,31.761,21.117,4,"T",16.832,69.74,"Class1"
"X",23.46,17.366,91.752,44.695,31.4,42.543,3,"U",10.003,70.014,"Class1"
"D",25.01,19.936,87.77,65.742,32.924,21.753,18,"S",30.753,66.004,"Class1"
"W",67.318,68.574,25.797,55.151,74.254,67.94,81,"Q",90.385,19.335,"Class2"
"P",72.676,73.83,27.921,12.905,63.903,64.658,90,"W",93.071,25.167,"Class2"
"G",30.689,22.681,16.354,53.302,17.07,69.234,2,"O",62.768,91.748,"Class3"
"D",24.407,19.788,85.162,41.69,33.031,20.649,NA,"A",1.087,64.654,"Class1"
"P",73.594,65.976,17.227,49.481,55.916,59.798,70,"W",67.211,72.218,"Class2"
"P",72.298,69.874,32.389,44.59,78.787,68.657,83,"E",74.765,34.738,"Class2"
"W",72.71,68.429,25.913,20.536,45.084,60.688,NA,"Q",91.289,31.102,"Class2"
"F",28.175,47.88,9.579,39.695,20.384,68.902,2,"O",54.845,90.347,"Class3"
"P",68.712,63.88,23.046,42.006,81.188,63.247,84,"W",89.026,4.884,"Class2"
"M",76.424,70.512,19.726,51.891,83.824,63.876,81,"W",98.897,95.928,"Class2"
"W",72.477,63.887,15.932,57.394,74.211,63.829,80,"Q",92.596,89.418,"Class2"
NA,20.063,18.275,77.827,47.292,32.541,18.151,8,"T",2.969,76.774,"Class1"
"W",65.2,63.518,12.869,28.562,73.111,77.126,61,"Y",67.504,11.641,"Class2"
"D",20.17,18.658,108.339,51.409,32.481,15.183,NA,"U",8.982,50.135,"Class1"
"V",24.78,18.211,79.776,43.959,32.14,11.759,5,"A",4.719,77.914,"Class1"
"P",19.796,19.669,64.974,46.841,33.571,45.222,14,"S",2.943,46.826,"Class1"
"F",20.845,29.307,18.305,68.138,13.003,65.774,2,"S",61.638,89.216,"Class3"
"Y",21.197,18.494,79.982,55.308,31.168,13.472,14,"T",27.536,84.748,"Class1"
"M",72.139,63.544,44.063,45.72,50.345,69.377,69,"Y",80.507,29.692,"Class2"
"P",73.688,66.246,13.291,33.615,52.876,61.907,66,"W",64.009,37.116,"Class2"
"D",22.77,17.059,65.332,61.393,33.154,23.237,22,"T",27.27,61.739,"Class1"
"V",23.197,17.066,87.17,70.35,31.798,16.043,13,"A",7.26,70.754,"Class1"
"O",26.229,48.68,11.541,80.761,26.056,65.187,2,"O",55.264,82.751,"Class3"
"M",71.555,70.266,21.733,34.567,75.046,54.758,90,"T",69.944,42.69,"Class2"
"J",72.158,64.178,32.501,56.152,72.388,64.482,59,"Y",84.987,62.255,"Class2"
"M",69.865,63.747,39.7,24.752,82.399,65.454,57,"Q",73.102,71.416,"Class2"
"X",23.661,18.532,89.202,63.895,32.207,9.178,23,"T",0.683,62.42,"Class1"
"O",29.119,40.681,11.014,62.459,24.354,71.68,2,"S",61.905,82.671,"Class3"
"V",25.104,18.754,96.9,53.78,31.808,34.948,23,"S",3.996,45.986,"Class1"
"H",22.266,35.05,8.573,36.64,16.246,70.657,2,"S",58.884,83.68,"Class3"
"W",72.618,71.745,25.972,53.772,88.964,65.523,70,"W",97.72,28.38,"Class2"
"D",22.671,17.143,88.8,54.955,31.547,49.303,NA,"T",13.757,58.451,"Class1"
"J",70.883,71.928,31.882,15.046,77.949,65.612,NA,"T",72.975,34.109,"Class2"
"C",70.073,68.377,33.594,15.651,54.755,56.618,60,"Q",76.055,25.205,"Class2"
"D",25.183,18.368,85.246,49.691,31.76,37.956,6,"E",2.048,73.503,"Class1"
"W",72.366,67.904,-2.104,17.665,55.205,66.977,77,"T",96.276,37.678,"Class2"
"Y",18.381,17.767,73.572,39.975,31.798,7.288,8,"U",5.292,73.533,"Class1"
"L",24.103,40.271,14.5,58.981,21.875,75.597,3,"O",57.152,92.817,"Class3"
"V",23.995,19.899,62.149,53.749,32.276,6.114,17,"A",14.216,81.083,"Class1"
"H",33.723,23.59,16.596,55.099,17.426,70.538,4,"G",60.165,86.881,"Class3"
"D",19.848,17.323,69.919,56.923,32.101,17.337,13,"T",12.788,67.053,"Class1"
"F",22.825,48.717,9.712,76.869,23.735,63.421,4,"E",62.206,86.114,"Class3"
"H",23.73,33.884,14.484,67.64,15.877,68.085,4,"O",59.302,83.87,"Class3"
"D",24.402,17.291,87.421,39.866,32.396,11.404,5,"T",6.346,59.193,"Class1"
"J",77.485,66.639,43.251,33.341,82.634,67.917,77,"Q",81.956,56.908,"Class2"
"P",24.879,18.91,76.768,67.653,31.907,17.208,10,"T",10.857,47.019,"Class1"
"H",30.1,22.199,7.856,35.664,26.658,68.745,4,"D",57.432,85.355,"Class3"
"M",76.096,63.139,21.868,41.208,76.932,75.882,59,"Y",97.223,34.25,"Class2"
"W",75.261,70.995,10.576,32.756,69.968,66.061,89,"E",87.946,61.61,"Class2"
"W",69.762,65.158,19.319,33.915,84.025,72.117,83,"Q",93.075,59.852,"Class2"
NA,78.308,71.359,-1.409,54.845,62.2,73.258,57,"W",80.644,37.412,"Class2"
NA,20.84,17.185,80.24,48.372,31.641,39.541,19,"E",0.462,67.661,"Class1"
"F",29.618,43.239,24.015,53.543,18.647,70.866,3,"E",54.57,88.876,"Class3"
"H",30.152,38.33,25.993,71.654,16.288,72.857,3,"D",56.167,86.371,"Class3"
"C",76.811,64.001,20.32,35.205,67.257,61.204,71,"Y",73.191,7.798,"Class2"
"F",31.665,49.59,7.94,52.324,17.403,73.057,NA,"S",55.263,82.226,"Class3"
"O",17.933,45.738,23.709,82.77,20.361,66.594,4,"O",63.727,92.262,"Class3"
"X",26.462,18.684,85.571,70.395,32.433,22.826,3,"S",14.955,76.493,"Class1"
NA,21.287,34.583,24.355,34.531,12.564,73.524,3,"S",53.64,92.27,"Class3"
"J",78.124,69.748,28.535,46.143,78.76,58.912,73,"E",98.617,31.652,"Class2"
"Y",22.891,18.637,95.984,40.568,32.322,20.956,25,"U",20.013,84.848,"Class1"
"G",24.685,22.654,8.995,55.688,21.426,72.407,2,"D",59.033,91.474,"Class3"
NA,72.289,66.176,10.748,41.93,83.162,75.819,56,"T",85.415,66.778,"Class2"
"W",74.167,70.592,2.442,42.882,47.038,71.885,75,"W",63.449,72.522,"Class2"
"P",76.534,66.835,25.983,51.328,66.878,57.306,59,"Y",77.371,23.715,"Class2"
NA,17.288,19.44,98.898,44.034,31.966,24.711,20,"S",30.121,67.146,"Class1"
"J",77.933,65.106,10.926,43.545,56.836,70.747,77,"T",80.954,77.354,"Class2"
"M",72.105,64.829,20.507,27.006,69.681,64.196,61,"Y",82.343,71.68,"Class2"
"O",20.28,41.235,20.292,72.137,19.532,65.659,2,"G",62.652,84.04,"Class3"
"J",69.976,73.899,17.996,21.877,43.469,69.067,75,"E",87.36,99.968,"Class2"
"G",33.967,48.127,16.063,63.796,20.993,68.75,2,"D",61.099,81.814,"Class3"
"C",69.827,73.911,40.706,38.332,82.561,63.903,89,"T",80.182,97.738,"Class2"
"C",70.219,64.619,10.231,29.264,74.725,71.764,84,"Y",70.329,60.848,"Class2"
"D",26.169,19.47,93.444,45.228,32.447,34.769,21,"S",4.185,45.744,"Class1"
"X",22.252,17.761,79.676,50.916,32.546,31.368,21,"E",19.199,71.419,"Class1"
NA,23.714,45.2,18.534,32.31,20.094,65.04,4,"D",57.75,85.176,"Class3"
"G",27.701,29.745,20.74,76.669,12.335,62.122,2,"E",59.747,85.267,"Class3"
"F",21.754,40.31,18.343,31.289,14.588,69.359,NA,"G",57.474,89.257,"Class3"
"O",27.568,40.335,18.567,27.364,21.037,70.273,4,"S",61.02,90.262,"Class3"
"F",24.16,43.47,27.037,82.307,10.67,74.148,3,"S",56.449,88.994,"Class3"
"Y",23.603,18.994,89.652,58.565,32.223,25.289,11,"E",23.477,73.96,"Class1"
"J",72.023,72.934,7.986,19.669,90.968,67.071,65,"Y",95.606,39.827,"Class2"
"C",74.656,69.191,42.956,56.322,68.069,64.122,74,"T",89.55,63.899,"Class2"
"X",18.64,19.593,84.005,67.86,31.596,35.061,19,"T",36.163,56.521,"Class1"
"H",27.3,49.525,25.797,59.252,25.868,71.397,3,"D",54.464,82.966,"Class3"
"W",66.45,73.39,19.659,40.607,68.593,51.206,62,"Y",90.922,68.078,"Class2"
"C",75.997,64.584,24.518,32.243,65.982,74.893,91,"Q",81.205,29.047,"Class2"
"J",73.857,65.392,16.02,31.309,56.414,70.732,91,"E",68.476,37.44,"Class2"
"V",25.875,17.971,86.366,65.967,31.157,15.023,11,"S",24.621,78.133,"Class1"
NA,73.027,69.15,-0.402,19.915,69.982,67.217,68,"W",84.576,10.206,"Class2"
"H",28.657,24.087,20.593,78.993,23.175,71.69,3,"O",53.43,87.682,"Class3"
"P",71.364,70.633,9.014,34.264,79.941,65.946,78,"Q",80.294,66.082,"Class2"
"H",23.902,21.094,24.281,27.908,21.008,71.611,2,"D",55.544,83.763,"Class3"
"C",65.881,66.977,7.382,40.376,63.246,75.529,69,"Y",96.716,78.567,"Class2"
"D",21.17,17.321,86.316,38.558,32.173,29.344,24,"S",19.462,72.083,"Class1"
"P",76.156,68.552,23.778,57.084,75.745,67.858,70,"Q",99.017,36.684,"Class2"
"J",70.685,71.858,30.616,29.312,72.179,77.136,69,"T",91.013,92.141,"Class2"
"C",79.3,71.015,7.815,51.974,74.491,68.51,72,"Q",87.571,6.672,"Class2"
"Y",23.646,17.203,84.848,50.191,32.344,13.169,19,"S",3.769,62.525,"Class1"
"W",76.043,67.434,21.073,27.347,59.104,70.402,73,"T",82.644,28.135,"Class2"
"V",20.074,18.051,72.375,45.747,31.214,27.144,15,"T",29.503,65.593,"Class1"
"V",16.887,17.899,84.048,52.481,31.476,58.244,NA,"T",21.527,60.359,"Class1"
"L",32.608,38.519,24.903,32.771,14.921,70.918,4,"S",56.91,91.644,"Class3"
"O",27.15,23.317,5.26,71.52,26.092,66.823,3,"G",55.507,87.12,"Class3"
"P",24.886,19.744,59.033,61.38,30.585,17.627,22,"A",6.396,68.906,"Class1"
"J",68.515,72.539,13.375,57.69,63.537,66.573,57,"E",93.115,50.514,"Class2"
"P",20.754,17.353,89.442,45.819,32.131,41.286,14,"U",32.009,50.906,"Class1"
"C",65.765,66.35,30.281,54.974,70.473,56.97,57,"E",71.085,85.137,"Class2"
"Y",19.475,19.771,73.488,67.573,32.064,19.322,10,"U",8.813,84.117,"Class1"
"H",22.028,23.752,15.949,76.363,23.356,68.355,2,"E",55.739,87.579,"Class3"
"F",26.861,35.659,18.152,46.677,25.495,68.914,3,"S",54.012,84.346,"Class3"
NA,26.788,17.152,85.36,48.772,31.403,38.563,25,"T",16.479,77.209,"Class1"
"X",20.384,19.67,97.255,67.358,31.97,24.609,25,"E",23.175,70.24,"Class1"
"Y",24.777,18.271,83.811,38.876,32.899,17.054,4,"E",25.179,74.645,"Class1"
"W",69.077,64.1,37.848,13.205,63.901,77.497,56,"T",80.21,21.255,"Class2"
"P",72.193,70.423,4.185,27.148,68.636,66.716,70,"Y",72.125,51.245,"Class2"
NA,74.554,67.214,5.419,35.519,71.998,70.447,75,"E",73.344,23.486,"Class2"
"L",27.239,38.104,14.854,51.527,18.323,71.996,4,"E",63.218,87.012,"Class3"
"O",24.715,27.509,26.969,28.939,21.746,68.694,2,"S",59.125,89.491,"Class3"
"F",25.567,23.454,20.671,72.449,19.279,69.018,3,"O",61.578,89.107,"Class3"
"D",21.748,18.094,89.739,70.079,31.657,23.146,26,"A",9,59.417,"Class1"
"C",70.16,70.786,22.283,36.964,62.97,63.476,NA,"E",97.839,36.289,"Class2"
"P",67.075,63.472,45.378,50.358,73.508,58.672,83,"Q",68.546,30.207,"Class2"
"W",76.348,72.212,26.874,43.788,77.098,63.026,73,"W",78.897,6.212,"Class2"
"X",19.947,18.011,69.745,59.72,32.168,24.526,24,"T",14.575,72.263,"Class1"
"J",69.323,68.777,10.299,40.971,73.544,56.424,81,"W",67.708,30.741,"Class2"
"H",12.061,38.318,14.998,30.902,26.556,71.25,4,"D",54.17,92.515,"Class3"
"Y",28.353,19.939,86.724,56.555,32.098,11.013,23,"T",11.894,66.819,"Class1"
"C",80.363,65.332,17.932,43.474,58.686,64.747,88,"W",92.889,53.15,"Class2"
"Y",27.779,18.404,68.953,45.755,32.158,5.679,13,"S",19.533,52.573,"Class1"
"V",21.689,19.248,88.58,41.279,31.502,30.676,NA,"T",2.883,83.426,"Class1"
"P",75.934,65.329,19.485,54.108,79.528,60.437,89,"Q",91.72,53.803,"Class2"
"H",28.212,29.406,15.674,54.821,18.909,69.964,4,"E",57.4,89.16,"Class3"
"H",20.959,37.79,9.179,80.849,21.252,67.105,2,"E",60.623,84.417,"Class3"
"P",25.017,18.892,77.395,49.165,32.154,10.785,13,"S",36.038,83.248,"Class1"
"D",21.245,18.26,82.562,51.032,31.998,9.278,8,"A",10.925,82.563,"Class1"
"P",20.371,17.508,87.627,63.163,31.698,41.944,11,"A",15.016,45.896,"Class1"
NA,20.179,50,22.663,40.215,20.5,68.771,4,"O",57.968,87.169,"Class3"
"G",18.563,30.496,5.836,33.777,22.433,69.896,3,"E",54.826,89.674,"Class3"
"W",81.491,71.342,24.424,27.959,80.586,67.366,63,"Q",78.515,19.678,"Class2"
"O",18.848,30.43,33.21,29.277,22.165,71.498,4,"S",61.617,82.748,"Class3"
"J",72.759,70.733,33.118,28.259,72.455,66.55,68,"Y",99.166,35.774,"Class2"
"X",21.143,17.106,88.607,55.522,31.798,36.358,20,"A",10.787,54.703,"Class1"
"P",19.017,19.648,90.668,40.208,30.953,21.778,17,"U",3.722,53.782,"Class1"
"G",14.731,25.957,21.245,27.411,20.379,72.841,2,"S",61.042,89.283,"Class3"
"M",73.316,71.837,22.703,45.958,54.826,56.225,78,"T",92.983,29.784,"Class2"
"P",67.696,69.559,10.57,27.025,60.023,69.343,90,"E",63.374,71.847,"Class2"
"M",68.58,65.672,5.704,56.768,45.716,72.749,71,"E",94.389,85.269,"Class2"
"V",22.516,19.077,84.85,57.871,32.079,31.439,18,"S",0.524,82.578,"Class1"
"Y",19.128,17.583,52.376,64.379,32.123,27.027,18,"E",7.837,61.869,"Class1"
"O",26.707,37.284,15.782,41.026,21.643,71.276,3,"S",60.542,85.092,"Class3"
"W",66.907,71.336,18.518,25.31,76.593,65.53,78,"Q",78.139,34.202,"Class2"
"G",26.855,47.228,8.236,33.129,22.212,70.424,2,"S",57.895,82.776,"Class3"
"O",24.066,43.002,15.54,31.374,30.364,73.557,4,"D",62.584,91.502,"Class3"
"O",24.024,29.562,16.77,49.405,19.428,73.036,2,"S",60.599,82.925,"Class3"
"X",25.011,19.175,62.872,56.635,31.858,23.136,18,"T",1.956,78.373,"Class1"
"F",27.82,39.183,22.763,50.293,18.794,70.135,2,"E",54.241,82.169,"Class3"
"H",19.577,46.098,30.11,32.48,25.168,65.78,3,"O",56.104,86.23,"Class3"
"X",19.394,18.397,88.535,67.64,31.863,44.419,21,"U",20.671,47.735,"Class1"
"P",25.93,18.87,84.707,36.796,32.571,1.863,8,"E",11.154,57.146,"Class1"
"O",28.214,30.652,6.759,76.867,23.706,70.511,4,"E",60.304,81.211,"Class3"
"O",26.793,33.969,24.31,76.112,15.199,70.513,3,"O",63.44,81.137,"Class3"
