"YHS1","MVY2","ZDE3","XWB4","BPA5","UKA6","WYP7","JSM8","Output14","MGV9","QEF10"
64.238,42.064,49.365,"L",75.695,51.922,22.034,16.769,"Class4",13.743,95
43.411,46.006,94.379,"A",34.647,51.938,73.441,56.964,"Class2",NA,87
57.608,84.651,66.167,"T",15.979,54.521,28.173,62.648,"Class3",94.088,58
55.381,81.29,65.482,"H",1.915,51.207,19.418,59.849,"Class3",82.962,58
51.982,47.946,109.58,"B",15.305,47.317,67.354,62.983,"Class2",46.234,87
56.851,84.844,65.521,"O",27.243,49.004,27.428,72.609,"Class3",86.931,64
47.168,49.745,53.704,"B",35.808,63.42,74.575,52.733,"Class2",44,87
40.687,22.936,43.582,"T",45.434,97.46,16.942,66.075,"Class1",31.788,20
51.84,80.832,64.847,"L",20.387,55.219,6.343,55.359,"Class3",92.659,59
91.992,37.571,64.365,"C",76.626,73.257,21.789,25.981,"Class4",13.879,85
28.44,46.839,54.047,"A",20.292,83.013,116.72,52.531,"Class2",33.456,87
59.33,47.872,47.71,"R",47.002,91.07,16.756,91.28,"Class1",34.36,19
35.972,47.992,31.767,"M",14.335,85.136,71.589,56.97,"Class2",40.995,88
43.014,62.619,58.185,"V",46.982,95.436,18.975,50.962,"Class1",56.045,19
91.245,42.966,46.061,"L",45.778,73.196,21.586,17.564,"Class4",8.561,74
53.531,79.547,57.613,"T",48.109,94.251,24.428,73.515,"Class1",41.299,19
57.409,76.439,42.665,"K",46.817,94.452,9.7,48.285,"Class1",NA,20
44.389,47.693,35.469,"M",10.594,57.417,80.897,35.368,"Class2",34.496,87
53.011,79.288,67.15,"L",21.499,52.727,31.303,58.695,"Class3",88.463,54
28.864,47.672,35.632,"A",28.012,77.564,70.018,52.712,"Class2",51.593,88
46.623,82.847,67.471,"O",18.284,50.151,11.917,59.507,"Class3",86.324,59
56.67,81.561,65.788,"W",22.386,49.101,14.804,72.595,"Class3",87.434,56
18.979,32.824,45.169,"V",47.835,93.47,12.199,67.836,"Class1",36.353,20
44.327,48.672,52.691,"T",45.359,91.535,24.909,58.351,"Class1",72.959,20
25.332,43.848,61.385,"M",31.694,77.367,78.234,41.947,"Class2",35.024,87
69.654,77.215,41.539,"F",85.283,75.583,20.782,27.722,"Class4",18.597,65
64.79,31.736,54.914,"C",66.587,73.606,21.461,8.644,"Class4",14.219,75
75.4,72.508,56.543,"Y",48.053,90.825,25.888,101.73,"Class1",25.031,21
31.778,46.615,113.747,"B",18.638,38.42,109.822,40.786,"Class2",43.659,88
65.061,33.834,24.978,"F",72.904,78.898,21.417,13.317,"Class4",14.362,87
71.251,75.578,69.317,"O",59.967,55.03,21.412,23.67,"Class4",10.649,91
55.453,84.184,66.628,"H",17.381,53.019,20.096,65.377,"Class3",81.332,58
42.575,85.644,66.245,"H",15.194,51.802,31.607,65.3,"Class3",93.368,66
50.489,80.504,62.201,"H",22.436,57.14,29.673,52.21,"Class3",92.245,55
91.501,35.221,40.001,"L",60.445,53.059,21.072,42.859,"Class4",12.889,97
65.3,83.436,63.107,"F",47.195,12.243,21.243,17.348,"Class4",7.186,61
31.51,49.148,45.404,"R",40.513,49.769,54.749,42.351,"Class2",45.162,87
23.163,14.651,53.256,"Y",46.073,89.19,17.334,65.705,"Class1",41.217,20
30.071,47.618,-3.746,"A",17.335,73.842,77.419,57.716,"Class2",44.831,88
45.725,43.242,61.492,"A",27.241,53.723,78.317,65.783,"Class2",42.701,87
43.54,79.803,68.642,"O",20.277,52.37,37.792,54.609,"Class3",91.272,62
82.935,56.802,52.839,"L",52.211,18.834,21.15,20.313,"Class4",16.589,79
42.574,44.43,109.391,"F",34.363,33.45,68.99,51.547,"Class2",51.526,87
32.004,45.459,13.278,"R",33.38,78.553,77.368,53.677,"Class2",35.589,87
57.603,NA,41.548,"K",45.3,89.788,26.775,91.544,"Class1",37.819,19
36.145,58.845,52.19,"K",46.625,97.325,9.971,40.921,"Class1",50.58,19
19.992,36.609,49.953,"R",44.691,91.995,25.625,68.102,"Class1",79.14,20
64.399,32.701,34.448,"C",71.02,31.685,21.753,34.08,"Class4",20.339,74
80.74,72.504,46.026,"L",46.002,73.325,21.144,21.24,"Class4",15.053,96
64.54,64.887,48.522,"L",41.769,31.542,21.674,22.582,"Class4",20.577,78
49.715,80.408,65.672,"W",10.83,49.408,43.619,63.996,"Class3",88.408,65
50.886,81.489,64.769,"H",11.157,51.62,18.38,59.978,"Class3",87.544,55
78.381,60.269,21.62,"L",77.234,49.999,21.865,29.577,"Class4",19.966,97
43.248,82.532,66.909,"O",20.738,47.066,24.356,45.06,"Class3",94.212,63
57.187,83.993,65.076,"H",21.648,55.111,27.276,69.704,"Class3",92.439,63
58.442,79.872,66.09,"W",12.433,57.672,23.355,73.031,"Class3",82.816,63
65.449,NA,48.217,"F",60.212,21.942,22.061,27.169,"Class4",10.135,83
41.527,47.078,23.548,"R",15.09,33.188,66.112,57.156,"Class2",49.317,87
70.861,68.124,51.909,"F",47.438,81.658,21.66,23.664,"Class4",16.017,85
26.615,43.663,41.205,"F",41.356,54.673,79.047,50.257,"Class2",31.395,87
29.344,52.037,50.883,"K",44.998,89.688,33.287,72.832,"Class1",38.55,21
27.16,NA,112.283,"B",15.812,77.581,87.774,59.523,"Class2",47.337,87
43.23,13.03,55.049,"T",45.745,92.263,24.865,37.886,"Class1",55.607,20
36.55,45.598,30.085,"A",29.236,21.102,75.996,52.249,"Class2",33.752,88
76.186,34.885,25.841,"L",43.083,10.914,21.186,16.978,"Class4",8.306,99
47.686,79.428,68.093,"H",22.71,50.634,9.556,40.272,"Class3",91.287,66
72.369,77.91,26.85,"C",54.313,41.208,21.471,38.457,"Class4",12.793,86
41.016,85.304,67.178,"T",25.757,47.473,16.795,50.797,"Class3",88.12,63
62.309,70.906,45.768,"O",23.277,14.418,21.799,24.3,"Class4",12.342,68
12.286,17.346,37.411,"K",45.873,90.741,11.779,77.129,"Class1",81.647,19
17.251,72.518,51.641,"R",47.413,94.258,16.525,78.203,"Class1",40.678,21
47.234,43.657,60.066,"R",25.149,38.456,73.559,60.74,"Class2",NA,87
49.937,85.417,67.635,"L",14.777,57.991,40.695,77.311,"Class3",83.861,68
43.233,46.232,81.955,"M",26.385,78.485,86.469,50.64,"Class2",54.944,87
43.606,49.039,73.813,"A",7.091,28.618,78.777,56.581,"Class2",47.548,87
50.126,43.755,64.336,"F",17.35,84.608,68.873,45.435,"Class2",48.861,87
68.687,78.138,40.392,"K",46.721,96.011,14.624,81.251,"Class1",39.082,19
33.113,45.184,93.4,"A",33.546,59.614,82.167,34.98,"Class2",47.141,87
71.045,NA,50.815,"C",47.031,8.135,22.419,11.536,"Class4",8.668,64
34.87,46.224,87.771,"A",51.121,68.391,73.447,45.084,"Class2",32.922,87
22.229,76.677,62.901,"R",48.581,91.298,31.944,74.363,"Class1",54.501,20
13.892,59.023,53.345,"V",45.868,97.142,18.27,101.707,"Class1",65.845,21
12.368,55.738,52.568,"Y",48.491,88.304,20.762,64.174,"Class1",68.264,21
17.602,50.482,36.412,"K",44.885,96.111,15.76,46.75,"Class1",45.26,20
28.361,NA,60.539,"Y",47.807,91.764,16.252,95.655,"Class1",62.663,19
65.874,59.941,35.138,"F",78.223,66.517,21.504,29.029,"Class4",9.112,66
53.9,84.718,65.702,"O",25.833,52.494,41.363,72.388,"Class3",87.887,51
70.062,49.077,51.936,"C",7.56,25.501,21.342,14.735,"Class4",NA,61
25.636,45.338,75.144,"F",37.788,40.962,95.691,42.912,"Class2",41.298,87
53.879,82.203,66.13,"W",25.963,53.449,16.842,48.001,"Class3",81.139,62
48.747,46.112,18.255,"F",38.043,26.303,70.574,48.414,"Class2",45.572,88
70.385,NA,64.015,"O",83.411,40.354,20.996,16.71,"Class4",10.536,95
66.682,59.979,38.5,"O",49.478,37.927,21.574,7.51,"Class4",20.582,72
52.374,84.788,66.672,"O",5.357,48.996,21.138,70.179,"Class3",82.129,64
42.846,49.092,53.009,"A",11.262,35.647,63.988,66.22,"Class2",43.592,87
77.318,64.553,65.058,"L",50.663,71.751,21.681,23.633,"Class4",12.99,73
77.655,20.943,60.876,"V",47.302,94.362,23.95,70.022,"Class1",42.024,21
54.56,86.876,67.018,"W",17.231,50.104,47.335,52.745,"Class3",82.825,52
45.302,55.983,46.906,"V",46.425,88.77,20.443,82.209,"Class1",45.195,21
79.967,53.656,56.629,"O",60.131,66.286,21.257,33.545,"Class4",20.658,94
45.722,84.808,66.512,"L",24.349,48.993,37.327,76.941,"Class3",90.79,68
49.789,50.869,37.348,"V",47.207,90.602,25.386,61.156,"Class1",23.993,21
72.896,NA,53.807,"O",67.936,67.45,21.719,19.523,"Class4",17.99,86
55.267,30.506,50.423,"R",46.952,91.092,12.343,52.344,"Class1",34.468,20
71.353,55.332,41.635,"O",58.458,8.978,21.508,24.874,"Class4",11.136,63
79.915,25.639,49.988,"T",46.377,96.86,20.123,62.416,"Class1",22.785,19
41.789,46.406,58.184,"R",33.515,47.745,93.507,35.475,"Class2",48.176,88
67.521,49.213,21.553,"O",62.003,45.605,21.579,27.663,"Class4",17.938,77
30.035,45.16,52.62,"A",20.513,73.841,63.921,43.806,"Class2",NA,88
53.319,86.021,62.674,"O",29.909,50.534,29.077,31.934,"Class3",91.293,54
67.004,81.385,67.926,"O",49.739,4.186,21.316,13.593,"Class4",7.856,75
50.05,NA,67.43,"T",19.171,56.111,15.183,58.214,"Class3",81.753,53
25.022,49.869,91.889,"B",54.33,81.101,37.937,57.96,"Class2",46.302,87
53.599,30.669,48.018,"K",46.905,88.649,27.323,57.723,"Class1",55.593,19
62.23,55.728,36.361,"C",61.009,40.767,21.94,18.913,"Class4",10.59,99
24.611,49.1,56.853,"A",7.495,74.567,80.323,51.844,"Class2",49.81,88
82.258,47.528,61.083,"C",91.934,30.241,21.82,23.218,"Class4",12.189,96
63.749,69.872,32.048,"O",69.297,15.733,21.413,19.898,"Class4",7.908,85
29.738,44.9,53.932,"R",37.482,27.973,64.513,30.275,"Class2",33.572,88
29.74,45.354,100.821,"F",23.206,54.438,77.908,50.241,"Class2",46.091,87
87.725,71.041,32.745,"C",49.996,65.829,21.235,19.918,"Class4",8.07,91
24.829,44.573,48.121,"R",16.162,40.427,60.932,60.675,"Class2",41.132,87
52.239,25.99,59.728,"T",47.385,93.414,16.613,59.638,"Class1",49.587,21
50.481,47.196,52.847,"A",19.226,63.463,81.999,50.058,"Class2",31.739,87
30.819,46.139,-10.274,"A",30.206,60.655,67.049,59.05,"Class2",44.378,87
77,78.416,59.677,"L",52.942,63.739,21.398,20.869,"Class4",15.632,88
84.645,76.404,32.519,"L",55.623,3.539,21.705,22.661,"Class4",14.951,85
46.269,83.325,65.117,"L",28.008,48.33,32.535,60.175,"Class3",87.319,63
34.673,45.879,69.891,"R",27.21,15.315,63.361,60.414,"Class2",54.746,88
64.179,41.618,44.27,"I",93.473,77.845,21.284,22.997,"Class4",19.602,71
63.476,79.804,57.088,"O",27.961,28.376,21.061,23.327,"Class4",19.235,90
33.401,45.622,43.377,"F",16.335,36.424,90.028,48.506,"Class2",44.077,87
88.011,71.148,68.176,"C",100.881,79.238,21.71,16.647,"Class4",10.203,79
40.406,84.508,65.907,"O",13.842,54.647,40.048,50.991,"Class3",82.974,55
46.167,71.319,51.342,"Y",44.09,96.236,13.207,58.673,"Class1",33.429,20
29.293,48.619,24.465,"M",15.511,82.038,49.028,37.766,"Class2",47.96,88
57.251,83.172,66.827,"O",19.557,54.67,44.495,56.54,"Class3",84.406,60
69.525,73.985,41.618,"I",59.614,61.676,20.775,19.973,"Class4",8.831,73
44.004,82.002,65.116,"W",23.732,57.527,26.857,56.482,"Class3",81.916,52
41.584,43.491,116.592,"M",17.778,14.697,68.521,38.11,"Class2",46.747,88
69.391,71.256,32.315,"C",53.375,27.746,21.867,34.499,"Class4",20.441,67
44.941,82.095,67.542,"H",21.37,53.741,1.808,80.273,"Class3",89.937,57
18.263,66.254,55.214,"K",45.616,92.311,18.963,50.633,"Class1",61.183,20
72.844,50.697,41.114,"L",71.465,9.462,21.451,13.334,"Class4",12.628,85
40.785,44.798,68.982,"A",36.988,70.607,73.736,57.402,"Class2",47.679,87
43.16,36.308,57.885,"Y",46.824,94.826,26.228,51.245,"Class1",63.981,20
49.515,45.118,3.374,"A",16.853,31.472,81.168,60.713,"Class2",47.041,87
69.461,55.052,55.521,"R",47.478,93.192,28.317,35.725,"Class1",73.829,20
63.504,69.523,55.111,"C",38.332,77.997,21.41,20.194,"Class4",19.586,67
15.992,53.063,50.634,"R",46.179,92.278,26.611,59.693,"Class1",41.918,19
24.58,45.274,74.742,"F",38.035,86.301,60.743,44.793,"Class2",38.227,87
29.692,77.595,59.202,"K",45.901,95.939,26.488,48.32,"Class1",46.754,19
46.181,47.137,88.682,"A",18.735,73.721,67.534,41.97,"Class2",40.977,87
82.164,55.415,54.669,"F",68.772,21.374,21.713,21.119,"Class4",18.987,95
25.197,46.853,39.3,"R",30.043,79.74,40.797,59.593,"Class2",51.678,88
29.68,49.712,71.546,"B",27.812,54.69,56.849,38.462,"Class2",34.431,87
44.448,86.079,65.416,"T",29.845,50.78,17.247,76.178,"Class3",88.967,51
58.54,84.849,67.387,"L",26.432,54.553,32.115,51.23,"Class3",89.182,66
90.989,74.25,35.097,"O",53.199,29.7,21.502,9.525,"Class4",12.78,82
41.833,85.329,65.466,"H",21.949,50.847,24.66,75.026,"Class3",88.059,59
53.349,85.151,67.022,"O",14.071,55.514,28.632,74.047,"Class3",89.281,59
42.41,83.957,68.743,"H",22.034,52.834,38.567,68.956,"Class3",93.845,67
41.991,86.556,65.231,"O",28.188,50.638,43.534,67.811,"Class3",81.819,66
43.294,81.744,69.799,"K",47.987,89.486,9.704,41.106,"Class1",77.928,21
74.406,26.854,58.262,"K",45.389,96.522,38.907,57.867,"Class1",42.342,19
59.502,26.824,47.802,"T",45.976,94.16,28.827,86.627,"Class1",59.77,19
39.225,80.091,58.635,"V",47.901,97.694,15.415,82.647,"Class1",48.273,19
29.455,47.502,69.975,"F",25.565,18.16,72.844,52.488,"Class2",31.124,87
42.964,NA,31.259,"F",21.478,41.821,73.874,43.354,"Class2",NA,88
77.06,41.48,50.797,"I",21.301,41.794,21.384,20.738,"Class4",12.427,97
63.21,44.363,34.21,"C",45.495,79.815,21.747,10.934,"Class4",7.829,85
76.444,45.62,51.073,"R",46.545,97.895,21.524,45.241,"Class1",78.038,20
19.924,72.915,37.603,"Y",46.64,93.735,28.908,85.04,"Class1",30.251,19
36.647,47.971,69.386,"M",26.684,53.36,86.352,60.762,"Class2",40.745,87
81.696,43.595,41.521,"L",54.746,79.352,21.813,6.411,"Class4",19.086,69
57.877,83.237,65.153,"O",8.707,48.896,37.401,62.511,"Class3",92.737,65
15.512,62.91,54.211,"Y",47.227,90.681,24.309,71.818,"Class1",79.146,19
43.12,47.69,97.451,"B",26.017,16.174,42.553,32.919,"Class2",54.39,88
57.294,80.921,65.986,"H",15.154,48.582,23.095,64.438,"Class3",83.08,65
23.134,NA,50.297,"V",48.909,97.292,26.245,104.362,"Class1",65.484,21
54.433,34.499,49.175,"T",45.548,94.771,27.821,58.781,"Class1",58.997,19
52.129,86.366,68.199,"L",25.773,49.606,29.89,40.367,"Class3",82.857,68
79.677,61.766,22.799,"I",49.292,40.939,20.828,16.3,"Class4",13.361,97
75.535,31.873,42.075,"O",89.821,46.094,21.587,27.892,"Class4",11.868,96
91.789,37.663,38.728,"F",78.509,73.604,20.949,31.115,"Class4",13.826,92
60.817,77.786,50.085,"T",44.809,96.4,21.364,82.33,"Class1",80.106,19
44.629,80.254,65.126,"H",21.098,51.905,28.616,66.826,"Class3",90.12,52
48.893,84.243,63.322,"T",19.691,47.249,14.489,56.239,"Class3",83.775,61
51.778,44.441,52.446,"R",2.639,47.223,87.674,42.105,"Class2",36.492,88
27.978,46.47,48.475,"B",20.984,23.515,86.311,58.728,"Class2",49.247,88
42.261,44.25,54.49,"M",40.664,65.648,89.802,66.996,"Class2",48.762,88
41.176,79.949,64.959,"L",22.188,50.115,4.709,62.01,"Class3",89.687,61
35.66,47.115,45.638,"R",25.568,73.326,64.465,59.612,"Class2",34.501,88
29.968,44.687,3.531,"F",32.221,81.522,77.752,57.488,"Class2",40.603,88
74.342,45.671,47.463,"O",70.568,11.156,21.633,20.199,"Class4",17.941,86
58.08,62.95,54.063,"V",45.187,93.269,16.268,45.824,"Class1",74.519,20
43.575,82.324,68.557,"O",26.103,52.076,25.261,48.749,"Class3",90.045,69
41.408,80.227,65.035,"W",32.738,51.967,-9.319,40.86,"Class3",90.781,60
51.432,83.299,63.765,"O",25.649,52.972,36.204,67.602,"Class3",90.857,65
42.974,47.11,36.989,"B",27.538,54.279,67.195,54.694,"Class2",38.921,88
53.29,82.402,67.082,"H",23.66,56.145,29.439,75.021,"Class3",83.633,66
27.543,44.34,71.473,"F",37.63,38.509,53.325,51.085,"Class2",31.402,88
44.842,86.797,66.883,"W",21.05,54.048,18.126,68.187,"Class3",84.104,54
49.127,47.165,74.003,"R",1.722,47.386,47.724,44.384,"Class2",45.768,88
61.511,50.638,26.163,"O",53.831,4.693,21.962,21.768,"Class4",14.76,95
71.907,NA,34.658,"I",45.252,73.659,21.306,6.65,"Class4",NA,84
80.307,34.145,43.78,"C",76.406,74.257,21.273,27.843,"Class4",12.697,96
52.808,72.556,54.585,"T",46.093,95.83,22.084,80.532,"Class1",52.46,20
37.436,49.707,107.888,"M",14.367,42.856,58.741,72.616,"Class2",38.268,88
45.922,85.999,63.755,"H",19.543,50.98,52.388,51.79,"Class3",88.863,65
73.51,65.537,25.188,"I",54.864,30.494,21.331,31.7,"Class4",12.516,63
85.769,52.85,51.768,"L",94.559,84.435,22.02,17.663,"Class4",20.815,74
42.473,47.505,4.234,"R",19.149,48.487,104.919,56.177,"Class2",41.397,87
86.904,38.841,34.388,"F",64.156,48.427,21.122,24.93,"Class4",11.799,62
46.948,85.578,66.595,"H",20.216,50.617,17.171,64.557,"Class3",89.421,64
80.955,41.75,48.973,"L",60.289,68.363,21.226,27.264,"Class4",19.77,61
44.274,81.781,67.589,"H",19.705,48.424,48.351,71.937,"Class3",94.415,65
89.836,41.128,36.468,"L",44.712,5.266,21.247,24.745,"Class4",16.568,97
30.054,37.137,66.068,"R",47.023,92.022,15.687,71.975,"Class1",58.413,21
47.139,86.488,66.312,"H",17.556,50.419,12.244,54.258,"Class3",83.206,67
25.624,48.5,42.719,"B",13.04,66.825,76.219,54.542,"Class2",51.62,87
21.599,17.795,40.404,"V",46.147,88.882,17.428,83.425,"Class1",58.333,21
52.658,48.742,62.443,"A",19.733,75.731,104.943,38.626,"Class2",48.988,88
68.047,29.234,67.047,"F",68.887,60.866,21.681,23.418,"Class4",14.502,82
68.615,75.433,51.128,"Y",45.484,95.639,17.746,74.105,"Class1",55.968,20
47.603,19.376,56.595,"T",46.264,91.105,13.855,104.846,"Class1",61.484,20
47.51,84.922,65.667,"W",7.235,51.627,25.857,67.162,"Class3",90.408,51
50.229,NA,67.59,"H",13.098,50.635,53.503,62.866,"Class3",86.563,53
50.145,51.032,55.867,"R",45.403,95.071,41.392,50.299,"Class1",57.398,19
52.728,44.294,56.387,"B",16.77,44.665,54.232,54.178,"Class2",32.511,88
36.76,43.411,16.632,"B",49.08,54.835,70.49,38.338,"Class2",49.326,87
65.426,41.754,39.798,"F",48.371,15.32,21.83,25.611,"Class4",15.866,68
22.137,38.993,57.822,"R",47.511,97.2,5.54,73.529,"Class1",81.606,20
52.566,86.414,67.122,"T",14.87,49.374,10.478,56.405,"Class3",83.989,67
53.372,85.169,66.764,"L",24.465,53.385,50.742,71.488,"Class3",84.98,63
37.753,8.94,53.532,"Y",46.415,89.22,13.93,41.811,"Class1",37.728,19
49.413,83.842,65.639,"O",22.767,48.659,32.908,62.443,"Class3",87.537,52
31.671,46.993,88.355,"B",28.482,55.049,51.017,52.096,"Class2",35.307,88
84.782,66.338,21.918,"I",36.746,27.064,21.325,17.303,"Class4",18.703,91
63.548,41.017,41.482,"T",47.429,88.142,18.528,35.564,"Class1",NA,20
84.709,71.928,50.527,"O",67.968,15.856,21.416,15.633,"Class4",17.597,87
50.367,31.135,52.975,"Y",45.675,93.848,12.047,75.506,"Class1",58.583,20
34.531,48.047,120.928,"F",24.119,56.169,78.027,68.77,"Class2",32.964,87
71,78.782,31.353,"I",85.635,7.223,21.119,27.274,"Class4",12.744,71
14.393,53.659,60.33,"R",45.665,88.401,9.024,88.731,"Class1",63.792,21
27.05,18.311,70.485,"K",45.546,94.334,17,51.649,"Class1",51.301,20
62.595,37.47,43.818,"L",68.857,48.528,21.618,18.279,"Class4",8.908,89
56.815,80.403,70.016,"H",19.973,52.115,22.047,33.276,"Class3",94.848,55
22.659,43.192,60.098,"F",32.634,65.467,64.183,46.563,"Class2",44.049,88
75.849,52.529,30.436,"C",72.071,47.942,21.035,17.408,"Class4",19.418,68
61.033,39.182,56.757,"I",42.566,38.53,20.624,34.479,"Class4",20.726,80
47.442,79.223,66.795,"H",29.554,47.9,13.756,65.172,"Class3",84.165,61
70.104,82.866,26.759,"F",39.065,45.157,21.153,14.063,"Class4",12.957,79
74.789,46.809,47.23,"I",72.453,74.856,21.158,11.972,"Class4",15.011,69
53.449,83.876,65.496,"O",31.949,49.73,36.477,73.275,"Class3",87.041,54
76.129,58.256,49.744,"R",47.351,96.68,9.421,54.949,"Class1",43.697,20
39.202,46.984,62.316,"B",8.526,47.257,68.273,54.172,"Class2",40.77,87
61.097,54.186,35.529,"F",55.147,34.439,21.33,34.531,"Class4",11.043,89
27.298,45.782,44.87,"M",39.64,14.365,63.056,42.542,"Class2",49.477,88
55.232,83.29,65.994,"W",23.35,49.882,20.111,44.746,"Class3",90.576,62
77.421,42.757,59.54,"T",45.309,88.319,11.719,83.53,"Class1",59.11,19
39.089,51.502,58.186,"K",47.355,92.005,7.067,59.112,"Class1",60.379,19
85.393,58.856,25.831,"I",64.103,8.491,21.032,23.849,"Class4",8.591,91
62.563,51.935,41.91,"Y",46.593,96.473,17.224,70.256,"Class1",56.999,19
61.585,81.287,29.36,"O",69.606,49.554,21.233,19.475,"Class4",NA,99
26.484,44.688,60.988,"B",23.867,48.816,94.775,40.356,"Class2",53.477,88
49.57,79.372,59.098,"V",47.432,95.524,26.766,42.911,"Class1",69.814,20
77.58,38.309,56.812,"K",46.636,93.848,17.606,46.87,"Class1",39.624,21
46.024,NA,68.216,"H",19.807,57.973,12.751,58.308,"Class3",84.335,59
81.216,59.452,35.233,"L",51.67,55.68,20.9,17.263,"Class4",NA,70
50.956,50.653,50.249,"V",45.426,96.811,16.661,59.06,"Class1",46.867,19
48.423,NA,65.092,"L",21.392,50.607,57.921,43.902,"Class3",84.093,60
18.914,49.308,53.982,"Y",46.139,91.272,20.736,81.827,"Class1",44.956,21
22.901,NA,41.702,"V",46.964,97.49,18.821,53.4,"Class1",43.956,20
40.883,46.282,49.792,"M",13.766,28.911,56.657,47.209,"Class2",43.693,87
40.93,45.627,52.143,"B",37.344,25.862,75.346,55.465,"Class2",54.617,87
40.943,82.203,65.489,"H",30.01,55.604,6.436,48.087,"Class3",92.932,67
23.827,47.705,94.464,"B",12.802,29.925,63.662,58.654,"Class2",45.967,88
83.561,NA,40.894,"I",58.1,28.584,21.115,25.685,"Class4",10.132,82
48.567,81.981,65.603,"L",9.225,51.58,17.952,73.931,"Class3",87.295,68
45.96,84.579,66.328,"O",24.735,54.706,31.435,81.552,"Class3",89.782,54
81.23,NA,53.537,"I",72.946,79.674,20.825,5.066,"Class4",19.682,78
31.1,43.716,17.573,"M",23.812,35.308,78.946,62.343,"Class2",46.432,88
74.908,NA,61.729,"R",45.352,96.308,31.505,62.538,"Class1",30.657,21
53.519,19.481,46.713,"V",46.468,92.657,22.46,101.637,"Class1",53.467,20
56.98,79.699,66.872,"T",28.844,57.789,35.407,59.418,"Class3",84.649,64
50.656,43.974,100.565,"R",29.993,45.488,70.162,64.737,"Class2",31.37,88
43.436,43.735,44.574,"A",34.027,26.703,105.5,49.067,"Class2",36.729,88
36.739,48.125,73.924,"F",42.853,53.1,78.502,47.053,"Class2",45.359,88
41.395,79.773,65.083,"H",26.558,48.063,14.022,62.72,"Class3",90.949,64
36.901,43.014,106.644,"M",42.321,17.327,90.728,50.103,"Class2",37.741,87
80.773,76.308,78.587,"C",62.816,57.56,21.223,26.888,"Class4",20.094,84
79.039,56.613,53.789,"K",45.356,90.668,20.702,97.475,"Class1",72.697,20
79.906,70.125,15.395,"C",53.146,24.839,21.775,17.224,"Class4",15.419,77
39.073,14.017,51.948,"T",46.615,88.459,24.656,60.24,"Class1",69.784,20
50.075,NA,19.173,"A",14.53,49.395,79.022,54.723,"Class2",34.416,88
53.381,79.422,65.451,"W",20.984,54.105,11.878,71.396,"Class3",81.761,56
89.744,52.344,39.251,"I",58.32,62.579,21.622,10.812,"Class4",10.986,93
57.405,79.125,55.746,"R",47.26,89.772,20.646,85.8,"Class1",47.961,19
53.793,44.968,20.729,"M",33.618,42.151,75.383,58.884,"Class2",47.237,88
43.857,48.818,40.251,"A",26.629,24.582,72.181,53.194,"Class2",46.434,87
46.014,82.715,67.476,"W",22.055,52.786,22.057,73.538,"Class3",93.583,67
31.424,49.288,71.4,"B",23.626,17.851,76.77,51.371,"Class2",46.444,88
69.991,60.647,47.82,"O",61.481,22.354,21.46,21.442,"Class4",19.281,82
73.453,72.675,30.246,"T",47.137,95.952,25.242,56.197,"Class1",76.371,21
86.168,71.993,37.663,"C",73.566,61.719,21.831,20.155,"Class4",13.602,98
