"LRK1","POA2","UYL3","SLN4","EXB5","HQG6","KLP7","ALR8","PHS9","RST10","Output13","VRU11"
41.07,"G","U",64.033,19,25.573,84.331,57.113,89.426,21.581,"Class4",51.833
44.018,"S","D",70.173,88,78.991,53.084,49.308,66.094,69.767,"Class2",69.881
57.169,"J","B",35.13,33,15.619,38.008,75.999,48.853,21.242,"Class5",23.898
50.479,"S","M",75.259,83,75.68,56.967,50.794,69.592,70.844,"Class2",87.791
58.008,"H","E",37.32,41,15.294,57.595,12.693,51.766,35.66,"Class5",27.967
49.412,"O","U",18.057,52,19.574,63.893,46.923,83.357,71.357,"Class3",80.809
53.762,"H","B",29.425,39,16.071,69.733,69.526,36.936,56.967,"Class5",26.412
15.611,"H","H",28.171,34,15.564,102.61,47.883,57.417,51.046,"Class5",25.513
39.98,"X","S",24.471,60,36.724,42.404,38.696,83.44,61.845,"Class3",69.586
38.045,"J","P",64.89,15,35.989,86.013,43.506,90.69,24.404,"Class4",47.267
28.048,"L","H",77.484,84,63.6,62.245,50.221,67.786,69.232,"Class2",73.067
56.906,"P","H",29.997,41,15.121,21.902,28.678,43.777,45.582,"Class5",27.216
82.676,"B","H",76.667,83,59.332,80.728,52.981,67.607,70.269,"Class2",67.81
78.907,"Q","K",69.79,63,27.677,90.002,26.915,58.337,78.88,"Class1",92.613
76.118,"U","K",28.021,73,58.391,45.308,21.338,73.782,62.856,"Class1",87.562
90.391,"L","D",70.265,82,63.576,67.903,52.907,66.949,70.665,"Class2",81.739
78.659,"Q","A",66.357,80,65.46,60.897,28.492,75.009,78.202,"Class1",91.835
33.26,"A","G",64.762,22,17.641,84.306,51.385,88.114,25.754,"Class4",47.157
71.243,"X","G",38.444,56,33.655,-3.006,64.799,85.714,66.773,"Class3",79.307
37.76,"J","P",64.955,24,16.681,88.345,59.177,98.551,26.333,"Class4",46.455
36.938,"A","P",64.661,12,23.453,86.264,44.372,88.337,24.451,"Class4",43.763
36.345,"A","Z",64.036,14,14.212,87.359,37.319,86.621,25.821,"Class4",NA
76.745,"C","E",15.055,83,51.802,20.895,8.67,77.478,77.577,"Class1",89.221
78.085,"U","K",28.823,88,87.959,50.446,17.962,77.873,68.053,"Class1",90.395
104.218,"H","Z",83.479,86,69.824,70.195,51.039,67.242,70.523,"Class2",77.151
73.511,"H","S",45.035,55,51.198,43.236,38.554,84.339,46.661,"Class3",72.264
77.24,"A","K",21.94,88,70.871,17.736,19.004,85.158,65.561,"Class1",89.15
37.213,"J","M",64.856,13,39.358,84.669,36.708,88.279,21.738,"Class4",49.183
18.156,"P","E",36.251,32,20.432,120.856,88.439,42.195,38.536,"Class5",27.557
23.43,"V","H",28.079,42,17.232,108.217,23.361,77.728,47.721,"Class5",24.175
61.521,"Y","L",37.539,32,17.748,61.649,17.402,44.144,56.655,"Class5",22.588
78.492,"J","K",69.32,65,63.375,72.092,22.736,79.795,71.465,"Class1",92.067
78.289,"A","P",NA,68,77.324,55.45,17.814,64.017,79.456,"Class1",87.476
60.129,"G","Z",12.654,60,20.623,29.805,49.297,85.664,57.834,"Class3",73.61
39.11,"A","U",64.094,12,23.241,86.073,54.821,94.742,23.046,"Class4",49.607
18.936,"V","H",31.804,30,21.675,89.005,31.899,59.976,79.693,"Class5",26.268
30.425,"Y","E",31.484,32,15.722,65.014,54.544,76.767,31.489,"Class5",27.585
91.476,"L","D",75.01,78,78.858,62.276,55.163,68.658,69.954,"Class2",82.568
79.906,"A","A",30.466,41,28.347,57.975,15.859,85.986,77.57,"Class1",91.521
86.695,"J","B",31.88,30,19.622,81.817,18.955,52.246,21.365,"Class5",24.874
57.693,"S","T",76.041,77,43.634,66.538,55.079,67.896,68.75,"Class2",79.7
37.78,"H","T",80.375,81,68.078,66.212,50.542,68.158,70.952,"Class2",68.986
80.705,"S","Z",84.453,85,52.274,55.155,49.331,67.079,71.079,"Class2",80.232
80.797,"F","Z",38.122,57,38.857,43.951,52.831,81.871,49.347,"Class3",88.077
78.73,"G","U",29.869,59,15.707,83.52,29.395,83.486,81.759,"Class3",73.669
59.505,"O","U",35.761,57,19.006,66.413,34.545,84.901,58.096,"Class3",95.292
53.05,"X","Z",34.57,64,33.684,26.865,66.106,84.94,61.707,"Class3",74.293
-25.277,"H","L",34.823,36,18.46,93.471,56.385,46.259,28.654,"Class5",26.815
44.274,"P","H",28.992,31,16.387,43.289,73.98,19.855,38.57,"Class5",27.465
32.417,"U","G",NA,24,35.897,84.041,37.662,86.282,26.346,"Class4",51.66
83.791,"H","S",25.042,54,32.884,4.244,56.12,81.749,68.385,"Class3",80.258
69.017,"X","Z",20.217,61,45.127,66.617,29.609,84.309,56.222,"Class3",76.107
60.016,"F","Q",24.319,61,47.485,34.539,42.559,86.258,56.16,"Class3",86.633
51.854,"L","D",69.027,82,43.538,78.595,52.526,66.443,68.72,"Class2",67.871
34.995,"J","E",30.225,30,20.274,49.437,11.378,11.354,27.485,"Class5",25.168
76.615,"Q","K",50.734,66,34.176,50.412,19.874,80.489,81.985,"Class1",89.371
78.281,"J","K",NA,56,53.849,53.524,22.584,84.805,83.821,"Class1",87.21
45.193,"J","L",31.304,30,20.667,52.724,53.181,46.542,36.963,"Class5",27.44
67.254,"B","H",72.079,87,40.468,57.429,53.422,68.459,71.402,"Class2",82.338
38.285,"A","Z",64.742,13,20.76,86.072,49.17,83.056,25.559,"Class4",NA
34.526,"B","Z",74.903,85,56.001,65.989,53.302,67.233,71.307,"Class2",75.571
76.565,"J","P",14.279,79,47.304,52.512,12.693,81.221,82.016,"Class1",NA
40.226,"F","P",64.835,23,24.077,84.4,54.724,83.957,23.927,"Class4",NA
63.909,"H","Q",13.966,63,28.771,19.678,53.235,81.299,69.135,"Class3",96.384
53.416,"X","Z",49.148,55,18.436,23.994,64.825,85.081,65.134,"Class3",68.866
38.326,"F","P",64.943,24,27.263,87.34,38.956,81.087,25.709,"Class4",42.621
77.153,"Q","J",58.794,49,23.496,83.47,20.666,72.664,84.053,"Class1",88.93
49.9,"X","Q",20.754,60,64.106,28.195,50.167,84.075,65.765,"Class3",94.924
87.68,"Y","H",32.668,32,17.988,33.854,9.662,26.093,13.706,"Class5",22.51
74.838,"A","K",65.586,86,44.179,49.574,19.077,88.094,88.505,"Class1",92.352
60.624,"S","Z",72.612,79,78.54,71.341,55.748,67.826,68.754,"Class2",87.305
33.691,"A","G",64.8,23,22.335,84.272,58.752,87.703,26.085,"Class4",50.5
30.6,"P","L",30.97,38,15.305,85.83,59.818,57.421,14.08,"Class5",27.807
43.769,"H","D",74.504,87,56.945,56.451,56.301,69.43,68.46,"Class2",77.906
67.83,"H","Z",32.72,56,55.204,33.624,26.959,84.61,53.915,"Class3",76.121
35.326,"G","Z",64.851,22,22.958,84.125,35.98,88.743,23.292,"Class4",49.986
60.837,"J","L",36.521,37,18.29,73.393,13.603,33.632,-5.801,"Class5",27.21
34.117,"U","G",64.324,26,12.584,84.559,55.055,84.017,27.747,"Class4",42.906
78.155,"C","K",76.929,88,33.33,35.667,12.197,72.693,83.874,"Class1",92.921
79.3,"Q","J",32.919,40,52.489,29.567,17.652,69.729,84.99,"Class1",88.385
31.594,"S","H",NA,88,67.976,75.346,53.883,66.993,69.413,"Class2",NA
76.326,"Q","E",44.32,75,37.146,47.162,29.511,75.102,72.704,"Class1",87.507
76.78,"A","E",37.797,48,69.4,58.05,18.495,76.65,77.396,"Class1",88.962
75.652,"J","H",31.457,38,17.463,88.437,47.295,38.907,27.068,"Class5",NA
75.695,"J","K",63.674,78,26.973,28.128,9.276,85.392,82.313,"Class1",90.629
41.011,"F","M",64.059,26,41.227,83.677,45.784,85.432,26.029,"Class4",54.225
62.758,"X","Z",NA,58,13.739,34.826,52.739,84.032,47.85,"Class3",89.592
79.077,"G","Z",53.049,62,55.711,30.792,68.104,84.901,55.171,"Class3",64.886
78.14,"Q","J",72.869,45,60.71,4.879,29.384,69.342,75.003,"Class1",88.121
65.059,"B","H",82.232,85,52.023,71.786,55.892,69.132,69.1,"Class2",88.486
78.351,"Q","J",19.72,49,24.996,26.774,27.508,83.371,78.382,"Class1",88.937
51.36,"H","M",82.633,84,58.249,70.774,51.405,69.164,70.318,"Class2",88.165
77.297,"A","A",51.392,78,27.292,56.1,7.902,76.513,90.389,"Class1",91.026
66.019,"H","U",14.98,60,33.077,88.571,54.496,84.93,67.956,"Class3",76.52
38.104,"F","P",NA,12,37.523,84.241,54.976,82.933,23.465,"Class4",54.889
77.414,"J","J",NA,66,23.378,47.453,12.562,76.932,56.075,"Class1",91.783
37.904,"G","M",64.969,14,8.085,89.171,41.927,85.438,23.217,"Class4",42.053
34.364,"U","M",64.084,17,8.005,84.284,40.197,86.915,24.544,"Class4",41.699
77.012,"Q","P",61.896,58,84.405,31.364,28.095,72.005,65.704,"Class1",87.396
59.145,"S","M",77.768,81,58.209,62.718,55.17,68.072,70.326,"Class2",87.896
76.794,"C","A",61.932,58,84.705,54.155,23.027,85.301,93.059,"Class1",90.972
75.503,"U","P",48.738,70,67.077,49.87,21.173,73.722,89.605,"Class1",92.174
64.616,"P","B",29.959,31,21.228,70.581,88.322,50.837,56.479,"Class5",25.472
77.385,"A","A",11.704,82,56.885,63.181,19.049,78.428,75.984,"Class1",90.977
75.586,"C","K",64.99,42,28.507,38.084,25.601,85.309,90.786,"Class1",91.093
59.885,"F","U",32.105,59,52.674,43.183,34.162,83.507,65.762,"Class3",66.068
83.022,"S","D",79.086,84,54.966,70.785,54.118,67.549,69.211,"Class2",85.097
78.524,"U","P",29.662,70,18.748,37.409,15.369,80.865,75.969,"Class1",90.669
74.244,"C","J",36.049,48,21.441,40.453,18.176,76.045,86.576,"Class1",89.214
67.87,"G","Z",46.99,52,43.965,74.268,50.43,84.2,59.656,"Class3",NA
30.519,"X","G",22.557,64,26.613,36.577,59.735,84.337,64.152,"Class3",81.902
34.266,"A","U",64.736,13,36.609,86.773,39.815,89.323,28.771,"Class4",42.905
76.654,"Q","K",37.973,62,39.875,58.112,29.291,67.721,69.053,"Class1",90.71
67.118,"L","T",87.579,88,76.537,65.378,55.623,68.327,70.287,"Class2",87.409
40.519,"H","B",37.164,31,18.413,76.103,57.349,34.595,21.021,"Class5",24.684
75.795,"Q","E",50.152,74,42.69,42.145,28.554,74.308,79.994,"Class1",87.24
40.256,"F","P",64.602,20,22.149,84.653,44.84,83.167,23.431,"Class4",41.456
35.092,"G","G",64.799,19,35.855,83.152,49.085,85,22.391,"Class4",47.712
79.656,"H","H",72.363,79,49.66,72.279,55.972,67.635,69.465,"Class2",88.346
77.598,"O","G",46.672,59,28.098,29.633,43.306,86.743,63.104,"Class3",78.461
34.425,"A","P",64.062,12,40.812,85.899,44.281,89.271,26.845,"Class4",51.883
78.779,"U","A",11.459,73,72.028,59.331,24.076,77.197,90.86,"Class1",91.939
59.767,"H","Q",NA,58,45.424,60.641,39.455,81.945,59.326,"Class3",71.728
67.04,"V","H",34.025,41,21.182,73.413,40.529,48.191,79.713,"Class5",25.592
38.553,"F","M",64.762,23,22.398,85.423,48.556,91.787,24.099,"Class4",47.553
75.944,"A","K",15.793,42,63.725,32.311,20.004,83.919,74.592,"Class1",88.687
75.206,"J","P",32.922,88,87.478,29.831,23.587,68.846,65.199,"Class1",92.777
64.768,"O","Z",12.979,59,45.454,38.493,61.541,82.303,61.636,"Class3",96.597
28.928,"P","L",29.251,35,16.313,36.503,16.357,50.106,15.921,"Class5",27.47
34.968,"U","G",64.294,18,40.864,84.684,40.337,87.095,28.607,"Class4",NA
76.972,"A","K",56.399,40,78.625,55.785,27.895,84.434,79.758,"Class1",92.061
77.295,"Q","E",29.17,41,39.424,22.338,9.472,76.684,82.423,"Class1",87.515
85.118,"K","H",71.69,88,69.492,64.841,49.344,68.802,69.318,"Class2",76.558
30.926,"J","U",64.663,22,26.661,86.45,42.016,85.975,21.271,"Class4",50.865
76.333,"C","J",76.108,39,20.441,71.356,27.94,88.084,91.412,"Class1",87.541
61.287,"L","D",73.245,88,63.214,59.505,51.236,67.127,69.159,"Class2",82.052
78.19,"U","A",69.469,39,43.533,85.811,11.579,75.038,75.569,"Class1",88.443
-1.385,"Y","B",28.707,39,16.223,17.179,31.154,61.659,7.467,"Class5",27.199
90.039,"J","B",36.466,42,17.036,7.26,19.645,36.593,61.286,"Class5",23.517
35.88,"J","M",64.83,14,8.793,87.253,49.048,88.137,23.998,"Class4",55.711
32.876,"G","M",64.55,19,14.173,86.843,56.529,88.783,25.211,"Class4",48.927
77.833,"J","A",19.196,65,18.562,26.333,16.464,87.266,65.056,"Class1",90.659
64.955,"H","G",28.572,36,21.088,77.397,13.311,43.977,46.92,"Class5",25.48
51.918,"X","S",39.451,63,22.661,20.813,67.2,84.22,74.806,"Class3",67.632
36.803,"A","P",64.081,23,7.903,83.556,51.73,91.719,24.184,"Class4",51.446
59.053,"S","T",81.562,81,57.562,64.991,55.608,67.04,69.933,"Class2",69.728
90.541,"H","S",NA,57,58.578,3.677,70.171,85.601,57.324,"Class3",67.517
52.564,"H","G",37.888,41,15.193,82.545,55.621,35.611,39.104,"Class5",23.059
40.163,"A","M",64.957,23,26.356,83.192,41.082,89.159,24.683,"Class4",54.068
74.588,"G","Z",28.177,52,14.998,91.921,29.508,83.851,67.675,"Class3",90.601
88.546,"X","S",32.533,62,62.331,88.586,30.436,84.406,57.422,"Class3",89.736
62.962,"L","Z",69.279,84,67.483,64.885,53.76,67.849,69.767,"Class2",85.358
58.509,"F","S",51.228,63,16.87,75.282,27.873,82.885,68.428,"Class3",76.766
9.552,"Y","H",30.622,35,15.48,46.893,71.689,52.616,23.381,"Class5",23.853
40.795,"F","M",64.509,15,11.045,84.396,43.273,85.593,24.478,"Class4",54.263
43.187,"B","H",75.099,83,45.925,59.884,50.16,70.029,68.486,"Class2",84.95
42.595,"P","G",31.804,35,20.85,69.611,40.21,38.553,29.645,"Class5",24.93
39.516,"F","P",64.344,21,25.913,84.593,38.816,92.873,25.774,"Class4",52.145
33.317,"X","S",9.977,59,60.138,31.385,29.478,81.094,67.838,"Class3",65.641
42.084,"P","L",28.257,38,18.201,23.061,81.645,87.582,28.663,"Class5",22.156
77.386,"Q","P",67.452,72,27.127,39.495,22.18,65.312,73.669,"Class1",91.966
44.156,"J","B",28.544,39,18.207,83.183,58.074,14.369,63.7,"Class5",23.285
37.385,"G","P",64.412,26,34.193,84.63,46.199,85.833,25.23,"Class4",55.998
39.228,"A","U",64.927,15,9.3,85.712,52.38,83.706,24.929,"Class4",44.339
77.328,"Q","K",69.19,51,24.367,32.38,10.302,75.799,61.436,"Class1",91.128
77.936,"C","K",11.022,85,62.501,30.349,10.503,82.253,81.493,"Class1",NA
35.421,"A","U",64.917,24,30.895,86.393,49.686,87.34,21.953,"Class4",49.496
37.654,"U","Z",64.565,24,9.638,86.654,56.408,84.233,23.193,"Class4",53.171
32.434,"U","M",64.399,17,8.996,86.419,54.335,86.842,21.26,"Class4",48.279
35.668,"F","Z",64.836,24,36.617,84.799,35.386,91.32,24.278,"Class4",50.513
44.576,"B","H",69.86,76,73.092,56.364,55.263,67.047,68.844,"Class2",74.305
56.003,"B","M",85.835,83,58.426,65.375,50.889,66.443,69.357,"Class2",68.713
75.674,"L","T",78.172,86,48.9,72.911,53.527,68.463,70.486,"Class2",84.913
77.554,"C","J",13.239,80,29.834,44.244,12.627,84.134,94.001,"Class1",88.848
78.192,"F","Q",19.396,61,56.487,64.717,57.906,84.747,52.753,"Class3",68.187
51.142,"Y","H",30.822,30,18.114,90.744,78.078,17.972,49.909,"Class5",26.836
78.886,"A","A",48.511,59,66.942,39.892,19.457,92.618,93.782,"Class1",89.138
80.258,"K","Z",84.808,76,48.399,48.166,52.692,66.206,70.612,"Class2",78.557
67.076,"S","H",83.025,85,51.147,59.098,49.567,68.886,68.763,"Class2",75.802
77.645,"Q","P",76.382,40,76.102,72.924,25.521,83.207,81.73,"Class1",NA
65.463,"H","G",56.353,52,35.78,96.667,69.101,83.645,68.128,"Class3",83.091
51.048,"P","G",36.241,30,19.053,61.813,77.001,21.61,19.381,"Class5",24.989
56.743,"K","Z",72.94,83,66.577,67.902,49.509,67.177,71.28,"Class2",85.804
64.957,"L","Z",83.13,81,48.537,66.899,50.564,68.303,69.126,"Class2",87.782
76.812,"A","K",28.657,66,74.737,72.999,7.36,78.608,76.981,"Class1",87.437
75.511,"J","E",55.962,60,47.433,30.828,20.315,84.518,72.427,"Class1",90.124
34.789,"A","G",64.724,23,32.92,87.36,59.794,89.762,23.582,"Class4",41.284
38.397,"U","M",64.386,17,22.677,85.285,51.807,87.955,24.608,"Class4",43.925
30.979,"U","G",64.724,24,32.975,87.224,55.751,90.63,25.687,"Class4",NA
41.322,"G","P",64.155,18,8.712,85.594,46.183,84.883,24.408,"Class4",50.642
70.804,"K","D",70.648,86,75.767,58.355,56.092,67.807,69.208,"Class2",71.472
35.547,"A","U",64.638,23,37.616,85.398,38.878,88.499,22.473,"Class4",50.32
68.926,"B","H",80.068,87,44.859,68.496,49.223,67.882,68.617,"Class2",86.54
89.638,"F","G",34.436,64,12.296,26.381,66.046,84.58,64.571,"Class3",86.413
26.233,"B","T",71.909,85,44.383,72.257,51.888,67.69,69.446,"Class2",71.479
35.973,"K","T",84.526,77,47.621,66.497,54.287,66.847,67.93,"Class2",68.594
101.928,"S","D",77.859,78,45.897,58.219,50.819,65.366,69.166,"Class2",77.634
75.971,"U","A",22.347,52,68.367,48.947,8.725,80.088,83.63,"Class1",89.053
37.64,"Y","B",29.947,39,20.508,89.099,37.378,46.49,15.647,"Class5",27.899
75.599,"Q","P",59.411,86,26.607,65.962,9.15,69.211,90.964,"Class1",92.769
59.768,"J","L",32.317,38,16.249,78.205,44.179,-30.413,61.614,"Class5",22.129
73.26,"Y","L",32.568,31,15.017,64.607,19.091,19.25,55.57,"Class5",25.564
97.939,"V","G",31.079,37,20.416,1.219,44.132,12.971,62.528,"Class5",27.223
61.911,"V","B",34.086,31,18.794,69.625,49.532,51.11,23.2,"Class5",26.186
57.616,"G","Z",12.673,57,54.419,55.29,44.48,85.868,59.081,"Class3",86.327
34.724,"U","Z",64.731,16,39.481,88.196,54.081,93.896,26.564,"Class4",NA
75.931,"F","Q",47.334,55,62.212,41.617,65.029,84.054,64.075,"Class3",83.081
37.448,"U","G",64.448,14,27.914,84.262,35.824,86.927,24.121,"Class4",52.258
77.145,"J","A",21.454,81,28.161,54.656,19.268,78.332,53.709,"Class1",91.927
94.222,"X","U",30.142,55,34.102,54.82,63.241,82.497,65.195,"Class3",93.228
61.597,"F","G",29.31,57,15.91,4.115,33.33,83.372,70.718,"Class3",74.687
85.657,"F","G",13.717,63,44.909,-14.04,58.492,82.559,61.385,"Class3",NA
43.841,"H","B",35.8,36,15.83,24.025,72.875,60.388,52.68,"Class5",22.952
43.762,"Y","E",29.256,32,21.423,91.65,66.741,46.062,15.486,"Class5",27.212
75.771,"F","G",47.954,52,54.998,43.142,61.883,84.576,60.282,"Class3",76.548
78.968,"S","T",83.717,83,58.308,62.103,52.311,67.649,68.347,"Class2",85.59
76.478,"Q","J",53.252,40,41.031,48.147,22.929,89.936,89.036,"Class1",89.874
77.969,"A","K",46.008,88,83.641,76.171,23.159,75.825,74.739,"Class1",87.98
79.691,"F","S",25.003,53,53.657,72.533,46.196,86.613,73.157,"Class3",80.253
6.787,"Y","L",35.556,35,16.731,75.952,86.465,69.874,40.17,"Class5",24.022
27.909,"L","Z",85.082,81,68.589,69.028,50.844,66.528,67.887,"Class2",68.66
88.707,"H","Z",55.068,58,26.426,22.698,48.486,84.422,63.813,"Class3",93.324
88.245,"X","S",12.679,54,17.246,33.159,39.386,83.531,51.837,"Class3",86.858
82.126,"B","M",72.419,81,50.279,73.835,52.474,67.019,68.055,"Class2",68.397
60.748,"F","Q",44.233,64,34.268,54.663,26.611,84.667,51.714,"Class3",77.567
61.478,"K","H",86.241,79,76.68,74.191,52.769,68.887,70.246,"Class2",NA
29.51,"V","L",35.179,42,18.41,73.2,62.833,42.723,26.83,"Class5",22.875
34.095,"U","M",64.413,22,32.927,83.39,36.901,86.913,23.997,"Class4",45.193
52.39,"F","U",24.941,53,27.236,50.858,38.105,84.241,59.667,"Class3",87.646
77.306,"F","U",39.587,62,45.712,5.837,62.282,83.571,54.194,"Class3",65.55
39.792,"U","M",64.583,23,34.371,85.021,43.133,84.008,23.589,"Class4",50.56
63.647,"B","T",86.931,84,40.966,58.781,53.074,68.662,68.654,"Class2",87.494
77.293,"X","Z",39.922,58,52.625,64.997,31.531,84.597,62.702,"Class3",74.92
76.272,"B","M",86.468,77,67.419,62.357,55.285,68.736,68.671,"Class2",81.773
1.505,"V","L",NA,32,18.296,49.193,47.559,39.568,37.217,"Class5",NA
64.759,"F","Z",12.554,53,17.249,-12.832,26.876,82.78,67.67,"Class3",72.451
34.38,"F","P",64.203,15,15.303,83.177,49.516,88.386,24.04,"Class4",50.748
30.767,"Y","E",36.771,32,16.899,103.948,83.069,12.983,20.377,"Class5",23.593
73.263,"K","T",87.364,85,46.423,71.226,56.043,66.227,70.857,"Class2",76.338
33.129,"G","G",64.868,12,7.599,85.087,39.019,83.535,22.966,"Class4",52.906
34.577,"V","E",33.299,40,16.587,12.554,54.171,39.762,57.022,"Class5",25.092
77.945,"A","K",60.368,73,75.501,43.286,8.545,83.745,70.762,"Class1",90.032
36.029,"U","Z",64.957,15,22.22,85.744,40.27,90.836,24.622,"Class4",55.702
36.137,"U","Z",64.274,23,26.431,87.131,38.295,89.729,21.981,"Class4",43.356
75.242,"G","S",28.316,54,54.901,29.332,25.584,84.438,68.336,"Class3",94.032
76.829,"A","K",25.634,61,35.738,22.346,21.856,73.558,72.208,"Class1",87.779
44.351,"H","E",28.165,35,20.581,30.311,49.174,57.448,2.581,"Class5",27.691
80.383,"H","U",14.053,57,12.661,33.149,68.908,84.078,68.462,"Class3",91.839
35.864,"J","Z",64.156,12,19.602,84.841,40.414,90.583,22.54,"Class4",41.759
40.639,"O","G",10.457,52,42.138,14.726,44.691,83.888,59.043,"Class3",84.1
35.459,"U","M",64.622,16,9.656,87.794,41.952,90.041,23.283,"Class4",50.26
71.407,"F","Z",17.676,60,53.754,55.778,61.216,84.416,73.957,"Class3",95.973
36.751,"F","G",64.338,11,32.243,85.593,50.06,87.487,27.212,"Class4",41.609
77.16,"Q","E",23.597,60,26.748,30.442,10.204,86.334,72.38,"Class1",92.865
55.114,"L","Z",85.872,82,62.951,60.988,55.075,66.091,68.605,"Class2",80.235
76.923,"J","E",NA,81,76.687,56.448,11.888,87.578,79.534,"Class1",91.662
79.068,"F","G",52.681,59,37.148,42.721,67.868,84.806,68.665,"Class3",91.929
48.111,"P","H",31.482,35,19.377,34.906,29.318,-1.754,25.57,"Class5",NA
61.788,"H","Z",16.854,63,45.715,46.35,42.308,83.442,55.209,"Class3",64.095
55.361,"B","T",83.513,83,59.162,68.048,51.814,66.131,69.433,"Class2",87.615
71.472,"G","U",55.952,60,20.93,65.635,49.603,82.738,71.349,"Class3",71.363
76.954,"Q","P",NA,59,71.916,26.134,23.725,83.062,76.213,"Class1",91.7
71.122,"S","H",81.821,82,45.088,69.461,52.571,67.29,69.243,"Class2",75.318
76.693,"C","A",41.161,72,79.022,78.662,23.749,78.004,80.496,"Class1",90.86
79.11,"J","P",45.677,41,40.973,5.86,7.787,88.845,86.662,"Class1",88.031
72.092,"O","Q",34.514,60,31.88,34.283,67.073,85.372,70.357,"Class3",95.221
71.378,"S","M",73.522,78,66.354,69.794,51.045,68.222,70.434,"Class2",72.897
67.158,"K","T",NA,81,43.856,48.314,50.167,66.492,69.796,"Class2",75.225
35.361,"J","M",64.942,28,29.559,86.023,43.406,85.412,21.989,"Class4",47.364
88.474,"S","D",87.617,86,75.94,57.021,50.725,67.525,71.183,"Class2",86.11
76.491,"J","E",23.424,69,37.265,15.775,25.904,69.571,96.651,"Class1",88.685
73.711,"S","Z",80.594,83,55.231,64.898,51.319,68.071,69.954,"Class2",78.461
33.865,"G","G",64.134,14,25.897,84.65,35.773,84.409,25.519,"Class4",42.96
77.63,"A","K",30.882,66,77.111,66.857,25.842,76.35,81.422,"Class1",90.951
57.054,"H","G",54.756,54,34.353,83.418,54.554,84.005,67.181,"Class3",64.238
76.558,"A","E",27.903,79,20.06,56.359,22.713,70.085,76.569,"Class1",89.449
74.082,"L","H",84.742,77,44.036,59.204,54.964,64.847,69.941,"Class2",86.5
34.195,"F","M",64.723,25,14.755,88.033,59.163,90.411,24.965,"Class4",43.623
35.689,"B","D",86.68,78,69.961,78.23,54.475,67.918,67.774,"Class2",67.661
93.876,"S","D",79.304,76,53.394,58.527,49.403,65.945,68.336,"Class2",77.928
45.234,"K","T",74.148,81,45.785,62.708,52.707,66.679,70.3,"Class2",75.828
18.365,"H","B",37.856,31,21.788,104.251,71.438,23.041,27.136,"Class5",23.03
35.676,"F","Q",57.071,52,54.614,41.671,65.751,84.511,75.436,"Class3",93.509
34.954,"J","M",64.362,20,25.047,85.341,46.347,81.09,23.768,"Class4",42.541
89.547,"G","Q",40.595,52,21.675,52.896,38.744,83.743,70.828,"Class3",95.046
55.401,"O","U",53.833,52,45.909,53.193,66.221,82.949,71.841,"Class3",NA
68.291,"X","Z",30.264,56,27.93,53.421,66.96,82.487,52.401,"Class3",96.76
54.678,"V","E",33.09,30,17.051,29.822,77.85,41.589,20.193,"Class5",27.215
