"GKT1","EVL2","TVU3","KAM4","OMD5","Output5","UVT6","KTN7","JQW8","FJI9","XOR10","GDI11"
"M",45.112,51.515,34.017,85.056,"Class2",35,66.767,18.297,88.057,66.771,"H"
"E",29.863,9.812,31.181,18.864,"Class3",66,81.07,34.998,51.972,54.889,"P"
"X",30.89,55.272,28.919,39.051,"Class2",34,70.356,70.049,86.023,52.745,"Y"
"E",14.166,17.405,NA,46.355,"Class3",61,77.482,65.76,31.642,42.08,"E"
"V",35.344,16.326,57.099,25.008,"Class3",79,81.299,38.117,56.357,48.185,"P"
"W",30.407,29.522,52.111,70.092,"Class3",79,83.755,34.656,76.669,43.637,"E"
"J",4.919,30.212,41.886,91.107,"Class1",59,45.305,48.228,36.037,84.158,"B"
"X",9.108,32.321,33.841,60.869,"Class1",39,38.245,46.422,39.42,54.319,"N"
"J",9.403,59.203,24.517,88.47,"Class1",58,45.428,49.134,37.681,68.548,"M"
"M",31.562,48.586,42.589,81.723,"Class2",52,88.758,16.98,92.824,19.38,"E"
"J",40.088,28.181,56.184,47.994,"Class3",86,82.637,33.997,57.352,44.713,"P"
"I",33.377,52.901,33.376,74.612,"Class2",39,95.125,40.122,88.782,56.748,"Y"
"J",7.472,24.144,26.965,8.582,"Class1",68,34.826,47.076,22.117,86.797,"N"
"J",5.199,60.011,20.589,39.943,"Class1",38,36.31,47.324,41.696,52.113,"M"
"J",5.349,33.636,23.781,27.658,"Class1",50,44.065,44.603,44.515,53.835,"E"
"J",4.29,36.609,49.265,91.969,"Class1",39,40.331,49.389,36.839,65.308,"M"
"H",25.961,52.195,36.776,41.31,"Class2",52,74.088,19.327,88.083,33.256,"H"
"I",9.288,51.309,35.792,74.18,"Class2",33,88.478,53.442,93.486,13.178,"M"
"H",42.092,55.885,43.422,62.428,"Class2",37,69.75,73.56,90.056,19.446,"E"
"W",22.501,30.459,38.323,18.26,"Class3",67,79.56,24.502,61.837,40.091,"V"
"X",29.189,55.075,NA,56.204,"Class2",29,81.536,30.872,86.032,49.269,"M"
"E",9.487,33.325,22.575,2.444,"Class1",68,31.066,48.809,45.111,60.758,"N"
"J",11.86,42.646,41.699,79.885,"Class1",44,33.022,46.283,31.82,51.155,"M"
"X",26.234,54.358,38.09,NA,"Class2",28,76.014,73.373,90.536,8.942,"E"
"F",0.722,32.425,35.425,25.702,"Class1",47,28.189,46.51,29.596,72.528,"B"
"W",28.396,45.992,39.36,30.086,"Class3",78,79.828,74.625,12.446,45.25,"N"
"P",3.578,60.413,42.315,35.704,"Class1",50,49.727,44.199,45.077,65.818,"D"
"W",25.1,29.638,47.634,20.306,"Class3",46,82.324,42.251,18.849,40.872,"V"
"E",27.329,13.764,48.34,53.432,"Class3",58,84.908,45.69,59.565,50.901,"V"
"J",31.938,20.703,47.223,32.139,"Class3",66,82.149,69.513,80.865,54.15,"N"
"X",14.184,55.481,48.37,27.744,"Class1",54,29.476,46.686,34.768,74.502,"M"
"M",18.427,52.181,38.031,72.308,"Class2",44,79.833,70.067,91.861,3.245,"H"
"V",26.847,25.969,53.339,65.011,"Class3",83,79.758,72.058,22.08,50.475,"N"
"E",7.733,31.742,NA,24.619,"Class1",44,42.988,47.743,30.659,58.252,"D"
"P",7.864,41.064,36.409,39.085,"Class1",53,39.57,48.247,35.661,77.063,"B"
"V",30.503,3.308,69.271,44.377,"Class3",65,78.332,53.28,0.874,50.731,"V"
"G",27.456,50.649,34.135,78.892,"Class2",28,84.512,16.069,92.928,49.331,"B"
"M",26.138,54.477,41.413,56.275,"Class2",36,105.895,40.298,84.048,58.578,"M"
"W",13.777,29.423,62.859,30.659,"Class3",46,82.607,33.687,25.529,55.581,"U"
"W",41.836,35.656,67.479,NA,"Class3",53,77.857,47.316,35.523,50.029,"V"
"X",23.503,50.974,41.943,NA,"Class2",47,77.915,49.959,90.108,16.151,"M"
"E",1.21,51.191,47.875,66.051,"Class1",70,36.205,44.062,35.815,77.622,"M"
"E",40.25,7.118,58.114,NA,"Class3",81,84.341,60.105,25.425,47.425,"E"
"H",25.1,54.069,39.997,63.8,"Class2",51,75.794,41.68,93.789,10.558,"Y"
"V",30.226,45.986,51.103,57.345,"Class3",77,78.862,66.758,0.175,44.341,"E"
"X",2.443,33.758,32.279,79.094,"Class1",51,38.337,49.277,27.461,50.624,"D"
"P",7.338,60.18,40.191,80.494,"Class1",38,38.422,44.584,50.594,91.134,"B"
"J",11.604,52.049,NA,52.965,"Class1",40,36.853,49.731,33.923,68.691,"N"
"G",33.703,48.457,43.437,73.463,"Class2",29,86.077,26.378,89.258,23.717,"B"
"F",9.346,25.221,19.217,51.965,"Class1",46,48.091,46.29,35.464,74.991,"N"
"I",28.354,51.679,31.077,80.524,"Class2",46,71.981,33.334,89.177,59.29,"H"
"P",9.283,56.198,49.372,70.833,"Class1",70,36.339,48.871,42.599,75.817,"D"
"W",36.033,40.238,31.462,23.632,"Class3",59,78.742,56.236,17.321,53.654,"U"
"X",8.355,55.083,25.843,22.374,"Class1",43,27.484,46.873,12.394,72.164,"B"
"X",20.49,50.111,30.747,75.829,"Class2",44,67.335,63.444,95.138,23.951,"H"
"E",13.435,48.039,53.334,44.67,"Class1",55,44.784,45.127,44.359,78.113,"B"
"F",11.95,57.705,32.638,25.682,"Class1",68,22.186,45.738,25.418,84.501,"M"
"X",3.97,29.052,30.545,47.144,"Class1",70,37.268,45.217,30.647,59.653,"B"
"J",26.376,11.881,44.995,34.181,"Class3",69,85.129,28.958,24.756,50.625,"N"
"X",10.947,24.29,39.449,91.421,"Class1",70,36.348,47.572,30.444,60.766,"N"
"H",37.22,49.963,30.676,51.02,"Class2",44,85.608,33.918,87.917,60.261,"Y"
"G",18.878,49.192,41.023,66.767,"Class2",29,83.964,71.518,87.453,42.642,"B"
"X",10.382,58.469,27.169,31.86,"Class1",43,43.46,48.855,34.567,86.567,"B"
"X",22.857,53.374,49.912,NA,"Class2",47,68.007,46.402,91.839,7.555,"H"
"J",29.811,20.262,45.748,55.238,"Class3",51,80.465,47.869,62.263,42.096,"E"
"W",41.51,39.759,50.445,44.627,"Class3",80,81.723,55.05,30.058,48.114,"V"
"H",29.36,53.134,NA,47.654,"Class2",33,68.907,82.454,88.474,78.431,"B"
"J",-0.772,34.866,32.022,86.066,"Class1",68,46.913,45.129,38.325,52.299,"E"
"W",32.901,2.386,49.934,19.922,"Class3",80,84.12,35.465,10.624,48.411,"V"
"X",22.227,50.195,34.146,82.48,"Class2",48,85.827,47.2,91.401,2.291,"B"
"H",23.505,53.097,30.32,40.259,"Class2",35,89.665,70.572,88.477,10.25,"M"
"F",35.933,27.574,40.375,41.17,"Class3",75,82.374,73.211,44.714,55.214,"U"
"J",30.72,33.66,46.309,34.494,"Class3",70,82.047,35.089,27.764,42.715,"P"
"P",11.403,22.979,23.441,7.536,"Class1",38,52.09,47.591,31.565,55.287,"B"
"J",33.167,20.884,53.871,29.15,"Class3",47,85.477,56.51,-0.313,40.976,"E"
"F",3.675,24.165,34.271,4.906,"Class1",64,47.396,47.48,32.197,60.498,"N"
"P",6.231,55.005,26.285,63.946,"Class1",70,43.567,49.289,25.516,81.917,"M"
"W",32.162,31.773,48.54,28.505,"Class3",50,85.749,70.933,62.934,47.195,"V"
"X",3.142,35.754,29.576,12.919,"Class1",71,40.985,44.732,38.943,69.025,"M"
"M",31.971,49.559,38.693,55.644,"Class2",44,68.659,76.436,92.472,55.293,"H"
"X",5.509,35.888,28.504,17.501,"Class1",44,38.435,47.791,25.888,69.541,"D"
"E",4.974,58.291,27.698,64.934,"Class1",71,41.321,44.477,42.383,50.333,"D"
"F",36.12,15.876,31.614,41.227,"Class3",55,82.155,27.877,-7.417,46.149,"P"
"E",8.32,44.094,33.321,94.221,"Class1",69,29.835,45.626,38.253,80.148,"B"
"I",38.056,48.145,30.131,64.664,"Class2",52,77.487,48.328,88.446,72.882,"B"
"H",27.597,51.192,45.409,81.646,"Class2",42,79.349,32.517,91.246,72.893,"E"
"M",29.922,51.139,37.919,66.723,"Class2",33,68.62,31.685,88.769,23.848,"H"
"E",4.388,45.944,30.679,73.747,"Class1",49,29.491,48.272,54.931,85.151,"D"
"X",2.355,56.504,22.869,20.435,"Class1",41,33.525,49.355,36.849,66.693,"N"
"J",10.53,54.846,30.726,51.095,"Class1",65,33.286,47.426,38.419,85.615,"N"
"M",39.733,53.967,42.685,52.893,"Class2",47,87.283,36.888,91.307,57.486,"E"
"X",11.423,37.47,37.248,89.07,"Class1",38,32.089,46.638,40.018,51.35,"E"
"E",30.977,16.468,48.163,59.96,"Class3",64,80.203,41.372,17.418,49.673,"E"
"V",22.775,40.673,58.004,48.036,"Class3",69,84.627,31.374,78.228,52.908,"U"
"V",31.932,4.679,NA,20.679,"Class3",44,81.512,38.192,20.47,51.741,"E"
"X",9.324,47.637,36.397,89.243,"Class1",60,35.114,47.777,50.278,90.826,"N"
"E",21.681,13.915,55.194,20.139,"Class3",73,80.361,48.176,67.118,42.943,"E"
"M",34.273,51.854,46.025,44.739,"Class2",45,70.361,16.223,90.236,21.799,"E"
"J",28.749,1.092,48.534,43.806,"Class3",61,76.915,46.463,31.996,41.041,"V"
"J",6.681,25.921,32.867,58.878,"Class1",52,50.914,47.157,37.644,65.775,"N"
"X",9.061,28.3,31.848,41.264,"Class1",60,49.942,44.378,36.724,58.335,"M"
"F",34.888,11.687,56.169,23.221,"Class3",85,80.133,34.564,18.581,48.323,"P"
"E",8.044,27.719,33.918,38.135,"Class1",64,21.424,47.397,34.776,62.85,"N"
"J",6.161,51.837,41.873,27.325,"Class1",41,43.143,44.007,30.136,61.482,"M"
"V",39.237,6.886,38.107,23.1,"Class3",58,78.494,60.206,-3.04,49.442,"N"
"J",5.531,50.668,32.836,23.364,"Class1",46,33.818,49.484,38.808,49.957,"M"
"E",26.061,31.386,45.6,32.499,"Class3",70,80.952,62.979,25.657,48.076,"E"
"J",36.425,38.148,43.044,48.263,"Class3",49,76.79,61.297,65.091,42.686,"N"
"E",0.356,39.809,48.846,15.712,"Class1",56,38.142,49.622,32.151,82.825,"B"
"J",15.336,30.126,41.695,94.513,"Class1",42,33.228,48.471,34.371,50.159,"E"
"E",33.987,33.589,51.406,26.163,"Class3",62,82.121,39.531,33.444,43.611,"P"
"E",29.983,45.29,45.982,20.121,"Class3",58,84.347,59.142,40.302,44.596,"E"
"F",5.818,60.068,19.759,13.474,"Class1",39,28.52,48.088,37.219,73.925,"E"
"F",22.394,27.926,46.712,48.598,"Class3",69,82.003,39.067,14.181,49.104,"V"
"I",29.644,54.531,41.833,63.186,"Class2",37,88.48,27.139,90.692,65.917,"Y"
"J",18.759,14.368,35.683,22.022,"Class3",66,81.933,67.25,18.874,51.703,"N"
"X",12.012,26.094,29.847,93.458,"Class1",55,44.701,46.334,32.93,74.65,"D"
"H",34.362,52.816,37.625,41.702,"Class2",39,75.48,47.287,90.802,55.768,"H"
"P",13.686,41.75,44.364,93.782,"Class1",68,43.068,47.638,29.877,51.267,"E"
"J",27.049,44.803,58.571,63.671,"Class3",54,78.872,48.435,34.501,42.453,"U"
"G",35.483,52.927,36.011,79.104,"Class2",47,75.834,24.075,94.672,12.648,"E"
"P",11.945,59.429,21.737,61.782,"Class1",52,37.526,49.723,41.945,91.074,"E"
"J",12.531,52.352,44.168,3.056,"Class1",47,29.209,44.453,21.582,73.535,"E"
"P",6.819,44.145,30.112,31.405,"Class1",57,34.814,45.219,33.744,87.279,"M"
"E",31.826,23.776,41.912,62.274,"Class3",82,81.324,59.435,24.536,49.329,"E"
"J",34.545,1.865,43.41,53.383,"Class3",70,83.56,57.185,42.016,50.274,"V"
"H",28.494,55.617,42.279,45.83,"Class2",32,89.204,43.436,79.53,55.548,"H"
"X",13.242,34.596,33.822,31.616,"Class1",72,37.964,49.817,33.445,89.521,"B"
"J",10.219,43.711,41.381,51.233,"Class1",37,49.406,48.789,33.896,75.794,"E"
"W",33.243,24.714,46.038,29.063,"Class3",66,79.565,52.712,45.644,50.831,"V"
"F",1.091,31.629,33.963,3.827,"Class1",65,43.646,44.335,25.108,71.173,"N"
"G",27.95,55.686,46.815,49.409,"Class2",38,78.937,73.974,82.538,28.203,"H"
"J",30.229,15.335,46.239,59.045,"Class3",56,79.086,60.636,4.537,49.368,"E"
"X",25.495,51.018,34.016,83.187,"Class2",33,79.715,56.437,88.136,54.772,"E"
"V",35.984,18.581,42.771,43.64,"Class3",54,81.105,30.465,29.544,50.102,"E"
"J",35.796,14.401,58.108,27.066,"Class3",50,79.938,68.434,47.502,41.268,"V"
"H",36.345,54.524,33.276,62.774,"Class2",30,74.319,32.288,96.715,38.838,"Y"
"V",28.67,2.723,30.523,52.225,"Class3",82,81.993,54.489,46.771,52.956,"P"
"X",5.652,59.262,14.721,19.676,"Class1",46,24.658,47.483,34.746,82.795,"E"
"X",4.578,58.754,34.739,81.315,"Class1",70,36.591,45.466,43.36,65.997,"M"
"J",10.321,31.887,33.988,30.56,"Class1",47,45.049,47.437,44.017,70.134,"M"
"M",34.514,52.346,43.507,87.628,"Class2",49,83.327,40.905,88.454,64.086,"E"
"J",6.119,24.665,61.475,47.191,"Class1",52,18.176,45.508,17.725,64.179,"M"
"M",20.412,52.346,36.248,41.568,"Class2",41,91.533,34.466,91.321,67.322,"H"
"H",22.342,49.077,28.776,59.594,"Class2",32,83.655,27.555,90.524,63.895,"Y"
"M",32.678,49.282,47.543,83.19,"Class2",50,60.391,39.796,90.804,36.041,"Y"
"X",6.754,48.715,62.159,62.395,"Class1",48,40.994,46.474,18.847,70.218,"D"
"J",0.495,35.965,15.58,52.042,"Class1",43,36.417,44.297,44.403,76.33,"B"
"P",11.838,32.458,36.034,4.843,"Class1",65,46.732,44.097,36.414,68.1,"N"
"M",33.347,54.289,27.247,56.547,"Class2",42,76.519,51.867,84.556,38.146,"B"
"M",28.53,52.915,NA,NA,"Class2",28,78.825,78.524,86.651,29.791,"H"
"M",40.438,51.159,19.395,70.317,"Class2",42,87.87,40.769,89.763,69.486,"E"
"X",27.162,49.853,23.964,61.262,"Class2",28,73.674,38.842,92.099,31.653,"B"
"J",24.38,3.516,56.789,72.349,"Class3",81,77.816,58.227,35.285,50.011,"N"
"J",3.785,44.979,47.198,77.185,"Class1",65,47.846,49.94,32.364,65.939,"E"
"X",7.372,40.239,29.596,90.087,"Class1",54,52.888,44.203,34.605,81.329,"N"
"H",29.797,54.379,30.925,53.878,"Class2",38,98.582,21.249,90.389,31.294,"M"
"I",46.562,51.393,39.729,80.564,"Class2",52,70.576,54.096,87.675,9.252,"Y"
"I",15.606,51.731,38.601,56.163,"Class2",44,78.472,74.181,91.808,36.371,"B"
"X",0.287,46.842,37.283,92.048,"Class1",53,23.453,46.088,42.106,62.345,"D"
"J",28.916,41.229,51.871,56.677,"Class3",67,79.93,72.493,52.059,42.409,"N"
"V",39.125,33.821,40.355,44.536,"Class3",46,80.702,60.352,40.04,40.483,"V"
"V",23.349,12.98,46.324,31.515,"Class3",77,84.395,33.717,56.412,41.33,"P"
"G",32.838,48.203,41.912,NA,"Class2",47,88.771,80.458,91.907,43.475,"Y"
"M",29.121,54.518,30.286,62.321,"Class2",41,74.396,22.71,92.176,47.352,"H"
"E",7.883,56.541,40.815,40.803,"Class1",53,44.575,44.804,35.554,77.842,"B"
"E",28.612,37.125,48.487,47.663,"Class3",68,82.909,54.002,73.979,42.786,"V"
"H",13.753,48.482,29.879,49.685,"Class2",44,75.589,36.922,89.741,44.655,"M"
"F",22.165,33.717,61.634,59.499,"Class3",59,83.301,28.67,9.275,50.809,"P"
"H",22.986,52.624,43.937,66.472,"Class2",41,84.215,71.344,93.961,65.804,"E"
"J",8.642,52.956,37.793,92.818,"Class1",57,37.698,46.855,36.883,50.805,"M"
"J",7.979,30.729,32.117,63.457,"Class1",65,34.706,49.78,34.17,68.958,"M"
"M",39.177,55.759,28.18,79.479,"Class2",36,88.837,73.074,89.2,70.341,"M"
"J",0.979,47.391,40.151,22.391,"Class1",67,36.363,48.461,26.48,62.666,"M"
"F",12.038,30.002,29.174,47.098,"Class1",56,29.362,47.871,35.16,75.706,"M"
"W",30.349,44.989,44.022,NA,"Class3",86,83.428,35.828,51.422,48.89,"V"
"G",41.46,50.489,28.048,66.644,"Class2",40,91.037,34.484,87.001,52.156,"E"
"P",3.295,25.406,NA,28.911,"Class1",72,43.364,45.944,31.93,56.612,"E"
"G",32.2,50.925,28.487,52.46,"Class2",52,74.586,18.621,82.123,62.193,"B"
"F",25.029,43.866,53.062,28.709,"Class3",71,79.023,34.164,27.305,49.597,"U"
"P",1.634,30.097,48.728,73.696,"Class1",54,41.763,44.379,46.753,91.984,"E"
"V",17.973,35.023,49.83,41.979,"Class3",64,83.247,48.885,32.508,56.71,"P"
"M",32.457,53.994,26.364,58.343,"Class2",34,83.886,69.416,88.759,15.265,"H"
"E",35.742,38.746,48.115,42.264,"Class3",74,82.514,59.186,31.59,53.497,"N"
"X",6.422,60.244,23.868,36.187,"Class1",45,30.4,46.576,52.418,86.341,"B"
"G",41.634,49.341,49.991,66.979,"Class2",45,93.644,66.898,86.704,39.269,"Y"
"W",28.357,37.911,47.478,56.061,"Class3",71,85.785,50.285,44.975,48.984,"P"
"V",25.859,44.281,43.856,24.761,"Class3",86,87.459,61.168,39.917,47.204,"E"
"M",26.055,55.335,45.537,NA,"Class2",28,84.343,26.49,90.007,73.119,"B"
"J",12.187,59.007,24.216,14.622,"Class1",48,32.971,44.979,38.551,80.209,"D"
"V",28.186,21.329,56.176,57.343,"Class3",78,85.434,54.256,10.088,40.132,"V"
"F",15.137,52.046,32.255,37.145,"Class1",47,24.817,45.444,33.238,85.974,"B"
"X",11.673,55.255,33.714,87.951,"Class2",39,77.963,81.002,91.893,36.491,"B"
"I",18.852,54.094,24.852,83.927,"Class2",46,72.816,32.61,90.35,3.244,"B"
"X",20.948,52.409,46.729,60.865,"Class2",32,71.837,52.709,89.684,12.68,"H"
"X",7.272,30.675,42.089,40.593,"Class1",48,36.694,44.561,39.109,75.031,"D"
"G",25.325,54.884,36.662,82.223,"Class2",47,81.676,78.861,90.391,71.537,"M"
"E",28.614,41.232,52.579,46.669,"Class3",86,83.612,62.15,35.698,54.627,"N"
"H",31.63,53.747,32.49,40.299,"Class2",44,63.104,34.204,90.9,21.391,"Y"
"W",35.026,8.097,45.468,73.527,"Class3",66,83.429,41.13,49.883,40.547,"P"
"F",29.816,8.829,49.595,32.666,"Class3",58,83.812,28.965,34.961,52.25,"P"
"J",25.855,29.831,35.334,72.717,"Class3",51,84.723,56.225,56.463,44.132,"E"
"V",25.88,6.463,47.707,34.091,"Class3",49,83.422,51.853,38.356,53.759,"E"
"P",5.03,57.783,21.4,5.735,"Class1",51,42.538,44.207,27.809,84.682,"M"
"J",17.719,36.914,48.971,60.763,"Class3",83,78.801,28.143,52.132,42.339,"N"
"V",27.386,14.415,52.378,46.19,"Class3",46,79.75,60.661,39.317,51.869,"U"
"P",10.29,47.204,38.116,48.211,"Class1",51,45.043,46.315,35.37,91.55,"E"
"F",8.483,24.848,32.444,50.998,"Class1",45,43.349,48.218,33.966,73.063,"M"
"F",7.514,56.223,41.963,NA,"Class1",67,28.547,48.98,23.593,80.293,"E"
"W",29.787,15.291,40.093,73.285,"Class3",79,81.166,59.179,22.962,55.524,"V"
"H",18.417,48.877,34.612,63.701,"Class2",46,66.779,16.889,83.631,64.708,"B"
"F",0.014,59.257,NA,5.934,"Class1",67,52.647,49.808,48.699,50.714,"M"
"X",28.151,51.733,39.382,87.941,"Class2",42,56.128,27.5,90.094,38.244,"Y"
"P",13.256,52.931,35.365,26.38,"Class1",42,25.927,46.164,35.272,52.604,"B"
"H",29.098,51.046,31.989,54.463,"Class2",35,79.129,42.139,91.491,21.23,"E"
"J",26.976,24.396,54.607,38.757,"Class3",72,78.748,40.065,6.933,48.809,"U"
"V",32.222,3.566,44.108,44.399,"Class3",82,78.78,71.287,24.699,46.489,"E"
"W",23.669,26.696,59.435,36.569,"Class3",52,80.24,40.562,25.057,47.63,"N"
"I",30.683,51.74,34.21,NA,"Class2",53,82.645,55.366,91.897,15.265,"H"
"E",9.638,23.265,37.746,12.228,"Class1",60,49.601,48.609,40.541,80.004,"D"
"M",32.179,48.665,39.441,82.277,"Class2",31,79.077,43.161,92.054,53.405,"E"
"F",35.902,4.977,56.623,29.329,"Class3",48,82.122,66.765,12.005,53.264,"V"
"I",28.387,55.778,39.217,54.766,"Class2",34,84.01,64.391,88.985,17.25,"H"
"V",28.06,44.521,39.272,47.381,"Class3",50,81.22,67.549,55.884,40.006,"V"
"E",8.7,40.795,25.612,24.082,"Class1",66,30.658,49.477,43.678,72.856,"B"
"X",-1.121,59.86,49.765,66.136,"Class1",44,27.064,44.923,30.672,67.255,"M"
"J",8.525,24.188,42.196,49.837,"Class1",66,33.314,45.518,49.438,78.479,"N"
"E",7.562,26.702,23.846,NA,"Class1",42,69.841,48.172,38.846,84.639,"B"
"E",10.79,60.503,18.815,83.033,"Class1",59,50.031,45.743,37.988,72.139,"D"
"V",29.013,12.823,48.743,23.626,"Class3",75,78.771,36.207,18.471,52.601,"V"
"I",28.2,55.914,28.996,46.397,"Class2",46,90.381,43.864,89.759,75.963,"Y"
"E",14.745,32.834,48.272,31.737,"Class3",49,83.849,54.456,34.504,51.923,"N"
"F",3.016,34.553,26.658,34.211,"Class1",59,40.584,45.947,31.824,55.355,"N"
"J",2.899,27.59,36.103,81.295,"Class1",57,38.257,48.316,47.962,61.853,"M"
"F",37.323,37.825,49.45,68.986,"Class3",79,77.414,30.949,24.129,51.85,"V"
"V",22.908,17.234,59.149,24.632,"Class3",49,80.955,60.073,38.3,42.294,"N"
"E",8.824,41.233,37.341,9.355,"Class1",68,50.415,49.946,36.283,92.913,"E"
"X",37.943,49.996,26.713,74.242,"Class2",48,89.13,42.504,88.25,52.844,"Y"
"X",14.132,53.906,NA,52.888,"Class2",46,78.648,70.957,91.105,45.905,"M"
"I",47.023,53.966,38.961,80.874,"Class2",31,70.797,28.041,91.703,67.831,"Y"
"X",27.176,51.123,27.525,85.129,"Class2",28,80.079,63.792,84.909,34.084,"Y"
"J",4.758,30.772,43.978,40.375,"Class1",46,34.768,45.408,44.029,60.685,"M"
"F",17.773,10.153,46.16,27.522,"Class3",79,81.446,59.409,67.438,53.943,"V"
"E",11.218,59.184,37.132,44.592,"Class1",44,29.511,49.108,24.345,77.618,"D"
"G",34.957,53.524,37.097,81.984,"Class2",51,92.897,58.133,89.488,32.014,"B"
"J",36.251,15.676,45.375,49.681,"Class3",87,80.405,27.618,4.276,53.478,"P"
"G",19.585,49.018,47.185,41.657,"Class2",31,83.147,44.159,88.418,31.523,"Y"
"I",31.307,48.239,34.969,50.523,"Class2",34,73.904,46.334,90.72,38.177,"Y"
"P",1.575,53.528,42.605,42.054,"Class1",66,28.951,47.245,22.518,53.757,"N"
"W",31.475,10.186,43.582,34.297,"Class3",77,83.885,24.939,37.725,40.513,"E"
"E",4.772,44.225,33.649,47.109,"Class1",49,35.164,48.613,22.58,86.816,"N"
"J",17.804,40.323,35.672,17.906,"Class3",52,82.57,61.115,35.695,41.386,"N"
"G",20.637,51.939,41.409,46.077,"Class2",38,60.654,71.853,84.772,49.129,"B"
"H",27.766,52.665,36.187,84.911,"Class2",41,78.113,75.38,95.227,26.738,"Y"
"X",5.817,58.564,26.686,17.642,"Class1",44,48.763,47.16,33.258,51.203,"M"
"J",26.869,23.996,40.528,23.907,"Class3",61,80.887,40.885,34.198,50.744,"U"
"X",12.799,29.814,16.114,45.862,"Class1",57,27.123,44.001,43.201,77.542,"N"
"E",31.389,45.653,58.844,34.458,"Class3",81,82.453,48.515,42.792,50.007,"U"
"E",28.701,8.308,30.428,39.428,"Class3",55,79.414,45.253,-12.597,46.441,"N"
"P",12.963,52.519,27.877,33.381,"Class1",54,25.775,46.793,31.841,66.022,"N"
"E",8.389,21.428,24.578,NA,"Class1",64,18.916,49.224,26.192,64.168,"B"
"X",22.665,53.275,31.463,85.786,"Class2",44,83.432,79.646,93.091,30.299,"Y"
"M",28.909,51.088,NA,57.695,"Class2",39,84.375,32.588,86.344,37.101,"H"
"F",26.588,36.502,58.426,69.09,"Class3",55,80.717,70.981,40.024,45.736,"E"
"J",9.082,24.082,20.035,12.144,"Class1",45,42.185,45.04,48.381,70.073,"D"
"E",30.383,11.51,33.861,22.877,"Class3",68,83.155,74.796,46.721,55.425,"E"
"F",9.085,55.774,17.498,8.636,"Class1",39,34.787,49.802,18.24,71.912,"B"
"F",1.969,54.194,41.899,67.713,"Class1",40,40.691,45.523,35.656,59.482,"E"
"E",31.253,10.269,49.285,36.791,"Class3",83,83.485,66.508,27.892,50.542,"V"
"F",7.227,47.452,41.473,64.329,"Class1",44,45.051,46.178,30.293,80.426,"M"
"G",33.873,51.81,32.251,60.134,"Class2",52,75.849,35.609,98.85,68.774,"E"
"E",8.799,45.599,33.731,83.534,"Class1",47,30.395,46.098,35.569,87.249,"E"
"F",5.373,26.379,34.503,42.766,"Class1",72,32.273,47.314,43.584,81.868,"M"
"W",24.25,31.034,51.206,59.603,"Class3",56,80.962,38.059,33.07,51.979,"U"
"E",29.416,21.97,46.906,NA,"Class3",84,83.459,52.249,44.655,54.563,"E"
"P",3.083,60.866,44.579,30.606,"Class1",59,27.625,45.781,41.523,69.387,"B"
"E",7.337,46.981,28.692,49.257,"Class1",45,26.536,44.989,38.236,63.092,"B"
"M",42.408,50.64,31.68,56.589,"Class2",52,71.177,24.097,85.131,3.539,"Y"
"H",31.863,48.94,37.809,43.62,"Class2",45,63.574,74.607,93.45,18.177,"E"
"E",30.953,36.081,31.282,33.982,"Class3",49,82.498,65.314,21.136,43.775,"E"
"G",36,48.551,27.61,50.371,"Class2",49,71.235,24.602,88.924,37.525,"E"
"M",21.258,52.462,26.935,55.832,"Class2",50,74.42,40.141,92.759,15.797,"H"
"W",36.643,26.353,56.937,NA,"Class3",46,83.18,33.251,48.605,49.101,"P"
"X",15.059,41.831,36.343,NA,"Class1",66,34.006,47.417,35.356,92.405,"E"
"E",14.86,19.837,51.336,36.173,"Class3",81,78.672,72.827,61.462,41.626,"N"
"F",35.338,15.374,49.766,48.582,"Class3",64,78.583,47.776,42.088,41.711,"P"
"X",8.817,27.872,NA,64.197,"Class1",70,29.108,49.901,42.615,71.654,"B"
"E",22.453,9.85,50.999,30.748,"Class3",56,78.716,72.914,71.456,46.062,"E"
"H",34.124,49.279,48.241,42.922,"Class2",31,77.893,70.569,90.339,54.973,"Y"
"P",10.268,38.863,17.469,59.076,"Class1",58,45.795,49.762,31.202,58.474,"B"
"P",5.05,42.903,52.891,63.807,"Class1",37,46.657,47.294,33.145,64.811,"B"
"E",27.769,12.346,38.924,62.569,"Class3",56,83.169,74.248,40.585,40.166,"P"
"J",3.326,50.955,23.875,62.95,"Class1",44,19.542,48.425,18.645,67.924,"M"
"W",44.495,8.15,46.78,NA,"Class3",67,80.884,54.726,56.853,48.566,"E"
"F",39.593,19.021,43.615,19.403,"Class3",74,82.283,50.027,-4.618,46.432,"E"
"X",4.425,36.226,NA,83.247,"Class1",59,24.349,45.315,36.507,55.824,"D"
"E",12.854,52.802,39.109,12.477,"Class1",60,39.301,46.217,43.828,51.531,"N"
"V",31.849,18.819,35.71,58.572,"Class3",68,79.047,70.351,11.143,54.564,"V"
"F",9.969,21.189,23.223,92.47,"Class1",47,43.441,48.878,41.313,66.753,"B"
"V",24.877,36.088,45.624,40.368,"Class3",50,81.387,41.379,18.817,49.177,"E"
"F",33.615,42.427,42.877,27.004,"Class3",46,79.002,42.212,50.492,45.222,"P"
"P",5.282,32,34.919,2.913,"Class1",50,41.253,48.14,34.664,61.126,"B"
"W",46.55,30.641,45.709,56.995,"Class3",67,77.637,32.279,27.24,51.253,"N"
