"IGA1","DKY2","UXZ3","MBD4","HKC5","VHG6","IQM7","Output23","XVE8","UBW9","SZQ10","EUN11"
76.21,80.418,110.198,45,"H",43.055,26.83,"Class1","O",53.984,80.786,71.956
21.131,39.174,54.111,71,"G",49.511,29.351,"Class4","Y",51.44,44.424,13.866
NA,89.557,17.665,45,"I",12.755,86.175,"Class3","W",34.611,42.231,8.923
NA,97.254,75.223,10,"H",77.568,-2.999,"Class2","F",32.517,30.859,53.545
49.887,91.906,90.078,27,"U",96.084,66.67,"Class2","R",18.526,30.679,51.314
22.593,39.51,57.382,79,"B",54.625,42.977,"Class4","J",71.165,46.979,17.344
22.077,39.559,66.076,55,"W",43.718,40.678,"Class4","N",59.418,30.247,47.741
57.23,82.662,84.109,42,"V",NA,87.966,"Class3","Y",32.04,36.464,5.63
76.67,75.783,49.355,84,"E",74.007,22.259,"Class1","Q",47.432,79.349,70.873
NA,89.135,45.538,20,"H",69.348,13.012,"Class2","W",15.583,30.321,51.228
77.63,80.478,73.117,82,"E",88.947,25.099,"Class1","C",14.343,79.062,70.044
NA,82.939,61.06,65,"O",48.725,21.362,"Class1","O",33.209,80.704,70.237
75.484,77.052,59.892,77,"U",54.302,25.662,"Class1","Q",40.823,79.857,70.875
54.017,87.46,56.427,45,"Q",11.582,90.119,"Class3","Y",29.264,41.194,19.992
22.502,35.154,62.329,29,"W",44.089,32.095,"Class4","E",52.406,48.637,30.647
45.53,86.668,39.318,49,"Q",12.651,83.235,"Class3","F",28.956,42.753,16.59
23.848,28.069,51.985,63,"B",37.89,71.905,"Class4","J",73.514,43.961,24.526
76.233,77.452,61.132,50,"H",82.429,22.804,"Class1","V",64.237,80.341,72.622
28.644,87.469,27.457,45,"I",7.113,86.967,"Class3","N",30.436,38.281,17.142
32.859,94.141,55.759,11,"U",92.423,25.006,"Class2","G",32.704,30.589,92.972
73.707,76.475,35.559,47,"V",8.141,87.535,"Class3","F",29,37.46,17.877
NA,76.63,44.619,48,"U",80.145,25.266,"Class1","O",44.71,79.286,72.442
75.982,82.464,34.93,89,"U",83.526,27.432,"Class1","N",5.926,79.625,72.75
77.206,85.22,51.912,86,"E",70.28,23.836,"Class1","O",63.404,79.46,70.594
33.377,85.437,38.46,42,"P",9.431,85.199,"Class3","F",30.35,41.946,6.049
21.715,33.034,52.118,72,"B",43.832,45.18,"Class4","N",60.849,50.672,49.307
25.562,53.403,54.655,56,"G",33.234,74.933,"Class4","J",51.689,39.958,46.299
42.697,93.759,45.143,20,"S",63.443,6.932,"Class2","G",45.3,30.97,68.601
NA,81.514,96.208,44,"T",10.681,87.677,"Class3","H",32.763,32.735,11.74
22.929,25.832,51.987,54,"W",31.479,15.35,"Class4","J",69.261,53.475,46.074
57.698,79.655,25.395,45,"P",11.324,84.701,"Class3","H",31.464,33.905,14.662
37.533,89.988,26.492,16,"D",94.887,68.78,"Class2","R",28.276,30.635,63.029
52.933,86.688,36.892,43,"V",13.948,85.749,"Class3","Y",31.196,39.608,11.646
43.31,94.409,78.35,16,"S",86.251,32.546,"Class2","G",58.441,30.908,91.242
40.498,89.03,44.89,28,"D",73.466,64.5,"Class2","D",31.537,30.511,83.989
77.416,82.491,50.121,77,"U",81.643,25.082,"Class1","V",51.462,80.846,72.611
26.715,82.766,105.201,43,"V",9.211,89.254,"Class3","F",28.408,30.389,18.667
81.519,82.184,45.37,46,"Q",8.931,82.955,"Class3","H",34.483,34.743,3.37
NA,95.483,91.907,31,"U",76.514,6.638,"Class2","W",2.601,30.221,75.298
40.927,100.043,26.418,17,"P",49.759,64.919,"Class2","R",73.45,30.007,96.055
76.474,84.753,51.178,63,"T",85.416,22.473,"Class1","C",35.67,79.82,72.258
42.141,93.864,13.741,10,"D",82.287,10.601,"Class2","G",13.763,30.709,97.233
22.716,31.603,65.879,35,"U",31.114,34.333,"Class4","M",47.511,54.763,17.818
28.983,94.537,63.631,34,"S",54.859,37.726,"Class2","F",51.396,30.803,81.938
35.68,93.936,51.633,25,"H",96.098,74.659,"Class2","R",66.582,30.194,91.492
76.998,68.429,82.683,69,"E",87.171,23.479,"Class1","V",49.837,79.636,72.925
77.09,81.133,30.2,50,"O",69.024,25.522,"Class1","C",10.529,79.683,72.547
