"VZB1","RDU2","QGJ3","QKH4","WKR5","MVA6","Output1","YEX7","RZG8","QIG9","BJL10","NLD11"
"Q",66.157,67.861,60,34.76,35.764,"Class2",65.428,57.349,57,75.001,27.596
"E",63.166,5.771,50,50.909,38.805,"Class2",60.86,54.337,58,68.821,31.328
"L",66.774,59.77,65,83.7,33.514,"Class3",82.044,26.678,83,93.993,36.475
"B",24.523,72.541,42,32.865,82.584,"Class1",62.343,49.541,5,80.532,72.825
"L",71.548,35.989,57,43.533,34.027,"Class3",72.188,6.884,84,93.045,69.05
"Y",33.279,17.235,67,28.72,NA,"Class3",84.854,69.468,79,93.128,45.085
"Y",85.411,64.909,61,47.821,33.204,"Class3",74.197,21.612,85,94.272,42.412
"D",64.767,62.211,52,45.277,NA,"Class2",78.624,59.101,67,63.973,82.783
"F",67.217,44.181,68,10.981,33.551,"Class3",85.621,55.5,74,97.323,46.311
"L",50.107,93.696,66,36.33,34.077,"Class3",78.543,32.984,80,94.119,50.448
"B",9.832,73.491,67,40.382,83.165,"Class1",48.145,29.705,21,54.151,65.101
"E",62.656,66.301,52,29.748,57.701,"Class2",76.28,58.786,65,10.305,33.383
"N",65.853,72.516,36,36.142,79.638,"Class1",47.323,38.859,10,21.2,64.045
"D",63.69,23.905,52,21.646,66.422,"Class2",67.337,60.366,81,31.95,58.419
"M",63.905,71.016,60,41.374,83.715,"Class1",45.56,30.886,7,62.032,68.771
"O",67.236,24.414,55,33.508,70.363,"Class2",83.059,61.715,67,52.91,77.691
"M",27.596,72.845,60,38.765,79.191,"Class1",7.524,62.426,31,36.924,59.432
"M",38.171,75.824,62,41.077,80.718,"Class1",2.64,60.925,23,21.958,62.328
"N",45.968,74.882,45,43.639,79.297,"Class1",40.892,47.609,30,79.649,60.715
"D",62.812,41.325,65,47.585,50.049,"Class2",71.557,49.688,80,47.073,79.525
"D",66.475,85.966,58,42.93,49.099,"Class2",85.962,59.304,70,89.358,42.953
"D",66.431,71.641,66,30.563,67.859,"Class2",74.124,68.55,71,81.922,30.598
"S",66.966,80.619,66,31.743,28.964,"Class2",81.499,63.958,81,10.879,47.948
"B",58.569,72.988,64,53.92,79.688,"Class1",26.232,61.07,12,79.441,59.332
"G",88.04,41.612,63,14.857,36.496,"Class3",78.909,37.721,79,94.509,66.356
"G",77.733,62.889,51,74.824,33.317,"Class3",96.966,17.312,76,95.422,51.276
"C",23.002,70.883,55,51.086,82.015,"Class1",65.331,38.787,8,57.376,71.797
"M",64.207,79.68,66,30.429,80.117,"Class1",-10.778,58.452,36,36.833,66.129
"B",15.52,74.649,65,41.059,81.975,"Class1",85.407,62.397,9,26.863,75.95
"Y",34.894,30.6,59,48.535,33.605,"Class3",83.527,1.634,83,98.185,59.404
"G",54.734,36.67,67,50.686,36.924,"Class3",91.871,47.178,80,93.68,58.709
"B",46.365,78.595,33,45.412,80.873,"Class1",46.804,75.958,25,63.912,65.095
"B",60.244,77.07,64,37.81,79.228,"Class1",51.132,77.629,28,62.189,68.303
"J",71.09,34.762,65,21.37,36.052,"Class3",87.521,2.693,83,98.369,45.147
"O",67.487,35.057,65,32.247,45.333,"Class2",84.197,55.724,69,78.504,66.274
"E",64.373,55.018,67,45.897,48.223,"Class2",64.917,51.22,67,59.559,56.271
"N",36.093,71.733,40,31.938,80.743,"Class1",95.588,30.178,39,73.38,65.39
"M",57.654,79.451,61,35.588,83.126,"Class1",60.229,60.446,14,67.46,63.795
"N",19.498,78.481,37,41.538,81.49,"Class1",74.883,45.322,26,77.913,69.365
"E",65.345,34.257,66,53.878,72.337,"Class2",56.765,53.333,74,26.595,41.795
"E",64.515,38.427,55,34.019,NA,"Class2",68.461,52.315,82,73.609,65.174
"O",64.309,58.33,56,47.034,49.419,"Class2",77.095,65.326,69,50.072,57.702
"V",20.33,73.63,45,43.876,83.688,"Class1",38.767,64.852,33,41.971,63.614
"Y",78.982,54.942,53,65.637,35.155,"Class3",76.887,41.435,82,98.568,50.98
NA,65.049,63.889,50,59.933,56.184,"Class2",44.98,51.73,70,26.354,64.199
"B",67.46,78.553,60,29.663,78.38,"Class1",88.636,56.784,27,61.604,69.445
NA,70.323,53.908,60,31.738,36.373,"Class3",78.176,27.148,85,98.655,51.136
"L",84.801,29.323,63,19.985,36.991,"Class3",77.984,35.843,71,96.55,34.468
"N",44.875,76.956,44,39.289,79.38,"Class1",71.795,50.27,13,80.563,76.144
"Y",44.434,25.139,56,15.206,35.119,"Class3",82.468,23.546,73,93.392,65.437
"S",67.908,67.135,66,56.248,78.646,"Class2",68.147,56.386,66,6.555,49.183
"D",64.407,59.219,51,37.287,47.973,"Class2",62.98,58.431,79,61.767,29.328
NA,33.32,75.07,45,44.47,81.04,"Class1",9.299,67.382,26,68.22,75.873
"Q",67.458,77.268,53,54.531,39.921,"Class2",84.833,51.839,72,73.08,75.674
"G",61.619,52.032,62,27.631,34.063,"Class3",76.956,61.389,71,97.215,52.361
"N",11.768,79.86,34,51.759,83.59,"Class1",33.975,78.319,38,62.328,59.859
"O",64.983,51.026,66,35.17,20.601,"Class2",77.169,59.064,63,23.27,74.822
"Y",59.092,23.07,66,44.541,34.932,"Class3",68.523,38.635,73,97.506,65.975
"N",9.217,78.41,35,41.492,83.741,"Class1",20.515,50.846,13,32.381,63.447
"B",35.261,76.286,64,41.487,83.248,"Class1",34.312,63.452,36,80.504,73.471
"N",62.333,77.713,44,44.488,80.512,"Class1",65.451,50.222,12,37.032,70.832
"G",34.68,36.029,63,44.297,34.388,"Class3",74.465,17.612,82,97.493,58.987
"L",39.226,45.406,57,74.085,35.432,"Class3",78.862,8.972,72,94.102,56.077
"M",9.594,73.51,64,45.193,81.696,"Class1",51.235,54.423,25,80.472,73.485
"N",22.657,85.133,56,42.016,81.34,"Class1",37.988,40.007,23,28.233,61.381
"F",40.089,14.401,53,72.121,34.818,"Class3",84.312,41.122,86,98.917,26.961
"Y",50.077,30.714,69,33.476,34.639,"Class3",91.078,31.85,84,93.731,32.654
"B",62.473,77.2,63,33.579,82.644,"Class1",119.341,48.592,31,79.242,67.298
"V",59.146,66.25,41,31.544,80.14,"Class1",3.894,53.224,6,50.471,63.001
"D",62.656,7.572,67,36.184,35.928,"Class2",72.929,58.572,59,3.746,56.442
"Q",67.383,45.756,64,48.284,49.192,"Class2",75.699,63.263,61,14.541,77.886
"L",34.496,54.071,71,55.284,34.545,"Class3",75.146,36.116,83,96.508,51.397
"O",61.457,47.461,65,45.701,58.962,"Class2",63.949,49.37,80,34.516,52.438
"S",64.918,83.994,62,57.909,53.105,"Class2",76.675,64.011,65,26.671,82.509
"G",39.104,24.558,58,47.997,35.647,"Class3",81.323,52.906,79,96.49,64.408
"V",57.158,77.748,64,41.983,83.821,"Class1",41.205,59.527,19,71.042,59.283
"F",41.574,26.628,68,28.626,33.429,"Class3",90.939,52.256,78,94.714,45.777
"Y",68.323,54.289,65,79.413,33.993,"Class3",87.238,22.093,84,98.356,33.432
"L",80.351,25.486,65,69.081,33.338,"Class3",88.085,35.994,73,96.461,35.791
"Y",79.937,37.061,70,91.256,33.318,"Class3",85.315,31.87,83,95.733,66.728
"Y",87.121,61.714,53,2.351,34.256,"Class3",74.565,26.455,71,97.671,61.738
"Y",52.635,51.027,66,58.573,NA,"Class3",54.986,15.676,79,96.345,33.254
"E",63.239,109.658,50,33.632,29.128,"Class2",51.352,54.999,67,13.608,53.902
"V",11.908,73.985,55,38.988,80.759,"Class1",43.124,61.497,35,21.433,72.494
"D",61.192,33.984,65,41.826,56.123,"Class2",88.196,53.811,72,63.373,29.846
"N",32.687,75.935,56,45.042,82.752,"Class1",84.652,63.772,34,29.091,66.358
"M",14.486,73.689,54,35.433,81.93,"Class1",30.273,68.842,35,79.667,69.001
"S",65.781,58.154,61,43.456,51.52,"Class2",71.106,58.693,63,95.887,71.047
"M",27.764,76.354,40,39.953,78.668,"Class1",47.318,48.767,22,37.562,74.203
"O",65.905,72.304,55,43.323,33.382,"Class2",77.31,59.284,56,11.444,80.4
"Q",61.316,68.364,63,46.232,68.937,"Class2",81.071,60.779,70,17.848,31.693
NA,29.738,75.618,33,36.835,78.152,"Class1",72.287,52.056,16,41.036,76.699
"Q",66.999,-34.864,55,38.467,57.403,"Class2",64.631,59.4,56,83.242,64.33
"O",67.317,58.612,51,24.528,79.347,"Class2",62.82,54.419,67,83.77,41.855
"J",65.068,15.141,52,93.393,34.321,"Class3",115.238,25.234,86,93.077,48.744
"B",36.99,71.094,58,44.729,82.541,"Class1",68.268,68.221,34,19.277,63.782
"Y",85.84,53.078,65,59.849,35.221,"Class3",89.071,46.296,73,94.423,27.798
"Y",63.042,32.05,56,69.033,33.705,"Class3",71.748,35.67,72,96.264,47.756
"L",74.498,27.84,52,39.168,33.797,"Class3",76.695,31.718,73,95.609,46.177
"Y",87.283,62.137,56,72.979,35.695,"Class3",84.68,46.086,77,97.958,61.912
"J",61.989,-5.398,53,48.816,35.775,"Class3",87.508,48.011,82,93.994,54.719
"F",35.079,48.304,68,54.507,33.471,"Class3",84.18,49.889,72,98.978,66.793
"C",29.693,81.824,39,45.324,80.104,"Class1",-2.138,48.174,13,28.224,74.156
"Y",32.353,93.72,57,85.947,34.669,"Class3",79.976,39.585,85,97.046,60.874
"G",49.437,41.375,61,51.433,35.357,"Class3",77.116,36.478,73,98.183,46.343
"S",63.181,83.519,50,36.774,75.38,"Class2",70.161,60.247,78,49.161,31.191
"C",15.525,78.235,61,36.539,80.005,"Class1",96.264,44.126,39,42.401,60.177
"B",15.377,74.407,37,36.369,83.541,"Class1",39.71,32.108,14,63.926,72.156
"Y",67.485,39.964,51,68.19,36.079,"Class3",91.653,38.673,76,98.377,40.851
"Q",64.807,55.567,57,39.924,66.621,"Class2",68.688,59.845,61,69.29,55.568
"F",85.913,34.798,68,54.86,33.837,"Class3",91.231,37.092,75,94.421,70.247
"N",15.77,81.973,51,48.848,82.986,"Class1",88.604,56.464,15,60.135,75.682
"M",40.714,80.267,56,37.336,79.669,"Class1",25.551,49.145,7,46.463,59.371
"V",20.282,77.017,53,40.214,81.757,"Class1",50.74,103.146,13,71.766,59.017
"B",53.502,78.289,61,33.83,80.334,"Class1",4.117,28.617,26,70.856,66.444
"L",63.997,22.545,64,84.862,NA,"Class3",66.646,52.611,77,94.922,40.469
NA,87.752,42.385,60,71.556,36.477,"Class3",88.495,27.439,81,98.183,70.275
"G",37.698,51.559,69,57.316,34.217,"Class3",81.443,33.344,83,93.13,35.83
"E",67.799,55.908,61,34.105,56.873,"Class2",68.05,46.627,74,36.212,58.375
"V",15.362,83.097,61,37.999,79.951,"Class1",78.905,38.684,24,69.846,62.487
"M",29.484,80.581,60,42.695,80.116,"Class1",31.593,66.875,17,59.331,77.403
NA,65.055,73.393,38,44.921,81.099,"Class1",35.6,67.479,8,43.714,62.324
"L",59.272,45.028,71,42.899,34.564,"Class3",90.049,23.45,83,93.743,53.758
"E",62.4,84.359,58,48.077,73.01,"Class2",75.3,65.136,58,52.989,83.277
"Q",64.968,67.048,67,34.777,38.992,"Class2",60.985,55.091,59,81.785,72.591
"D",63.895,52.902,64,32.428,42.616,"Class2",71.238,57.076,72,70.918,37.328
"O",64.529,84.318,67,33.483,73.611,"Class2",84.87,57.77,73,98.542,62.853
NA,61.665,80.69,61,45.787,50.245,"Class2",74.585,58.458,73,25.209,24.278
"V",48.683,74.546,41,34.461,78.804,"Class1",26.565,45.755,12,58.435,66.012
"L",82.277,53.388,53,51.81,36.426,"Class3",90.758,37.804,77,95.448,53.416
"M",43.132,78.638,35,39.315,78.356,"Class1",43.352,66.661,10,27.302,71.824
"B",48.566,81.414,58,38.108,83.778,"Class1",69.356,41.351,26,47.431,67.001
"B",55.36,82.006,59,34.089,80.19,"Class1",81.839,56.643,8,55.995,64.538
"C",46.941,73.44,61,30.973,81.41,"Class1",87.757,40.284,11,23.724,73.625
"E",67.088,41.003,62,39,43.5,"Class2",68.341,44.574,57,85.661,30.083
"F",47.309,16.137,54,41.579,36.96,"Class3",82.623,63.523,73,93.304,41.529
"S",62.146,68.585,66,21.686,28.124,"Class2",72.725,53.541,61,92.312,37.546
"B",11.172,86.215,56,44.244,83.243,"Class1",13.716,53.896,31,46.389,71.69
"N",13.814,83.661,65,41.726,83.265,"Class1",3.406,58.75,15,53.148,70.423
"E",66.15,85.58,64,43.695,70.979,"Class2",74.057,54.05,68,44.247,52.582
"V",67.05,78.677,32,41.986,79.042,"Class1",55.996,59.115,21,40.829,65.075
"S",61.01,39.612,61,28.57,70.117,"Class2",70.689,56.61,56,41.744,45.038
"E",65.212,15.117,57,35.1,37.151,"Class2",70.094,47.735,59,11.595,23.519
"J",81.828,43.172,71,58.373,35.4,"Class3",74.191,0.711,81,97.975,68.884
"O",67.904,36.356,66,45.857,50.978,"Class2",61.627,63.339,64,33.006,51.715
"S",66.768,5.404,58,41.32,71.545,"Class2",65.565,58.335,62,71.061,85.765
"C",15.513,73.177,51,38.04,81.358,"Class1",91.398,41.699,19,44.014,76.578
"M",43.808,71.996,47,44.926,80.341,"Class1",51.246,47.903,30,33.931,63.804
"C",34.773,73.37,44,36.063,78.054,"Class1",43.391,63.18,32,28.251,71.979
"S",63.137,97,51,33.162,73.843,"Class2",66.137,53.846,61,8.591,52.249
"N",62.245,76.45,58,49.539,81.397,"Class1",44.198,72.091,18,55.898,63.455
"J",52.525,42.906,65,40.318,34.426,"Class3",73.927,2.9,80,95.828,26.057
"E",67.193,63.496,63,52.565,49.875,"Class2",77.789,60.111,55,57.795,78.104
"D",62.645,55.682,59,21.761,48.479,"Class2",67.719,53.37,61,25.703,33.135
"B",40.927,71.651,61,37.513,79.497,"Class1",88.817,49.571,34,49.447,76.375
"Q",62.735,72.567,64,45.18,53.145,"Class2",69.257,49.131,80,41.875,64.692
"D",61.044,29.263,52,37.882,64.818,"Class2",76.876,59.57,60,20.535,58.14
"O",66.662,88.772,59,42.098,67.45,"Class2",62.813,55.45,72,49.63,72.758
"B",65.575,80.348,40,42.387,82.019,"Class1",63.481,37.045,30,60.382,59.507
"V",43.301,72.498,51,30.196,80.86,"Class1",34.872,25.764,12,65.731,70.321
"S",67.056,42.711,53,50.933,NA,"Class2",60.829,60.135,59,15.881,40.069
"F",80.074,68.131,61,43.552,35.557,"Class3",92.995,27.152,77,94.582,36.224
"E",63.392,47.17,60,51.243,NA,"Class2",78.487,50.34,65,58.24,49.423
"Q",62.985,34.48,63,40.32,34.876,"Class2",67.351,56.001,80,39.355,56.279
"E",66.769,3.99,65,28.402,25.144,"Class2",65.599,59.625,60,49.437,42.33
"Q",67.952,55.212,61,36.719,79.737,"Class2",65.244,50.247,76,21.339,65.013
"V",49.01,71.162,52,37.669,81.269,"Class1",-1.498,59.808,18,72.486,59.202
"O",64.748,58.816,61,31.252,53.345,"Class2",63.735,49.457,75,17.685,55.621
"F",41.022,39.495,57,34.053,34.729,"Class3",86.82,14.301,76,96.415,70.821
"J",35.646,76.012,69,70.232,35.74,"Class3",87.127,43.505,76,93.301,31.925
"G",47.847,60.196,61,64.691,36.31,"Class3",84.971,41.498,84,95.486,32.911
"Y",54.199,58.988,67,56.303,33.159,"Class3",75.263,21.254,86,97.821,66.248
"E",66.584,63.59,54,27.857,42.824,"Class2",60.817,54.582,58,17.084,81.53
"G",67.778,79.455,60,20.183,35.675,"Class3",76.306,36.439,80,94.777,42.512
"G",57.794,57.807,61,62.405,34.618,"Class3",76.666,58.374,73,94.007,68.254
"D",65.691,85.097,55,52.495,51.543,"Class2",69.838,60.135,60,39.232,33.605
"N",20.464,83.459,51,34.43,78.09,"Class1",60.41,22.492,9,35.002,67.123
"E",65.886,48.896,63,46.002,29.534,"Class2",61.601,57.608,73,86.204,55.344
"L",88.265,62.693,60,28.251,34.806,"Class3",65.816,56.813,75,97.601,45.509
"D",61.323,53.322,65,35.037,76.55,"Class2",70.871,57.179,80,96.151,48.677
"G",66.944,26.416,61,60.839,34.992,"Class3",62.223,36.55,77,94.98,48.351
"B",10.891,80.606,59,42.011,81.594,"Class1",56.138,79.427,41,22.982,75.479
"V",19.226,79.827,63,32.709,80.104,"Class1",30.077,26.193,12,34.622,77.91
"N",31.712,79.995,39,34.313,82.583,"Class1",92.025,42.321,38,54.125,70.965
NA,67.945,55.703,61,48.148,33.258,"Class2",63.329,56.004,69,62.267,24.683
"D",67.558,10.57,64,28.909,42.944,"Class2",71.717,56.418,62,13.426,83.746
"J",35.147,62.024,57,33.469,33.215,"Class3",87.518,43.666,83,96.195,67.924
"L",67.361,49.726,58,91.091,33.443,"Class3",77.602,49.854,85,96.948,56.594
"M",60.369,77.442,55,35.425,80.108,"Class1",62.968,58,40,22.001,68.854
"B",23.995,77.022,33,39.535,81.584,"Class1",39.865,69.83,12,42.953,77.076
"B",63.973,79.221,45,36.353,83.221,"Class1",53.773,52.787,16,57.758,77.713
"L",53.366,54.915,66,16.618,36.96,"Class3",78.433,45.972,74,98.672,64.428
"E",66.392,49.938,50,27.211,21.61,"Class2",66.736,50.695,67,90.967,47.074
"G",34.631,44.748,55,44.543,35.99,"Class3",86.262,17.137,80,94.236,62.919
"B",13.936,77.015,47,38.525,82.396,"Class1",13.807,60.237,15,62.634,71.399
"M",55.568,76.803,63,36.004,81.838,"Class1",8.76,75.913,23,75.884,61.089
"E",61.533,74.626,65,26.766,66.52,"Class2",81.291,58.984,72,43.907,57.407
"D",65.744,46.157,57,30.009,34.679,"Class2",58.376,57.546,59,44.172,48.538
"C",25.978,79.562,55,39.78,81.336,"Class1",62.193,82.75,38,40.092,73.384
"Y",65.093,22.471,63,49.191,36.128,"Class3",89.146,65.883,79,93.913,30.185
"Q",61.426,49.423,50,30.465,63.238,"Class2",71.177,63.874,73,83.616,23.383
"B",40.419,73.609,56,32.307,79.309,"Class1",22.147,76.153,33,68.612,64.929
"M",30.258,70.794,39,43.177,79.664,"Class1",-3.411,50.051,30,29.812,77.776
"B",30.967,73.705,62,44.38,83.971,"Class1",-3.93,20.731,41,77.399,75.545
"O",64.505,79.581,53,40.437,30.512,"Class2",89.2,56.91,65,48.282,63.641
"B",55.615,75.762,48,39.083,79.876,"Class1",55.131,72.157,17,40.702,74.022
"M",47.073,80.855,59,44.789,80.797,"Class1",34.449,77.981,35,60.596,70.003
"F",60.855,38.575,59,79.499,35.381,"Class3",80.468,24.206,82,95.595,32.995
"B",23.052,75.658,34,38.098,82.606,"Class1",66.408,54.757,38,33.519,73.938
"C",50.699,83.243,46,35.614,83.425,"Class1",26.23,62.026,15,46.876,66.111
"G",86.323,55.558,67,95.704,33.152,"Class3",100.072,24.673,73,94.593,40.167
"C",56.576,77.236,64,32.575,78.929,"Class1",68.779,60.246,14,25.777,62.074
"C",61.81,77.132,38,33.88,82.702,"Class1",14.776,66.191,21,47.944,72.664
"J",32.584,35.642,58,52.117,33.106,"Class3",72.915,50.362,82,96.554,61.952
"E",62.607,86.472,59,51.303,32.734,"Class2",59.917,54.771,70,81.505,65.776
"O",64.766,24.419,65,35.157,62.535,"Class2",67.142,56.933,60,39.131,84.766
"C",33.641,72.646,39,35.626,78.359,"Class1",11.05,60.401,19,31.182,73.417
"L",89.265,36.865,68,37.277,35.795,"Class3",81.848,20.737,82,96.995,65.29
"N",34.262,78.767,51,35.154,82.949,"Class1",68.395,44.973,26,26.176,76.4
NA,64.231,38.532,61,40.48,35.34,"Class2",58.048,51.076,79,41.614,77.258
"M",38.588,80.994,39,45.549,82.991,"Class1",50.491,71.341,13,61.338,71.801
"O",67.484,41.459,63,54.051,39.544,"Class2",68.14,58.224,56,7.075,34.424
"L",57.975,34.966,54,59.941,34.86,"Class3",81.437,37.642,71,96.772,44.181
"S",62.279,71.161,64,51.691,44.043,"Class2",76.745,64.507,68,56.273,41.778
"L",79.652,62.632,70,31.752,35.278,"Class3",81.729,28.342,85,95.137,28.748
"Q",65.176,92.685,59,43.049,45.7,"Class2",74.091,56.205,67,21.64,84.562
"G",37.198,15.203,69,76.754,36.157,"Class3",78.28,58.713,74,96.36,46.729
"G",43.157,30.621,71,25.695,36.977,"Class3",82.999,50.274,72,98.323,68.656
"V",67.071,73.521,46,27.013,83.25,"Class1",25.736,29.685,21,75.873,59.953
"D",61.257,38.931,51,37.248,44.464,"Class2",74.064,52.457,74,9.851,53.903
"O",66.289,58.369,59,34.474,40.027,"Class2",63.534,52.275,58,99.712,47.949
"Y",63.162,57.039,64,47.635,36.705,"Class3",88.364,-1.8,74,94.986,70.415
"G",89.591,55.731,69,51.813,34.368,"Class3",78.432,59.929,82,94.64,51.312
"J",33.435,16.353,64,49.552,NA,"Class3",84.442,30.018,79,97.393,64.785
"L",71.802,61.289,62,49.897,36.049,"Class3",86.913,44.931,74,98.286,64.843
NA,66.286,7.3,62,44.708,42.069,"Class2",76.864,44.992,61,65.832,27.571
"J",47.712,5.539,60,42.22,33.517,"Class3",76.406,52.477,85,95.557,30.424
"G",52.703,53.603,52,59.537,36.039,"Class3",92.346,40.517,79,94.04,46.431
"O",64.888,38.06,66,46.159,67.18,"Class2",59.45,51.26,69,89.417,32.744
"L",58.621,14.896,51,40.481,34.145,"Class3",78.593,33.227,84,93.951,60.494
"D",63.766,32.47,55,49.634,79.353,"Class2",74.95,58.34,63,79.96,37.161
"S",61.447,37.571,66,40.526,53.225,"Class2",69.737,64.717,78,42.826,48.361
NA,63.7,28.264,62,37.24,NA,"Class2",51.972,60.156,72,28.826,40.129
"V",43.199,67.945,62,36.323,79.837,"Class1",59.453,48.972,35,21.962,68.822
"O",66.197,54.724,59,60.319,64.491,"Class2",71.505,58.718,70,62.18,30.838
"S",66.289,52.872,60,35.82,58.131,"Class2",59.131,51.345,72,36.773,71.494
"J",67.896,26.729,61,53.125,33.457,"Class3",93.102,11.308,85,95.756,34.221
"M",21.566,70.785,65,38.383,83.197,"Class1",77.25,49.094,38,49.613,73.774
"D",64.294,51.46,50,44.07,70.072,"Class2",65.021,61.04,72,33.349,55.998
"F",41.557,48.047,70,56.202,34.565,"Class3",87.834,50.851,82,93.588,35.103
"O",63.545,36.785,56,38.04,54.784,"Class2",68.867,54.059,80,70.476,30.873
NA,85.588,43.901,52,49.462,36.307,"Class3",88.969,31.263,77,98.539,54.173
"D",63.995,90.759,61,56.838,32.352,"Class2",70.216,50.276,73,35.233,33.657
"O",61.649,34.701,53,37.299,54.224,"Class2",77.969,49.855,75,7.431,32.494
"B",54.572,72.105,34,41.265,83.894,"Class1",105.034,59.144,40,24.334,59.848
"L",42.044,29.405,59,53.913,36.068,"Class3",83.381,35.965,72,96.138,68.6
"D",62.303,36.7,63,34.186,49.015,"Class2",64.903,60.148,59,82.442,77.746
"F",76.693,57.591,58,50.403,35.257,"Class3",92.229,63.287,71,95.45,46.764
"N",16.9,71.388,33,38.371,79.843,"Class1",-15.985,43.295,11,26.054,66.374
"C",10.671,81.484,39,41.812,83.505,"Class1",105.038,93.6,23,75.144,68.385
"S",65.504,76.393,62,44.915,22.954,"Class2",75.941,59.403,64,59.194,42.626
"C",27.531,73.056,33,45.094,78.162,"Class1",66.918,42.104,10,41.913,60.778
"J",58.92,63.013,57,3.762,35.373,"Class3",73.336,39.791,76,94.92,65.074
"O",61.652,67.351,54,39.92,67.508,"Class2",71.878,59.562,79,29.772,42.019
"J",50.721,68.255,66,67.831,36.525,"Class3",85.33,37.497,79,94.944,44.209
"F",40.613,20.002,66,53.223,34.768,"Class3",79.359,26.626,81,98.353,66.778
"O",62.197,78.79,57,44.428,51.019,"Class2",57.995,56.155,75,42.45,84.312
"F",50.966,43.325,66,48.477,NA,"Class3",85.386,22.272,75,97.981,57.103
"E",64.116,58.39,55,47.616,62.505,"Class2",92.697,58.686,82,90.469,28.462
"S",67.236,33.478,50,41.251,NA,"Class2",78.953,58.35,62,60.009,73.168
"V",17.406,78.855,44,33.971,80.473,"Class1",39.704,45.974,31,61.42,59.099
"Y",49.75,54.063,51,95.607,35.591,"Class3",79.095,24.63,78,95.648,29.506
"V",65.471,76.344,51,43.352,78.779,"Class1",13.514,49.601,8,34.574,71.967
"G",39.648,41.861,71,50.816,33.932,"Class3",77.676,32.27,78,98.332,51.315
"C",63.297,75.787,63,47.519,80.196,"Class1",36.015,74.7,37,37.567,75.69
"E",62.362,45.42,55,34.696,53.433,"Class2",68.358,53.589,60,6.754,61.836
"Y",81.047,36.468,63,49.899,36.708,"Class3",86.374,56.128,74,94.818,53.917
"Q",61.877,71.736,56,50.127,74.652,"Class2",84.871,59.88,79,16.708,28.275
"M",31.082,77.474,54,40.455,79.722,"Class1",69.839,46.408,41,51.838,72.18
"Q",64.172,81.623,52,30.174,70.308,"Class2",70.242,59.316,63,15.628,83.161
"F",71.213,48.335,61,33.632,36.688,"Class3",92.72,9.695,78,97.86,63.72
"N",52.295,79.077,47,37.756,83.883,"Class1",90.454,38.028,30,60.965,76.771
"B",13.974,80.219,64,43.018,82.425,"Class1",14.921,66.166,22,29.682,70.661
NA,65.541,61.746,68,69.025,36.003,"Class3",84.497,47.535,81,96.685,69.185
"Q",64.291,43.051,63,40.452,NA,"Class2",79.493,62.473,55,52.826,23.209
"Y",42.26,14.915,68,-13.053,33.362,"Class3",86.137,42.762,73,93.57,70.104
"M",59.384,75.449,59,44.998,82.384,"Class1",62.788,78.583,11,25.694,64.716
"L",71.172,40.236,59,46.092,35.883,"Class3",87.654,44.562,72,98.612,38.104
"S",64.938,57.284,57,48.037,48.16,"Class2",65.828,59.02,55,63.515,64.384
"N",50.435,77.496,44,38.861,79.698,"Class1",24.67,19.221,9,26.212,73.694
"B",20.249,78.792,54,35.086,83.362,"Class1",3.403,59.109,34,58.228,66.716
"O",67.285,61.35,55,22.465,64.916,"Class2",71.779,60.967,59,72.809,30.678
"G",74.581,53.444,54,88.48,35.983,"Class3",90.124,56.237,71,97.496,27.979
"E",64.263,31.414,59,45.116,NA,"Class2",77.496,51.753,63,82.09,80.412
"B",64.918,72.655,65,36.53,79.464,"Class1",21.262,33.96,30,30.506,64.253
"O",64.085,52.561,65,38.926,60.637,"Class2",81.827,57.497,76,47.132,69.965
