"QWE1","UFS2","XRO3","RPX4","QFI5","IBH6","RUJ7","GBR8","GWJ9","Output10","AZU10","GOC11"
75.278,"A","J",81.082,46.88,14.573,48.21,37.374,14,"Class3",55.928,59
33.528,"Q","P",26.631,27.56,23.042,70.317,48.898,30,"Class1",34.911,66
73.738,"M","R",76.768,54.965,33.909,45.42,13.66,71,"Class3",48.322,48
24.325,"Q","P",30.551,22.633,34.503,79.363,63.813,28,"Class1",64.507,92
36.194,"V","C",27.566,30.525,22.947,51.776,44.124,28,"Class1",35.837,66
50.765,"I","O",53.794,58.063,56.878,46.39,42.897,34,"Class2",67.377,88
38.867,"Q","S",30.836,16.664,35.7,56.983,70.081,50,"Class1",50.305,96
50.584,"L","S",31.539,21.051,34.599,57.355,62.248,51,"Class1",31.888,93
19.953,"F","P",31.077,33.642,24.07,41.49,40.514,41,"Class1",30.92,71
30.125,"Q","Z",31.825,29.036,22.781,63.412,76.1,30,"Class1",39.804,95
NA,"Z","O",26.016,57.429,51.545,36.939,57.542,37,"Class2",58.236,NA
31.945,"B","Z",28.586,22.399,15.328,52.219,75.711,52,"Class1",56.522,91
25.926,"B","K",34.987,29.341,26.982,65.287,37.125,32,"Class1",52.142,86
31.278,"A","P",50.687,51.091,40.64,42.259,21.386,57,"Class3",50.611,34
92.055,"A","R",69.484,54.501,54.778,45.589,7.262,44,"Class3",65.763,12
NA,"Z","Y",49.983,62.272,36.562,40.46,84.906,36,"Class2",51.905,89
NA,"F","Y",32.771,61.491,56.348,38.202,56.745,40,"Class2",38.781,94
40.456,"T","Q",65.051,59.655,46.977,61.29,25.044,35,"Class2",54.962,89
35.331,"F","Z",29.427,22.675,37.857,68.027,59.98,31,"Class1",30.512,91
29.82,"B","S",27.626,27.167,21.707,46.951,68.447,35,"Class1",38.459,67
11.45,"F","Q",70.055,61.147,56.311,73.816,46.332,42,"Class2",87.842,89
47.054,"A","F",61.393,53.983,89.601,41.716,9.32,41,"Class3",61.081,14
19.057,"F","C",33.408,27.984,26.911,18.872,54.337,48,"Class1",45.268,93
22.887,"F","C",35.777,31.488,18.879,77.366,72.158,51,"Class1",48.949,66
35.936,"B","F",79.705,51.916,49.746,48.278,7.863,48,"Class3",68.163,41
71.939,"T","N",66.861,59.299,50.576,78.028,47.89,42,"Class2",57.287,86
40.634,"V","C",34.326,5.905,40.772,32.19,63.157,45,"Class1",43.917,69
39.276,"R","J",54.891,64.864,72.061,41.827,28.849,27,"Class3",72.428,35
43.292,"B","F",65.169,54.46,39.393,44.973,19.343,80,"Class3",63.403,17
61.04,"M","P",65.36,48.899,21.92,45.77,10.371,54,"Class3",80.465,9
49.426,"B","P",79.675,56.554,60.735,47.425,27.122,59,"Class3",77.273,41
82.646,"M","P",62.904,55.091,23.867,51.452,25.197,87,"Class3",63.808,13
57.055,"L","R",81.415,67.711,63.545,40.601,22.136,64,"Class3",59.466,37
19.404,"B","K",26.159,10.122,33.29,70.421,48.945,45,"Class1",37.299,78
51.211,"L","C",33.15,12.094,25.51,-13.574,53.113,55,"Class1",31.152,89
60.174,"M","J",64.288,46.508,58.68,46.267,40.996,71,"Class3",69.76,46
38.026,"F","K",33.049,7.417,32.518,60.579,49.197,45,"Class1",58.096,79
44.638,"R","F",77.305,60.27,76.17,45.787,25.119,57,"Class3",58.206,23
50.613,"I","N",63.261,59.864,69.565,46.88,62.898,34,"Class2",72.6,91
34.529,"F","S",36.374,-0.371,25.464,36.089,31.166,38,"Class1",47.479,88
52.748,"B","J",79.744,64.851,14.456,41.058,5.698,17,"Class3",48.094,15
91.674,"L","U",74.6,56.366,60.773,42.745,10.746,56,"Class3",53.179,54
45.89,"Q","Z",29.484,22.374,28.937,20.965,48.184,35,"Class1",41.099,84
82.076,"F","S",56.347,61.851,71.811,42.285,47.396,37,"Class2",77.545,82
70.269,"Z","Y",31.895,58.12,58.649,74.907,87.4,42,"Class2",37.623,89
36.641,"M","F",70.461,46.408,91.062,47.303,38.223,31,"Class3",65.24,23
86.32,"F","O",31.286,60.678,42.668,122.423,54.46,33,"Class2",57.236,92
41.298,"Z","N",63.014,60.254,56.156,68.256,54.179,38,"Class2",47.756,81
NA,"L","Z",35.407,24.832,39.027,36.151,25.115,38,"Class1",52.827,87
48.945,"L","R",67.843,58.72,-3.848,47.383,10.628,73,"Class3",71.043,31
63.411,"R","R",58.89,52.264,19.359,40.407,24.58,88,"Class3",63.757,27
35.251,"V","S",28.783,-0.353,19.717,44.981,74.735,43,"Class1",32.295,80
90.221,"L","J",64.891,58.445,35.017,44.933,35.111,53,"Class3",73.262,63
76.235,"L","J",52.415,52.682,1.877,40.957,23.342,52,"Class3",67.85,19
62.047,"L","P",34.563,32.831,24.441,56.545,65.36,49,"Class1",51.496,88
46.33,"A","P",61.32,53.922,60.817,44.695,14.522,68,"Class3",64.377,47
49.179,"V","P",34.484,35.133,43.39,40.392,32.836,31,"Class1",45.253,70
89.299,"B","F",77.267,58.111,17.869,42.26,35.881,14,"Class3",64.511,36
46.544,"L","C",33.214,30.699,27.101,90.392,26.007,53,"Class1",45.495,75
12.588,"T","N",29.563,56.216,46.741,42.242,56.265,40,"Class2",48.299,90
62.127,"L","K",36.019,34.912,30.936,86.692,61.188,31,"Class1",45.475,66
21.218,"Q","K",32.581,21.751,22.968,101.273,35.194,53,"Class1",54.584,76
42.881,"Q","S",29.175,26.98,29.907,38.039,77.927,38,"Class1",42.352,78
26.532,"F","N",57.169,57.429,53.296,100.215,27.927,34,"Class2",55.315,93
43.626,"F","C",35.594,27.242,28.554,60.457,27.703,46,"Class1",55.52,69
84.301,"B","F",77.475,61.576,80.782,43.969,11.362,68,"Class3",68.509,30
24.207,"Q","P",31.896,6.39,13.126,83.34,39.641,52,"Class1",34.625,66
92.575,"F","O",57.865,63.415,51.367,89.268,81.736,35,"Class2",43.813,93
78.034,"I","N",34.836,62.433,51.572,73.199,10.375,40,"Class2",63.883,83
34.941,"Z","Q",54.033,64.759,50.435,71.517,29.595,39,"Class2",47.15,84
82.165,"T","N",51.349,58.537,52.248,72.083,48.255,43,"Class2",34.418,87
86.873,"M","U",85.545,52.005,86.807,45.666,32.577,57,"Class3",67.606,48
55.176,"L","K",29.573,8.553,24.552,95.147,75.134,38,"Class1",42.875,71
47.452,"B","S",36.637,35.8,22.733,35.864,69.485,32,"Class1",43.037,87
18.849,"F","S",47.726,60.912,50.994,80.728,18.427,36,"Class2",37.737,89
NA,"I","N",64.196,61.867,59.644,13.994,55.621,33,"Class2",31.963,93
55.058,"A","R",56.672,48.268,23.74,47.542,20.388,9,"Class3",62.085,NA
56.526,"F","Z",27.577,18.195,39.092,-4.784,44.125,51,"Class1",36.158,76
31.865,"V","K",26.806,30.126,48.659,49.89,74.201,47,"Class1",40.197,70
40.998,"F","C",36.379,35.171,12.689,53.813,67.13,51,"Class1",36.656,84
89.005,"B","J",80.572,49.023,57.327,43.984,26.749,78,"Class3",54.329,46
23.996,"I","S",22.529,58.849,40.993,19.324,20.608,42,"Class2",61.735,78
43.659,"L","Y",57.063,60.926,58.627,47.712,50.562,41,"Class2",43.564,93
48.941,"A","F",51.149,46.84,44.929,48.613,17.985,39,"Class3",53.164,57
52.832,"L","J",48.761,45.315,51.327,45.273,9.303,42,"Class3",69.141,45
61.187,"Q","S",32.437,31.048,29.238,51.86,69.451,34,"Class1",46.436,86
37.149,"F","O",21.116,57.78,47.595,72.645,31.909,44,"Class2",53.799,90
37.863,"B","Z",36.747,11.355,44.687,84.896,45.606,42,"Class1",33.605,73
NA,"R","J",77.807,46.832,2.697,45.239,37.773,47,"Class3",57.162,43
43.864,"V","K",30.59,37.409,35.896,27.843,44.766,53,"Class1",41.601,66
72.866,"T","Y",49.817,59.887,48.314,61.737,31.619,39,"Class2",19.663,80
31.423,"T","O",51.545,57.781,56.014,98.531,40.954,34,"Class2",51.217,83
68.656,"F","N",67.778,58.109,48.453,61.724,16.93,44,"Class2",67.293,81
43.98,"T","N",36.15,58.696,54.12,81.317,17.478,41,"Class2",15.483,91
40.517,"L","C",31.666,4.354,35.328,82.867,80.687,34,"Class1",48.175,84
42.563,"F","S",36.848,40.885,28.937,-1.381,65.743,46,"Class1",46.959,NA
77.962,"R","P",79.773,47.94,51.649,47.18,31.713,41,"Class3",49.631,28
31.275,"L","C",31.576,23.811,24.902,0.661,70.354,56,"Class1",45.893,65
NA,"I","Q",49.57,62.764,69.034,22.948,31.874,41,"Class2",52.95,88
66.507,"T","S",28.357,61.932,42.739,66.222,80.102,43,"Class2",57.488,83
72.656,"R","P",52.841,53.588,13.509,47.802,8.483,77,"Class3",77.806,60
21.357,"F","Y",24.513,63.18,63.375,50.146,20.515,41,"Class2",80.838,87
48.337,"M","F",78.139,48.033,68.449,44.142,18.483,76,"Class3",88.979,21
62.045,"Q","S",26.47,20.269,30.025,59.838,28.182,56,"Class1",48.577,65
94.343,"M","U",53.86,49.89,52.224,45.915,8.817,83,"Class3",65.931,36
92.425,"B","R",62.646,44.642,62.022,45.92,8.623,74,"Class3",68.887,14
84.095,"A","F",66.971,57.007,11.144,47.046,39.844,10,"Class3",75.561,54
55.929,"B","R",51.213,52.002,61.891,43.53,30.266,14,"Class3",62.622,41
36.36,"F","O",34.19,60.682,56.409,133.639,12.72,39,"Class2",49.114,82
48.092,"M","U",83.529,42.335,65.661,42.98,19.176,30,"Class3",64.678,26
21.908,"Z","N",73.544,59.046,71.425,66.809,11.06,43,"Class2",40.837,89
41.565,"M","U",48.883,53.964,112.936,43.989,25.575,76,"Class3",65.657,27
NA,"L","P",32.329,36.21,39.655,70.856,61.294,29,"Class1",52.625,87
37.271,"F","N",69.332,56.751,49.669,25.323,76.934,40,"Class2",54.488,80
83.691,"R","J",59.788,53.667,47.533,45.361,15.556,78,"Class3",57.577,32
NA,"V","P",35.975,13.22,22.863,75.375,38.562,51,"Class1",26,77
43.079,"L","S",30.928,25.631,31.306,56.985,27.253,30,"Class1",52.69,90
91.911,"R","J",84.919,54.701,41.543,44.556,27.713,53,"Class3",77.45,51
63.863,"F","Z",34.061,30.44,26.213,93.889,63.41,38,"Class1",51.788,69
28.282,"B","Z",31.71,23.479,34.028,43.323,41.626,46,"Class1",25.963,86
54.946,"L","P",28.935,21.439,25.791,77.667,54.841,56,"Class1",43.002,74
55.505,"F","S",32.529,37.68,23.199,65.364,56.428,34,"Class1",59.094,75
41.425,"T","Y",70.266,66.463,48.65,77.695,77.855,43,"Class2",35.047,83
24.54,"F","S",30.922,18.219,19.342,36.656,70.792,53,"Class1",42.651,69
34.195,"L","U",53.879,54.084,5.318,45.925,35.584,51,"Class3",58.833,43
79.843,"B","P",76.621,51.952,30.692,42.443,18.382,72,"Class3",70.527,18
48.208,"B","P",67.675,50.1,-20.022,43.836,35.276,72,"Class3",60.966,62
54.756,"L","J",77.325,58.902,69.055,47.278,36.567,40,"Class3",66.24,28
33.239,"T","Q",44.845,58.607,39.353,82.135,89.017,35,"Class2",55.043,87
NA,"T","Y",25.31,61.59,41.111,24.446,73.937,33,"Class2",35.446,87
88.155,"L","Q",40.824,64.264,64.625,65.823,41.071,38,"Class2",48.301,86
59.85,"F","P",36.461,16.771,32.787,13.613,55.349,52,"Class1",47.784,71
53.91,"R","P",68.204,52.586,85.231,41.527,31.472,40,"Class3",74.704,10
66.164,"L","S",58.196,59.034,65.451,58.87,6.118,44,"Class2",29.169,85
44.72,"L","J",75.547,45.12,51.083,42.826,19.304,76,"Class3",69.646,53
61.725,"I","O",38.746,60.687,60.378,59.964,55.231,40,"Class2",58.931,89
77.872,"L","N",75.898,57.441,60.716,83.055,73.355,38,"Class2",45.223,91
19.889,"B","C",36.159,12.809,31.722,19.056,60.468,33,"Class1",55.55,93
43.716,"V","K",29.249,27.355,28.792,77.872,72.094,54,"Class1",36.306,85
45.361,"L","N",64.929,60.048,52.894,64.676,22.77,43,"Class2",63.881,93
64.973,"I","N",35.438,59.065,51.775,26.716,83.477,40,"Class2",28.934,94
81.488,"A","J",85.046,52.021,39.932,43.286,21.403,42,"Class3",76.709,31
57,"L","Y",69.734,63.689,52.543,46.458,23.914,38,"Class2",65.439,88
94.035,"R","U",76.134,60.512,52.801,43.926,15.872,27,"Class3",55.825,44
92.014,"I","S",43.854,63.314,40.931,48.707,39.568,43,"Class2",62.905,NA
NA,"T","O",42.18,64.208,52.793,59.661,17.047,42,"Class2",48.622,80
50.519,"F","P",27.847,24.844,19.596,66.126,55.45,41,"Class1",43.253,NA
49.916,"L","R",53.516,58.604,42.331,43.815,24.783,47,"Class3",64.239,56
54.639,"B","Z",31.988,6.472,24.731,38.084,65.805,36,"Class1",45.336,89
49.972,"V","K",33.91,15.233,36.185,50.504,50.342,50,"Class1",46.766,71
60.984,"F","P",36.647,25.437,29.872,17.105,39.701,33,"Class1",45.45,86
75.049,"A","J",54.698,61.071,63.109,41.426,32.209,42,"Class3",61.869,33
43.888,"F","Z",30.35,26.309,15.301,69.502,41.152,41,"Class1",50.392,89
34.043,"M","J",82.088,53.222,-1.755,40.912,7.268,57,"Class3",53.413,29
38.59,"Z","O",47.306,60.539,57.933,69.239,80.771,40,"Class2",52.029,94
43.495,"Q","P",31.127,31.672,19.346,71.118,68.528,42,"Class1",47.096,86
67.782,"Z","Q",39.506,60.14,41.454,55.147,36.877,40,"Class2",61.784,85
63.549,"F","N",32.039,64.38,49.913,47.354,21.319,36,"Class2",36.518,79
32.244,"M","P",78.71,59.813,85.788,42.772,38.15,19,"Class3",41.09,18
72.847,"A","U",54.655,54.605,64.473,46.195,36.686,15,"Class3",56.974,33
85.105,"B","U",72.135,53.991,34.67,43.874,20.679,61,"Class3",70.26,19
34.537,"I","O",71.113,56.295,26.932,79.101,5.335,40,"Class2",48.496,NA
62.923,"F","K",36.975,25.62,33.577,62.773,55.153,30,"Class1",41.698,76
NA,"T","Q",24.299,61.153,61.522,37.426,64.379,39,"Class2",67.538,88
75.753,"B","P",55.049,56.62,63.3,49.135,36.486,84,"Class3",61.933,11
53.352,"F","N",61.75,60.837,52.15,21.58,78.006,43,"Class2",74.172,84
76.861,"A","J",60.888,50.453,60.054,44.598,25.972,17,"Class3",61.242,23
78.419,"B","J",61.741,61.453,-6.875,44.282,26.843,30,"Class3",63.336,22
39.167,"L","P",69.714,38.692,49.385,48.847,41.741,29,"Class3",52.875,NA
94.257,"M","R",60.19,55.467,40.272,45.683,5.637,46,"Class3",59.967,8
21.35,"I","O",26.766,56.132,54.062,93.148,6.44,42,"Class2",34.544,91
87.518,"T","S",39.598,60.366,40.602,72.431,30.022,38,"Class2",72.231,91
48.035,"L","J",62.713,52.09,92.76,48.517,33.486,27,"Class3",58.853,49
21.946,"L","C",27.753,22.491,33.898,20.246,85.5,40,"Class1",34.84,94
61.099,"F","C",27.75,42.307,29.632,85.944,27.773,48,"Class1",32.722,85
51.265,"B","F",53.376,50.003,78.178,47.075,24.399,47,"Class3",50.834,33
29.578,"Q","K",30.661,5.058,31.242,66.39,79.774,56,"Class1",36.611,67
50.788,"Z","O",45.595,61.372,39.497,61.312,6.581,33,"Class2",54.011,84
49.936,"A","R",57.96,56.491,64.749,47.684,40.364,41,"Class3",63.865,27
22.245,"L","P",29.405,14.699,21.717,53.928,58.983,56,"Class1",47.188,85
58.907,"F","Z",29.385,34.826,38.65,68.718,57.684,46,"Class1",48.842,93
66.756,"L","P",51.675,61.504,43.258,45.981,24.647,23,"Class3",77.333,48
80.974,"F","N",47.256,59.973,65.88,92.889,83.281,44,"Class2",44.959,93
43.242,"B","J",49.631,55.153,55.669,45.046,16.422,55,"Class3",61.312,35
37.03,"T","N",28.904,61.989,43.863,105.236,76.6,38,"Class2",50.309,89
31.328,"R","J",48.404,55.689,61.421,49.484,33.943,20,"Class3",55.22,42
71.356,"T","O",55.068,56.235,49.744,33.983,84.724,33,"Class2",53.042,78
66.805,"M","J",80.462,50.69,46.164,43.071,18.17,84,"Class3",49.472,19
32.09,"L","C",36.388,20.066,42.914,76.705,39.075,49,"Class1",34.761,83
NA,"L","N",41.079,61.507,58.708,80.809,43.126,37,"Class2",63.472,81
37.713,"L","J",51.397,48.611,55.178,45.739,16.674,82,"Class3",72.867,29
42.568,"I","S",42.114,57.296,45.857,27.856,30.086,38,"Class2",25.681,79
20.963,"L","K",30.114,31.583,21.1,-17.469,52.284,35,"Class1",37.058,66
63.607,"F","P",33.06,25.86,35.6,35.453,58.012,53,"Class1",46.142,70
74.27,"I","Q",34.614,62.481,55.49,61.467,44.614,33,"Class2",37.738,89
47.793,"Z","Y",41.898,61.83,55.798,48.311,53.719,41,"Class2",56.626,92
63.748,"A","J",85.649,50.747,25.408,40.722,9.154,76,"Class3",66.831,41
26.218,"Q","K",36.382,10.557,45.298,50.059,79.352,32,"Class1",48.466,93
30.338,"V","K",26.705,22.152,20.372,52.984,68.916,31,"Class1",33.375,75
55.369,"Z","Y",74.519,60.038,33.726,48.03,57.563,41,"Class2",56.317,79
32.185,"L","P",29.44,28.383,32.016,60.902,82.837,47,"Class1",39.125,90
60.507,"B","Z",27.306,17.6,24.712,67.065,35.82,44,"Class1",24.596,95
44.929,"F","Y",22.315,65.179,51.634,70.373,89.664,36,"Class2",58.889,89
33.106,"A","F",51.803,58.505,38.799,43.506,17.245,43,"Class3",69.482,18
16.911,"Z","S",73.528,61.964,45.023,14.936,42.444,41,"Class2",38.648,88
61.542,"V","P",29.752,26.018,36.418,74.213,60.762,37,"Class1",37.674,83
88.536,"R","J",51.216,63.812,81.998,46.295,11.044,40,"Class3",57.636,21
47.047,"L","Y",45.954,60.458,45.962,94.426,91.717,43,"Class2",52.334,82
72.521,"T","O",44.154,58.36,42.358,82.986,73.334,37,"Class2",55.457,87
27.118,"B","C",30.119,31.16,36.402,30.811,47.093,29,"Class1",42.87,75
53.076,"V","P",30.752,19.608,39.294,66.708,43.853,30,"Class1",47.255,94
28.647,"T","S",32.869,61.546,52.321,31.202,84.174,38,"Class2",47.275,84
88.434,"I","S",71.562,58.328,52.006,65.56,54.758,35,"Class2",78.727,86
33.52,"T","Y",57.013,61.95,58.347,88.005,19.934,41,"Class2",42.876,81
29.066,"L","Z",29.353,27.554,14.511,-14.734,55.113,32,"Class1",46.116,80
37.512,"F","C",34.888,15.948,23.488,61.664,75.64,32,"Class1",44.409,86
78.232,"I","O",47.823,56.143,53.928,52.006,70.669,38,"Class2",66.896,NA
52.957,"L","N",60.192,61.984,47.515,82.503,67.557,37,"Class2",59.39,81
33.722,"L","S",32.892,27.456,19.051,52.625,46.413,33,"Class1",27.456,78
33.041,"B","U",55.409,51.563,41.482,40.338,35.477,67,"Class3",59.09,63
70.362,"A","R",68.313,57.379,64.953,43.419,7.902,70,"Class3",55.497,30
19.601,"Q","C",33.085,35.547,61.808,17.013,58.117,30,"Class1",44.592,89
NA,"L","S",31.975,61.542,59.421,15.269,53.633,35,"Class2",62.45,89
42.981,"V","S",29.545,35.067,26.902,45.126,86.9,53,"Class1",41.259,95
NA,"A","U",82.329,49.715,59.46,47.787,33.058,90,"Class3",55.823,12
68.765,"B","R",71.662,48.407,42.064,41.07,15.029,14,"Class3",46.429,34
60.613,"L","Z",27.289,20.439,25.578,34.343,28.045,53,"Class1",57.522,76
52.783,"V","S",29.482,30.235,18.974,92.64,31.247,41,"Class1",45.438,71
61.707,"B","U",82.117,45.79,45.494,45.591,40.062,69,"Class3",58.716,31
77.862,"B","U",56.805,65.137,40.394,45.728,39.606,43,"Class3",75.325,13
57.698,"F","C",28.529,30.991,28.622,56.155,70.873,34,"Class1",29.906,81
12.241,"Z","O",70.769,61.692,55.77,98.244,88.183,37,"Class2",40.394,83
82.214,"L","R",47.645,53.56,32.256,45.369,5.174,33,"Class3",59.343,11
64.348,"I","Y",42.138,61.096,45.473,85.727,15.928,42,"Class2",39.314,89
78.066,"L","U",62.43,50.451,86.432,42.468,34.868,10,"Class3",43.78,57
87.513,"L","Y",21.888,56.012,47.941,88.465,13.97,41,"Class2",33.675,86
52.572,"F","S",34.067,33.27,21.651,22.987,77.319,29,"Class1",43.399,87
75.299,"Z","O",49.219,56.394,50.68,29.295,84.44,42,"Class2",60.4,80
NA,"B","K",27.588,13.428,33.306,13.838,84.857,50,"Class1",55.908,82
NA,"A","J",76.529,50.182,75.082,44.866,41.072,43,"Class3",66.265,18
41.452,"V","S",34.655,42.798,30.798,42.86,78.622,35,"Class1",36.126,73
37.795,"L","Z",32.069,46.272,37.617,77.115,68.279,32,"Class1",45.786,NA
