"MTH1","Output15","LTM2","RWU3","CRM4","BRK5","APS6","WRZ7","PTG8","XFR9","TLJ10"
78,"Class1",57.726,-2.856,"U",39.061,30.731,79.685,"I",34.636,26.81
69,"Class2",46.852,75.463,"I",73.588,71.281,71.462,"V",47.584,36.817
64,"Class3",35.622,18.376,"W",26.26,44.827,50.637,"W",61.086,59.459
58,"Class2",45.693,69.92,"C",69.262,79.302,66.918,"I",35.335,34.684
56,"Class2",45.215,92.594,"I",68.586,88.839,72.27,"P",35.396,33.146
27,"Class2",45.318,92.252,"I",74.101,89.778,68.931,"I",46.495,27.612
32,"Class2",46.627,73.709,"K",65.623,74.753,96.343,"W",55.907,34.964
52,"Class3",34.099,25.207,"C",26.871,70.204,78.198,"X",16.096,91.07
59,"Class2",46.678,89.881,"O",68.312,75.309,70.02,"V",26.496,34.543
66,"Class3",34.435,22.204,"C",26.519,27.715,67.802,"W",43.919,54.329
71,"Class1",91.842,49.339,"V",46.446,20.633,77.581,"I",37.794,32.204
59,"Class3",34.906,21.737,"I",26.472,48.67,66.736,"N",9.226,28.494
43,"Class2",42.863,97.891,"I",72.282,79.385,61.388,"V",NA,33.433
41,"Class2",46.526,84.651,"I",76.054,93.204,51.628,"V",33.703,33.341
69,"Class1",72.645,56.963,"N",40.62,61.583,64.842,"L",34.317,37.799
62,"Class3",35.94,12.358,"W",26.916,48.486,54.093,"X",30.789,55.619
57,"Class3",30.131,21.332,"P",26.317,73.777,77.5,"R",77.759,37.756
58,"Class3",31.959,23.475,"P",26.105,83.4,47.575,"X",72.281,24.261
53,"Class3",NA,23.006,"J",26.583,80.769,78.444,"W",52.361,65.043
70,"Class1",53.646,65.622,"V",34.252,23.129,80.095,"W",34.65,28.483
51,"Class3",33.067,23.714,"I",26.89,52.824,65.714,"R",29.157,58.222
66,"Class2",45.509,82.008,"E",67.769,78.364,97.665,"X",57.37,33.811
79,"Class1",72.707,45.866,"V",36.327,63.857,74.407,"S",37.779,40.846
74,"Class1",71.239,36.941,"V",31.046,45.923,77.454,"S",34.771,30.34
74,"Class1",44.201,56.545,"V",40.019,41.581,80.955,"L",NA,34.164
69,"Class3",37.667,22.829,"P",26.89,55.262,46.073,"Y",52.36,17.733
83,"Class1",93.534,39.344,"O",47.165,66.491,69.839,"I",34.652,34.69
52,"Class2",46.462,82.022,"I",72.848,86.83,59.782,"P",25.185,37.74
48,"Class3",39.62,24.042,"P",26.502,68.795,53.343,"R",11.934,68.547
53,"Class3",31.833,30.416,"J",26.152,68.268,75.883,"W",39.676,43.26
54,"Class2",45.825,90.334,"K",77.66,82.331,89.314,"I",33.11,32.473
67,"Class2",44.922,75.093,"I",70.484,78.053,94.039,"I",46.561,34.241
45,"Class2",48.073,88.795,"O",69.512,89.007,93.593,"W",38.113,32.348
16,"Class2",50.145,89.396,"O",74.615,85.49,61.714,"W",55.106,33.952
80,"Class1",59.303,52.704,"V",49.455,43.46,85.966,"V",36.753,37.623
76,"Class1",61.62,-0.229,"U",38.606,25.428,72.022,"L",NA,31.401
50,"Class3",34.219,27.508,"W",26.08,35.196,63.797,"Y",71.947,37.126
69,"Class3",38.477,17.49,"J",26.053,30.585,62.609,"X",48.639,52.5
73,"Class1",NA,41.325,"V",45.975,49.277,71.565,"L",36.88,35.163
62,"Class2",46.265,81.002,"O",66.675,72.218,62.293,"P",28.539,35.744
64,"Class3",36.339,30.984,"I",26.255,19.593,68.607,"R",63.775,72.764
47,"Class2",46.478,86.483,"O",69.523,87.833,66.178,"V",NA,37.829
42,"Class2",46.084,84.163,"O",68.761,88.19,87.633,"I",52.14,27.364
43,"Class2",47.073,91.479,"C",74.305,77.609,86.845,"X",50.822,34.444
64,"Class3",32.87,26.737,"J",26.814,53.408,45.566,"N",46.897,71.192
77,"Class1",80.8,39.826,"N",41.837,58.938,71.406,"L",37.44,33.182
38,"Class2",45.686,77.956,"C",68.306,76.933,69.478,"P",NA,35.932
39,"Class2",46.297,94.576,"I",73.11,93.851,79.031,"W",38.979,40.753
67,"Class1",92.689,92.672,"O",39.897,25.428,85.875,"W",34.45,20.546
82,"Class1",NA,55.426,"Y",40.989,41.281,89.017,"V",35.116,30.193
67,"Class3",35.076,27.02,"P",27.276,58.973,63.034,"N",18.525,59.839
83,"Class1",46.082,17.621,"O",48.907,66.277,87.579,"W",32.018,30.241
62,"Class3",36.423,20.149,"W",26.156,65.755,77.356,"Y",60.394,37.04
35,"Class2",43.72,80.708,"K",76.133,74.164,50.006,"V",42.145,34.791
66,"Class3",36.039,23.765,"P",27.093,30.505,53.501,"X",4.528,95.279
83,"Class1",41.808,43.687,"N",41.463,67.393,73.727,"I",37.168,37.714
71,"Class1",72.936,22.52,"N",40.499,50.404,63.872,"V",38.478,30.102
55,"Class3",35.009,11.199,"P",26.407,86.749,59.419,"W",62.206,31.335
53,"Class2",46.164,84.875,"K",73.371,73.687,83.557,"I",49.416,31.537
72,"Class3",32.086,21.219,"W",26.872,71.371,77.227,"Y",24.57,38.944
68,"Class1",89.15,27.784,"V",41.131,20.61,89.153,"V",32.305,14.638
15,"Class2",49.075,83.031,"E",75.019,97.608,71.557,"X",37.616,34.006
82,"Class1",77.841,71.944,"N",42.927,21.92,79.009,"V",35.935,17.847
60,"Class2",45.34,74.56,"E",81.316,88.957,51.685,"P",56.389,27.975
38,"Class2",45.77,85.797,"O",79.069,86.083,55.655,"I",54.269,23.529
71,"Class3",30.928,21.454,"I",26.326,81.924,76.628,"R",58.403,21.212
54,"Class3",30.315,29.23,"J",26.328,15.836,60.223,"X",3.52,66.435
80,"Class1",58.485,58.397,"V",36.997,19.923,77.163,"W",38.056,22.887
56,"Class3",32.28,16.039,"J",26.219,81.049,61.312,"X",5.141,68.293
28,"Class2",NA,98.312,"K",72.102,76.08,65.573,"W",NA,35.72
85,"Class1",61.507,86.471,"U",39.146,29.771,66.756,"L",37.073,48.373
73,"Class1",74.665,60.985,"N",44.905,41.363,63.33,"V",31.671,39.329
54,"Class3",33.979,21.34,"P",26.652,75.781,74.965,"R",32.434,81.443
81,"Class1",40.114,61.426,"U",44.58,51.778,76.382,"S",32.68,25.266
51,"Class3",NA,21.728,"W",26.55,38.15,62.571,"W",59.531,71.771
59,"Class3",35.907,22.724,"W",27.454,44.125,70.781,"Y",70.057,39.701
73,"Class1",59.221,-4.254,"O",43.544,44.742,69.478,"W",31.106,31.826
84,"Class1",80.041,84.312,"U",39.92,56.79,70.763,"I",37.724,33.777
66,"Class2",45.496,86.012,"O",67.661,94.061,52.121,"X",52.034,25.243
75,"Class1",72.193,42.256,"V",53.116,53.181,88.346,"S",34.503,36.821
56,"Class3",35.045,24.875,"J",26.454,34.671,69.158,"Y",33.158,21.115
76,"Class1",64.304,72.144,"N",37.764,65.892,88.113,"L",37.924,28.869
72,"Class1",81.929,64.889,"O",38.462,19.888,72.669,"I",35.781,37.942
60,"Class2",43.959,85.239,"C",68.853,81.933,88.638,"X",53.089,26.509
34,"Class2",48.647,91.309,"O",69.487,85.217,57.129,"X",25.843,34.458
67,"Class2",49.109,83.453,"I",71.477,78.811,73.503,"P",37.788,34.802
73,"Class1",54.191,63.933,"V",39.665,57.655,84.314,"W",35.829,40.754
55,"Class3",36.827,26.501,"I",26.231,16.432,57.522,"Y",64.605,60.148
62,"Class3",32.5,14.186,"C",26.828,56.196,61.844,"W",66.648,44.489
84,"Class1",87.343,62.985,"U",40.255,21.425,74.479,"V",36.549,31.68
30,"Class2",47.561,67.411,"O",75.395,90.973,71.728,"W",44.939,30.283
42,"Class2",47.16,89.335,"K",80.732,72.773,92.027,"V",56.095,35.625
68,"Class3",33.864,15.687,"J",26.541,92.974,72.289,"R",74.64,65.143
76,"Class1",69.341,87.585,"N",34.288,17.615,76.677,"W",34.685,34.313
81,"Class1",54.47,45.436,"N",40.114,47.988,68.513,"W",33.871,39.875
32,"Class2",46.401,85.875,"E",77.265,73.635,63.18,"P",32.467,35.67
61,"Class3",32.346,23.245,"P",26.413,84.281,70.847,"R",24.411,15.58
32,"Class2",48.678,95.176,"E",71.458,80.198,63.356,"I",57.587,36.099
64,"Class2",47.302,74.675,"O",75.326,84.378,58.649,"W",50.624,33.307
69,"Class2",NA,75.394,"O",76.418,94.13,53.62,"I",29.229,34.414
78,"Class1",53.874,45.619,"O",31.916,22.745,87.861,"V",38.752,30.921
48,"Class3",34.738,19.929,"J",26.256,92.561,69.767,"N",6.624,118.97
82,"Class1",54.835,43.911,"N",35.283,46.946,87.875,"L",36.943,21.278
53,"Class3",31.178,21.52,"C",27.173,62.098,58.646,"Y",70.289,49.402
21,"Class2",49.541,75.884,"I",72.69,90.448,67.748,"I",51.645,39.338
35,"Class2",45.346,84.238,"K",68.967,94.13,74.705,"P",51.897,34.392
56,"Class3",35.425,14.31,"J",26.792,54.692,76.668,"X",38.362,43.243
83,"Class1",61.62,76.807,"V",55.856,18.643,63.989,"L",33.541,22.22
72,"Class3",32.835,18.847,"P",27.042,34.303,56.09,"N",69.402,70.692
69,"Class1",53.875,58.114,"V",36.174,43.401,74.826,"I",31.869,47.744
80,"Class1",64.764,59.92,"U",36.674,36.561,74.995,"V",35.532,37.832
65,"Class3",34.802,25.029,"J",26.536,58.712,60.873,"X",38.294,39.783
62,"Class2",46.069,88.63,"O",72.614,92.387,82.169,"V",47.642,32.586
63,"Class2",46.428,78.636,"I",72.462,85.065,72.718,"X",34.477,32.209
38,"Class2",46.172,98.382,"I",77.077,76.12,55.155,"P",54.322,31.005
67,"Class1",65.216,52.894,"V",39.488,49.773,80.143,"L",32.198,32.998
56,"Class3",35.059,18.904,"P",25.905,82.802,49.758,"R",34.813,68.461
78,"Class1",43.995,63.746,"U",43.687,28.882,69.611,"I",32.182,25.61
56,"Class2",44.18,99.682,"I",79.667,88.301,62.639,"X",56.111,31.467
22,"Class2",43.776,82.88,"O",70.283,72.609,65.265,"X",50.314,29.5
71,"Class1",52.331,23.134,"Y",40.867,58.513,78.5,"W",37.941,27.193
28,"Class2",NA,93.509,"O",70.303,76.192,62.543,"W",31.655,37.007
67,"Class3",35.61,19.538,"I",25.978,37.932,62.393,"N",73.744,61.867
68,"Class3",35.665,17.459,"W",26.282,83.295,45.181,"W",68.146,64.256
43,"Class2",44.948,96.594,"K",70.077,82.406,84.743,"X",46.272,34.423
71,"Class1",56.573,40.498,"V",43.627,26.705,86.158,"W",38.405,40.701
68,"Class1",62.475,46.827,"V",43.088,63.125,65.878,"V",35.481,44.453
73,"Class1",47.896,72.406,"O",45.34,44.771,88.496,"L",34.503,39.811
73,"Class3",36.634,23.182,"P",26.155,26.738,46.068,"N",21.311,53.849
48,"Class2",48.085,73.408,"O",70.804,95.523,72.602,"I",NA,28.92
70,"Class3",34.55,18.749,"J",26.242,81.6,68.274,"N",11.142,45.72
81,"Class1",48.901,89.384,"O",43.16,30.674,71.685,"W",34.316,29.402
68,"Class1",92.47,64.684,"N",36.266,66.378,86.791,"W",35.047,34.721
55,"Class3",30.507,17.541,"J",26.186,58.692,54.696,"R",42.782,45.716
80,"Class1",57.464,65.264,"O",40.593,64.739,72.139,"L",37.05,36.635
29,"Class2",46.853,83.18,"O",70.815,79.835,64.62,"P",43.18,31.853
69,"Class3",32.056,23.468,"W",26.249,94.435,75.798,"R",14.182,40.95
73,"Class3",31.98,14.76,"J",27.141,52.959,71.903,"W",28.662,77.337
21,"Class2",45.225,92.495,"O",68.862,88.453,70.872,"V",28.245,32.052
63,"Class2",46.556,82.476,"C",72.789,74.127,88.735,"I",35.671,36.294
71,"Class2",46.658,83.034,"E",75.963,90.678,70.092,"I",41.899,25.92
60,"Class3",35.386,20.292,"C",26.364,96.474,52.259,"Y",17.565,67.46
79,"Class1",108.853,48.451,"Y",45.798,35.78,80.881,"S",34.568,37.14
66,"Class3",34.429,23.834,"P",26.747,45.199,65.952,"R",72.739,60.773
72,"Class1",73.186,26.166,"O",46.205,49.431,65.891,"W",35.182,17.985
69,"Class1",67.014,23.847,"U",34.562,55.711,88.629,"V",36.471,26.349
65,"Class3",34.175,8.669,"C",26.787,68.106,54.604,"Y",53.79,18.288
69,"Class1",58.176,32.063,"O",36.017,57.426,86.805,"I",34.024,22.574
67,"Class1",60.477,82.256,"N",45.442,19.37,74.143,"W",32.074,28.379
51,"Class2",47.553,80.085,"K",74.4,89.418,92.63,"X",28.546,33.573
68,"Class2",44.248,81.485,"O",80.111,84.873,84.559,"W",57.579,24.171
63,"Class3",37.386,26.64,"W",26.648,64.687,54.963,"X",19.992,71.4
69,"Class2",45.192,88.387,"E",75.803,74.862,71.79,"X",NA,28.861
84,"Class1",79.477,61.079,"V",35.24,63.133,80.853,"I",33.425,37.207
84,"Class1",39.911,50.587,"N",38.056,55.349,81.095,"W",31.761,23.868
48,"Class3",34.95,20.791,"W",25.796,64.803,59.324,"X",7.793,64.646
84,"Class1",62.788,56.543,"N",45.621,69.447,85.918,"I",37.412,30.353
36,"Class2",46.461,96.215,"O",72.768,74.327,62.033,"P",51.747,31.346
78,"Class1",74.54,22.054,"Y",46.562,50.816,77.772,"W",37.53,25.206
58,"Class2",46.432,80.79,"K",70.314,84.517,64.033,"P",32.123,34.043
76,"Class1",59.055,100.376,"V",31.576,45.438,65.739,"I",36.136,30.048
48,"Class2",46.779,99.598,"K",71.331,85.217,74.898,"W",36.084,36.75
63,"Class2",43.469,77.087,"I",73.624,73.836,83.656,"I",39.126,30.583
66,"Class3",28.913,18.393,"P",25.877,30.604,50.756,"X",12.699,53.737
58,"Class2",45.237,89.316,"C",79.793,82.232,55.49,"V",53.278,28.662
84,"Class1",49.98,38.813,"N",39.516,53.14,66.488,"W",31.429,27.971
52,"Class3",29.705,24.71,"P",26.882,29.058,55.688,"W",15.01,59.169
73,"Class1",64.759,36.058,"U",42.065,23.555,74.875,"V",34.355,23.933
80,"Class1",63.947,21.684,"N",37.045,60.941,81.526,"I",38.11,30.621
19,"Class2",43.264,79.125,"C",67.361,75.25,51.756,"X",47.565,26.019
67,"Class2",45.745,101.366,"C",70.561,77.444,72.295,"X",57.849,39.978
81,"Class1",35.508,44.667,"O",42.845,31.239,75.88,"V",38.864,28.633
79,"Class1",71.011,34.55,"O",38.226,32.361,68.956,"I",34.333,27.942
41,"Class2",47.824,91.475,"E",66.934,81.557,57.796,"V",28.455,33.205
69,"Class1",111.415,33.417,"O",33.205,35.476,86.17,"I",38.628,30.056
59,"Class2",44.144,85.117,"O",70.328,95.203,52.52,"V",34.164,30.857
80,"Class1",88.578,53.127,"O",40.801,36.43,80.17,"S",37.707,32.486
77,"Class1",76.624,35.081,"U",44.283,52.232,63.403,"V",31.091,28.07
19,"Class2",44.695,89.218,"O",69.419,88.965,62.78,"I",NA,34.811
56,"Class2",45.964,78.371,"I",81.418,83.222,93.222,"V",50.837,25.665
82,"Class1",80.843,22.39,"U",40.934,35.068,77.44,"I",37.248,19.989
64,"Class3",36.142,22.956,"W",25.761,29.861,47.161,"N",35.045,61.061
56,"Class3",35.621,26.64,"J",26.082,38.2,70.85,"R",20.04,32.721
56,"Class2",46.229,102.211,"O",73.989,71.025,57.27,"I",40.232,37.027
21,"Class2",44.855,69.712,"E",75.327,90.057,64.484,"V",43.479,34.834
60,"Class3",33.377,16.885,"I",26.733,57.461,55.517,"Y",58.475,73.307
82,"Class1",110.413,114.623,"Y",37.544,64.33,85.409,"I",35.664,31.179
32,"Class2",45.471,79.936,"K",65.652,73.793,49.23,"P",38.716,27.542
73,"Class3",31.756,14.577,"J",26.129,29.086,53.205,"N",13.089,80.697
78,"Class1",58.37,74.368,"Y",48.056,17.14,71.268,"S",37.164,44.055
32,"Class2",44.619,73.955,"K",73.842,83.144,55.444,"P",42.561,30.177
37,"Class2",NA,88.617,"C",74.698,81.88,68.612,"V",33.342,32.269
62,"Class2",48.392,77.63,"E",76.568,78.11,60.201,"W",52.194,32.374
81,"Class1",63.756,85.657,"V",36.651,60.318,75.2,"S",33.884,35.879
56,"Class2",45.72,88.5,"K",74.955,96.03,96.374,"X",46.527,32.674
79,"Class1",82.478,87.844,"O",43.999,25.059,62.003,"V",NA,29.37
82,"Class1",54.53,57.72,"N",51.21,18.061,81.074,"V",31.33,23.685
58,"Class3",35.192,21.026,"J",26.41,42.167,69.85,"N",67.838,74.024
78,"Class1",80.16,83.597,"O",45.115,69.104,71.945,"W",NA,26.36
70,"Class1",89.913,69.85,"Y",34.142,61.76,85.043,"L",33.661,19.629
55,"Class2",45.637,86.436,"C",78.725,71.715,87.778,"P",NA,31.849
43,"Class2",43.815,77.469,"O",73.503,84.871,67.323,"I",42.65,20.448
72,"Class1",43.942,37.764,"Y",49.386,19.856,67.911,"S",33.053,24.195
69,"Class3",34.161,24.623,"W",26.02,17.174,54.276,"Y",NA,33.046
71,"Class1",61.13,0.82,"V",46.039,34.033,74.505,"V",35.651,32.165
73,"Class1",82.129,8.297,"Y",44.586,32.754,84.088,"S",37.173,35.902
79,"Class1",63.741,77.562,"Y",41.843,28.178,67.916,"W",35.34,27.499
68,"Class1",58.831,-6.251,"N",43.089,38.718,82.195,"I",31.179,31.963
81,"Class1",55.235,90.203,"N",43.975,47.235,82.362,"V",NA,22.616
65,"Class2",43.943,93.106,"E",72.226,94.68,53.33,"I",53.11,29.925
70,"Class3",37.771,16.718,"C",27.093,47.195,67.455,"Y",44.856,63.371
66,"Class2",45.481,88.4,"C",74.912,92.359,92.592,"I",26.78,35.869
80,"Class1",72.727,45.451,"N",45.376,35.424,71.489,"V",35.467,22.465
77,"Class1",90.792,-6.738,"V",43.223,64.084,67.48,"L",36.047,20.642
31,"Class2",43.883,85.693,"I",78.277,95.427,80.076,"X",34.615,31.118
56,"Class2",48.005,79.766,"K",69.204,79.267,85.034,"X",50.388,33.975
68,"Class3",34.662,24.151,"I",26.635,37.818,66.352,"N",36.891,41.909
58,"Class2",44.687,94.224,"C",76.659,82.266,86.171,"P",37.36,30.433
68,"Class3",32.013,30.301,"P",26.176,79.184,78.785,"Y",10.462,45.966
19,"Class2",46.316,81.687,"E",68.493,92.906,77.93,"I",46.734,35.525
73,"Class1",64.482,90.659,"Y",48.14,30.536,65.012,"S",33.774,29.149
79,"Class1",46.88,41.172,"O",47.215,17.659,70.758,"L",34.106,30.515
48,"Class3",35.813,26.013,"C",26.502,77.131,68.504,"R",11.498,39.545
37,"Class2",47.519,89.784,"O",76.743,77.15,54.601,"X",31.788,27.245
54,"Class3",33.236,21.437,"W",26.731,95.322,61.491,"Y",43.741,46.484
60,"Class3",33.992,22.95,"P",26.14,17.199,53.535,"R",3.489,77.825
78,"Class1",50.388,33.183,"V",44.862,46.945,64.082,"V",31.797,26.117
62,"Class3",29.062,25.662,"C",26.429,69.979,57.061,"W",28.766,61.757
58,"Class3",36.6,23.5,"C",26.037,96.268,70.945,"X",43.195,39.999
81,"Class1",59.281,24.231,"U",38.996,29.626,62.998,"S",36.884,29.959
67,"Class1",67.54,17.191,"U",39.386,64.281,87.725,"W",34.541,44.871
75,"Class1",86.354,-15.075,"O",40.462,51.948,73.316,"W",31.377,27.941
60,"Class3",36.642,28.025,"J",26.537,94.059,76.939,"W",NA,65.177
56,"Class2",46.092,81.336,"I",71.56,88.672,95.535,"P",38.176,33.311
48,"Class3",29.894,23.522,"I",26.038,81.106,63.3,"Y",19.157,46.893
46,"Class2",44.392,88.184,"K",75.041,97.841,55.261,"W",44.763,30.471
80,"Class1",87.775,81.07,"N",41.841,52.083,66.966,"W",34.536,30.907
69,"Class1",80.379,91.223,"U",40.838,35.273,81.827,"V",31.931,23.699
51,"Class3",29.498,20.298,"I",26.458,86.157,56.622,"X",55.13,39.31
70,"Class1",81.088,36.189,"V",40.364,39.781,71.346,"V",38.027,26.024
65,"Class3",32.619,23.966,"I",26.47,68.327,45.823,"W",62.739,21.763
65,"Class3",33.022,18.978,"C",26.382,82.758,54.078,"Y",32.994,53.645
53,"Class2",47.393,87.617,"K",77.703,76.832,76.149,"I",25.638,27.216
66,"Class3",32.895,24.342,"P",26.675,80.927,74.554,"Y",66.796,111.078
56,"Class3",33.74,25.161,"J",26.122,28.983,65.359,"Y",38.037,33.655
51,"Class2",47.411,97.617,"K",77.684,83.12,79.419,"V",32.818,23.32
60,"Class3",33.983,15.915,"W",26.367,35.668,60.224,"W",31.262,75.911
72,"Class1",79.674,50.721,"V",46.458,45.449,88.559,"S",38.126,39.332
58,"Class2",46.159,81.388,"E",71.929,83.886,63.6,"P",30.257,31.858
83,"Class1",68.737,126.217,"Y",39.74,69.241,72.548,"S",33.492,32.297
32,"Class2",NA,90.451,"C",68.083,89.267,58.377,"X",26.47,31.762
54,"Class2",46.163,95.707,"O",75.39,92.755,68.201,"P",53.919,35.565
64,"Class3",33.612,16.743,"I",26.691,60.296,70.603,"Y",45.37,16.353
71,"Class1",78.38,103.286,"U",46.109,36.589,68.859,"I",36.051,41.468
70,"Class3",31.626,21.787,"J",26.216,83.338,53.497,"W",22.374,49.435
67,"Class1",57.823,77.911,"U",44.495,36.059,89.4,"V",37.244,33.556
71,"Class1",81.345,98.48,"V",33.514,27.437,73.208,"S",33.001,35.768
73,"Class3",33.882,16.605,"J",26.874,48.427,56.809,"R",NA,43.849
67,"Class3",36.038,17.863,"P",26.334,60.244,65.901,"W",19.896,47.592
54,"Class3",32.42,22.054,"P",25.908,45.228,48.426,"W",77.165,53.888
63,"Class3",30.595,24.047,"W",26.285,57.692,46.527,"W",52.117,44.117
67,"Class2",46.53,86.285,"E",71.096,84.712,61.152,"P",41.037,29.647
13,"Class2",46.889,100.472,"K",74.773,82.892,71.082,"P",33.665,37.631
70,"Class1",81.387,32.887,"O",41.112,28.609,67.323,"L",36.136,30.614
73,"Class1",57.127,20.339,"V",23.785,53.056,70.48,"I",32.663,30.961
33,"Class2",45.186,92.772,"O",80.778,78.046,92.358,"V",37.002,38.03
57,"Class3",36.265,16.048,"I",27.368,56.521,63.014,"X",50.674,66.149
76,"Class1",73.915,33.028,"N",43.229,26.819,63.995,"V",32.894,34.542
53,"Class3",34.653,22.422,"J",27.277,41.507,45.78,"X",52.799,59.693
28,"Class2",46.797,80.752,"C",76.625,88.873,81.302,"V",53.689,25.543
35,"Class2",48.239,70.024,"C",75.792,82.096,79.063,"X",33.026,37.801
80,"Class1",53.793,122.744,"N",48.092,44.591,80.158,"V",38.201,36.792
65,"Class2",44.084,87.168,"E",72.327,89.414,79.166,"I",30.306,34.092
39,"Class2",45.404,90.362,"I",77.624,95.164,90.244,"X",36.318,29.629
60,"Class3",33.372,25.444,"J",26.34,19.049,67.667,"R",3.936,35.883
54,"Class3",NA,21.135,"J",26.896,44.162,50.896,"Y",47.513,30.721
64,"Class2",46.846,85.494,"K",71.76,93.604,64.131,"X",53.169,24.699
80,"Class1",53.681,65.48,"V",34.28,57.023,68.63,"W",38.797,20.558
62,"Class3",33.032,17.847,"W",26.298,63.661,48.688,"R",4.274,59.003
77,"Class1",78.585,77.24,"O",37.339,30.543,79.424,"V",32.441,25.935
71,"Class3",34.804,22.13,"P",26.174,28.235,69.652,"W",15.493,40.091
65,"Class3",31.39,26.136,"W",26.688,25.058,76.816,"Y",75.547,66.63
63,"Class3",30.062,20.084,"P",26.528,73.437,62.155,"N",37.557,62.604
83,"Class1",72.945,-28.341,"U",40.404,55.878,67.131,"S",32.193,46.341
70,"Class2",44.531,82.805,"K",71.964,77.955,56.603,"V",48.172,35.829
53,"Class2",47.09,77.823,"K",75.346,91.325,80.245,"W",29.677,37.072
81,"Class1",83.117,3.114,"N",46.916,23.269,89.572,"V",38.858,30.901
68,"Class1",60.647,77.788,"Y",37.402,33.947,62.355,"I",NA,25.234
69,"Class2",47.383,87.901,"I",77.949,83.585,95.593,"I",57.34,30.699
73,"Class1",71.21,59.501,"N",36.317,68.99,64.858,"V",38.556,29.132
32,"Class2",45.963,76.422,"C",72.122,92.709,67.715,"X",31.503,40.119
67,"Class1",73.832,54.701,"N",44.187,34.266,68.617,"S",37.667,30.994
58,"Class3",31.395,22.453,"C",26.459,63.619,51.656,"N",35.857,44.416
76,"Class1",64.84,87.586,"U",41.622,30.097,72.7,"V",NA,25.647
67,"Class1",50.027,89.725,"N",42.743,55.675,75.162,"L",37.497,32.909
78,"Class1",57.187,16.926,"Y",43.939,31.744,72.76,"S",36.565,32.801
59,"Class3",33.102,25.087,"W",26.669,35.855,70.071,"X",69.568,44.176
34,"Class2",46.034,92.513,"E",71.096,84.184,60.228,"P",25.839,28.627
53,"Class3",29.87,24.475,"W",26.586,70.995,53.61,"N",60.614,70.917
55,"Class3",36.933,15.475,"I",26.566,17.594,50.496,"W",30.999,50.807
82,"Class1",61.567,35.631,"V",42.3,39.494,84.477,"I",36.616,33.796
57,"Class2",47.421,97.023,"I",78.942,77.583,63.468,"P",56.183,41.493
74,"Class1",71.117,31.89,"Y",45.488,38.738,66.451,"W",37.172,47.344
58,"Class3",32.665,18.752,"C",26.579,90.46,45.156,"W",45.619,47.835
69,"Class2",45.709,78.955,"K",72.601,81.836,90.61,"I",28.831,23.386
72,"Class3",32.396,19.466,"P",26.252,16.458,61.419,"Y",60.914,49.024
46,"Class2",44.7,84.583,"E",73.504,73.612,49.111,"V",30.02,30.757
67,"Class3",33.585,26.092,"P",26.122,19.95,56.765,"X",69.63,51.999
76,"Class1",84.617,51.627,"Y",45.775,57.714,65.852,"L",36.41,30.556
15,"Class2",46.255,84.443,"O",72.333,77.818,89.018,"X",36.365,26.011
60,"Class3",32.01,18.034,"J",25.785,52.853,77.136,"W",64.325,30.793
20,"Class2",46.345,86.374,"C",70.21,81.47,84.31,"W",29.445,34.166
71,"Class1",58.508,84.769,"V",41.802,54.172,65.798,"V",36.45,36.279
62,"Class2",46.101,91.59,"K",78.589,70.051,60.293,"P",37.537,29.79
56,"Class3",29.507,17.006,"C",26.63,26.16,55.454,"N",40.579,25.645
60,"Class2",45.855,77.604,"K",81.546,83.374,78.372,"V",35.132,35.85
50,"Class2",47.067,77.118,"O",65.303,91.1,75.252,"V",49.4,37.498
68,"Class2",44.608,95.922,"I",73.55,80.965,72.615,"I",46.431,25.869
58,"Class3",NA,20.401,"P",26.423,19.469,69.375,"R",16.249,44.046
35,"Class2",46.016,91.535,"I",76.949,95.997,62.839,"W",42.395,30.571
83,"Class1",94.718,73.615,"Y",52.044,29.936,82.451,"W",33.75,41.371
53,"Class3",33.201,20.001,"I",26.21,66.01,78.711,"Y",38.695,63.635
26,"Class2",46.676,79.284,"O",81.951,82.817,71.738,"X",28.46,33.249
51,"Class3",33.204,26.808,"I",26.933,89.026,69.36,"Y",40.392,56.12
80,"Class1",90.4,13.93,"V",40.607,35.054,70.907,"I",37.315,39.657
24,"Class2",46.902,86.59,"I",69.203,77.196,95.504,"I",44.973,31.195
