"MBI1","RQZ2","HOT3","DTB4","WTS5","FQA6","FXN7","VEQ8","VLC9","Output17","SQM10","LOZ11","OCN12"
59.413,9.575,21.259,37.846,"Z",67.961,10,99.214,"O","Class3",36.88,74,12.927
58.446,61.767,-3.776,71.992,"I",12.48,36,71.566,"S","Class1",21.09,72,71.266
84.366,53.684,40.096,67.843,"P",66.962,73,46.767,"J","Class4",43.193,55,28.423
57.333,56.057,40.465,69.585,"X",16.782,36,91.166,"G","Class1",28.999,88,73.71
58.663,4.763,7.767,41.385,"J",71.726,18,99.783,"R","Class3",35.219,69,63.277
24.983,87.64,62.682,77.612,"E",22.215,76,45.1,"Q","Class2",48.505,55,46.271
58.975,87.254,62.416,43.451,"X",35.372,75,40.208,"X","Class2",41.491,39,83.473
72.748,32.3,14.002,86.64,"J",69.685,22,97.382,"T","Class3",11.878,66,74.639
51.81,87.67,61.775,23.953,"T",39.255,75,47.099,"M","Class2",56.3,26,58.697
14.434,87.232,64.083,78.169,"T",32.239,84,36.201,"M","Class2",56.479,32,34.155
66.187,62.546,40.827,80.372,NA,63.721,59,52.104,"G","Class4",66.228,74,34.484
72.75,25.439,12.39,50.334,"F",73.06,9,97.605,"C","Class3",32.703,80,22.166
79.727,45.466,39.332,73.4,"P",60.763,65,49.143,"D","Class4",58.102,57,28.76
66.012,97.608,42.034,77.94,"G",53.958,91,41.934,"L","Class4",41.148,73,49.101
38.393,57.688,51.861,87.153,"S",11.938,44,59.341,"G","Class1",25.155,70,73.173
59.58,77.431,39.763,74.574,"W",71.699,78,46.344,"D","Class4",56.569,65,35.549
48.489,56.946,40.366,76.146,"P",56.128,62,54.865,"L","Class4",89.629,95,33.169
50.75,87.576,61.957,25.02,"E",36.471,82,47.736,"X","Class2",45.354,23,44.73
16.044,49.615,74.524,74.383,"I",40.978,22,90.246,"G","Class1",23.149,68,77.409
66.861,12.018,15.494,32.241,"D",81.07,19,98.523,"O","Class3",8.297,76,10.569
65.433,20.21,14.872,49.164,"Z",68.634,26,99.639,"O","Class3",44.49,87,56.652
71.247,NA,31.937,70.466,"D",71.482,21,97.822,"L","Class3",19.157,73,49.784
71.531,11.515,26.397,59.65,"D",72.746,15,99.044,"L","Class3",20.855,66,30.843
64.358,31.733,18.45,63.001,"D",74.479,13,99.025,"T","Class3",36.228,62,44.433
53.006,62.006,50.934,40.214,"X",25.861,42,67.275,"G","Class1",22.963,76,78.841
55.486,51.503,30.526,32.986,"K",18.238,34,95.943,"O","Class1",36.274,67,75.897
73.551,65.939,41.597,86.182,"W",64.11,73,61.82,"D","Class4",52.19,26,50.327
67.087,43.058,41.134,67.785,"E",74.325,66,56.62,"H","Class4",57.77,29,39.192
46.357,87.882,60.671,62.045,"X",30.664,83,40.957,"B","Class2",43.483,52,45.899
43.038,87.661,61.836,49.95,"U",29.33,77,45.026,"M","Class2",46.916,55,54.802
54.407,49.814,41.18,79.566,NA,62.287,54,39.843,"L","Class4",74.104,95,24.135
60.386,32.771,16.328,30.128,"D",77.364,15,98.376,"T","Class3",36.224,83,57.248
59.918,32.625,23.966,36.869,"S",70.169,23,99.769,"T","Class3",14.296,55,37.161
50.801,92.864,41.477,82.725,"G",54.28,79,60.791,"H","Class4",57.42,28,20.912
88.737,87.291,63.013,67.487,"R",32.33,83,38.746,"M","Class2",56.34,54,31.949
62.66,32.199,27.427,48.642,"J",74.558,14,99.106,"L","Class3",32.798,68,28.501
36.284,55.621,22.747,55.795,NA,24.082,43,58.301,"S","Class1",24.914,77,76.702
12.068,65.546,27.292,42.389,"J",11.07,33,72.715,"O","Class1",22.298,86,70.728
30.556,87.603,61.663,72.475,"T",23.835,77,43.111,"X","Class2",53.327,14,3.947
88.491,87.036,60.532,78.207,"E",58.908,80,43.496,"P","Class2",39.996,35,35.067
59.562,20.477,11.372,81.236,"J",84.982,14,99.045,"C","Class3",64.989,72,49.512
52.471,87.151,62.985,36.125,"X",50.083,76,37.188,"P","Class2",47.159,27,23.203
73.826,13.502,29.238,59.055,"J",64.048,25,98.873,"L","Class3",18.186,55,67.373
63.769,72.817,40.893,73.719,"G",61.998,95,42.293,"D","Class4",68.708,85,30.076
4.315,66.217,37.032,71.636,"X",22.831,21,62.906,"H","Class1",19.517,83,74.038
62.382,87.252,63.118,19.666,"U",48.623,87,47.782,"P","Class2",51.08,35,43.276
28.772,54.207,39.954,66.158,"I",28.743,36,78.237,"E","Class1",27.461,66,64.896
74.549,87.842,62.048,61.406,"U",48.357,82,48.738,"B","Class2",52.673,47,74.569
83.497,87.812,62.134,84.502,"R",46.103,85,44.373,"X","Class2",47.957,10,8.505
56.81,43.598,39.504,67.137,"O",62.937,77,46.517,"H","Class4",42.88,93,40.259
49.453,93.157,40.468,82.914,"W",64.803,71,64.685,"L","Class4",53.913,27,21.623
71.914,13.361,22.358,35.044,"S",71.626,14,99.894,"R","Class3",64.444,56,33.799
55.295,48.597,41.653,82.082,"P",62.147,76,36.572,"D","Class4",85.324,70,18.911
71.241,50.057,39.458,72.601,NA,61.057,75,36.305,"H","Class4",44.366,85,35.349
26.136,62.915,51.53,31.924,"S",9.524,42,84.297,"S","Class1",24.494,90,73.574
85.34,52.551,38.492,80.648,"P",64.947,74,53.838,"D","Class4",66.305,29,29.208
73.177,58.029,41.977,87.941,"O",62.448,68,44.878,"J","Class4",61.708,37,8.971
66.894,29.422,13.555,37.518,NA,70.806,12,97.186,"T","Class3",27.619,85,51.733
31.367,87.688,61.001,41.145,"T",49.199,77,41.869,"P","Class2",57.702,33,6.575
77.439,49.887,40.883,80.405,"O",65.092,70,54.038,"H","Class4",56.901,61,23.655
56.101,NA,30.126,71.525,"S",77.047,26,97.827,"R","Class3",35.929,58,52.855
80.683,43.068,39.825,73.196,"E",62.833,54,45.747,"L","Class4",55.556,28,39.233
34.089,66.275,46.214,53.717,"X",14.283,22,68.597,"H","Class1",24.99,80,75.614
51.221,50.484,39.336,85.365,"E",50.547,81,51.62,"H","Class4",43.366,71,42.825
69.425,16.593,11.96,80.852,"Z",72.999,12,98.33,"T","Class3",25.05,62,51.135
74.331,28.636,19.134,32.534,"J",59.968,17,99.723,"R","Class3",11.961,76,16.581
76.518,75.239,40.49,76.445,"W",63.254,90,47.213,"G","Class4",68.515,38,31.301
39.593,87.41,61.216,23.162,"T",27.192,75,37.901,"M","Class2",37.303,25,39.005
36.384,87.666,63.23,24.41,"E",60.78,79,42.882,"P","Class2",49.342,50,21.592
16.662,56.125,-9.812,77.256,"S",38.688,34,66.85,"O","Class1",18.776,65,73.057
31.554,55.519,70.599,31.531,"I",39.439,25,63.466,"O","Class1",18.65,64,75.678
71.089,22.154,29.389,45.611,NA,73.931,24,99.877,"C","Class3",37.561,77,52.344
63.845,61.052,39.552,71.392,"P",57.24,54,39.599,"J","Class4",64.47,69,36.384
64.575,31.844,16.688,60.707,"S",61.155,16,98.151,"R","Class3",20.449,70,37.574
62.397,69.055,39.258,68.341,"P",50.361,69,46.143,"G","Class4",66.23,27,28.75
22.826,61.752,74.685,57.284,"J",19.072,29,88.215,"O","Class1",16.679,91,72.496
28.959,87.016,61.618,60.643,"X",28.74,81,41.995,"P","Class2",44.684,44,63.669
72.46,NA,40.224,67.216,"G",59.766,88,60.285,"D","Class4",36.621,77,14.187
59.998,31.23,27.607,84.723,"F",73.643,15,97.583,"O","Class3",34.647,84,92.415
49.432,65.15,67.39,32.619,"S",31.574,30,89.554,"O","Class1",25.324,66,71.324
15.509,66.135,20.764,78.821,"I",35.754,20,77.503,"G","Class1",24.135,83,73.299
67.926,29.234,21.139,47.854,"J",80.025,13,99.471,"T","Class3",12.072,69,56.837
73.889,11.602,24.523,74.505,"S",64.092,17,98.179,"T","Class3",11.252,66,41.914
59.337,24.324,17.218,84.179,"F",65.655,24,98.02,"C","Class3",21.95,70,60.681
57.933,87.121,62.167,54.145,"X",14.626,76,39.76,"M","Class2",48.191,45,38.619
68.912,87.709,61.739,67.811,"U",40.901,84,44.662,"M","Class2",34.51,43,31.583
38.679,57.313,17.38,86.584,NA,-5.469,22,61.033,"H","Class1",27.264,92,76.212
72.449,19.332,24.82,45.936,"F",59.893,23,97.884,"O","Class3",34.142,54,81.692
62.477,29.344,15.486,63.405,"Z",63.31,24,97.355,"R","Class3",52.255,78,51.933
31.191,66.98,50.003,86.985,"J",38.181,21,84.782,"G","Class1",21.634,79,78.089
59.105,47.814,25.151,55.584,"K",-4.028,28,76.749,"G","Class1",21.532,91,72.113
21.597,67.185,62.453,39.362,"K",16.452,43,80.54,"H","Class1",23.533,92,76.453
76.695,91.927,40.86,70.46,"O",66.226,80,62.191,"G","Class4",37.052,88,37.544
22.149,87.67,61.529,20.333,"X",53.634,87,43.875,"P","Class2",57.911,25,60.234
63.833,NA,41.764,86.166,"W",81.401,96,59.302,"D","Class4",52.026,66,26.663
60.434,11.995,17.796,57.924,"Z",70.337,13,98.182,"T","Class3",33.73,66,85.816
57.638,87.954,61.887,42.705,"X",64.391,78,47.911,"P","Class2",50.986,27,46.323
63.793,82.881,40.111,82.006,"W",57.404,71,58.117,"L","Class4",70.612,75,41.354
88.377,87.221,61.386,69.383,"T",38.569,82,39.087,"B","Class2",59.164,11,49.047
81.16,67.694,38.074,85.756,"W",63.801,81,54.923,"L","Class4",49.993,54,27.885
63.968,73.368,42.197,73.901,"P",60.449,72,63.336,"J","Class4",75.237,56,31.266
66.815,7.889,24.22,44.797,"F",63.877,8,99.529,"L","Class3",25.285,58,38.784
72.033,63.632,39.947,83.987,"E",61.196,57,57.803,"J","Class4",61.345,50,25.146
22.792,87.724,59.325,77.891,"X",60.967,85,37.984,"B","Class2",46.919,51,20.733
40.968,58.106,60.621,80.096,"K",-10.997,25,69.855,"O","Class1",20.452,92,78.905
54.281,57.269,71.658,33.049,"J",4.183,23,57.736,"O","Class1",22.416,68,82.487
47.963,64.782,60.27,65.002,"S",16.02,44,67.274,"H","Class1",25.485,84,75.616
9.641,55.564,24.008,63.889,"X",43.96,37,61.28,"G","Class1",24.475,66,73.935
5.521,61.643,49.631,59.152,"J",23.256,25,71.573,"E","Class1",15.034,86,79.458
34.734,NA,55.338,61.57,"K",26.362,20,94.445,"G","Class1",17.121,69,71.168
51.255,50.868,36.012,87.596,"S",19.973,29,80.957,"G","Class1",14.109,86,73.39
25.142,61.811,80.143,46.994,"J",31.138,24,67.731,"H","Class1",28.549,79,71.41
56.918,79.122,40.179,68.087,"P",57.51,83,54.018,"L","Class4",56.708,59,23.349
64.585,18.725,28.167,85.934,"F",68.07,8,98.456,"R","Class3",22.725,79,49.674
82.756,76.472,39.274,71.923,"G",63.05,90,42.189,"G","Class4",62.325,93,35.24
44.984,54.044,56.262,43.252,NA,31.23,19,96.322,"O","Class1",19.752,70,67.931
57.508,2.838,44.23,72.414,"D",63.894,26,99.123,"R","Class3",49.177,77,52.096
71.713,33.754,34.488,55.616,"J",64.751,22,97.462,"R","Class3",20.586,85,49.603
59.655,NA,37.136,53.068,"S",66.011,9,98.407,"R","Class3",-3.495,87,73.215
