"XTR1","VCD2","EUD3","Output22","NTM4","LKT5","UOF6","RGX7","VHR8","SQO9","JXU10","EVP11"
17.852,76.095,33,"Class1","U",22.846,68.052,"K",96.168,91.434,69.923,11.283
40.058,71.619,50,"Class1","V",19.851,66.53,"K",97.359,91.436,NA,17.226
7.946,48.068,46,"Class2","V",84.792,84.95,"E",69.498,29.376,NA,12.898
18.82,77.81,34,"Class1","U",19.047,72.693,"U",89.567,92.095,78.253,13.943
22.174,78.596,45,"Class1","W",23.361,70.829,"K",93.693,90.271,82.618,12.782
36.382,77.124,51,"Class1","U",19.232,69.822,"K",97.152,96.125,71.074,NA
9.427,55.729,46,"Class2","J",80.532,82.794,"J",73.11,69.843,34.3,7.033
14.728,77.152,28,"Class1","W",22.979,69.051,"U",95.188,99.468,NA,15.813
8.02,44.538,45,"Class2","J",82.018,86.862,"E",68.226,69.512,53.585,38.2
8.392,54.326,46,"Class2","H",82.615,82.047,"J",66.908,53.086,70.139,12.715
9.129,44.885,45,"Class2","J",78.738,81.197,"A",68.698,65.919,55.31,41.248
34.836,73.213,45,"Class1","U",14.326,69.508,"U",92.932,94.88,83.714,13.481
7.185,53.314,45,"Class2","H",82.147,78.709,"A",73.235,60.531,24.441,24.672
8.462,48.633,45,"Class2","H",84.644,79.35,"V",67.087,45.713,25.9,39.074
9.698,51.848,46,"Class2","X",79.611,81.011,"A",67.484,50.299,25.368,5.454
40.718,74.378,34,"Class1","W",28.152,65.534,"Z",91.811,94.847,89.712,NA
26.556,79.598,54,"Class1","W",25.954,68.082,"V",95.293,95.693,88.439,19.209
9.266,51.42,45,"Class2","H",78.65,82.699,"A",64.139,61.737,57.25,5.26
9.183,44.98,45,"Class2","G",79.771,83.788,"T",67.672,15.787,22.78,44.805
8.526,51.783,45,"Class2","H",81.458,79.43,"E",64.019,25.313,42.866,33.043
43.602,69.634,30,"Class1","J",25.655,70.358,"Z",89.917,92.257,73.89,15.63
27.521,80.938,49,"Class1","W",27.103,69.097,"P",90.285,99.912,65.466,22.079
9.569,49.978,45,"Class2","J",79.786,86.289,"J",66.099,35.78,74.708,30.371
9.479,51.784,45,"Class2","H",83.771,80.668,"T",70.307,47.276,77.955,39.901
9.028,43.26,46,"Class2","X",78.907,85.806,"J",74.52,57.115,27.208,9.187
7.704,51.031,45,"Class2","H",82.483,86.385,"T",68.932,56.932,12.833,30.492
24.957,78.255,37,"Class1","W",32.276,67.915,"P",95.772,96.768,82.731,25.123
38.923,71.786,52,"Class1","W",16.772,70.068,"U",91.78,98.655,92.57,13.132
7.409,53.184,46,"Class2","V",81.347,80.814,"T",69.525,41.042,55.223,28.783
24.973,72.63,52,"Class1","V",18.234,71.227,"Z",90.983,94.213,69.509,25.82
8.686,48.341,46,"Class2","J",80.173,77.259,"T",72.283,49.937,60.246,5.583
43.544,78.405,47,"Class1","W",32.301,59.895,"Z",92.764,90.542,91.893,9.656
8.725,41.637,45,"Class2","V",82.821,85.281,"V",65.254,52.939,37.834,6.502
30.648,73.965,40,"Class1","V",31.267,67.416,"P",94.04,97.375,65.701,13.197
15.741,90.513,47,"Class1","V",19.559,68.404,"P",93.93,92.121,74.061,19.281
7.612,53.204,46,"Class2","J",77.641,86.798,"A",69.475,63.205,68.115,36.512
8.987,50.323,45,"Class2","H",80.774,83.355,"J",64.516,33.582,43.852,47.901
21.825,82.177,50,"Class1","O",18.838,65.446,"U",94.158,92.035,81.179,22.236
8.1,38.988,46,"Class2","H",82.574,80.918,"E",72.386,45.366,8.634,11.353
7.412,50.729,46,"Class2","X",76.752,85.959,"E",74.359,35.497,70.302,16.491
12.12,80.568,29,"Class1","V",29.118,69.501,"V",94.199,94.343,79.845,17.214
7.192,48.121,46,"Class2","V",82.12,81.701,"T",74.774,19.825,52.158,25.081
9.337,46.44,45,"Class2","X",82.342,81.637,"E",65.816,57.423,48.697,39.716
37.531,63.293,54,"Class1","V",25.687,64.764,"Z",96.643,92.389,77.14,16.812
31.342,67.478,39,"Class1","W",27.827,70.735,"V",93.476,95.605,67.717,18.377
21.938,83.76,33,"Class1","W",30.693,66.528,"U",91.45,93.954,88.726,25.036
8.942,47.822,45,"Class2","G",78.727,83.435,"T",66.104,48.066,48.377,39.93
33.851,84.623,46,"Class1","V",29.614,72.004,"K",96.553,93.021,83.217,12.675
9.598,43.908,46,"Class2","X",79.694,83.279,"V",71.27,15.526,32.254,43.497
20.58,66.744,34,"Class1","J",23.801,64.247,"V",97.818,96.12,79.15,14.719
27.801,81.951,49,"Class1","W",30.344,72.798,"U",91.083,95.798,80.054,14.579
8.225,48.068,45,"Class2","G",83.163,80.981,"V",71.555,40.152,27.758,16.244
38.517,70.968,35,"Class1","J",29.014,60.163,"V",93.365,92.429,82.366,9.44
7.128,42.617,45,"Class2","H",79.405,77.307,"A",72.023,48.065,NA,39.717
18.475,79.502,37,"Class1","W",25.676,67.368,"U",94.356,94.451,82.839,11.78
37.437,96.062,33,"Class1","V",21.628,72.441,"Z",93.862,97.512,77.196,12.715
9.992,48.584,46,"Class2","G",77.834,89.84,"E",71.094,15.302,47.799,27.445
26.093,76.612,51,"Class1","W",24.294,69.868,"P",90.201,94.682,76.555,20.69
9.41,54.038,46,"Class2","H",80.301,86.14,"J",73.849,39.404,27.203,26.544
7.472,45.21,46,"Class2","J",76.064,79.207,"E",74.697,31.854,42.436,35.821
19.543,71.647,47,"Class1","W",26.746,71.276,"K",89.503,92.394,88.4,12.417
8.44,51.537,46,"Class2","G",82.494,82.399,"J",68.128,16.958,81.211,14.352
31.402,74.665,48,"Class1","U",23.701,61.825,"Z",95.912,94.951,87.977,22.116
8.916,48.301,45,"Class2","J",83.146,80.653,"E",67.971,69.789,60.324,8.493
8.855,40.984,46,"Class2","G",84.475,81.356,"V",71.671,29.479,31.664,44.786
8.838,47.282,46,"Class2","X",76.768,87.916,"J",70.011,67.085,83.465,44.73
15.238,80.86,50,"Class1","V",25.003,67.346,"Z",94.695,94.179,84.468,14.802
8.039,46.009,46,"Class2","G",83.203,86.286,"E",68.221,62.271,63.652,44.066
28.583,72.137,43,"Class1","J",36.446,67.991,"Z",93.334,91.04,93.757,22.132
26.577,84.953,29,"Class1","O",19.895,69.135,"P",91.136,99.462,70.912,18.971
7.344,50.279,45,"Class2","X",83.267,86.122,"A",71.116,36.286,39.711,24.65
32.375,77.749,42,"Class1","W",26.264,75.954,"Z",94.227,95.439,68.427,17.008
7.862,48.688,45,"Class2","X",82.441,84.815,"A",67.419,65.061,NA,32.117
9.08,44.886,45,"Class2","V",78.402,83.196,"T",71.523,53.188,46.505,22.933
17.927,80.009,54,"Class1","W",25.637,67.489,"K",90.824,99.499,82.529,17.575
8.809,42.142,46,"Class2","J",82.162,82.589,"E",72.571,41.611,59.097,29.252
31.039,74.945,54,"Class1","W",22.515,72.933,"Z",96.075,92.932,71.245,21.173
7.027,53.49,46,"Class2","V",81.928,80.151,"J",73.324,23.802,39.251,11.431
7.874,54.422,46,"Class2","V",78.944,89.603,"J",64.639,67.439,34.973,8.784
7.176,57.427,46,"Class2","V",83.905,85.931,"V",66.757,59.532,66.908,35.327
9.675,48.683,45,"Class2","G",81.608,78.459,"T",64.045,51.608,5.144,38.903
30.972,74.019,27,"Class1","W",29.339,72.698,"U",88.453,94.421,80.01,23.759
9.068,46.613,46,"Class2","H",81.743,79.505,"V",72.835,17.505,47.86,33.686
7.353,45.321,45,"Class2","G",78.891,83.729,"T",67.335,46.808,73.772,45.193
8.681,63.329,45,"Class2","G",83.959,83.737,"T",70.472,67.524,45.931,46.644
7.358,44.659,46,"Class2","H",83.599,79.166,"V",64.123,38.874,14.093,26.384
42.877,68.16,41,"Class1","O",30.764,67.962,"V",90.795,90.441,85.665,15.03
28.932,68.51,48,"Class1","J",30.388,65.189,"P",90.829,94.625,84.354,NA
32.354,79.129,32,"Class1","J",25.477,71.755,"V",94.068,92.483,82.8,15.058
26.055,68.952,36,"Class1","O",26.616,64.282,"U",95.085,96.445,69.775,21.72
9.56,47.517,46,"Class2","J",84.478,83.746,"T",73.212,26.575,21.205,4.536
7,53.906,45,"Class2","V",78.246,80.228,"A",71.364,36.695,34.568,35.55
9.728,45.314,45,"Class2","V",78.762,82.505,"A",64.448,26.515,56.986,33.492
41.744,68.611,44,"Class1","U",34.091,71.464,"K",89.572,92.238,74.137,24.535
9.134,48.93,45,"Class2","V",81.635,83.307,"E",69.471,61.622,22.554,14.824
7.617,49.522,45,"Class2","X",84.637,84.05,"J",71.782,36.119,91.514,20.968
28.855,79.795,38,"Class1","U",20.755,64.021,"V",97.324,91.219,83.896,12.66
9.284,52.003,46,"Class2","X",81.162,79.934,"A",64.18,38.401,20.381,37.949
7.862,43.066,45,"Class2","H",78.399,83.356,"A",70.45,32.323,27.418,48.922
35.067,66.319,39,"Class1","U",28.895,62.326,"K",93.748,93.709,88.692,14.124
37.086,76.363,46,"Class1","V",22.249,68.835,"V",94.303,98.042,98.301,16.637
8.232,51.566,45,"Class2","V",80.33,80.937,"T",66.642,58.763,64.369,42.937
7.624,49.438,45,"Class2","V",79.996,89.174,"T",67.064,58.596,32.812,15.676
7.293,42.599,46,"Class2","V",83.972,86.233,"V",68.098,21.565,43.83,38.273
9.923,50.726,45,"Class2","J",78.106,81.336,"A",65.576,21.045,51.93,12.981
40.547,76.331,44,"Class1","J",18.525,71.111,"Z",90.888,99.256,84.91,13.865
18.83,75.185,31,"Class1","O",29.426,68.904,"P",97.898,91.194,90.874,19.492
41.771,78.656,36,"Class1","W",25.739,68.195,"U",97.436,91.256,78.338,23.399
22.988,80.181,30,"Class1","U",26.393,69.119,"U",97.837,90.417,83.69,10.965
7.404,51.053,46,"Class2","G",80.789,87.922,"E",69.191,30.6,14.721,24.757
7.306,50.624,46,"Class2","J",80.158,80.137,"T",69.179,43.461,44.192,34.7
25.752,74.156,53,"Class1","O",33.688,68.082,"V",89.577,93.755,83.984,22.966
7.509,48.274,46,"Class2","X",82.485,83.475,"A",70.751,32.424,40.678,25.027
21.407,80.828,51,"Class1","W",24.743,67.782,"Z",94.012,99.557,79.784,24.606
9.361,46.373,45,"Class2","X",83.137,80.126,"T",64.972,37.9,31.857,20.946
9.283,41.776,46,"Class2","H",83.582,81.544,"A",64.39,38.774,30.125,41.137
7.011,43.919,46,"Class2","G",84.46,83.074,"E",65.602,33.817,50.893,35.445
9.377,52.292,46,"Class2","J",78.274,84.084,"E",68.849,24.099,15.594,40.25
39.104,78.188,29,"Class1","U",19.837,71.247,"V",94.336,95.095,86.734,12.02
40.085,78.707,46,"Class1","U",21.81,68.895,"U",93.81,98.339,74.627,20.751
32.466,63.203,37,"Class1","W",7.141,67.308,"K",90.592,98.651,79.212,20.535
7.742,42.308,46,"Class2","J",79.623,84.742,"J",64.822,37.456,42.303,30.895
8.497,45.428,46,"Class2","J",80.711,75.055,"A",65.995,44.6,60.208,46.918
24.496,61.207,41,"Class1","O",21.186,68.122,"V",90.408,91.381,68.435,22.66
20.073,76.229,31,"Class1","O",31.579,70.38,"Z",88.231,94.296,71.097,23.528
8.057,44.585,46,"Class2","H",77.847,85.341,"A",71.721,68.364,60.118,9.358
7.687,48.063,45,"Class2","J",77.738,80.622,"V",70.517,18.274,20.121,4.905
29.498,70.073,36,"Class1","V",25.835,67.074,"K",97.629,98.404,92.74,20.223
7.039,46.572,45,"Class2","V",82.47,79.054,"J",73.042,39.931,69.395,7.323
7.142,43.721,46,"Class2","G",85.222,82.18,"T",68.211,34.1,34.665,38.136
9.324,47.23,45,"Class2","V",82.273,85.432,"A",68.699,63.945,86.031,8.965
7.841,45.011,45,"Class2","V",81.879,78.165,"J",71.998,57.812,69.302,30.702
26.834,70.589,31,"Class1","O",16.104,68.133,"Z",90.322,99.741,79.55,13.877
7.11,56.075,45,"Class2","G",86.491,78.038,"T",66.036,60.38,52.734,47.073
7.25,50.021,45,"Class2","J",81.566,83.7,"J",68.982,33.15,81.288,47.91
33.542,72.712,42,"Class1","V",27.005,65.649,"V",95.943,92.424,NA,21.394
23.586,81.548,32,"Class1","V",19.989,67.723,"P",88.914,94.039,80.835,23.22
29.254,83.654,27,"Class1","J",19.588,68.371,"P",92.933,92.209,90.648,18.343
9.315,49.31,46,"Class2","J",80.388,82.161,"E",68.489,56.965,61.775,39.706
13.603,79.921,48,"Class1","J",31.233,65.841,"P",93.471,91.568,92.381,20.588
24.166,77.421,45,"Class1","U",14.954,68.261,"Z",89.588,95.413,85.992,18.771
29.17,73.968,51,"Class1","J",18.688,69.731,"V",94.299,90.375,80.168,24.013
9.888,54.753,46,"Class2","X",77.677,83.895,"T",65.813,68.169,56.526,NA
8.093,50.52,45,"Class2","X",79.182,81.437,"E",69.223,29.111,51.186,28.417
20.208,86.835,35,"Class1","U",24.602,65.645,"K",93.933,92.99,76.288,15.708
7.907,40.095,45,"Class2","X",82.607,83.016,"E",65.86,61.669,58.918,25.411
8.779,57.251,46,"Class2","X",83.751,79.569,"J",72.186,17.357,41.341,36.458
21.884,75.904,38,"Class1","J",29.952,66.248,"K",94.939,99.584,78.475,9.456
17.113,67.255,54,"Class1","J",21.467,71.139,"Z",90.234,93.974,71.978,15.073
34.267,85.075,43,"Class1","O",22.336,69.421,"V",95.149,96.715,80.096,13.05
27.714,74.856,27,"Class1","J",23.052,67.981,"V",93.407,99.477,NA,24.399
9.393,44.176,45,"Class2","V",81.888,86.064,"A",70.44,69.19,16.053,8.978
26.209,81.785,34,"Class1","J",18.669,69.059,"P",88.673,94.584,75.189,19.075
9.413,52.89,46,"Class2","H",79.2,74.503,"J",64.592,22.65,69.529,37.522
8.821,55.311,45,"Class2","X",79.122,82.651,"E",65.188,31.337,57.281,36.084
8.606,49.919,45,"Class2","J",82.001,80.037,"E",65.014,36.616,43.028,31.462
22.007,74.567,39,"Class1","U",27.95,63.485,"Z",93.523,94.989,78.619,13.919
7.334,55.709,46,"Class2","X",79.487,83.923,"T",67.441,35.343,37.47,16.971
7.419,46.689,46,"Class2","X",83.144,82.52,"E",72.067,52.743,70.503,15.706
9.494,48.672,45,"Class2","J",80.934,84.812,"E",64.323,58.051,33.171,41.035
19.904,80.976,41,"Class1","O",18.689,73.65,"Z",93.647,97.816,91.39,19.052
9.816,43.108,45,"Class2","G",85.855,80.551,"A",72.336,57.428,38.929,36.638
24.484,74.677,38,"Class1","W",18.223,70.016,"U",96.559,96.513,91.767,23.396
25.622,85.937,43,"Class1","V",26.547,70.903,"P",91.388,98.233,82.921,15.78
17.337,75.903,49,"Class1","W",19.218,71.662,"Z",95.284,92.963,64.55,24.678
9.4,45.915,46,"Class2","V",80.066,80.027,"J",72.526,20.014,59.443,3.645
9.988,50.846,46,"Class2","H",83.687,82.528,"E",67.35,26.091,NA,19.395
13.654,84.52,31,"Class1","W",18.093,67.801,"Z",93.07,92.173,NA,16.847
27.251,66.801,38,"Class1","J",28.992,70.047,"P",88.751,99.469,94.462,15.084
43.192,70.105,27,"Class1","J",24.627,71.61,"P",96.404,91.606,86.188,22.358
7.83,47.778,45,"Class2","J",82.314,81.265,"E",71.807,23.758,60.48,NA
8.671,53.524,46,"Class2","V",80.227,83.252,"J",73.841,54.484,71.398,33.319
22.381,79.467,29,"Class1","V",19.797,69.306,"P",97.44,98.883,93.02,12.246
9.152,49.896,45,"Class2","J",75.347,83.368,"E",71.12,54.046,41.888,46.414
27.52,70.389,39,"Class1","J",16.445,68.458,"K",88.065,97.775,75.003,9.893
7.894,50.729,46,"Class2","G",84.491,84.561,"E",71.965,46.614,17.102,33.999
7.386,51.041,45,"Class2","J",78.304,80.901,"A",65.635,32.259,-5.997,NA
29.653,75.165,48,"Class1","J",22.97,65.631,"V",96.278,96.281,86.87,13.053
9.31,53.375,46,"Class2","G",82.773,85.878,"T",69.897,54.062,57.002,22.222
9.345,47.16,46,"Class2","G",82.361,82.712,"J",69.865,67.863,53.287,42.426
7.644,49.631,46,"Class2","V",81.601,81.791,"E",73.006,18.698,38.54,33.046
23.288,74.61,31,"Class1","W",19.73,69.528,"V",95.659,98.261,77.775,11.144
33.79,74.894,47,"Class1","J",21.907,70.738,"Z",97.519,93.138,69.737,22.855
13.427,78.993,29,"Class1","U",16.201,71.605,"P",94.688,93.046,84.64,17.719
8.818,47.25,46,"Class2","V",83.042,83.828,"V",71.132,21.068,19.306,45.258
36.356,71.768,52,"Class1","W",26.498,69.74,"P",90.816,94.38,85.869,23.684
9.493,51.515,46,"Class2","H",83.417,82.704,"A",67.084,58.721,44.986,8.86
7.897,43.52,45,"Class2","H",85.046,85.492,"V",72.271,39.745,25.578,45.108
12.91,76.924,28,"Class1","O",18.112,69.685,"P",92.356,93.252,82.661,20.416
8.381,42.636,46,"Class2","H",78.216,85.813,"A",71.274,28.447,27.396,31.963
31.302,79.7,52,"Class1","O",38.948,69.512,"K",92.687,95.174,79.105,10.236
36.788,79.182,33,"Class1","U",34.312,70.949,"K",96.533,96.191,73.256,15.261
9.909,45.503,45,"Class2","H",82.861,79.499,"A",67.748,56.704,52.301,16.092
9.1,42.508,45,"Class2","X",83.228,80.582,"V",64.835,15.201,-3.075,19.738
16.919,72.185,44,"Class1","O",22.72,69.109,"Z",91.564,95.813,85.791,16.758
9.457,50.146,46,"Class2","G",79.97,87.153,"E",71.795,29.728,54.335,30.458
43.817,75.805,33,"Class1","O",25.125,64.941,"P",91.838,96.797,76.32,14.624
7.926,51.702,45,"Class2","G",78.366,82.405,"A",64.788,43.67,4.783,45.576
8.941,52.567,45,"Class2","H",82.941,89.919,"A",69.882,17.343,31.256,30.092
41.813,76.816,49,"Class1","W",25.547,68.134,"K",94.194,94.176,74.367,12.578
9.411,56.346,46,"Class2","H",82.142,81.25,"E",73.191,52.442,23.73,7.51
33.288,91.253,27,"Class1","V",15.136,68.675,"P",89.466,93.262,73.848,20.598
9.622,52.091,46,"Class2","X",79.829,78.02,"A",71.411,48.629,51.42,21.85
9.741,49.949,45,"Class2","X",76.406,86.716,"A",73.515,48.456,71.28,29.123
7.997,47.667,45,"Class2","G",80.546,82.116,"A",68.792,67.656,54.956,15.97
25.519,81.484,39,"Class1","V",19.42,63.383,"P",97.589,99.354,75.005,24.725
26.256,80.468,49,"Class1","W",25.404,70.026,"P",93.06,98.59,89.967,11.658
36.918,65.245,36,"Class1","O",22.268,71.805,"K",90.798,97.279,85.327,11.554
16.9,76.268,36,"Class1","O",21.199,71.912,"U",92.31,93.969,75.776,13.062
8.642,48.985,45,"Class2","J",87.284,79.221,"J",74.127,47.912,56.159,12.944
8.94,46.511,46,"Class2","J",81.252,83.646,"E",65.913,43.54,53.601,47.703
9.148,56.135,46,"Class2","H",78.787,79.489,"A",71.213,31.874,74.281,8.627
7.295,44.087,45,"Class2","V",77.022,79.418,"V",68.68,60.91,40.832,20.804
8.974,47.557,46,"Class2","X",83.147,86.321,"T",65.027,43.152,24.717,33.443
8.951,42.164,46,"Class2","G",82.505,86.111,"A",67.431,39.703,33.654,31.762
40.626,81.075,49,"Class1","O",25.979,76.166,"P",95.011,99.175,93.208,15.675
8.572,53.946,46,"Class2","J",79.502,80.352,"J",64.877,40.056,23.272,28.265
8.883,53.476,45,"Class2","V",81.389,74.987,"J",68.765,32.115,55.447,22.358
9.213,52.313,46,"Class2","J",80.4,82.807,"A",67.931,38.075,61.33,13.101
7.98,49.729,45,"Class2","G",83.177,83.353,"T",74.159,53.757,40.779,33.163
33.233,74.709,38,"Class1","J",24.258,70.977,"U",90.908,93.871,78.304,22.008
29.835,75.848,28,"Class1","O",11.284,66.702,"P",95.508,97.085,67.782,22.47
9.361,52.617,46,"Class2","G",76.684,85.368,"T",73.739,17.694,43.232,36.543
8.531,62.685,46,"Class2","V",79.032,85.668,"E",65.144,32.258,51.112,47.661
35.363,82.733,28,"Class1","V",31.274,62.002,"P",90.874,91.523,87.707,9.856
7.703,46.372,45,"Class2","H",81.811,86.893,"V",66.347,44.002,51.069,36.292
8.149,50.405,45,"Class2","V",80.052,84.343,"T",70.341,21.571,NA,11.632
7.83,50.019,45,"Class2","J",81.649,84.767,"T",73.741,43.32,57.671,43.341
7.81,47.163,46,"Class2","J",81.944,84.842,"V",69.678,31.498,25.808,42.078
8.607,46.61,46,"Class2","X",81.375,78.875,"A",70.912,44.953,56.184,NA
18.319,76.594,43,"Class1","U",24.767,67.642,"K",95.884,98.868,92.247,9.758
16.596,87.937,41,"Class1","J",18.082,70.672,"Z",92.32,95.47,72.342,14.282
43.414,87.311,49,"Class1","O",33.375,68.359,"P",96.534,93.564,77.306,15.919
9.507,49.199,46,"Class2","V",79.349,79.2,"A",69.611,51.156,NA,28.085
32.358,64.254,51,"Class1","O",23.288,66.622,"U",92.664,92.512,82.88,23.678
7.526,46.844,46,"Class2","X",83.503,78.303,"J",68.274,33.735,44.174,43.404
15.191,72.768,40,"Class1","O",25.627,67.423,"Z",95.399,97.632,71.054,16.743
18.039,81.596,53,"Class1","W",23.219,71.563,"V",97.679,97.272,79.974,18.536
9.606,43.481,45,"Class2","V",79.528,84.938,"V",64.879,25.481,49.542,28.89
32.305,81.809,40,"Class1","U",27.868,66.768,"P",97.101,92.434,79.595,NA
7.809,49.562,45,"Class2","V",82.587,84.041,"T",68.623,18.154,35.746,29.992
8.86,42.744,46,"Class2","G",78.593,86.896,"A",66.981,19.947,48.619,9.314
9.844,50.446,46,"Class2","J",83.384,79.5,"A",71.623,56.321,49.983,38.037
9.913,45.611,46,"Class2","G",83.62,79.401,"E",72.839,48.293,88.657,41.083
8.227,41.572,46,"Class2","H",82.134,83.548,"E",68.165,47.517,34.736,36.633
7.572,44.685,46,"Class2","V",81.363,79.265,"E",71.266,41.68,52.696,16.125
7.458,48.509,46,"Class2","X",78.913,87.475,"A",74.664,60.213,17.133,21.24
7.143,57.263,45,"Class2","J",83.163,83.553,"V",73.905,29.432,51.532,21.156
9.288,52.963,46,"Class2","G",80.603,83.08,"E",68.856,21.399,49.768,34.998
21.958,72.259,32,"Class1","U",10.331,70.631,"Z",97.27,97.112,84.267,12.912
22.742,70.169,33,"Class1","W",17.721,67.618,"K",88.446,94.277,81.519,13.477
43.906,71.617,35,"Class1","W",19.926,70.93,"K",91.619,93.93,83.478,13.923
33.212,81.924,42,"Class1","W",30.399,71.778,"U",89.528,94.466,65.886,12.173
38.012,75.208,49,"Class1","V",22.189,69.571,"K",95.588,92.773,79.626,21.7
9.899,50.96,45,"Class2","J",79.906,79.701,"J",65.202,28.352,29.846,32.374
7.324,41.815,46,"Class2","G",77.795,87.23,"E",66,35.198,45.761,15.59
8.777,45.035,46,"Class2","V",80.462,85.599,"A",69.755,51.249,36.759,45.063
7.865,49.664,45,"Class2","X",82.179,86.296,"T",74.265,58.357,NA,35.285
7.08,48.031,45,"Class2","V",83.215,79.367,"V",65.385,24.858,42.916,23.644
9.58,51.158,45,"Class2","X",81.38,81.853,"J",64.969,31.935,28.263,10.866
12.906,74.067,43,"Class1","V",20.981,67.997,"V",93.44,93.966,84.862,19.973
8.169,59.738,45,"Class2","H",79.833,81.26,"J",65.271,63.994,24.531,21.027
43.88,72.423,37,"Class1","W",19.415,71.408,"U",95.496,97.113,86.465,23.134
8.459,46.382,45,"Class2","H",81.846,83.581,"T",73.694,52.628,5.862,24.454
8.307,46.83,45,"Class2","J",79.757,82.779,"E",69.997,38.275,NA,24.694
17.074,93.375,51,"Class1","J",31.146,70.108,"P",94.041,97.183,86.037,24.138
38.246,70.42,31,"Class1","O",26.751,70.303,"U",94.127,94.298,74.355,16.981
23.47,74.095,32,"Class1","J",32.842,63.16,"Z",91.722,94.583,60.825,13.161
34.822,73.253,28,"Class1","U",25.567,66.698,"P",90.729,95.304,76.722,15.05
9.768,51.805,46,"Class2","G",81.725,77.239,"T",69.85,41.688,59.553,8.948
22.057,77.135,34,"Class1","U",26.747,70.416,"K",97.119,97.921,76.924,14.443
9.346,51.353,46,"Class2","J",82.526,83.334,"V",64.693,48.053,13.536,28.544
8.003,47.556,45,"Class2","H",82.354,80.332,"V",67.88,42.033,15.665,32.901
8.225,52.857,45,"Class2","G",83.704,80.58,"E",65.67,28.899,46.96,5.44
40.428,79.217,40,"Class1","V",20.079,67.694,"K",92.247,92.756,83.46,22.094
7.703,43.652,45,"Class2","V",82.938,87.86,"E",74.99,39.722,56.676,27.551
8.798,52.752,45,"Class2","J",84.832,89.706,"T",66.319,28.162,31.617,6.59
7.236,50.369,46,"Class2","G",79.288,80.846,"T",65.315,33.346,59.747,46.952
8.65,43.169,46,"Class2","G",80.221,80.78,"V",68.876,34.912,NA,12.03
8.806,50.081,45,"Class2","H",80.082,82.485,"T",72.251,41.632,16.15,39.211
8.164,47.427,45,"Class2","H",82.594,81.957,"V",69.426,41.71,62.932,17.455
7.153,45.221,46,"Class2","H",83.256,77.632,"V",69.72,53.828,31.099,23.293
8.958,46.913,46,"Class2","H",82.479,82.867,"T",70.302,18.865,56.135,11.706
8.067,59.847,46,"Class2","X",77.428,80.047,"J",68.584,68.621,32.825,39.48
20.375,73.321,42,"Class1","J",18.687,63.835,"Z",89.035,91.986,94.802,9.604
42.093,79.461,41,"Class1","O",27.91,67.573,"U",92.152,98.526,72.915,23.918
9.605,41.897,46,"Class2","G",81.358,81.655,"V",71.972,69.225,47.026,14.219
8.231,54.146,45,"Class2","H",81.965,83.038,"J",74.863,56.77,28.079,12.977
9.716,41.339,46,"Class2","J",82.179,81.938,"E",73.053,56.79,58.322,9.922
27.305,72.804,28,"Class1","V",27.662,65.326,"V",88.519,90.159,78.978,16.902
9.233,53.613,45,"Class2","G",76.818,84.506,"A",66.789,33.432,91.497,20.559
