"LCX1","OQP2","DAL3","ETB4","QGN5","EAD6","Output2","NER7","FKB8","YZR9","UAL10","XEO11"
36.194,79.671,73.018,61.748,43.457,54,"Class1",50.279,41.434,"J",33.412,56
49.967,83.3,79.919,64.677,43.161,49,"Class1",40.378,64.23,"E",56.217,44
60.207,88.977,43.578,94.531,78.979,55,"Class5",66.722,20.365,"Y",63.436,70
20.721,36.553,33.894,18.478,61.764,36,"Class2",33.596,47.558,"T",22.267,20
50.275,30.571,29.961,17.752,44.762,39,"Class2",66.009,40.92,"K",24.926,31
65.181,24.419,32.062,19.769,86.168,36,"Class2",43.273,55.886,"T",23.121,71
40.648,87.66,69.708,76.298,47.829,17,"Class1",67.565,52.68,"J",61.147,51
54.563,84.974,64.999,66.731,62.362,54,"Class1",55.377,62.11,"J",34.124,24
41.837,85.761,44.456,103.146,79.998,70,"Class5",65.167,40.573,"N",67.185,92
48.932,84.765,58.127,27.359,50.494,25,"Class4",31.631,83.831,"U",47.892,13
29.082,52.024,68.843,57.604,63.531,18,"Class1",48.867,44.823,"P",54.103,36
56.135,69.207,62.185,36.704,88.089,23,"Class4",24.187,82.435,"Y",61.315,12
65.045,60.807,70.779,76.661,70.562,15,"Class1",56.882,46.221,"E",14.571,69
NA,74.592,46.292,22.507,70.134,52,"Class3",11.137,46.893,"U",19.107,70
86.656,88.531,41.06,98.353,78.716,28,"Class5",60.07,43.05,"N",68.86,63
68.461,32.137,30.19,21.8,55.33,40,"Class2",55.416,38.463,"K",25.922,47
13.995,37.884,30.067,19.38,74.475,36,"Class2",62.342,46.256,"F",21.099,70
63.84,98.737,65.492,73.736,78.85,NA,"Class4",31.906,85.076,"C",54.976,1
71.164,74.061,49.701,19.031,70.167,46,"Class3",59.245,47.703,"D",15.68,87
63.321,7.449,33.278,15.34,81.656,39,"Class2",96.097,57.491,"T",23.222,53
53.432,31.445,28.227,20.393,84.646,37,"Class2",78.98,65.847,"K",23.948,57
65.742,4.654,33.096,29.556,86.31,37,"Class2",38.048,49.067,"T",25.848,92
62.38,69.97,59.616,20.484,70.494,26,"Class3",47.389,48.239,"D",26.549,60
70.608,54.683,46.268,51.932,64.907,54,"Class1",66.461,43.726,"C",19.932,34
65.98,27.114,29.907,22.205,70.548,38,"Class2",79.558,54.277,"K",27.015,52
62.675,83.005,44.382,97.307,78.521,35,"Class5",44.722,34.779,"E",81.311,62
62.707,87.868,51.575,95.984,79.245,NA,"Class5",76.459,22.171,"E",71.468,85
31.225,74.878,31.316,23.172,69.606,54,"Class3",30.464,47.445,"B",24.591,75
77.596,39.182,31.158,23.197,67.833,35,"Class2",45.885,50.498,"F",21.973,87
38.845,93.94,81.059,62.472,47.313,24,"Class1",65.584,62.349,"L",55.954,56
55.061,85.35,64.756,31.264,45.754,17,"Class4",32.22,87.242,"Y",48.855,68
62.093,74.153,22.893,24.647,69.683,12,"Class3",39.932,49.317,"D",45.365,66
37.925,53.212,46.049,37.939,53.535,21,"Class4",23.074,88.79,"N",62.126,38
45.453,8.501,68.088,85.713,73.541,17,"Class4",27.933,88.122,"T",62.719,58
21.549,77.376,16.233,23.703,70.088,27,"Class3",21.763,46.118,"D",52.392,80
46.957,81.935,42.554,95.856,78.085,70,"Class5",75.794,45.391,"O",79.51,93
29.338,18.71,31.65,19.182,58.873,35,"Class2",120.794,63.149,"A",22.868,15
23.921,74.392,45.797,98.736,79.336,73,"Class5",61.623,15.896,"O",66.125,62
31.143,28.088,32.491,25.059,56.932,37,"Class2",101.016,38.73,"M",29.396,31
43.602,58.675,60.426,31.203,89.641,18,"Class4",22.632,85.639,"Y",53.388,31
41.423,93.108,44.177,98.168,76.532,NA,"Class5",53.895,29.641,"N",73.004,73
48.111,28.676,32.822,16.549,96.938,35,"Class2",51.321,43.343,"T",24.423,82
46.658,75.679,49.811,73.273,91.967,28,"Class4",19.87,79.881,"C",55.617,54
7.947,31.893,32.199,26.06,83.325,36,"Class2",83.944,49.629,"T",28.208,30
42.142,91.99,59.758,78.166,50.458,62,"Class1",63.835,60.948,"P",53.332,31
43.151,71.899,58.462,22.364,70.214,14,"Class3",44.526,46.721,"R",33.386,76
NA,88.374,74.243,70.107,56.872,47,"Class1",46.03,37.519,"L",22.346,58
44.489,90.857,58.597,81.555,58.814,NA,"Class1",61.598,36.23,"L",21.788,35
38.637,69.421,45.412,93.133,76.022,71,"Class5",44.925,48.672,"Y",60.524,93
39.259,20.961,29.508,20.575,65.83,35,"Class2",43.137,48.302,"M",25.354,57
49.375,78.615,8.253,21.875,69.439,49,"Class3",5.671,46.231,"D",57.036,62
79.351,74.392,51.213,22.823,69.239,29,"Class3",3.807,47.023,"D",52.908,78
65.062,46.454,53.151,56.512,75.932,28,"Class4",12.35,79.54,"U",47.929,78
94.564,69.66,25.119,23.516,69.871,41,"Class3",11.844,49.048,"R",42.384,80
59.859,73,37.595,43.844,67.497,6,"Class1",58.567,40.081,"C",28.199,62
45.388,88.072,48.217,66.622,66.58,21,"Class4",25.91,90.294,"U",51.752,72
NA,71.263,34.067,23.734,69.66,NA,"Class3",40.703,47.136,"B",43.28,76
30.175,31.189,31.675,25.193,71.836,37,"Class2",71.915,34.304,"M",21.016,16
72.496,94.138,42.748,97.327,79.23,29,"Class5",77.088,43.507,"O",63.777,76
59.6,29.651,29.155,23.61,92.523,37,"Class2",127.863,51.332,"M",22.619,50
61.702,92.31,52.987,69.98,68.068,20,"Class4",20.54,98.736,"U",50.086,20
45.319,82.642,38.644,92.174,76.266,46,"Class5",50.68,29.991,"E",64.049,62
81.667,40.981,30.072,26.234,75.063,40,"Class2",83.721,36.028,"K",24.987,91
44.623,79.759,37.79,94.09,78.413,68,"Class5",60.712,48.657,"O",97.439,87
37.798,25.234,29.674,24.548,82.743,40,"Class2",48.377,54.754,"M",23.384,37
51.098,51.407,49.316,101.507,63.086,30,"Class4",24.467,98.693,"Y",52.127,79
15.89,33.373,32.782,17.401,95.643,36,"Class2",65.274,57.943,"F",25.926,15
44.571,98.912,37.582,95.26,79.859,57,"Class5",60.29,33.862,"O",66.291,86
45.683,73,27.308,88.606,70.068,41,"Class1",64.628,47.099,"P",61.762,54
44.362,86.276,38.187,49.495,72.514,NA,"Class1",61.259,63.04,"L",24.95,62
57.249,29.872,32.537,21.638,65.891,40,"Class2",90.391,52.443,"T",22.576,23
59.337,89.739,46.724,98.501,78.846,71,"Class5",57.866,24.068,"W",78.678,91
42.844,57.498,51.273,84.496,62.555,30,"Class1",59.699,48.46,"E",41.454,39
58.488,75.501,15.488,22.201,70.345,29,"Class3",37.223,48.427,"B",48.395,87
NA,27.935,32.206,18.386,76.569,37,"Class2",33.605,49.541,"A",22.43,76
45.155,28.944,66.684,81.401,49.914,24,"Class4",33.05,90.68,"N",49.807,13
48.01,68.066,49.917,54.491,72.188,55,"Class1",53.525,54.663,"E",58.786,51
24.053,78.053,49.105,99.638,78.29,34,"Class5",66.266,10.246,"Y",58.72,80
27.015,75.231,45.952,22.529,69.455,8,"Class3",22.141,49.391,"L",24.39,77
52.546,23.9,66.353,59.654,69.456,22,"Class4",18.946,92.177,"U",51.83,57
NA,27.02,33.974,22.884,87.389,35,"Class2",24.763,38.151,"T",21.573,73
48.731,55.361,44.34,75.539,53.647,12,"Class1",65.274,51.962,"P",25.015,53
31.415,24.03,29.787,25.084,73.997,40,"Class2",50.569,53.822,"F",25.719,62
36.306,27.636,28.127,19.503,83.61,35,"Class2",67.968,65.376,"A",23.19,16
31.705,79.084,47.183,92.513,79.588,50,"Class5",48.813,13.726,"O",57.732,70
48.222,72.011,16.964,23.338,70.607,39,"Class3",21.37,48.195,"R",29.221,69
57.269,80.72,43.206,92.39,79.486,75,"Class5",69.4,14.281,"N",81.189,93
67.249,68.028,61.969,51.525,59.605,13,"Class1",62.243,55.506,"C",37.392,27
61.224,30.134,32.153,19.064,83.214,37,"Class2",62.646,63.305,"A",26.072,73
NA,17.613,32.041,21.587,80.629,36,"Class2",90.367,59.842,"A",25.468,41
37.573,70.072,48.015,44.598,46.997,NA,"Class1",64.338,59.101,"J",14.564,75
40.064,59.265,54.948,68.566,62.22,21,"Class1",59.391,33.414,"L",11.973,46
NA,84.739,50.967,96.335,76.488,53,"Class5",56.442,13.284,"N",93.373,88
69.158,67.931,39.679,93.973,79.651,40,"Class5",56.381,37.467,"W",62.358,69
53.476,75.569,37.23,24.615,69.336,54,"Class3",16.206,48.194,"U",55.939,75
61.788,32.619,29.811,20.432,82.5,38,"Class2",81.842,41.066,"T",26.571,47
62.316,73.844,25.393,21.761,70.429,48,"Class3",22.629,46.894,"D",39.754,60
86.59,99.301,47.736,95.681,76.763,43,"Class5",47.012,43.14,"N",52.522,81
70.805,33.764,28.704,26.69,84.139,39,"Class2",32.547,52.454,"K",21.987,77
31.003,62.957,73.696,63.866,62.662,2,"Class1",71.475,57.57,"L",43.842,32
55.855,54.588,56.502,75.806,66.124,21,"Class4",25.785,93.315,"T",46.776,40
53.09,55.765,54.876,70.61,46.132,16,"Class4",19.471,97.35,"U",48.4,72
57.085,43.55,58.279,17.232,82.676,18,"Class4",29.086,85.871,"U",61.887,72
32.949,63.57,39.11,92.654,77.364,42,"Class5",65.13,37.773,"N",86.996,86
39.411,34.983,70.862,11.908,58.569,26,"Class4",23.037,93.324,"U",51.094,44
105.311,101.334,43.696,96.213,78.046,80,"Class5",56.392,37.561,"O",91.282,88
32.562,86.884,39.123,95.597,78.71,61,"Class5",40.788,34.545,"O",74.689,81
35.638,63.761,30.119,80.188,56.408,51,"Class1",62.274,54.436,"C",45.02,36
44.002,62.662,65.892,78.377,55.418,30,"Class4",19.584,86.431,"C",42.202,50
53.242,70.366,80.383,59.413,71.912,39,"Class1",48.541,54.55,"J",24.119,24
51.529,64.133,24.755,71.323,43.992,12,"Class1",53.576,43.283,"P",45.929,68
NA,77.906,44.258,94.447,78.917,52,"Class5",58.067,11.852,"N",65.795,76
60.511,22.461,29.27,13.973,57.566,35,"Class2",50.664,62.427,"K",24.979,48
84.294,10.644,29.19,17.994,72.537,NA,"Class2",66.764,37.356,"K",27.425,77
39.77,70.559,22.993,24.046,69.083,42,"Class3",31.868,49.652,"B",28.768,74
65.879,68.218,76.676,68.249,70.471,0,"Class1",60.05,61.711,"J",10.53,49
63.095,19.243,32.991,22.21,62.967,39,"Class2",101.456,41.727,"A",24.084,64
31.949,12.699,32.667,28.933,66.387,38,"Class2",90.414,39.103,"A",25.731,79
49.271,64.169,54.414,65.08,58.465,29,"Class1",58.285,59.673,"C",51.336,45
65.478,76.023,10.005,23.262,70.204,37,"Class3",26.587,48.132,"R",47.573,57
49.343,54.641,63.317,66.101,50.171,29,"Class4",9.348,98.377,"Y",45.328,5
59.22,45.763,49.733,59.647,71.647,14,"Class4",12.738,96.738,"C",47.566,11
56.004,73.579,52.719,54.955,66.55,18,"Class4",17.8,82.612,"N",55.741,27
61.959,66.506,60.402,61.611,62.087,55,"Class1",61.802,52.871,"J",11.346,64
47.753,45.405,58.107,76.735,90.816,15,"Class4",25.113,92.862,"N",50.816,18
45.261,74.661,70.796,36.258,92.435,22,"Class4",16.417,87.621,"N",42.192,36
35.518,92.446,50.699,92.153,79.623,55,"Class5",70.502,22.379,"O",62.021,62
42.776,53.561,23.584,86.741,53.999,37,"Class1",69.626,39.671,"J",20.198,25
29.576,84.606,43.67,96.083,79.264,60,"Class5",35.241,42.484,"Y",83.829,89
74.121,16.373,30.02,16.556,72.497,37,"Class2",39.17,65.744,"M",22.09,21
55.02,16.732,65.694,46.136,56.547,17,"Class4",28.058,82.2,"U",47.567,26
44.859,49.57,51.025,42.301,81.919,25,"Class4",30.088,94.174,"U",48.903,27
52.215,44.726,52.408,55.192,44.883,21,"Class4",19.273,86.228,"N",53.587,58
58.614,23.786,33.382,26.951,91.802,40,"Class2",72.243,65.807,"T",29.757,23
NA,103.414,51.375,97.094,78.445,78,"Class5",47.122,20.012,"N",78.118,77
60.796,67.874,44.051,92.287,78.98,65,"Class5",45.661,47.109,"E",71.839,84
81.253,75.155,13.25,24.823,69.603,45,"Class3",43.18,46.964,"R",50.389,69
42.746,80.906,57.532,90.015,54.899,33,"Class1",62.333,56.28,"P",64.299,63
51.316,63.799,69.464,72.578,57.225,28,"Class1",69.525,49.025,"E",56.096,53
32.649,71.525,36.544,62.725,64.318,16,"Class1",62.039,57.125,"P",14.09,52
41.978,32.991,32.372,22.585,58.887,38,"Class2",71.123,64.704,"A",24.808,55
51.862,40.132,65.115,46.06,43.189,14,"Class4",20.453,92.923,"U",62.769,6
55.485,91.699,48.476,90.978,77.334,76,"Class5",70.324,24.166,"E",84.36,84
51.942,78.322,66.152,74.413,48.951,1,"Class1",45.671,41.303,"J",31.227,51
96.536,72.253,49.045,98.857,79.246,66,"Class5",40.542,14.268,"O",57.902,91
66.465,29.986,28.13,17.157,59.751,35,"Class2",100.303,40.895,"K",25.31,42
27.836,61.273,49.405,93.723,76.55,67,"Class5",75.996,30.149,"N",85.8,87
91.764,70.322,46.022,19.925,70.102,45,"Class3",32.913,46.198,"B",37.931,72
39.607,83.801,56.077,54.106,43.574,17,"Class4",12.483,86.002,"C",46.205,12
43.605,75.069,26.032,21.677,69.09,51,"Class3",39.354,46.058,"B",57.191,65
49.296,71.386,81.316,76.648,73.212,43,"Class1",56.055,35.26,"E",62.276,54
-0.874,15.909,32.769,18.222,57.05,35,"Class2",52.475,34.428,"M",30.305,91
43.364,73.837,21.971,23.113,69.831,37,"Class3",37.088,46.297,"U",25.332,86
NA,73.26,43.351,96.235,77.684,47,"Class5",26.434,26.991,"W",63.92,74
66.171,73.629,18.892,23.474,69.894,25,"Class3",40.366,47.754,"D",46.219,69
41.577,85.841,67.385,62.044,45.408,69,"Class1",51.525,43.521,"C",19.965,75
42.235,72.972,19.219,22.591,70.014,9,"Class3",31.215,46.99,"R",18.94,85
12.232,13.746,29.149,19.688,76.304,38,"Class2",66.267,37.738,"M",23.813,86
42.103,74.439,73.695,83.467,61.535,10,"Class1",55.637,52.697,"J",28.016,66
28.787,70.55,5.691,22.915,69.32,20,"Class3",34.966,49.075,"B",35.827,74
72.075,26.559,29.839,23.015,81.368,35,"Class2",73.074,64.126,"T",23.041,55
74.098,82.366,37.661,96.333,76.091,30,"Class5",57.528,33.427,"E",92.94,88
65.071,63.324,46.216,26.348,86.985,20,"Class4",32.372,96.751,"C",59.713,45
NA,36.456,32.619,20.145,73.78,40,"Class2",33.257,46.297,"F",27.519,51
NA,40.215,45.647,104.051,72.605,23,"Class4",13.792,89.701,"U",58.975,46
42.95,79.448,38.135,97.829,76.453,34,"Class5",48.175,22.891,"E",66.065,69
36.28,23.378,28.916,25.996,78.925,38,"Class2",56.498,46.387,"T",21.491,26
33.298,92.124,50.952,55.91,69.1,67,"Class1",40.311,54.715,"E",68.674,46
51.579,82.853,42.118,96.37,78.285,64,"Class5",70.012,10.081,"Y",55.088,75
48.363,76.979,47.313,65.048,46.733,63,"Class1",83.366,58.9,"J",52.562,28
65.067,22.036,28.513,18.319,70.499,39,"Class2",69.573,51.052,"K",25.731,88
46.957,40.261,53.531,70.507,84.896,30,"Class4",30.106,96.52,"U",62.832,13
48.903,13.33,28.357,18.428,74.73,35,"Class2",69.593,52.781,"K",30.08,19
83.192,70.816,53.816,19.468,70.238,37,"Class3",14.647,46.396,"R",24.905,84
51.035,76.056,51.768,65.932,52.073,20,"Class4",40.366,86.203,"U",51.41,76
87.145,19.13,30.878,28.363,97.567,39,"Class2",30.586,44.675,"A",23.27,50
36.342,70.687,51.646,50.771,62.407,62,"Class1",53.993,44.188,"J",14.875,62
33.761,15.569,29.598,20.014,53.249,39,"Class2",76.463,61.054,"F",26.411,38
28.045,72.53,48.226,96.44,78.489,83,"Class5",74.236,16.115,"Y",57.187,68
106.747,84.126,49.45,97.56,77.258,66,"Class5",72.085,37.829,"N",85.096,64
65.703,71.994,48.413,100.364,76.487,58,"Class5",37.468,11.875,"W",99.731,93
52.747,51.446,65.851,40.269,85.571,26,"Class4",13.224,86.944,"Y",50.313,3
34.17,21.491,28.601,22.965,68.417,36,"Class2",102.692,48.656,"T",23.018,94
56.059,84.188,65.671,91.709,60.605,29,"Class4",31.035,90.347,"Y",51.395,29
55.669,22.908,31.77,17.712,80.771,35,"Class2",52.241,50.302,"F",21.707,87
27.379,85.44,44.829,72.321,54.458,42,"Class1",65.23,64.633,"P",56.675,34
42.497,53.759,58.118,56.566,57.63,NA,"Class4",33.527,79.46,"T",55.34,71
52.935,58.779,69.082,62.986,83.786,21,"Class4",22.173,81.012,"U",59.49,70
63.218,72.501,30.921,23.89,70.821,14,"Class3",38.074,46.82,"B",28.499,70
80.534,67.758,41.734,95.324,78.361,73,"Class5",80.182,23.641,"O",80.22,72
49.957,60.017,64.086,105.017,42.607,14,"Class4",24.585,86.691,"T",55.375,30
54.109,61.322,58.127,63.999,55.635,30,"Class4",30.601,98.374,"N",55.527,69
NA,96.99,51.151,99.08,78.178,49,"Class5",51.746,32.783,"E",85.612,63
57.329,89.091,47.096,68.867,80.609,20,"Class4",28.198,79.276,"Y",52.452,43
NA,59.345,42.437,78.208,67.659,8,"Class1",44.632,39.915,"P",54.959,29
53.638,56.348,67.261,59.16,55.498,14,"Class4",21.027,81.768,"C",54.945,51
59.554,72.987,18.531,21.927,70.465,21,"Class3",9.794,48.293,"U",56.707,63
44.199,84.618,28.636,63.819,69.489,NA,"Class1",65.107,37.023,"E",19.585,75
54.295,75.965,51.148,57.473,87.09,19,"Class4",38.163,79.504,"Y",54.893,60
41.328,72.008,43.508,24.268,70.51,44,"Class3",28.577,47.017,"D",48.46,73
51.832,7.519,30.712,23.711,44.75,39,"Class2",71.263,43.819,"F",22.915,74
60.349,36.94,28.578,16.623,71.367,35,"Class2",31.862,47.054,"F",24.897,58
-5.671,92.417,48.789,92.758,77.489,51,"Class5",58.203,20.346,"E",62.63,86
NA,18.901,28.294,19.132,65.713,37,"Class2",80.81,43.129,"T",28.319,95
28.73,69.516,67.538,71.692,66.953,35,"Class1",49.347,56.906,"P",60.502,70
41.652,51.219,45.032,52.092,64.705,18,"Class4",27.817,86.291,"T",60.521,51
93.454,71.421,16.992,22.64,70.392,NA,"Class3",35.693,48.468,"D",64.603,68
76.11,28.758,30.033,20.912,84.52,35,"Class2",54.23,47.638,"A",22.335,74
100.382,85.339,38.41,96.94,78.872,39,"Class5",55.363,16.296,"Y",83.705,71
51.06,-3.375,67.261,46.349,64.933,14,"Class4",22.316,88.817,"C",52.994,27
72.832,66.781,15.429,23.672,70.748,9,"Class3",52.528,46.271,"R",29.911,57
49.583,74.227,42.023,23.968,69.97,NA,"Class3",33.613,48.492,"B",56.812,76
47.618,71.086,48.15,20.649,70.469,17,"Class3",48.17,49.873,"D",56.775,68
50.024,85.053,53.715,72.711,58.569,1,"Class1",52.028,64.728,"L",17.951,49
61.158,20.799,32.002,23.512,94.969,39,"Class2",51.289,47.661,"K",25.063,89
75.292,72.487,57.998,22.595,69.678,52,"Class3",36.832,46.74,"U",19.47,65
52.381,44.471,52.354,78.716,80.308,18,"Class4",25.066,91.324,"U",43.503,20
78.668,73.512,44.337,96.08,76.876,35,"Class5",56.171,41.176,"W",98.957,68
60.955,76.663,40.889,54.303,62.376,69,"Class1",62.414,42.261,"E",24.444,31
55.398,88.782,47.125,72.858,92.119,27,"Class4",19.498,96.108,"U",46.691,29
35.765,70.45,65.149,85.858,72.353,28,"Class4",8.946,83.515,"T",63.891,48
23.813,11.63,29.173,20.711,72.446,35,"Class2",58.642,60.666,"K",28.316,30
52.041,63.214,58.225,75.196,64.345,27,"Class4",15.912,88.617,"Y",49.055,35
60.71,52.426,62.918,60.971,88.913,23,"Class4",19.555,93.274,"N",42.563,28
66.073,72.829,21.445,23.656,69.815,27,"Class3",27.897,49.826,"D",34.252,79
57.033,70.505,33.945,75.606,72.88,17,"Class1",66.656,53.652,"J",12.462,24
32.719,76.905,42.607,74.153,44.656,47,"Class1",57.923,37.308,"J",66.529,29
67.867,86.723,47.821,96.963,76.785,72,"Class5",76.905,46.761,"Y",90.646,79
66.022,66.704,64.531,70.951,82.893,29,"Class4",28.562,80.687,"T",45.487,1
56.556,74.245,46.428,22.295,69.594,23,"Class3",36.004,49.049,"R",38.801,61
41.529,87.487,79.138,61.707,60.13,NA,"Class1",62.169,37.593,"C",14.967,69
42.35,64.207,61.762,77.088,46.401,51,"Class1",64.81,40.157,"L",64.48,37
68.045,23.388,30.347,23.435,84.304,40,"Class2",64.153,53.686,"M",24.071,52
48.769,76.442,62.063,61.614,49.786,24,"Class4",29.97,88.09,"T",50.699,51
71.97,90.494,43.394,94.79,77.517,48,"Class5",49.268,31.059,"Y",92.215,69
70.699,21.433,31.175,22.168,52.627,38,"Class2",57.953,50.094,"A",28.761,12
42.603,41.412,56.375,58.634,79.385,18,"Class4",29.804,89.732,"C",55.192,19
79.506,95.199,45.374,92.296,76.329,80,"Class5",60.727,38.426,"N",65.102,84
54.405,70.886,21.329,23.693,70.834,13,"Class3",38.993,47.764,"R",52.588,65
62.251,74.157,46.949,21.047,70.839,32,"Class3",49.348,46.367,"D",28.717,62
42.247,92.958,41.871,97.383,78.303,29,"Class5",80.401,13.928,"Y",92.353,91
NA,70.987,40.361,21.181,70.752,NA,"Class3",38.73,46.021,"B",36.487,78
53.783,75.365,51.444,22.577,69.179,25,"Class3",44.572,49.716,"D",62.327,64
64.066,8.481,33.495,18.044,69.063,36,"Class2",105.076,40.204,"T",21.595,47
50.984,55.165,60.03,64.85,61.497,17,"Class4",26.49,86.583,"C",58.278,4
76.046,78.065,44.992,96.497,77.219,50,"Class5",44.909,44.206,"W",95.614,73
49.841,89.179,50.484,57.722,59.731,16,"Class4",11.09,96.624,"Y",54.239,69
73.247,111.16,46.328,98.718,78.956,28,"Class5",26.316,17.972,"Y",81.394,79
60.34,40.094,30.006,23.275,73.09,37,"Class2",44.007,35.69,"M",24.489,45
62.711,29.367,31.692,24.852,47.753,NA,"Class2",54.648,45.371,"M",29.938,34
52.622,54.926,53.802,53.548,57.523,8,"Class1",76.364,55.604,"C",22.751,59
28.494,81.459,49.399,92.27,79.29,47,"Class5",89.069,12.225,"E",74.63,63
27.41,65.424,64.917,79.588,54.548,51,"Class1",60.812,60.954,"P",10.254,32
55.921,36.271,54.049,65.411,81.521,20,"Class4",23.701,81.064,"U",56.621,4
67.228,72.468,34.445,21.631,69.444,36,"Class3",19.974,46.879,"D",63.78,74
52.928,31.572,28.098,26.195,61.761,35,"Class2",118.869,59.745,"M",22.099,58
24.206,61.598,34.309,47.545,49.903,39,"Class1",78.549,35.64,"J",9.249,38
85.883,80.228,37.935,94.524,79.436,29,"Class5",75.734,42.04,"E",89.427,63
37.392,72.526,50.292,21.362,69.793,29,"Class3",45.32,49.667,"U",41.732,62
42.197,37.925,60.84,39.437,90.418,22,"Class4",18.919,86.42,"C",42.063,47
52.522,63.276,58.083,82.049,89.312,23,"Class4",15.613,88.942,"Y",57.634,14
109.736,77.45,21.428,23.599,69.777,25,"Class3",35.582,48.612,"D",50.307,77
36.946,77.35,36.533,20.359,70.092,44,"Class3",27.823,48.626,"U",48.006,86
58.115,89.836,42.616,96.053,76.363,75,"Class5",69.601,30.295,"E",69.581,89
104.197,82.345,51.567,96.841,76.081,58,"Class5",64.719,37.119,"Y",62.034,71
2.54,85.831,46.812,98.497,78.723,43,"Class5",47.665,14.551,"Y",82.662,69
8.744,87.855,76.589,68.172,50.245,53,"Class1",64.59,45.299,"E",43.887,24
46.627,71.567,48.576,50.803,74.272,14,"Class4",26.025,82.912,"T",60.095,66
18.463,84.409,39.558,96.213,77.791,39,"Class5",30.248,37.786,"O",60.157,83
21.253,90.203,40.483,95.698,79.621,82,"Class5",64.363,30.261,"W",72.546,87
62.772,70.392,48.944,91.137,78.592,44,"Class5",43.679,42.816,"W",67.946,84
74.325,-2.23,32.039,21.693,47.9,35,"Class2",56.317,42.566,"M",28.835,79
NA,77.502,20.551,24.583,70.768,39,"Class3",11.455,46.933,"L",38.438,86
61.492,81.585,44.34,93.619,79.013,32,"Class5",63.082,22.903,"N",62.13,65
54.19,18.754,30.998,21.769,66.819,39,"Class2",71.15,38.065,"M",28.597,42
58.203,42.022,65.338,45.447,69.904,28,"Class4",-2.318,92.239,"C",60.816,11
54.793,40.347,54.928,52.355,55.115,23,"Class4",28.698,94.744,"C",51.839,42
38.773,76.743,72.476,57.142,57.71,58,"Class1",71.061,52.79,"P",31.205,44
89.922,88.247,48.018,92.014,78.343,77,"Class5",60.604,47.229,"N",74.452,73
63.546,65.77,45.528,73.909,67.178,47,"Class1",60.283,34.584,"E",65.827,70
88.222,76.614,57.116,22.254,69.245,22,"Class3",14.192,47.007,"B",23.905,57
53.587,103.294,50.329,94.741,79.478,42,"Class5",55.027,37.051,"N",74.282,62
49.938,26.886,33.753,15.463,78.331,39,"Class2",54.789,50.268,"A",21.016,39
37.273,70.636,12.231,22.829,69.092,27,"Class3",46.342,47.995,"L",31.163,76
64.593,72.237,43.019,96.672,76.691,46,"Class5",33.932,43.611,"Y",84.016,65
67.696,74.073,40.351,95.754,79.215,NA,"Class5",39.337,37.892,"N",78.406,74
50.902,72.927,61.913,78.365,65.879,15,"Class4",16.548,92.659,"U",51.68,47
59.038,74.582,43.412,22.846,69.602,13,"Class3",8.458,46.74,"D",45.166,84
