"RVM1","WRJ2","XBE3","Output19","QPJ4","QET5","BQX6","EZA7","WEP8","RMF9","GZF10","LAG11"
15.225,67,18.484,"Class1",29.552,67.198,"Q",82.664,2.783,97.207,56.365,"U"
52.021,22,89.601,"Class2",74.146,37.398,"T",20.983,46.127,42.299,84.641,"G"
74.126,82,23.832,"Class1",20.018,91.47,"S",81.543,25.577,99.064,53.73,"L"
-2.389,79,89.286,"Class2",55.606,4.896,"T",22.703,35.131,51.23,76.52,"K"
30.205,69,20.753,"Class1",35.94,84.863,"S",82.356,31.208,97.047,59.686,"L"
64.683,64,89.834,"Class2",62.775,58.359,"K",50.404,83.147,42.53,73.975,"L"
24.916,71,89.063,"Class2",72.552,55.182,"R",19.181,35.229,36.34,101.769,"K"
65.086,74,26.856,"Class1",28.191,65.296,"P",82.133,21.595,98.85,63.585,"H"
37.648,48,25.216,"Class1",40.227,74.346,"T",81.646,28.912,97.002,18.231,"L"
56.515,72,89.234,"Class2",78.442,58.026,"T",34.445,73.075,43.519,101.735,"H"
63.455,84,21.58,"Class1",30.126,48.367,"P",82.341,5.891,98.622,41.792,"L"
50.051,76,16.72,"Class1",43.816,102.73,"G",NA,5.158,98.591,47.071,"U"
20.631,90,17.169,"Class1",17.452,46.771,"S",82.52,27.663,98.35,79.905,"L"
31.342,46,89.869,"Class2",84.825,66.804,"T",28.155,86.186,46.081,65.838,"I"
34.817,34,89.324,"Class2",84.124,35.037,"C",33.162,75.142,46.733,64.739,"K"
57.526,80,25.529,"Class1",44.301,79.437,"P",82.411,25.5,97.948,17.158,"X"
98.545,83,89.838,"Class2",63.846,67.642,"T",38.289,45.616,43.879,65.591,"H"
5.015,63,21.003,"Class1",38.516,74.452,"Q",82.853,2.329,96.179,42.947,"U"
13.291,60,21.366,"Class1",46.897,56.787,"P",81.965,10.5,101.434,NA,"B"
4.188,74,17.79,"Class1",27.947,93.268,"T",82.324,21.604,98.894,55.791,"X"
43.365,52,89.901,"Class2",76.28,34.94,"K",37.138,37.123,57.301,54.411,"G"
40.05,69,22.457,"Class1",40.842,72.243,"G",81.867,17.007,97.196,42.29,"B"
39.174,88,19.602,"Class1",10.337,85.494,"Q",82.786,5.49,95.502,30.391,"L"
73.097,85,89.311,"Class2",66.763,44.681,"I",23.918,66.534,51.589,69.879,"H"
74.369,66,89.229,"Class2",67.148,46.803,"K",37.716,82.528,44.449,77.658,"L"
88.226,34,89.425,"Class2",60.905,12.775,"R",28.138,53.134,48.135,60.64,"I"
21.697,84,16.636,"Class1",26.925,75.025,"S",81.425,24.878,99.27,50.989,"B"
40.015,64,89.276,"Class2",58.537,49.477,"C",42.92,61.493,47.809,71.092,"H"
39.133,87,23.469,"Class1",38.98,72.79,"G",82.619,20.441,96.568,33.517,"L"
51.977,52,89.938,"Class2",65.912,38.101,"I",38.811,37.902,49.817,NA,"L"
61.458,90,19.554,"Class1",40.077,81.583,"S",81.961,33.479,95.518,65.49,"L"
58.707,80,89.858,"Class2",77.868,43.391,"T",44.319,54.55,38.158,60.006,"L"
50.88,88,16.001,"Class1",21.909,68.2,"Q",81.03,34.958,96.882,51.427,"L"
21.819,87,27.567,"Class1",25.681,79.908,"Q",81.141,36.471,98.384,55.393,"U"
44.422,91,24.847,"Class1",30.844,78.028,"T",81.154,8.602,100.725,61.74,"H"
42.14,56,19.178,"Class1",46.903,66.834,"P",82.152,29.745,98.543,NA,"B"
62.433,68,89.012,"Class2",64.963,27.155,"I",26.78,52.631,45.267,66.508,"L"
21.509,59,89.729,"Class2",84.452,31.431,"I",39.535,87.636,45.258,NA,"K"
26.804,60,23.814,"Class1",10.503,97.507,"Q",82.045,20.332,98.329,111.813,"B"
48.689,73,89.054,"Class2",64.976,33.846,"T",41.736,93.756,45.458,75.764,"H"
31.884,73,25.412,"Class1",52.211,77.892,"G",NA,30.51,98.093,21.049,"X"
14.845,35,89.258,"Class2",66.74,48.946,"I",23.368,41.691,48.88,77.727,"G"
27.103,85,89.634,"Class2",72.144,22.361,"I",30.957,83.577,49.059,53.717,"H"
30.859,72,89.851,"Class2",84.107,13.774,"I",18.22,76.719,46.453,60.686,"H"
55.184,79,26.404,"Class1",40.407,84.944,"P",81.251,17.544,98.11,33.743,"B"
44.99,61,26.73,"Class1",16.736,67.556,"T",81.222,7.896,100.057,28.219,"H"
28.369,47,89.14,"Class2",61.034,35.416,"K",49.673,82.305,49.218,69.79,"H"
38.104,60,89.477,"Class2",84.638,-8.324,"K",40.851,25.052,55.779,NA,"H"
30.881,57,27.162,"Class1",32.605,92.829,"G",82.646,26.843,97.509,49.86,"L"
78.456,82,89.842,"Class2",67.798,33.506,"C",50.172,82.972,54.051,51.618,"I"
-25.156,46,89.533,"Class2",73.61,24.706,"C",45.899,23.427,50.353,53.8,"G"
59.611,60,15.256,"Class1",30.642,67.146,"G",81.55,35.644,97.824,43.069,"L"
58.508,55,22.116,"Class1",49.664,82.875,"Q",82.329,8.617,98.278,35.569,"L"
41.913,76,89.498,"Class2",70.832,21.268,"R",43.022,72.378,35.737,82.762,"I"
55.817,70,26.695,"Class1",49.65,81.94,"P",82.125,3.879,97.434,17.761,"H"
33.046,59,21.31,"Class1",47.389,91.431,"P",81.581,33.683,99.471,14.335,"X"
8.212,18,89.208,"Class2",60.572,16.052,"K",35.309,51.947,46.755,88.18,"I"
13.41,36,89.951,"Class2",72.092,28.432,"R",35.045,84.62,47.894,78.566,"I"
56.59,76,89.143,"Class2",71.393,29.684,"C",27.126,24.644,42.101,78.344,"L"
50.497,35,89.189,"Class2",69.452,14.445,"T",39.054,89.531,52.627,88.803,"K"
20.539,36,89.973,"Class2",78.393,40.749,"T",NA,36.266,45.385,68.946,"G"
58.385,82,22.022,"Class1",24.972,66.835,"Q",82.026,4.611,98.349,48.218,"U"
46.115,72,89.573,"Class2",66.126,38.389,"K",31.083,27.771,38.633,85.563,"H"
21.44,79,23.652,"Class1",27.782,45.374,"T",NA,28.687,98.971,42.741,"B"
14.796,45,89.926,"Class2",72.919,40.743,"R",43.648,45.635,47.869,103.895,"H"
17.243,70,22.807,"Class1",27.994,74.93,"P",81.899,11.052,98.083,51.702,"U"
18.28,25,89.481,"Class2",58.437,-5.624,"T",27.001,23.91,50.243,88.499,"I"
24.066,50,89.682,"Class2",78.811,15.951,"T",34.267,86.882,47.346,93,"G"
40.894,81,89.644,"Class2",77.41,25.386,"K",35.797,33.452,48.493,78.358,"K"
35.955,63,89.324,"Class2",57.503,63.931,"C",36.788,50.414,43.061,71.467,"L"
36.003,74,89.535,"Class2",56.481,36.79,"I",46.714,30.955,48.781,99.286,"H"
23.279,46,89.509,"Class2",81.255,52.149,"I",41.003,77.74,51.106,112.189,"H"
26.946,62,24.186,"Class1",14.9,78.983,"Q",81.716,27.908,98.649,58.305,"X"
13.901,62,89.15,"Class2",66.112,27.593,"K",37.902,37.418,52.281,70.791,"K"
-7.307,37,89.765,"Class2",63.572,33.367,"K",NA,31.272,41.858,76.116,"H"
78.363,46,89.964,"Class2",70.758,23.978,"I",20.729,73.896,54.638,67.41,"L"
34.066,32,89.143,"Class2",78.459,19.923,"C",36.257,45.811,53.739,94.798,"K"
48.557,91,27.065,"Class1",35.283,85.88,"T",82.433,2.617,96.743,24.409,"L"
68.547,87,89.905,"Class2",77.694,51.397,"R",20.226,55.688,45.378,88.825,"G"
12.145,73,19.248,"Class1",47.948,58.623,"S",81.592,28.853,97.197,30.905,"H"
27.789,51,89.199,"Class2",68.469,53.323,"R",35.921,35.906,51.07,65.733,"G"
46.589,55,15.139,"Class1",20.321,68.085,"G",81.826,16.734,99.426,33.813,"B"
57.316,41,89.739,"Class2",72.174,27.872,"I",42.693,92.352,45.838,77.762,"H"
62.339,42,89.605,"Class2",82.875,41.206,"C",50.667,63.415,43.735,86.582,"K"
33.211,39,89.366,"Class2",69.369,42.252,"K",26.494,66.783,43.728,71.748,"K"
48.636,26,89.203,"Class2",64.102,36.394,"I",NA,45.976,53.746,98.085,"I"
56.951,87,23.064,"Class1",44.458,72.556,"S",81.469,16.508,98.07,69.843,"U"
33.021,59,15.461,"Class1",46.785,105.01,"T",81.919,22.037,99.748,35.777,"X"
41.489,57,18.262,"Class1",14.694,68.017,"Q",81.483,13.082,98.634,48.288,"U"
65.883,57,18.074,"Class1",18.525,87.86,"T",82.177,15.055,99.686,NA,"H"
19.629,65,28.434,"Class1",10.889,77.467,"S",82.276,17.502,99.081,44.129,"L"
45.081,52,27.949,"Class1",44.05,75.859,"S",81.043,2.378,97.47,21.332,"X"
58.955,64,89.231,"Class2",55.61,-0.279,"K",48.6,30.998,40.838,70.099,"I"
47.208,18,89.73,"Class2",83.937,22.317,"C",46.801,60.437,53.213,81.935,"L"
32.345,25,89.465,"Class2",79.764,53.705,"C",35.334,63.617,50.977,85.601,"I"
19.231,68,27.795,"Class1",35.145,77.718,"T",82.742,29.139,97.894,66.873,"U"
41.124,75,20.622,"Class1",51.973,110.448,"P",82.508,20.314,97.625,NA,"B"
28.887,62,22.874,"Class1",48.128,85.093,"T",81.003,5.206,99.092,32.201,"U"
39.236,55,16.501,"Class1",49.499,71.297,"T",81.831,18.042,96.984,73.994,"B"
47.336,69,17.71,"Class1",40.811,81.476,"G",82.055,5.549,97.695,53.626,"H"
42.621,53,24.194,"Class1",19.713,84.527,"T",82.551,35.668,97.167,34.959,"X"
30.534,35,89.907,"Class2",63.005,35.835,"R",45.236,89.759,45.415,76.664,"G"
28.421,87,24.172,"Class1",25.813,72.517,"S",81.021,27.92,95.881,73.694,"L"
87.118,52,28.581,"Class1",47.416,77.731,"P",81.356,32.256,97.23,38.828,"H"
62.561,50,19.701,"Class1",21.307,86.597,"Q",82.163,2.424,99.77,46.245,"U"
39.094,74,28.527,"Class1",53.536,89.406,"Q",82.793,24.565,98.297,41.153,"U"
43.54,84,89.472,"Class2",80.515,44.209,"T",43.129,76.454,42.913,93.299,"K"
46.166,76,16.396,"Class1",53.826,108.969,"S",81.998,13.627,98.701,73.467,"U"
20.166,64,89.038,"Class2",84.477,44.91,"T",NA,61.564,36.308,49.923,"L"
39.966,83,15.113,"Class1",54.629,63.645,"P",81.428,25.166,98.27,57.253,"U"
70.684,70,26.658,"Class1",24.435,65.992,"T",81.12,32.973,98.869,33.724,"L"
36.759,70,22.724,"Class1",53.947,76.982,"P",82.379,9.782,98.289,69.547,"B"
22.497,51,89.087,"Class2",72.934,5.085,"K",22.921,86.707,42.286,61.813,"K"
51.172,79,89.585,"Class2",62.976,29.803,"C",25.364,81.562,39.958,78.364,"K"
86.432,67,26.217,"Class1",21.557,66.874,"Q",81.369,10.447,100.974,41.034,"X"
28.411,74,15.288,"Class1",44.55,83.014,"S",81.982,28.349,97,51.534,"B"
71.312,68,89.022,"Class2",60.647,25.369,"R",49.129,23.452,41.617,92.311,"L"
68.217,51,16.453,"Class1",48.744,75.211,"S",82.206,3.827,97.088,40.861,"B"
63.611,32,89.53,"Class2",67.745,54.153,"I",31.912,55.869,46.342,71.733,"G"
51.681,68,24.342,"Class1",50.306,113.772,"P",NA,5.675,99.585,61.607,"X"
37.863,56,24.27,"Class1",19.62,80.715,"G",81.724,12.03,97.084,NA,"B"
47.358,31,89.784,"Class2",69.387,44.077,"C",44.178,36.63,37.781,56.106,"G"
52.252,76,89.253,"Class2",61.353,50.678,"I",40.785,83.981,39.319,80.225,"K"
22.277,52,89.328,"Class2",73.32,36.43,"R",19.36,27.178,49.06,NA,"I"
27.706,79,89.199,"Class2",77.9,38.071,"R",50.477,46.34,44.755,56.953,"H"
35.869,18,89.48,"Class2",64.804,20.553,"K",27.628,56.422,43.497,NA,"L"
37.923,85,24.463,"Class1",52.552,58.104,"G",82.615,15.522,96.966,34.173,"X"
43.83,53,24.786,"Class1",33.258,73.843,"Q",81.909,8.29,98.809,36.761,"L"
63.01,85,89.367,"Class2",68.393,57.201,"I",37.087,28.328,34.589,76.651,"I"
135.579,83,89.196,"Class2",70.315,84.031,"K",46.975,44.335,40.939,82.489,"H"
65.905,88,20.75,"Class1",31.633,80.862,"S",82.581,30.426,96.594,64.151,"U"
29.57,60,89.259,"Class2",77.023,26.858,"T",30.194,63.219,53.033,NA,"L"
21.081,35,89.163,"Class2",55.268,48.193,"C",47.06,50.92,47.352,88.695,"I"
67.803,77,21.207,"Class1",31.095,48.412,"G",81.075,37.854,98.994,60.076,"L"
81.501,77,15.06,"Class1",27.326,69.978,"T",82.646,31.589,97.057,36.768,"B"
35.45,22,89.396,"Class2",85.723,44.168,"T",27.983,34.153,55.882,60.414,"I"
23.486,54,89.769,"Class2",73.236,66.553,"C",45.716,73.033,38.76,73.117,"K"
36.162,51,22.421,"Class1",14.737,75.282,"S",81.091,4.921,97.175,52.818,"U"
57.614,78,89.128,"Class2",57.381,28.596,"I",42.126,92.77,43.791,58.794,"G"
48.922,88,89.327,"Class2",61.965,36.5,"I",NA,48.297,52.517,56.355,"L"
28.998,59,89.763,"Class2",65.72,36.634,"C",21.043,82.11,49.547,74.936,"I"
41.993,49,89.031,"Class2",75.934,6.159,"T",43.222,28.924,50.53,43.245,"H"
-5.293,81,89.807,"Class2",74.449,20.297,"I",45.693,79.639,44.534,65.396,"G"
7.957,92,26.543,"Class1",29.448,67.477,"S",81.513,30.199,96.967,37.919,"B"
18.132,31,89.584,"Class2",55.535,61.884,"R",19.606,30.547,48.711,61.428,"K"
19.237,43,89.675,"Class2",61.927,43.026,"T",50.117,79.324,39.822,91.405,"H"
38.151,53,89.95,"Class2",75.649,42.176,"I",32.172,45.795,42.802,74.593,"K"
64.357,54,89.571,"Class2",78.304,-16.547,"I",32.297,59.313,36.336,68.594,"K"
40.032,74,89.876,"Class2",63.63,37.931,"K",18.362,73.212,49.291,68.684,"H"
31.939,56,89.112,"Class2",69.839,13.51,"R",NA,89.493,44.211,65.707,"H"
38.683,72,22.504,"Class1",43.783,66.569,"P",82.153,15.227,98.958,46.887,"H"
44.415,76,15.345,"Class1",13.045,65.849,"Q",81.78,6.249,99.648,34.873,"L"
30.847,21,89.9,"Class2",76.415,36.113,"I",26.913,81.782,44.961,76.838,"L"
27.817,87,89.389,"Class2",62.93,6.329,"T",24.667,29.894,47.48,53.423,"I"
56.674,58,27.719,"Class1",44.21,69.264,"G",82.69,9.375,98.472,37.572,"H"
29.067,67,22.114,"Class1",49.097,89.384,"Q",81.755,28.197,98.704,50.496,"U"
-1.202,64,89.875,"Class2",84.226,31.968,"T",47.721,91.393,38.379,75.152,"L"
80.392,37,89.555,"Class2",60.646,21.647,"T",36.704,40.532,47.286,64.946,"K"
61.098,73,89.843,"Class2",85.949,59.984,"C",47.56,93.243,43.245,102.216,"L"
26.057,70,89.244,"Class2",55.651,4.674,"T",39.316,21.768,35.219,77.183,"L"
47.628,52,89.981,"Class2",75.424,23.422,"T",24.563,40.171,39.332,40.771,"L"
43.013,87,27.654,"Class1",10.091,99.889,"Q",NA,34.374,97.329,25.98,"X"
37.917,85,17.192,"Class1",13.52,86.794,"T",81.944,7.066,95.737,51.242,"L"
13.621,21,89.209,"Class2",56.586,49.904,"R",43.14,87.504,44.714,80.329,"H"
48.008,58,15.793,"Class1",17.159,61.287,"G",81.466,12.829,99.131,38.138,"U"
59.829,66,17.794,"Class1",32.457,67.466,"S",82.566,26.207,97.825,54.525,"L"
62.807,69,89.93,"Class2",67.833,46.387,"C",18.211,71.585,45.344,69.134,"H"
81.358,62,89.501,"Class2",61.441,52.171,"I",41.368,52.574,46.591,42.707,"K"
79.505,22,89.271,"Class2",69.058,22.932,"C",20.757,55.394,52.401,82.705,"K"
31.56,89,16.822,"Class1",54.612,50.067,"T",82.472,4.99,97.291,53.705,"H"
37.435,70,15.823,"Class1",45.357,75.095,"Q",82.007,10.294,100.4,63.243,"U"
29.625,66,15.6,"Class1",39.043,66.082,"Q",82.528,15.041,98.448,31.945,"H"
107.243,52,28.293,"Class1",52.35,102.181,"T",81.384,19.87,100.303,43.943,"L"
36.563,66,89.612,"Class2",79.609,27.374,"C",41.082,75.104,42.763,80.195,"I"
42.068,61,89.479,"Class2",75.023,57.679,"K",39.721,87.746,48.757,68.154,"H"
79.393,89,21.333,"Class1",33.301,79.384,"Q",82.394,18.998,96.819,5.384,"X"
40.524,66,22.242,"Class1",36.832,88.187,"S",NA,33.476,98.36,77.985,"U"
42.541,58,89.814,"Class2",74.992,1.216,"K",28.288,61.073,41.187,83.347,"H"
-7.157,88,19.742,"Class1",46.896,81.99,"Q",81.737,30.439,97.626,57.301,"U"
41.088,23,89.469,"Class2",61.368,22.559,"K",29.191,49.72,30.924,76.383,"H"
34.312,30,89.757,"Class2",71.704,39.991,"K",20.597,66.168,53.634,71.896,"L"
19.156,85,18.526,"Class1",17.141,65.955,"P",82.893,20.029,98.734,51.211,"L"
49.633,55,25.066,"Class1",38.782,100.746,"S",82.541,29.506,102.413,67.221,"X"
56.488,52,18.489,"Class1",23.942,82.207,"S",82.168,5.39,97.478,31.149,"U"
40.123,61,89.526,"Class2",68.799,4.178,"K",42.319,92.03,46.682,78.966,"K"
51.303,59,16.689,"Class1",49.355,102.885,"P",82.173,31.124,98.129,23.953,"U"
41.334,35,89.35,"Class2",73.25,72.494,"R",33.44,75.809,50.961,98.547,"I"
30.803,55,89.91,"Class2",67.081,12.513,"T",44.099,51.85,50.201,68.32,"K"
42.264,74,21.475,"Class1",45.171,94.649,"S",81.253,22.37,96.389,30.211,"H"
54.586,56,89.596,"Class2",65.266,56.729,"R",45.173,88.097,44.148,40.732,"H"
-8.577,45,89.646,"Class2",65.469,52.326,"I",18.426,71.724,37.241,78.225,"L"
33.985,73,23.421,"Class1",36.801,62.626,"T",81.802,18.333,98.101,23.058,"X"
49.751,89,20.594,"Class1",20.536,67.816,"Q",81.743,25.185,98.331,44.641,"U"
39.322,59,23.77,"Class1",27.775,53.517,"Q",82.93,6.627,98.111,12.039,"X"
38.446,88,22.229,"Class1",53.179,73.062,"Q",81.765,29.603,96.019,65.204,"X"
69.099,42,89.182,"Class2",72.62,3.154,"K",NA,74.552,50.43,NA,"K"
32.993,55,25.591,"Class1",29.257,66.234,"G",NA,21.522,98.232,55.283,"X"
60.785,37,89.291,"Class2",68.575,21.371,"K",44.601,30.082,41.278,67.206,"I"
33.815,72,25.231,"Class1",46.109,95.954,"Q",82.082,3.782,98.509,21.033,"X"
111.37,75,24.032,"Class1",29.116,77.794,"G",81.154,30.527,96.542,52.247,"X"
71.657,80,20.167,"Class1",10.378,97.489,"S",82.588,33.455,99.283,28.468,"X"
56.737,90,89.095,"Class2",76.468,50.666,"C",41.849,45.381,50.592,85.075,"I"
67.745,88,19.735,"Class1",35.426,88.631,"G",82.579,7.204,98.005,53.915,"X"
-1.369,79,18.863,"Class1",18.297,102.968,"G",82.017,28.221,96.237,62.835,"U"
61.39,90,89.225,"Class2",83.503,55.605,"T",43.847,37.398,59.986,65.586,"I"
65.971,65,20.756,"Class1",14.992,76.308,"Q",82.617,17.472,100.484,48.436,"X"
64.231,58,89.66,"Class2",81.758,53.655,"T",35.971,64.36,45.431,69.72,"G"
49.05,70,19.095,"Class1",20.9,96.115,"P",82.845,21.466,95.514,55.005,"B"
54.67,62,89.102,"Class2",79.861,19.805,"C",34.188,88.001,54.888,84.224,"L"
48.777,59,19.161,"Class1",51.829,79.418,"T",82.778,23.114,95.532,47.081,"H"
15.472,52,25.49,"Class1",33.536,88.452,"G",82.212,28.383,96.53,55.687,"B"
79.875,60,26.841,"Class1",50.897,96.774,"S",82.893,5.146,99.058,21.61,"L"
60.038,85,89.585,"Class2",75.181,32.959,"C",28.738,84.825,47.661,NA,"G"
15.605,47,89.059,"Class2",62.24,45.521,"K",42.071,36.433,53.959,88.712,"K"
47.022,30,89.17,"Class2",58.286,37.682,"T",32.003,86.703,51.668,61.507,"H"
77.254,21,89.647,"Class2",84.733,6.503,"K",48.93,66.463,42.998,65.205,"G"
51.87,61,27.93,"Class1",20.94,84.546,"Q",82.341,16.281,99.474,NA,"X"
18.6,40,89.763,"Class2",73.602,38.225,"T",19.114,88.373,48.65,73.074,"L"
56.357,47,89.627,"Class2",58.023,30.959,"C",19.394,75.239,41.136,45.991,"H"
26.719,63,89.36,"Class2",81.499,41.407,"K",47.236,43.997,45.675,73.56,"L"
46.023,54,28.98,"Class1",45.66,78.567,"P",82.482,5.346,97.321,55.367,"X"
55.896,52,89.63,"Class2",61.551,32.862,"C",49.823,67.173,45.432,97.096,"H"
36.272,38,89.866,"Class2",60.506,-9.829,"K",48.896,38.667,35.933,53.574,"H"
78.7,64,89.669,"Class2",65.697,19.547,"K",38.764,60.077,47.452,58.044,"K"
14.384,47,89.49,"Class2",64.217,31.59,"K",38.951,89.387,48.398,49.579,"L"
1.905,85,27.619,"Class1",24.775,101.96,"T",81.194,6.749,96.621,60.523,"X"
55.215,53,18.397,"Class1",12.388,73.303,"G",82.382,9.106,96.963,46.897,"B"
52.35,59,89.327,"Class2",62.201,44.274,"R",38.553,67.447,43.028,83.514,"L"
24.644,74,89.134,"Class2",85.524,38.311,"I",29.231,48.544,41.435,97.624,"L"
55.132,59,23.259,"Class1",52.114,59.657,"P",82.343,2.733,97.123,57.888,"L"
19.84,56,89.02,"Class2",73.494,27.958,"K",47.691,75.155,47.349,60.795,"G"
26.768,73,26.266,"Class1",13.709,76.576,"G",81.821,34.223,97.614,75.246,"L"
44.653,52,89.779,"Class2",68.669,34.393,"C",39.238,58.735,44.111,66.558,"H"
32.857,41,89.006,"Class2",63.003,49.892,"I",28.855,80.788,42.399,70.003,"G"
55.846,42,89.382,"Class2",80.911,42.93,"K",28.03,73.716,41.16,73.45,"G"
74.494,55,89.129,"Class2",72.224,34.78,"C",25.22,61.64,46.073,79.959,"K"
59.911,86,89.938,"Class2",57.548,27.36,"K",20.007,93.459,50.191,61.235,"I"
37.913,49,16.17,"Class1",35.972,101.168,"G",81.935,18.165,97.4,27.582,"L"
63.542,48,23.811,"Class1",50.574,88.635,"Q",82.136,26.513,96.221,61.384,"H"
33.82,64,24.74,"Class1",22.05,56.333,"T",81.064,23.593,99.928,58.227,"X"
42.359,64,20.777,"Class1",27.298,82.551,"S",82.434,14.116,96.448,64.516,"U"
29.854,87,17.62,"Class1",35.055,81.099,"S",81.74,4.366,98.279,62.886,"B"
46.77,66,16.556,"Class1",20.449,58.206,"P",82.501,13.163,99.691,31.689,"H"
65.528,69,19.262,"Class1",29.206,79.511,"T",81.228,28.034,97.88,36.468,"U"
53.849,58,89.412,"Class2",78.51,37.779,"T",46.269,46.448,40.404,76.014,"H"
78.28,30,89.144,"Class2",77.282,30.955,"K",27.121,51.612,45.719,64.412,"L"
20.612,59,19.231,"Class1",31.35,80.868,"T",82.654,5.252,99.242,41.367,"X"
63.36,72,18.716,"Class1",38.03,70.265,"T",81.713,23.234,97.441,52.253,"U"
56.962,51,89.377,"Class2",69.501,40.158,"I",50.987,36.12,48.679,79.812,"G"
21.469,49,28.671,"Class1",25.6,75.175,"Q",81.797,24.615,99.322,31.924,"U"
41.38,59,17.852,"Class1",48.446,81.174,"S",82.843,22.435,97.12,22.136,"L"
44.718,48,19.187,"Class1",24.393,83.32,"Q",82.98,24.755,98.593,34.241,"L"
46.952,70,89.753,"Class2",82.895,43.643,"I",29.521,79.45,59.93,92.437,"K"
34.801,58,17.365,"Class1",53.104,64.912,"T",81.463,5.786,96.756,58.328,"H"
41.9,28,89.179,"Class2",83.19,24.178,"K",30.342,62.682,53.024,70.379,"H"
43.101,51,16.112,"Class1",41.203,72.83,"G",82.39,34.167,100.201,61.967,"X"
35.622,78,89.438,"Class2",67.697,14.023,"K",23.14,55.017,41.944,79.407,"K"
81.536,69,89.755,"Class2",56.759,16.814,"I",NA,28.468,39.518,82.5,"L"
20.595,54,21.222,"Class1",13.9,95.043,"G",81.353,25.349,97.628,59.378,"B"
25.83,77,15.196,"Class1",29.357,84.671,"P",82.995,5.658,98.647,48.183,"X"
29.13,71,18.507,"Class1",10.458,83.039,"P",81.419,29.852,100.3,51.865,"B"
28.315,71,16.128,"Class1",27.638,76.749,"Q",81.997,36.466,101.097,65.144,"H"
26.71,61,22.699,"Class1",15.904,61.908,"G",82.553,17.124,94.894,48.808,"X"
44.917,90,89.125,"Class2",68.178,24.839,"T",18.329,29.556,55.347,NA,"H"
25.039,89,89.992,"Class2",62.369,42.091,"R",28.323,93.729,36.951,80.73,"I"
19.895,23,89.227,"Class2",73.063,18.17,"C",31.258,39.106,42.021,85.964,"G"
78.276,75,16.858,"Class1",46.068,73.703,"T",82.867,9.621,97.734,NA,"U"
32.343,59,20.441,"Class1",23.829,84.733,"T",81.275,22.924,98.935,33.75,"H"
-1.995,65,89.291,"Class2",65.902,44.821,"R",34.351,82.11,45.144,57.849,"H"
72.395,79,19.308,"Class1",53.05,80.201,"P",82.846,9.289,96.246,47.424,"U"
56.068,88,21.031,"Class1",25.383,67.609,"P",82.67,15.908,97.561,24.739,"B"
58.725,42,89.707,"Class2",79.784,50.842,"C",NA,79.801,43.746,69.608,"K"
64.056,60,24.12,"Class1",38.567,74.511,"P",81.292,6.168,99.728,32.451,"U"
67.267,49,25.865,"Class1",37.154,74.908,"Q",81.794,16.438,97.16,49.143,"B"
51.457,68,19.028,"Class1",47,75.114,"P",82.813,29.501,99.123,41.681,"H"
34.094,66,89.328,"Class2",76.012,17.47,"I",22.939,81.824,45.247,62.67,"H"
58.53,77,89.629,"Class2",65.536,32.622,"T",NA,31.67,40.898,64.008,"K"
34.729,73,28.755,"Class1",35.791,81.641,"Q",NA,37.983,98.282,36.88,"B"
50.925,18,89.913,"Class2",75.468,6.412,"T",31.335,69.121,44.925,71.393,"L"
20.429,52,21.272,"Class1",53.292,83.874,"G",81.557,22.241,98.475,6.471,"U"
47.642,59,17.997,"Class1",37.847,69.764,"P",81.175,20.633,97.58,NA,"L"
69.125,49,25.948,"Class1",36.092,91.899,"P",81.339,34.897,98.162,32.484,"X"
70.871,41,89.102,"Class2",69.01,-2.775,"C",28.285,74.098,49.719,83.763,"L"
29.123,87,23.866,"Class1",43.192,65.194,"Q",82.22,32.583,97.45,52.67,"H"
53.421,18,89.954,"Class2",67.784,36.532,"I",23.497,86.162,42.584,93.885,"I"
48.077,64,25.36,"Class1",35.397,68.946,"P",81.408,18.535,96.605,46.949,"L"
36.402,33,89.094,"Class2",60.653,42.97,"T",30.572,87.979,53.317,86.287,"I"
67.704,38,89.667,"Class2",82.713,49.286,"I",28.998,31.791,44.678,108.896,"L"
103.506,24,89.525,"Class2",78.337,52.629,"K",21.101,84.256,42.367,57.847,"K"
37.557,76,20.39,"Class1",24.701,66.941,"T",81.054,13.412,99.297,23.38,"X"
61.595,25,89.961,"Class2",55.842,14.557,"K",19.09,24.878,51.785,66.459,"L"
44.529,49,17.335,"Class1",16.292,86.216,"T",82.209,28.062,98.082,21.175,"H"
54.909,64,27.677,"Class1",23.415,66.657,"Q",82.786,30.205,98.723,60.071,"U"
60.352,30,89.597,"Class2",78.6,36.225,"C",38.7,31.328,33.128,82.008,"I"
49.261,73,28.359,"Class1",11.394,74.473,"P",81.132,22.296,96.693,29.527,"L"
42.532,22,89.567,"Class2",61.715,24.11,"C",NA,84.552,40.577,NA,"L"
79.557,65,89.59,"Class2",81.541,33.501,"I",38.014,50.148,44.09,73.012,"K"
29.956,47,89.842,"Class2",62.379,54.806,"R",38.944,85.838,44.404,83.615,"L"
59.739,71,89.859,"Class2",56.927,33.877,"I",44.002,64.858,47.586,89.06,"L"
42.874,63,23.039,"Class1",54.204,94.326,"S",82.933,26.583,97.377,36.049,"X"
36.734,74,20.281,"Class1",21.753,74.406,"P",81.917,9.075,98.929,25.963,"L"
