"BVS1","XTI2","XHW3","Output11","WVJ4","XOA5","YHF6","RJF7","MQK8","XUZ9","ZRW10"
62.859,73.701,25,"Class2",46.732,87.784,36.676,21.297,44.121,"Z",22
42.995,40.244,8,"Class1",39.23,31.52,8.617,61.029,27.069,"N",23
63.467,57.893,12,"Class2",41.716,55.839,43.985,25.304,44.771,"V",15
27.446,64.779,19,"Class1",38.626,31.591,17.683,80.264,17.521,"O",18
64.728,78.96,26,"Class2",47.476,54.68,64.01,24.057,48.626,"V",21
45.121,NA,20,"Class1",NA,11.62,38.257,64.38,19.234,"N",16
26.858,50.938,28,"Class1",42.628,41.238,21.462,76.126,33.856,"A",24
62.633,64.134,27,"Class2",44.888,86.018,5.222,42.833,55.978,"F",43
62.426,94.402,25,"Class2",54.25,96.382,70.053,27.593,57.004,"J",34
17.868,67.189,29,"Class1",22.459,12.253,10.446,71.167,23.553,"A",22
61.853,73.247,25,"Class2",25.231,50.504,5.223,22.613,64.868,"F",18
25.73,39.979,19,"Class1",46.968,25.488,28.491,81.014,31.528,"A",9
40.938,53.682,27,"Class1",48.747,34.723,20.943,86.123,22.151,"D",21
62.414,79.709,24,"Class2",39.16,70.225,10.508,39.58,43.247,"K",15
35.389,43.466,23,"Class1",52.835,25.219,42.626,74.821,27.716,"N",13
63.511,52.947,21,"Class2",42.312,49.488,36.792,47.679,51.994,"J",30
62.572,54.892,25,"Class2",27.582,72.893,14.328,37.46,60.044,"K",46
37.532,63.655,30,"Class1",75.82,34.816,42.613,94.456,32.367,"N",16
63.649,51.238,15,"Class2",43.5,70.104,4.341,39.942,58.216,"K",34
32.006,58.816,26,"Class1",37.591,43.205,26.08,97.565,21.347,"A",20
62.325,NA,18,"Class2",25.44,70.049,62.755,31.566,56.392,"F",47
63.077,89.815,19,"Class2",46.844,61.302,70.576,10.393,51.01,"F",46
42.007,58.613,15,"Class1",45.174,11.359,29.419,103.646,26.589,"A",9
48.203,42.184,16,"Class1",31.757,13.597,27.684,84.116,32.263,"N",9
62.721,73.471,16,"Class2",30.694,78.9,65.357,53.353,49.937,"Z",8
30.194,59.791,20,"Class1",16.921,24.191,5.865,88.301,34.253,"A",11
63.177,73.393,25,"Class2",45.89,77.362,44.684,45.861,57.661,"F",53
32.518,38.232,10,"Class1",58.35,27.186,42.33,99.483,15.017,"J",19
62.738,67.145,20,"Class2",51.284,56.414,27.674,28.376,54.65,"F",39
22.35,53.606,21,"Class1",23.629,18.357,33.416,83.289,29.862,"D",11
23.914,48.941,6,"Class1",79.739,28.102,27.782,87.416,26.667,"J",16
63.225,69.531,24,"Class2",54.18,83.245,68.995,24.4,64.799,"F",22
30.439,41.754,29,"Class1",56.341,33.234,35.919,60.441,29.21,"O",10
27.184,55.06,25,"Class1",29.033,61.504,7.488,82.161,17.288,"N",15
62.781,58.244,23,"Class2",27.531,68.603,49.803,56.5,44.686,"V",46
34.25,45.187,21,"Class1",61.539,38.736,37.579,92.361,28.37,"O",23
62.084,77.337,15,"Class2",36.843,74.615,41.517,67.798,51.682,"F",18
35.351,39.423,23,"Class1",84.43,37.311,12.215,79.647,17.776,"J",12
31.34,62.298,14,"Class1",59.545,40.5,9.697,92.622,21.689,"A",15
43.742,47.895,8,"Class1",50.019,45.676,13.868,81.89,30.615,"J",17
43.399,NA,22,"Class1",44.844,33.362,6.506,78.501,23.621,"O",14
27.177,48.874,28,"Class1",35.668,42.276,29.616,87.336,24.873,"O",9
63.723,49.01,16,"Class2",23.071,79.302,45.713,33.071,42.345,"V",52
24.236,60.231,27,"Class1",82.05,36.508,33.401,84.706,28.605,"O",20
63.179,58.216,19,"Class2",71.582,70.105,31.735,35.334,53.308,"J",49
62.95,89.285,21,"Class2",NA,83.99,40.415,53.592,61.277,"V",23
62.907,61.564,18,"Class2",56.933,53.986,58.831,44.097,44.353,"Z",51
37.084,NA,29,"Class1",82.521,39.34,21.524,87.753,21.88,"N",19
34.412,41.93,30,"Class1",66.074,25.477,45.034,89.987,23.208,"N",10
63.013,89.642,15,"Class2",32.205,53.654,46.404,46.302,58.854,"F",50
63.344,53.769,24,"Class2",57.158,78.221,67.384,61.789,43.306,"V",47
62.475,91.832,25,"Class2",71.287,48.989,27.339,26.767,46.855,"V",17
41.627,61.772,22,"Class1",52.426,37.4,21.426,72.198,31.507,"O",25
63.291,70.871,17,"Class2",35.848,61.165,27.71,43.802,56.055,"F",29
37.051,53.74,30,"Class1",40.819,45.65,30.056,78.28,15.576,"D",20
33.081,43.774,28,"Class1",34.498,32.04,41.177,81.15,28.094,"O",20
28.922,67.922,11,"Class1",74.096,29.126,8.748,79.176,22.906,"D",11
62.796,89.091,11,"Class2",38.286,49.597,38.292,-9.591,42.31,"Z",36
36.575,40.515,6,"Class1",51.154,36.374,37.057,87.054,22.78,"O",20
41.619,67.712,14,"Class1",29.065,31.513,16.573,70.171,32.753,"J",18
49.062,67.143,6,"Class1",57.353,43.958,45.981,77.881,23.242,"D",22
63.065,71.88,24,"Class2",34.772,39.215,71.943,50.172,52.338,"F",52
34.443,62.084,22,"Class1",63.592,36.323,42.071,68.273,32.553,"J",18
63.052,NA,21,"Class2",57.999,43.052,64.85,42.144,51.202,"F",46
61.6,64.824,15,"Class2",48.974,67.461,15.896,46.906,44.803,"K",20
30.242,59.217,9,"Class1",45.207,33.102,27.344,80.156,29.918,"N",22
29.957,46.412,7,"Class1",48.839,34.643,15.821,77.869,21.167,"J",12
43.815,62.013,9,"Class1",44.847,35.305,26.158,99.018,31.946,"N",10
26.654,41.227,25,"Class1",NA,33.764,33.25,78.715,15.023,"N",10
62.481,60.376,12,"Class2",36.673,56.549,29.351,31.385,54.38,"Z",16
61.635,72.765,12,"Class2",38.851,69.258,71.362,76.025,56.913,"J",19
63.508,73.619,14,"Class2",47.903,46.371,70.909,34.535,51.655,"V",42
28.26,44.502,7,"Class1",36.158,25.474,30.596,98.397,22.619,"A",20
63.704,82.035,17,"Class2",37.12,57.155,6.503,46.969,51.851,"K",55
34.123,58.324,8,"Class1",86.304,29.356,17.305,103.38,33.096,"J",14
62.809,47.096,16,"Class2",37.196,93.298,57.092,25.498,60.311,"V",7
63.414,60.194,14,"Class2",30.055,97.844,7.172,46.457,43.421,"K",32
38.017,52.071,14,"Class1",54.85,32.909,3.684,65.805,23.711,"O",18
20.923,45.298,7,"Class1",25.903,19.647,38.42,83.866,27.155,"A",22
61.704,99.489,21,"Class2",NA,63.229,55.622,62.988,50.739,"V",56
60.994,61.815,26,"Class2",59.415,74.227,49.35,40.273,47.862,"F",41
63.93,98.327,19,"Class2",44.237,75.369,44.143,24.974,43.937,"J",52
28.661,NA,27,"Class1",23.318,19.712,35.954,75.842,30.797,"J",12
30.454,41.423,26,"Class1",52,40.432,20.157,95.447,16.39,"J",21
19.247,50.987,6,"Class1",58.21,31.121,32.276,75.997,25.692,"N",22
28.671,47.488,12,"Class1",23.549,37.828,11.102,76.163,25.59,"O",25
17.959,59.787,30,"Class1",47.595,35.049,13.554,93.144,25.376,"A",13
43.703,67.638,11,"Class1",54.516,15.094,26.905,86.003,19.296,"N",13
34.926,40.59,13,"Class1",23.409,32.301,4.62,94.407,33.458,"O",12
24.417,55.288,20,"Class1",9.888,27.984,33.988,79.691,28.861,"N",24
36.562,44.691,11,"Class1",58.512,44.334,9.021,65.702,16.96,"D",18
22.151,42.721,19,"Class1",26.944,25.247,29.902,82.018,33.164,"O",19
19.592,66.597,18,"Class1",56.781,31.91,34.065,82.493,15.661,"A",21
34.205,64.725,10,"Class1",49.251,38.744,18.996,90.103,31.713,"A",20
62.843,96.943,17,"Class2",29.841,55.578,9.789,30.383,50.841,"F",9
63.204,91.557,25,"Class2",43.981,74.024,50.447,36.123,46.516,"K",48
63.532,75.919,25,"Class2",52.014,60.759,51.004,18.124,50.742,"J",32
28.443,62,25,"Class1",NA,44.114,26.914,86.809,23.599,"A",15
62.191,77.848,16,"Class2",64.758,50.431,39.705,39.895,58.144,"F",54
42.159,61.144,7,"Class1",68.505,36.337,5.619,93.483,29.441,"A",20
63.126,NA,20,"Class2",55.738,101.305,65.732,49.483,55.747,"K",57
62.984,NA,15,"Class2",NA,88.767,64.066,39.177,44.832,"J",35
41.658,44.731,9,"Class1",89.73,12.59,44.679,74.022,31.104,"J",18
33.366,37.533,15,"Class1",32.449,33.261,6.848,81.081,20.6,"N",19
62.447,90.173,22,"Class2",33.846,72.648,49.669,38.255,64.121,"K",54
55.359,NA,8,"Class1",72.105,18.939,2.93,84.536,21.432,"J",13
24.426,39.897,16,"Class1",49.596,37.851,26.538,71.84,28.953,"D",16
26.491,63.109,25,"Class1",48.588,50.035,27.706,64.002,17.618,"D",10
27.25,NA,23,"Class1",59.545,19.19,23.618,74.408,18.885,"A",19
38.343,48.489,5,"Class1",49.567,14.27,24.151,90.684,25.278,"A",23
24.97,61.003,19,"Class1",62.355,31.394,41.916,84.651,21.25,"N",14
62.488,50.496,14,"Class2",41.903,78.507,38.715,41.756,63.901,"Z",16
32.025,44.032,10,"Class1",58.151,35.837,40.716,97.948,24.192,"O",20
30.26,61.911,27,"Class1",36.51,33.403,45.33,75.048,34.237,"O",16
34.833,62.406,30,"Class1",45.491,5.944,5.184,77.195,21.699,"O",14
61.832,55.466,23,"Class2",41.34,75.038,55.766,22.548,62.467,"K",43
62.339,84.304,19,"Class2",58.092,84.812,63.549,12.739,49.704,"Z",48
61.964,62.09,25,"Class2",43.844,64.004,42.184,43.957,42.484,"J",43
30.755,66.956,29,"Class1",54.477,29.061,2.953,79.821,20.172,"N",22
31.185,61.536,16,"Class1",56.957,53.111,12.349,84.51,28.869,"J",14
61.33,86.857,24,"Class2",38.277,54.736,56.082,27.526,57.763,"Z",33
62.545,52.89,14,"Class2",38.973,84.017,17.875,33.584,57.723,"F",34
25.97,62.428,21,"Class1",64.288,30.13,38.242,81.496,19.429,"J",19
32.933,57.309,14,"Class1",39.705,36.763,38.131,85.912,24.013,"N",15
50.946,40.504,7,"Class1",68.211,16.962,16.725,80.498,30.048,"A",23
63.259,93.183,27,"Class2",29.445,82.377,31.831,39.574,48.081,"Z",13
62.107,66.527,21,"Class2",35.009,82.994,56.449,47.785,56.799,"V",27
17.092,42.843,7,"Class1",NA,25.73,32.396,84.788,21.675,"D",12
32.1,53.623,30,"Class1",60.284,38.416,42.418,72.205,15.721,"N",9
62.836,79.342,25,"Class2",41.198,53.249,25.484,9.985,54.243,"J",34
64.865,98.486,25,"Class2",28.711,87.829,49.759,15.525,53.477,"V",31
37.459,46.874,9,"Class1",71.658,29.348,45.76,79.85,19.832,"N",14
62.137,89.628,17,"Class2",54.857,81.067,46.429,56.358,45.422,"J",41
21.282,56.59,8,"Class1",53.145,29.937,19.984,79.409,17.472,"J",20
