"LKQ1","Output19","WVR2","KLZ3","VEO4","EWA5","AWO6","HJY7","WUI8","LGQ9","UIV10"
79,"Class3",82.097,15.47,78.717,64.283,51.186,"T",91.969,24.014,25
78,"Class3",48.913,16.972,92.6,67.976,46.237,"E",94.238,32.886,15
38,"Class2",90.615,9.123,82.837,67.52,25.737,"N",9.06,69.821,61
39,"Class2",90.476,15.935,95.149,65.789,4.89,"K",14.635,69.533,60
47,"Class1",14.566,77.332,74.323,45.863,23.449,"X",17.356,75.683,62
45,"Class2",87.017,28.493,74.578,67.198,23.015,"R",25.667,68.943,63
77,"Class3",46.52,15.955,83.113,68.748,43.323,"R",91.868,23.91,31
80,"Class3",84.621,15.181,67.989,62.387,40.745,"R",89.209,33.519,18
74,"Class1",60.547,73.481,75.926,36.272,31.778,"X",28.073,23.808,62
68,"Class1",55.024,76.902,75.8,12.765,33.985,"B",73.393,42.94,64
57,"Class1",51.543,76.841,75.721,12.042,33.03,"X",14.586,-9.993,57
29,"Class2",88.931,12.97,61.21,66.194,14.005,"F",16.948,77.476,63
30,"Class2",86.291,8.603,51.559,65.213,7.218,"N",22.253,56.415,61
75,"Class3",36.638,17.128,75.939,72.102,71.861,"E",95.911,25.921,44
77,"Class3",85.6,17.986,76.645,65.998,37.924,"E",83.329,33.174,46
75,"Class3",68.496,NA,69.565,67.228,55.442,"A",82.951,32.222,24
65,"Class1",19.013,76.558,75.656,13.373,32.661,"W",6.187,42.682,63
58,"Class1",56.91,73.036,75.91,24.251,34.443,"X",74.138,38.551,56
61,"Class1",53.987,73.835,76.986,53.276,29.244,"B",80.116,0.629,60
73,"Class1",30.002,80.631,75.895,57.438,28.175,"W",69.152,47.132,56
78,"Class3",22.174,15.971,78.298,68.177,44.915,"E",90.258,33.838,44
54,"Class1",27.609,76.29,75.802,36.825,27.754,"W",32.289,82.992,60
69,"Class2",88.209,36.917,35.095,66.363,20.876,"N",24.071,74.079,58
72,"Class1",23.863,77.477,74.987,38.119,28.049,"X",82.229,61.605,61
80,"Class3",73.408,15.001,84.156,67.994,37.584,"R",93.678,38.592,30
73,"Class1",66.99,77.887,75.071,13.209,34.111,"Q",46.532,29.843,61
64,"Class2",86.524,35.719,89.969,65.655,25.368,"N",16.544,64.098,62
50,"Class2",88.499,30.809,97.288,66.602,5.496,"P",3.35,71.007,64
71,"Class1",21.039,75.41,75.035,42.302,34.219,"X",71.322,23.386,59
72,"Class1",22.522,80.433,75.205,31.604,34.154,"Q",70.04,69.976,55
59,"Class2",87.91,5.88,98.95,64.982,39.934,"F",23.739,76.921,62
61,"Class2",89.439,39.111,35.125,67.667,9.391,"R",16.542,68.886,62
73,"Class3",62.251,16.928,88.059,68.35,27.027,"U",94.67,37.857,14
69,"Class2",88.943,18.305,26.64,64.996,6.947,"P",29.046,80.605,62
77,"Class3",24.804,16.945,79.496,67.707,37.305,"T",89.099,37.441,42
78,"Class3",37.829,15.621,93.355,64.333,40.602,"E",87.417,34.92,32
75,"Class3",22.358,16.779,74.32,64.352,44.934,"T",87.992,29.94,51
77,"Class3",37.393,16.336,72.8,67.603,45.242,"T",88.741,23.904,13
53,"Class1",37.605,74.726,75.607,62.326,31.239,"Q",44.112,-19.257,64
35,"Class2",87.593,NA,86.005,66.769,9.792,"N",21.604,83.316,58
80,"Class3",50.708,15.558,66.819,70.436,50.235,"E",81.87,28.582,47
52,"Class1",19.197,77.542,76.184,5.966,28.535,"C",-15.922,21.646,61
48,"Class2",88.681,22.386,25.349,65.815,32.757,"R",18.991,92.058,60
41,"Class2",88.809,40.021,59.872,66.272,19.943,"N",32.275,87.267,61
57,"Class1",38.529,79.19,76.218,45.823,34.643,"W",127.743,15.433,60
59,"Class2",87.565,36.601,84.57,65.821,2.553,"N",14.918,60.186,58
77,"Class3",51.112,17.71,91.35,67.595,41.486,"U",82.894,38.552,25
74,"Class1",17.022,76.673,75.207,43.817,32.093,"X",57.473,37.074,64
80,"Class3",74.362,15.595,66.758,71.791,44.91,"E",83.822,30.927,15
34,"Class2",86.233,35.279,69.346,66.83,18.359,"P",15.927,99.351,62
76,"Class3",39.881,15.416,65.561,68.453,45.664,"R",83.73,31.969,26
61,"Class1",29.453,73.83,75.651,34.34,30.877,"W",31.311,26.796,62
77,"Class3",35.848,17.557,71.664,68.107,44.171,"U",85.024,23.756,39
58,"Class2",87.437,15.738,75.5,64.856,23.574,"P",15.036,65.63,63
52,"Class1",60.859,78.355,76.07,37.442,32.976,"B",41.177,20.371,61
66,"Class1",65.678,78.072,76.808,29.673,23.595,"B",44.244,37.518,63
46,"Class1",61.761,77.397,75.848,24.123,30.125,"Q",27.442,4.93,64
51,"Class2",89.428,26.304,61.659,65.456,-0.627,"F",19.653,74.106,60
66,"Class1",53.456,80.826,75.088,42.115,31.442,"C",41.625,37.93,60
37,"Class2",86.162,22.694,84.374,65.878,18.396,"F",19.625,83.831,60
58,"Class2",90.675,23.671,90.285,66.64,17.52,"F",6.664,70.877,58
40,"Class2",90.106,6.458,53.428,65.74,14.935,"R",34.037,64.494,60
73,"Class3",78.661,15.098,65.409,63.817,46.607,"R",88.201,33.163,35
49,"Class1",66.033,80.266,75.06,27.61,30.136,"Q",66.959,39.933,64
54,"Class1",16.383,79.545,76.681,11.214,34.996,"W",62.821,40.877,64
50,"Class1",53.185,NA,75.996,43.695,38.326,"C",14.442,42.591,56
74,"Class3",75.752,16.596,75.489,72.099,50.271,"E",95.37,40.038,38
55,"Class1",42.936,80.346,74.336,65.017,30.106,"X",33.08,51.528,61
79,"Class3",57.372,17.654,76.147,66.704,45.388,"E",93.356,37.347,50
76,"Class3",40.005,17.92,79.033,72.656,51.346,"U",88.518,36.467,35
75,"Class3",34.194,15.311,93.499,62.609,45.552,"E",86.45,38.598,21
75,"Class3",81.337,16.224,80.462,68.936,42.437,"U",93.296,40.309,19
69,"Class2",88.389,7.504,80.068,67.478,34.32,"K",23.622,76.568,64
77,"Class3",61.398,16.302,79.34,70.476,31.934,"A",80.572,26.057,38
79,"Class3",58.58,15.292,83.681,68.581,38.222,"T",91.092,32.457,22
62,"Class2",86.042,34.979,72.592,67.407,17.557,"K",23.581,62.738,63
63,"Class1",58.869,76.168,74.034,68.349,19.259,"Q",82.121,35.465,63
55,"Class1",64.457,74.68,75.539,30.928,23.621,"W",65.554,41.099,56
53,"Class1",70.042,79.964,76.028,32.208,23.896,"W",16.088,64.257,64
79,"Class3",25.748,15.133,73.167,67.544,49.002,"E",82.789,27.587,16
74,"Class1",23.353,79.671,74.885,27.772,30.174,"W",55.01,60.896,64
27,"Class2",90.497,NA,39.129,66.292,7.72,"P",28.833,73.835,61
53,"Class1",71.312,74.709,76.003,36.497,35.211,"W",58.976,30.093,64
78,"Class3",62.775,17.383,86.365,63.257,42.299,"A",90.579,31.147,31
68,"Class1",53.308,77.502,75.889,43.285,28.657,"Q",45.276,-12.228,61
69,"Class2",88.036,25.177,80.137,66.341,18.836,"P",38.629,83.514,64
63,"Class2",89.831,NA,34.707,67.092,35.545,"K",17.358,84.377,60
73,"Class3",47.646,16.37,79.357,69.039,52.659,"T",90.072,41.056,31
37,"Class2",89.42,32.183,52.846,66.66,22.196,"N",15.515,77.099,60
56,"Class1",12.347,75.846,75.027,16.119,33.757,"W",80.57,45.257,57
58,"Class1",60.121,74.213,74.878,62.37,40.137,"X",40.65,42.218,56
72,"Class1",60.891,76.073,76.667,55.866,34.513,"W",4.013,45.936,55
72,"Class1",26.564,77.392,74.617,12.534,24.875,"Q",31.093,68.481,61
37,"Class2",89.444,20.277,81.726,65.569,31.391,"N",17.963,69.444,62
68,"Class2",86.228,28.99,41.316,65.541,33.782,"F",6.67,77.296,59
66,"Class2",90.096,17.946,68.178,67.322,20.705,"F",27.307,69.035,60
53,"Class2",90.934,12.676,63.278,67.868,9.42,"P",15.615,60.841,58
80,"Class3",46.813,16.283,67.811,65.525,43.105,"U",94.051,35.377,35
73,"Class3",79.454,15.471,66.796,67.734,47.434,"R",90.426,28.219,43
57,"Class1",27.113,77.912,76.892,22.697,27.227,"X",-12.629,46.173,58
77,"Class3",75.942,16.453,81.734,67.839,43.731,"R",81.731,33.36,46
27,"Class2",89.04,24.763,63.845,65.676,30.424,"F",23.623,64.767,61
80,"Class3",41.352,17.682,90.935,71.752,52.932,"R",92.777,36.757,44
49,"Class2",89.148,15.397,30.63,66.901,10.904,"R",33.773,70.212,62
77,"Class3",26.234,15.848,84.76,69.7,40.592,"E",86.623,25.933,46
79,"Class3",52.762,15.149,71.86,72.182,49.154,"T",89.651,45.62,20
69,"Class2",88,15.799,25.126,67.08,30.551,"F",18.325,63.818,63
79,"Class3",69.141,15.737,70.231,64.513,28.423,"A",89.84,28.174,20
77,"Class3",56.182,17.261,86.753,68.136,36.945,"E",91.589,40.54,39
59,"Class1",53.404,79.099,76.163,6.511,29.027,"Q",20.845,24.551,57
54,"Class2",90.895,15.434,69.423,66.686,-1.602,"F",22.338,78.379,64
49,"Class2",87.653,12.012,69.92,66.72,24.591,"R",30.078,67.584,60
60,"Class1",23.78,78.838,76.697,18.173,24.831,"W",9.289,25.845,56
77,"Class3",51.146,16.687,65.497,69.548,34.705,"A",84.178,38.03,29
55,"Class2",90.42,37.654,52.359,66.254,14.367,"N",32.985,67.336,63
47,"Class1",31.551,73.003,75.593,10.176,21.302,"X",51.692,84.442,60
49,"Class2",86.265,31.359,63.645,66.886,18.11,NA,12.702,80.067,63
74,"Class3",75.865,15.353,77.558,64.668,31.975,"A",83.933,29.608,44
26,"Class2",87.02,36.336,84.451,66.924,6.577,"F",14.115,70.725,64
70,"Class1",16.799,80.257,74.926,48.022,27.362,"X",16.916,73.225,63
74,"Class3",35.212,NA,88.691,67.243,31.775,"E",83.589,36.709,13
67,"Class2",89.751,30.566,75.953,66.626,2.167,"R",25.703,76.417,58
75,"Class3",43.246,17.683,89.47,69.611,41.478,"U",87.274,30.639,34
57,"Class1",68.034,78.592,76.714,27.415,27.701,"B",61.268,67.112,59
58,"Class1",18.728,75.479,75.949,26.004,33.328,"X",21.345,39.071,58
77,"Class3",66.037,16.891,90.221,65.746,34.747,"T",86.361,26.046,43
67,"Class1",14.971,76.797,76.076,66.217,36.221,"X",114.125,44.341,61
76,"Class3",44.178,15.708,68.587,69.839,35.074,"R",86.324,32.428,19
57,"Class1",67.441,78.494,75.068,23.104,29.128,"W",31.185,50.07,55
78,"Class3",27.319,15.446,65.12,71.318,54.588,"T",89.178,17.762,20
77,"Class3",35.061,15.338,69.817,65.291,53.519,"U",87.303,37.536,26
45,"Class2",89.613,18.843,60.03,66.317,18.144,"K",11.779,78.715,64
49,"Class1",29.575,76.775,76.189,18.313,25.756,"Q",108.162,39.104,58
74,"Class3",84.823,16.42,80.838,67.445,36.096,"A",93.905,28.194,39
57,"Class1",63.542,76.17,76.96,56.477,21.934,"Q",47.871,50.957,59
47,"Class1",34.647,NA,76.06,36.849,34.055,"X",47.933,17.079,59
43,"Class2",86.475,11.408,26.08,64.968,28.044,"P",9.484,72.185,60
55,"Class1",70.498,80.371,74.654,49.776,28.983,"B",-1.09,38.287,62
69,"Class1",15.247,74.812,74.124,14.831,35.157,"Q",62.382,79.919,63
47,"Class1",62.638,77.788,75.721,24.432,30.128,"W",62.436,44.971,59
37,"Class2",88.638,7.233,82.261,67.544,10.109,"F",28.916,64.894,61
55,"Class2",86.177,7.709,53.675,65.674,0.789,"N",15.248,69.385,61
41,"Class2",89.342,4.81,96.329,66.701,9.332,NA,24.773,88.24,61
62,"Class2",88.739,8.604,82.031,68.238,15.798,"N",25.094,76.856,64
38,"Class2",87.808,21.799,40.982,67.226,19.453,"N",29.295,78.848,59
33,"Class2",89.557,13.158,84.654,67.287,8.579,"N",18.042,69.847,59
73,"Class3",38.399,15.836,87.178,62.446,36.539,"E",85.261,32.299,45
57,"Class1",54.777,80.225,74.82,43.709,28.362,"C",46.474,55.264,59
37,"Class2",87.311,15.259,74.436,67.017,15.202,"P",19.786,76.514,60
64,"Class2",88.705,8.908,64.983,65.476,17.85,"P",28.041,57.535,62
76,"Class3",62.778,16.626,85.176,75.234,44.112,"A",83.9,33.679,41
49,"Class1",32.56,80.46,75.526,40.046,22.387,"C",57.532,53.536,58
70,"Class2",88.502,22.043,58.254,63.982,11.522,"P",11.601,66.545,61
76,"Class3",29.78,16.219,81.895,64.615,46.785,"E",86.387,36.576,13
79,"Class3",76.699,17.699,87.321,66.466,41.536,"A",86.562,23.289,24
57,"Class2",87.956,24.121,36.036,65.909,13.141,"N",34.471,77.273,62
42,"Class2",86.33,5.6,29.276,66.069,24.122,"F",17.914,60.935,60
71,"Class1",36.288,80.689,74.051,10.717,25.809,"C",3.034,67.649,62
69,"Class2",90.103,21.615,70.853,67.101,9.413,"K",25.536,75.031,63
77,"Class3",58.361,17.822,90.498,73.139,44.909,"R",96.777,29.064,28
73,"Class3",24.186,17.924,81.392,72.505,36.74,"R",91.079,30.729,44
61,"Class2",90.519,35.585,77.848,66.165,16.016,"K",24.342,87.028,60
80,"Class3",29.133,16.555,65.272,67.064,38.593,"T",77.656,34.099,32
53,"Class2",88.948,25.402,53.543,67.924,23.334,"F",9.259,82.741,64
59,"Class1",41.854,73.608,74.938,23.894,40.138,"Q",50.298,61.482,63
58,"Class2",86.363,28.625,27.445,65.084,12.535,"P",14.121,65.902,64
79,"Class3",51.156,17.954,77.693,66.046,54.529,"E",87.227,25.316,34
61,"Class1",37.704,77.331,76.72,51.932,27.415,"C",20.456,21.521,60
64,"Class2",87.778,17.774,86.615,66.189,12.718,"K",22.443,74.604,63
50,"Class1",26.339,74.669,75.553,21.708,33.577,"B",43.733,76.582,58
27,"Class2",87.335,24.13,32.915,67.148,19.504,"N",27.158,63.583,61
79,"Class3",54.3,15.103,83.077,63.782,39.519,"T",85.195,29.767,40
55,"Class1",13.974,80.658,75.589,30.692,16.938,"Q",75.046,72.503,58
41,"Class2",89.551,15.467,58.195,66.066,11.098,"F",19.377,75.01,60
42,"Class2",88.315,16.178,95.135,65.268,5.893,"P",28.464,88.122,63
61,"Class1",37.271,80.249,74.616,43.379,32.351,"B",94.452,38.984,55
55,"Class2",87.232,25.831,84.814,66.036,-0.918,"P",20.226,74.974,62
74,"Class3",30.359,16.991,79.132,72.382,39.153,"T",87.734,32.124,25
61,"Class1",29.133,80.287,76.815,40.997,31.312,"W",9.975,93.772,60
78,"Class3",24.462,16.491,73.026,67.396,41.87,"T",81.566,27.709,15
74,"Class1",42.292,80.941,75.089,14.876,28.926,"B",81.945,30.439,55
75,"Class3",82.115,17.323,82.755,67.942,41.393,NA,80.305,32.493,14
77,"Class3",27.513,16.38,78.115,73.223,47.442,"R",87.309,30.336,17
55,"Class1",20.574,75.41,74.815,27.557,23.084,"Q",45.133,77.351,58
33,"Class2",86.965,35.328,54.027,67.091,30.186,NA,24.16,78.584,62
68,"Class1",64.307,74.17,76.833,41.807,28.921,"X",86.458,69.562,58
75,"Class3",38.477,17.536,65.409,61.469,36.793,"R",86.548,21.568,47
76,"Class3",37.208,17.939,71.772,69.738,52.08,"R",90.144,28.512,22
80,"Class3",82.011,15.248,71.136,65.177,44.889,"A",94.105,37.236,37
60,"Class2",89.532,18.604,92.295,66.053,10.376,"R",22.348,67.361,64
49,"Class2",90.343,7.67,47.951,65.923,12.335,"K",25.566,79.037,62
76,"Class3",42.538,15.579,66.311,69.55,39.902,"E",86.476,29.544,35
79,"Class3",81.74,17.699,85.821,63.303,44.705,"R",88.714,36.337,25
70,"Class2",90.877,32.423,91.33,66.697,12.3,"F",17.316,79.958,59
80,"Class3",59.134,15.001,90.849,67.352,45.431,"A",85.219,37.989,21
70,"Class1",65.522,76.486,74.577,26.936,28.171,"Q",62.004,40.238,64
28,"Class2",86.398,37.286,62.966,64.926,20.977,"N",12.169,69.359,60
42,"Class2",86.788,35.632,95.393,66.938,10.444,"K",0.638,68.419,63
31,"Class2",87.247,8.946,86.014,66.393,12.643,"K",1.087,75.311,62
73,"Class3",46.75,15.664,75.277,70.675,34.482,"T",92.956,36.95,30
65,"Class1",48.219,NA,76.37,19.503,26.228,"W",63.869,-3.717,62
30,"Class2",90.18,15.825,37.461,67.118,23.155,"K",18.608,83.509,60
76,"Class3",38.883,15.379,92.411,62.071,38.837,"A",92.029,42.887,19
77,"Class3",70.272,15.373,74.484,71.157,47.948,"E",91.185,28.752,39
73,"Class3",29.251,17.361,68.338,66.249,51.343,"A",87.552,38.315,42
78,"Class3",62.305,16.871,76.441,71.147,27.606,"T",90.392,29.828,34
61,"Class1",24.399,79.994,76.962,33.93,39.031,"C",48.615,27.806,60
79,"Class3",55.585,16.914,91.721,63.299,37.849,NA,90.574,28.127,18
77,"Class3",37.222,15.029,76.394,72.052,44.389,NA,83.655,31.158,48
72,"Class1",44.938,73.052,75.537,51.04,30.04,"Q",24.492,44.864,56
73,"Class3",83.631,17.565,72.339,67.223,45.95,"A",84.235,35.214,27
42,"Class2",89.101,23.423,53.444,66.704,-4.054,"R",15.624,60.424,59
80,"Class3",39.315,15.296,90.042,60.036,41.679,"A",85.068,30.911,51
57,"Class1",24.844,75.685,74.829,37.745,23.392,"Q",-6.05,41.344,61
48,"Class1",64.338,73.484,75.052,31.169,27.745,"Q",58.786,33.639,57
30,"Class2",86.871,10.792,69.792,66.732,20.373,"N",16.738,77.161,58
80,"Class3",25.537,16.843,70.919,72.031,50.976,"A",81.597,38.296,20
61,"Class2",87.231,27.834,79.66,65.785,1.057,"K",22.695,73.189,63
55,"Class2",87.142,4.858,25.2,65.776,20.691,"R",8.028,92.877,63
79,"Class3",23.635,NA,86.734,65.978,43.557,"R",79.4,41.346,50
41,"Class2",87.298,NA,44.692,65.584,18.751,"N",14.371,60.163,64
73,"Class3",36.184,17.126,85.845,67.463,47.123,"R",91.423,33.095,33
76,"Class3",64.951,15.68,78.232,65.197,42.206,"R",87.397,44.217,24
53,"Class1",24.668,79.95,76.941,19.52,26.684,"B",17.411,50.947,56
77,"Class3",65.386,17.836,74.681,69.625,42.365,"U",83.29,34.841,38
46,"Class1",33.364,76.547,76.499,26.387,25.705,"B",70.782,15.996,60
75,"Class3",82.568,16.986,83.957,66.496,42.289,"E",89.716,29.159,24
80,"Class3",75.129,17.709,73.406,65.321,37.571,"R",89.317,35.848,50
74,"Class3",42.891,17.155,72.032,66.946,28.178,"A",87.004,27.633,37
38,"Class2",90.292,5.157,42.481,64.394,18.585,"F",26.995,64.584,58
58,"Class1",60.715,80.301,76.232,17.409,27.13,"Q",70.854,51.252,57
62,"Class2",86.152,16.212,31.501,66.914,5.994,"N",20.024,76.369,59
68,"Class2",87.649,NA,32.745,68.417,22.948,"P",29.861,64.287,58
54,"Class1",65.51,77.397,74.745,31.117,33.705,"Q",49.683,46.077,59
73,"Class3",86.656,16.016,85.406,61.296,37.273,"T",84.35,30.568,30
80,"Class3",76.039,15.548,84.49,68.964,43.504,"E",92.611,42.235,34
63,"Class2",87.548,11.786,96.678,65.126,5.703,"N",16.002,77.01,58
52,"Class2",87.253,14.153,56.686,67.674,4.73,NA,26.974,72.966,58
69,"Class2",90.528,19.812,70.649,66.197,0.269,"N",28.847,92.871,62
57,"Class1",63.504,79.284,75.07,40.451,30.585,"B",82.049,35.674,60
40,"Class2",87.575,28.187,72.667,67.498,16.654,"N",24.072,62.021,62
79,"Class3",82.352,17.248,89.969,70.611,43.244,"R",91.535,32.242,13
73,"Class3",75.704,15.295,75.494,62.871,47.605,"E",91.051,33.826,39
76,"Class3",32.156,15.761,79.917,71.627,42.424,"U",85.261,27.562,15
74,"Class1",62.762,74.208,74.504,38.122,31.915,"C",77.769,15.399,60
53,"Class2",88.118,15.747,49.469,66.39,0.247,"R",8.171,82.063,60
74,"Class3",72.543,17.191,66.523,76.747,52.638,"T",88.817,34.873,31
54,"Class1",49.645,76.242,75.388,19.513,26.988,"W",29.955,16.155,59
79,"Class3",22.199,17.192,93.954,65.902,55.016,"T",93.282,20.352,49
43,"Class2",88.169,18.66,54.493,67.452,12.71,"R",13.8,69.097,64
75,"Class3",47.952,15.627,87.937,62.036,53.784,"R",83.232,32.697,35
32,"Class2",86.348,39.466,97.859,66.603,16.707,"K",25.233,64.693,63
60,"Class2",90.272,38.319,52.695,66.618,34.948,"N",28.428,74.664,60
71,"Class1",33.895,76.57,76.007,26.997,34.335,"C",47.896,56.709,61
53,"Class1",21.577,74.837,76.902,55.514,25.027,"X",70.201,28.514,55
73,"Class3",69.914,16.565,86.625,71.257,58.772,"R",88.041,28.459,14
58,"Class1",66.445,76.85,75.727,35.215,28.043,"C",49.069,10.801,55
47,"Class1",71.612,79.179,74.814,25.415,31.493,"Q",51.814,55.899,58
42,"Class2",88.928,36.481,73.747,66.784,32.772,"N",18.429,72.731,62
26,"Class2",89.046,19.508,25.072,65.831,33.201,"N",32.582,74.46,58
73,"Class1",45.627,80.07,76.872,36.736,32.759,"B",47.846,60.368,63
70,"Class2",90.487,39.058,96.668,66.263,20.277,"P",28.058,90.564,62
26,"Class2",88.114,13.036,85.238,66.849,11.876,"F",20.108,55.497,61
54,"Class2",89.267,19.28,95.72,68.19,18.974,"R",26.354,76.741,60
51,"Class2",88.751,7.239,84.822,65.404,-1.428,NA,21.971,71.104,60
71,"Class1",42.662,80.795,74.241,48.213,34.022,"Q",66.676,-0.773,55
78,"Class3",49.545,15.552,69.98,73.512,55.387,"R",89.286,38.107,19
75,"Class3",54.258,17.128,83.478,65.825,42.341,"U",90.092,43.833,26
80,"Class3",51.367,17.042,73.905,68.559,42.726,"U",90.821,30.967,14
76,"Class3",80.001,17.648,71.233,60.019,45.97,"U",85.805,41.175,46
75,"Class3",54.016,15.085,75.416,71.116,44.568,"E",81.428,32.124,44
79,"Class3",76.041,NA,68.943,68.731,45.248,"T",83.011,25.887,35
61,"Class2",89.083,7.687,81.628,65.648,27.624,"N",22.126,68.726,63
63,"Class2",90.91,16.317,59.92,66.711,15.5,"K",26.503,73.689,60
79,"Class3",59.084,16.741,78.304,62.217,51.004,"E",85.578,32.65,41
51,"Class2",89.702,29.404,82.712,66.442,40.449,"F",32.721,81.685,62
54,"Class2",88.73,37.359,60.168,65.616,9.453,"P",22.287,67.133,58
47,"Class2",86.894,6.461,62.462,67.466,5.906,"R",7.029,46.926,64
67,"Class2",90.465,NA,31.163,65.933,12.92,"F",22.12,73.906,64
52,"Class2",90.654,7.251,31.655,65.772,30.208,"P",40.027,90.951,63
73,"Class3",81.331,15.387,75.03,64.219,42.489,"A",85.233,30.97,14
46,"Class2",88.145,5.942,69.675,64.988,21.067,"P",18.366,72.313,59
50,"Class1",57.08,77.461,76.244,19.679,34.052,"C",46.537,27.477,57
54,"Class2",90.77,31.185,54.708,65.468,-0.821,"R",32.287,71.239,59
69,"Class1",28.842,79.767,76.499,27.875,26.72,"Q",17.535,17.197,58
55,"Class1",57.437,75.016,76.532,27.217,31.845,"W",42.603,7.217,58
79,"Class3",29.508,16.948,92.171,64.197,44.284,"U",87.54,40.679,17
75,"Class3",41.38,16.638,90.165,69.641,41.84,"T",83.115,33.058,33
35,"Class2",90.668,31.552,77.341,68.753,10.056,"F",19.94,87.369,62
76,"Class3",35.435,15.237,83.679,66.253,45.028,"E",91.798,27.891,37
66,"Class1",69.683,78.026,76.852,36.948,24.366,"W",34.491,54.278,55
76,"Class3",57.597,17.412,65.93,71.175,46.777,"T",80.676,40.325,24
80,"Class3",85.322,17.16,67.262,69.008,49.558,"T",81.997,33.251,40
73,"Class3",23.236,NA,91.757,65.888,35.514,"E",87.857,34.285,41
78,"Class3",72.962,15.377,84.486,60.155,36.434,"U",81.195,41.89,41
79,"Class3",44.925,16.404,82.995,69.653,36.282,"U",90.504,33.861,20
74,"Class3",40.8,15.151,87.774,69.537,47.836,"A",82.948,31.349,17
76,"Class3",42.373,16.914,91.238,65.77,50.482,"R",87.252,36.478,42
79,"Class3",40.764,16.725,72.303,67.544,47.35,"R",93.596,31.322,17
44,"Class2",87.681,21.606,35.005,65.817,-2.809,"F",21.763,64.054,64
71,"Class1",34.28,NA,75.036,9.933,28.116,"B",49.036,43.277,62
42,"Class2",89.416,23.74,92.855,65.637,31.395,"R",19.841,65.711,63
54,"Class1",17.536,NA,74.38,48.986,31.262,"C",21.035,41.027,59
49,"Class2",88.779,6.175,41.864,67.639,18.231,"R",28.534,80.976,63
55,"Class1",18.795,78.955,75.697,25.995,27.629,"B",62.177,42.979,56
50,"Class2",87.199,4.732,72.532,66.27,7.6,"F",3.997,85.209,64
79,"Class3",53.247,15.767,74.009,65.346,40.776,"U",84.808,44.702,13
73,"Class3",62.204,15.777,91.546,61.727,47.499,"U",89.763,31.624,31
49,"Class2",90.537,19.641,95.079,66.025,22.287,"N",24.363,78.831,62
40,"Class2",89.512,NA,68.699,66.047,11.057,"R",27.913,66.351,61
73,"Class3",25.333,16.531,72.714,64.723,50.47,"U",84.859,30.325,25
75,"Class3",63.334,16.747,76.007,66.032,52.565,"E",85,39.772,32
28,"Class2",90.383,28.438,93.396,67.276,11.179,NA,24.473,65.367,59
62,"Class2",89.402,NA,58.145,66.768,19.049,"N",11.715,54.437,64
75,"Class3",79.809,17.823,89.513,69.486,38.966,"A",93.418,38.633,40
67,"Class1",14.448,76.557,74.584,22.006,34.105,NA,31.632,34.431,55
29,"Class2",87.813,21.355,34.14,66.908,20.768,"F",30.795,84.602,61
34,"Class2",89.56,7.891,69.797,67.439,10.762,NA,38.316,77.017,62
76,"Class3",30.336,15.018,73.43,60.588,29.474,"U",83.269,18.724,22
68,"Class1",50.774,73.398,74.823,56.642,30.272,"W",54.785,71.974,63
50,"Class1",28.137,74.368,75.072,35.946,28.856,"X",80.412,64,59
59,"Class1",72.76,73.452,76.551,45.957,32.364,"C",32.751,41.599,57
50,"Class1",39.709,74.876,74.934,46.02,33.556,"X",50.644,30.129,58
62,"Class1",37.025,79.132,74.142,41.553,23.339,"X",51.124,28.506,55
33,"Class2",89.658,39.902,58.451,67.39,11.681,"N",18.925,87.247,60
60,"Class1",13.543,78.336,74.692,22.94,25.48,"B",90.933,8.993,60
55,"Class1",39.281,74.774,76.549,63.304,34.416,"W",42.395,29.331,60
70,"Class2",89.673,40.167,68.181,66.702,8.614,"R",20.748,70.132,58
61,"Class2",88.329,40.441,49.8,65.593,15.166,"K",25.031,71.546,61
35,"Class2",88.033,33.927,84.645,66.767,10.095,"R",26.639,50.287,63
75,"Class3",26.687,15.211,77.004,60.665,47.515,"R",90.836,28.425,29
46,"Class1",66.239,75.184,76.132,22.539,26.888,"W",49.965,57.267,63
28,"Class2",90.531,25.556,57.164,65.297,9.89,"P",29.606,83.167,61
67,"Class1",61.491,77.779,76.114,39.305,42.917,"C",40.52,44.36,56
63,"Class2",88.479,17.971,64.857,65.447,33.809,"F",14.86,63.326,62
80,"Class3",43.705,15.677,91.877,67.178,54.402,"U",91.108,35.358,38
74,"Class3",57.559,15.274,91.763,63.618,43.163,"E",84.863,30.121,14
30,"Class2",86.204,20.053,38.485,66.157,18.783,"F",41.849,71.048,62
48,"Class1",32.028,77.112,76.983,47.853,34.614,"X",65.56,29.992,58
62,"Class1",36.75,77.72,74.643,29.435,27.477,"C",74.805,7.862,58
27,"Class2",87.394,37.121,64.674,67.509,28.835,"K",17.284,72.664,59
63,"Class1",13.225,73.016,74.611,15.194,31.521,"C",75.542,3.981,63
74,"Class1",48.377,77.317,76.792,37.24,32.172,"W",78.717,-9.455,62
79,"Class3",38.372,16.969,74.519,70.604,55.273,"T",95.884,34.112,39
58,"Class1",56.601,77.376,76.653,45.834,29.311,"Q",35.906,72.078,64
42,"Class2",90.986,12.904,63.523,67.875,1.645,"K",25.498,90.252,58
43,"Class2",87.941,13.471,48.245,67.155,10.109,"R",22.105,84.032,63
74,"Class3",70.926,17.664,71.387,63.575,44.199,"E",90.995,30.254,40
