"UAZ1","IMG2","POB3","GLF4","HMU5","LVK6","RYA7","NVU8","Output21","PWB9","JCR10","OTJ11"
"S",25,59.879,9.976,85.931,58,59.106,80.923,"Class5",37.841,48.31,32.665
"T",33,86.521,96.506,64.124,26,83.275,6.258,"Class4",88.409,50.769,38.481
"B",68,26.114,14.155,66.354,81,3.484,52.637,"Class1",41.684,60.181,42.061
"M",82,23.197,35.225,45.822,15,18.654,32.301,"Class3",47.897,13.389,30.269
"B",76,25.371,14.871,72.85,63,38.768,46.195,"Class1",43.766,61.438,51.023
"Y",66,40.757,70.939,56.615,22,79.689,47.867,"Class2",85.931,15.154,59.369
"M",8,82.638,87.293,75.844,44,86.815,3.137,"Class4",91.207,49.09,27.992
"O",83,44.913,39.662,41.255,27,18.422,31.388,"Class3",64.501,78.886,30.568
"M",67,83.844,80.848,70.631,45,80.396,41.707,"Class4",76.593,59.285,29.598
"B",54,25.993,12.401,80.781,53,45.556,47.052,"Class1",33.547,59.957,61.378
"O",61,66.912,64.441,61.479,25,41.891,30.046,"Class2",82.657,53.406,70.652
"X",75,50.158,35.129,30.225,11,18.601,23.778,"Class3",67.603,41.291,28.909
"Z",68,82.401,95.249,70.101,41,81.928,30.433,"Class4",87.291,65.299,41.16
"I",66,89.969,16.988,87.511,55,51.054,81.494,"Class5",30.293,30.144,27.373
"L",60,61.538,80.6,64.971,20,83.259,35.56,"Class2",82.025,39.19,72.801
"L",61,46.425,69.4,59.399,16,60.695,27.178,"Class2",86.716,28.321,35.87
"L",65,46.753,57.468,62.93,29,80.47,19.463,"Class2",88.536,38.262,77.659
"D",83,61.705,2.165,47.604,17,17.227,34.938,"Class3",75.583,72.896,28.149
"G",71,60.455,18.474,39.66,16,17.407,44.857,"Class3",75.892,61.227,29.125
"M",24,77.223,34.309,91.126,53,34.926,83.931,"Class5",32.501,68.218,32.32
"Z",24,86.572,87.616,72.244,36,77.998,28.368,"Class4",84.236,57.192,35.323
"M",50,85.405,66.326,70.928,46,88.366,21.667,"Class4",76.614,60.991,37.243
"S",66,69.183,15.707,86.312,51,52.976,NA,"Class5",34.87,48.499,28.283
"G",88,36.185,16.552,30.976,17,17.1,21.491,"Class3",73.327,73.098,30.388
"D",71,56.401,23.564,60.337,11,18.051,18.805,"Class3",95.731,18.322,29.441
"X",66,35.261,53.295,50.663,19,81.02,15.554,"Class2",84.5,52.665,71.996
"I",3,26.63,25.802,76.451,81,72.309,49.94,"Class1",39.817,59.855,73.104
"T",25,25.468,25.665,68.123,27,57.909,56.521,"Class1",41.04,58.547,42.808
"D",74,31.37,36.092,44.253,15,18.619,41.988,"Class3",73.924,27.322,29.717
"D",44,55.514,37.463,91.197,53,51.48,79.436,"Class5",30.401,63.286,31.077
"G",39,26.323,24.613,69.11,47,20.274,37.251,"Class1",34.66,60.347,92.404
"B",15,26.171,12.477,67.305,58,86.77,41.055,"Class1",33.852,58.069,70.589
"Z",45,84.935,90.012,72.032,28,84.823,25.734,"Class4",81.351,64.407,34.496
"Y",66,38.012,40.486,60.726,25,6.827,-8.568,"Class2",82.264,52.92,35.514
"G",78,25.263,12.552,81.794,67,52.533,47.826,"Class1",32.359,62.163,68.915
"J",3,26.764,13.733,89.345,82,43.622,56.606,"Class1",36.514,61.935,26.448
"I",57,70.603,33.294,88.316,61,36.359,79.034,"Class5",28.83,78.138,33.642
"O",61,30.411,58.472,57.204,27,70.759,28.45,"Class2",84.53,51.28,67.933
"X",61,47.645,46.886,47.419,16,33.36,22.196,"Class2",85.964,29.387,62.411
"G",3,26.364,22.112,65.535,42,50.506,59.97,"Class1",35.927,59.29,82.983
"S",69,90.355,43.184,91.526,64,37.879,80.856,"Class5",31.178,73.144,26.097
"L",64,34.985,51.493,67.229,24,17.87,46.26,"Class2",81.47,16.447,62.519
"Z",60,32.966,73.386,63.202,26,70.161,7.799,"Class2",85.72,27.785,53.782
"X",66,49.981,75.615,63.393,15,91.901,7.973,"Class2",84.345,28.186,76.889
"O",88,39.942,6.301,37.598,20,17.205,60.027,"Class3",75.332,76.581,28.83
"T",50,26.003,15.945,62.277,48,52.086,61.177,"Class1",44.769,61.872,37.075
"T",50,25.7,23.464,100.214,44,15.8,56.418,"Class1",51.307,61.188,33.82
"Y",66,46.292,70.301,63.74,29,90.06,19.363,"Class2",85.522,44.731,33.468
"T",44,91.063,74.194,75.389,33,78.052,11.093,"Class4",90.974,38.275,27.471
"G",61,24.518,23.354,67.044,73,42.092,57.274,"Class1",33.304,58.668,38.307
"D",87,71.45,34.546,34.898,22,17.31,17.454,"Class3",80.844,81.127,30.131
"F",60,85.379,65.805,67.983,38,87.307,16.331,"Class4",90.97,46.438,30.981
"T",34,86.113,69.253,74.155,37,84.543,43.919,"Class4",65.684,40.185,35.44
"X",63,52.029,41.672,NA,22,76.699,32.829,"Class2",78.654,19.727,80.907
"T",35,85.956,87.014,66.528,29,84.049,45.341,"Class4",93.783,54.934,27.807
"D",41,68.825,21.74,89.347,52,50.569,77.229,"Class5",34.096,56.363,36.465
"U",79,87.765,82.382,68.765,46,77.291,12.224,"Class4",86.709,41.828,38.375
"M",23,65.72,45.337,88.21,59,42.467,83.031,"Class5",37.02,27.229,28.081
"Z",64,49.328,57.073,59.96,28,31.571,35.791,"Class2",87.529,41.19,80.084
"I",46,69.073,53.892,88.028,54,55.801,79.479,"Class5",38.37,98.826,29.8
"O",74,38.471,18.336,NA,23,18.083,47.823,"Class3",89.767,43.819,30.223
"M",67,84.089,10.667,86.801,58,47.787,81.562,"Class5",30.73,79.551,34.867
"J",34,26.777,23.935,60.701,63,80.711,54.896,"Class1",40.376,61.419,86.555
"I",25,25.735,21.277,87.347,72,79.47,61.082,"Class1",33.085,58.445,32.156
"M",69,91.61,15.742,89.536,58,64.88,81.578,"Class5",23.651,58.22,28.221
"T",4,26.461,12.653,50.307,69,39.603,62.598,"Class1",32.862,59.121,94.985
"U",33,86.626,85.479,68.517,26,80.293,28.473,"Class4",78.782,50.993,31.626
"O",76,39.767,15.797,40.771,14,17.661,49.163,"Class3",81.414,22.529,30.619
"W",48,79.527,40.588,89.068,55,51.087,79.932,"Class5",32.406,37.909,28.83
"T",82,85.375,79.256,70.063,29,81.962,28.407,"Class4",91.07,53.849,42.407
"D",46,58.887,34.201,87.246,64,42.253,80.703,"Class5",26.722,31.128,30.864
"I",40,26.284,23.114,80.579,53,46.391,69.046,"Class1",38.973,59.092,78.295
"O",62,38.042,50.359,61.007,15,90.205,27.567,"Class2",83.812,38.897,38.219
"I",22,52.422,53.518,NA,51,69.265,79.149,"Class5",34.497,58.343,34.478
"O",73,48.133,3.5,43.291,17,17.799,41.394,"Class3",74.458,20.694,29.94
"O",71,50.56,7.321,29.246,9,17.216,34.392,"Class3",95.028,54.321,29.179
"I",52,26.674,19.219,97.725,33,41.325,46.234,"Class1",36.069,60.748,44.209
"F",63,85.523,71.531,67.721,47,87.064,17.462,"Class4",82,61.105,29.131
"F",56,85.968,95.379,66.293,45,80.644,26.869,"Class4",87.694,62.747,40.197
"T",19,82.79,87.363,NA,33,79.285,24.124,"Class4",79.256,41.229,42.485
"D",74,43.766,23.084,49.067,26,17.988,48.289,"Class3",78.719,43.584,29.755
"B",61,25.15,25.35,102.496,81,71.485,55.384,"Class1",36.026,60.267,55.985
"G",78,49.157,1.168,43.896,19,18.911,44.215,"Class3",76.659,33.606,30.915
"W",26,74.34,16.638,93.231,58,35.312,79.691,"Class5",27.363,62.167,27.275
"G",10,24.405,25.6,72.167,40,62.957,42.04,"Class1",38.022,62.306,25.999
"L",65,35.98,55.207,59.9,28,12.966,-9.013,"Class2",71.678,43.166,37.441
"B",27,25.764,20.213,60.151,49,41.797,52.176,"Class1",33.605,58.747,40.02
"T",26,24.326,19.846,54.606,31,78.085,56.709,"Class1",44.879,59.585,93.944
"O",76,69.237,2.386,36.889,9,17.208,28.216,"Class3",67.346,26.495,29.107
"L",62,46.253,50.301,58.617,22,44.676,17.277,"Class2",80.149,15.021,55.49
"Z",41,85.822,86.243,73.181,32,83.692,8.931,"Class4",102.458,38.232,35.875
"L",61,35.706,38.736,55.371,30,43.192,14.793,"Class2",80.3,23.834,83.306
"U",65,84.03,80.243,73.487,45,86.804,37.908,"Class4",82.458,51.322,40.627
"O",66,42.623,73.308,54.632,19,13.239,11.575,"Class2",86.687,52.341,67.295
"T",64,26.327,27.083,88.116,60,18.762,36.95,"Class1",35.268,62.133,71.994
"B",72,25.879,21.031,60.698,38,50.851,59.76,"Class1",42.765,61.659,62.605
"Y",66,23.943,59.08,59.68,36,38.998,17.052,"Class2",85.869,24.559,71.026
"I",22,58.545,24.018,91.939,61,67.591,82.821,"Class5",35.367,72.81,33.278
"W",67,73.671,24.504,88.705,54,38.23,83.42,"Class5",32.906,78.897,31.166
"G",52,25.018,14.11,60.303,75,12.454,47.803,"Class1",37.662,60.381,71.429
"U",65,83.113,80.763,72.32,36,77.643,45.162,"Class4",90.501,57.578,34.1
"U",64,83.394,87.276,70.958,27,78.777,35.353,"Class4",79.888,40.341,38.822
"D",40,61.436,15.369,89.711,55,73.573,82.549,"Class5",31.993,36.742,34.368
"D",54,67.868,10.254,89.654,65,60.1,NA,"Class5",29.477,75.57,32.78
"B",66,25.564,16.063,61.999,38,52.178,51.489,"Class1",34.013,60.016,22.737
"Z",65,47.786,80.589,67.254,15,36.948,25.477,"Class2",85.275,25.158,83.887
"M",39,45.89,50.414,87.885,56,77.464,81.625,"Class5",32.724,29.92,34.684
"F",83,81.281,98.465,56.673,45,84.543,25.425,"Class4",95.314,50.041,31.397
"O",71,69.608,9.397,43.455,23,17.343,44.747,"Class3",63.545,16.408,28.399
"Y",61,20.281,42.168,64.83,20,28.748,-1.916,"Class2",79.131,29.368,30.225
"J",10,25.18,18.529,83.626,57,76.04,67.734,"Class1",43.451,59.886,68.703
"U",47,83.708,93.291,72.597,37,79.899,44.251,"Class4",92.771,46.808,34.303
"Y",62,26.198,80.964,53.292,34,47.297,23.19,"Class2",83.629,37.462,37.224
"M",53,84.706,85.662,70.29,36,80.671,1.306,"Class4",76.465,66.78,40.022
"S",57,70.904,38.949,88.148,65,73.319,78.959,"Class5",35.3,32.288,25.882
"T",72,84.476,85.171,64.649,26,79.664,-1.71,"Class4",92.541,66.84,43.598
"O",73,58.122,12.771,56.862,14,17.43,24.656,"Class3",81.463,56.338,29.222
"I",58,48.028,40.087,88.565,57,50.893,83.209,"Class5",23.386,35.99,33.613
"O",80,61.299,1.562,36.536,17,17.503,46.731,"Class3",66.322,26.834,29.205
"Z",63,55.946,77.33,60.113,36,49.105,27.301,"Class2",77.974,16.275,34.855
"X",87,38.356,33.836,29.093,18,18.553,47.395,"Class3",90.602,52.557,29.145
"Z",44,87.184,89.167,68.147,37,88.197,14.389,"Class4",99.044,49.059,44.853
"O",75,40.568,19.39,39.803,24,18.6,36.555,"Class3",90.435,40.224,28.941
"B",40,26.798,22.634,107.839,52,44.348,52.726,"Class1",35.507,62.003,37.399
"O",79,56.683,35.836,64.844,25,17.209,36.248,"Class3",81.325,38.256,30.949
"W",23,48.363,48.724,87.359,54,63.819,81.189,"Class5",26.955,65.951,27.51
"D",84,26.38,30.841,33.328,18,17.197,53.99,"Class3",69.3,65.84,28.162
"X",83,37.162,26.336,36.094,18,17.857,46.982,"Class3",90.308,54.717,30.185
"M",28,55.75,12.965,89.064,58,34.37,83.782,"Class5",31.205,72.17,36.788
"U",53,88.223,65.288,67.48,35,88.839,4.351,"Class4",83.751,67.991,27.304
"I",71,26.458,24.906,NA,33,61.753,63.856,"Class1",29.659,61.581,31.509
"J",33,25.834,21.294,57.6,58,31.465,60.041,"Class1",36.121,60.458,53.578
"M",35,82.007,45.846,88.34,65,64.391,82.201,"Class5",36.541,81.085,34.247
"M",86,48.641,33.871,46.229,13,17.626,36.324,"Class3",83.155,21.193,30.007
"J",34,25.188,13.125,75.305,71,84.771,56.892,"Class1",43.732,61.563,44.675
"O",82,54.488,23.378,NA,23,18.384,48.876,"Class3",80.282,32.699,29.708
"D",77,43.285,34.558,29.723,12,17.575,10.551,"Class3",83.474,48.701,29.636
"I",19,24.82,16.228,83.6,70,80.399,50.674,"Class1",38.401,60.789,48.203
"G",75,67.035,36.386,42.016,21,18.269,45.972,"Class3",91.202,11.598,30.908
"W",45,62.896,48.648,87.671,64,54.388,81.426,"Class5",30.825,70.381,25.765
"L",59,40.416,59.621,52.905,31,55.287,19.05,"Class2",78.068,32.278,56.982
"G",6,26.227,19.749,80.72,37,11.429,59.317,"Class1",29.359,58.493,30.479
"B",61,26.603,23.118,68.913,34,36.52,54.878,"Class1",30.841,59.22,69.177
"M",59,81.815,92.723,66.253,40,78.733,0.761,"Class4",85.932,50.142,34.978
"M",38,74.582,54.287,87.781,54,67.585,80.149,"Class5",25.275,82.968,33.774
"Z",78,82.957,98.469,67.091,42,77.711,14.543,"Class4",100.993,56.333,31.762
"T",60,26.317,20.356,75.471,38,20.862,55.427,"Class1",36.526,60.89,63.8
"Y",63,59.267,62.765,54.804,36,36.071,NA,"Class2",76.863,33.187,52.817
"S",39,90.889,52.256,88.482,52,53.964,81.651,"Class5",29.889,86.892,35.417
"W",36,66.131,45.221,89.784,62,44.984,82.498,"Class5",31.24,66.38,35.577
"Z",65,60.387,52.684,57.228,26,48.791,22.06,"Class2",84.892,50.651,69.432
"D",27,73.475,47.976,90.243,61,77.884,80.421,"Class5",28.83,97.669,29.07
"T",56,26.505,12.595,82.535,33,10.955,NA,"Class1",31.55,61.221,83.191
"W",67,91.959,42.104,86.426,64,37.827,80.123,"Class5",29.401,72.726,30.217
"I",25,24.802,13.86,77.001,81,84.201,47.237,"Class1",40.872,59.348,94.285
"X",78,46.633,35.444,53.04,21,18.979,33.9,"Class3",65.903,66.556,29.009
"M",65,52.332,43.386,88.878,61,77.124,81.93,"Class5",34.595,34.547,29.759
"M",82,43.764,7.456,33.126,26,18.758,14.331,"Class3",49.45,37.261,30.359
"F",19,83.192,90.901,73.945,32,79.895,5.104,"Class4",94.115,55.026,31.529
"U",20,81.249,77.465,79.944,36,77.473,-2.467,"Class4",95.398,44.637,38.564
"I",66,84.475,19.345,87.583,58,38.409,83.352,"Class5",32.722,46.118,31.808
"J",33,25.854,17.134,75.756,80,66.351,51.233,"Class1",33.754,59.185,21.829
"M",71,83.004,76.545,67.717,30,81.775,43.858,"Class4",97.93,67.571,38.747
"Y",61,45.164,49.253,55.324,23,64.128,5.833,"Class2",76.657,30.573,44.849
"Z",33,87.283,93.104,64.169,32,88.282,7.39,"Class4",87.382,51.047,27.174
"U",15,87.202,69.265,68.056,33,83.042,16.234,"Class4",85.048,44.62,32.266
"U",9,83.716,79.41,64.69,30,79.644,6.616,"Class4",101.221,51.666,41.07
"I",56,66.707,38.681,89.053,60,42.977,81.537,"Class5",29.196,34.268,30.464
"W",60,68.007,41.553,89.68,56,76.694,81.088,"Class5",31.703,67.78,36.941
"O",75,38.789,36.89,40.48,27,18.393,34.776,"Class3",57.767,78.503,30.58
"L",59,27.813,39.339,58.741,31,21.49,28.255,"Class2",82.71,56.688,36.705
"Y",61,37.659,38.626,54.587,27,35.74,23.153,"Class2",91.205,51.738,49.759
"Y",61,43.548,53.14,63.744,16,72.699,23.585,"Class2",78.124,33.102,64.147
"G",20,25.909,14.551,77.987,57,60.929,42.009,"Class1",43.844,59.61,42.23
"B",25,26.236,16.824,80.966,32,68.039,54.208,"Class1",40.485,61.362,34.991
"M",50,77.22,50.138,90.451,53,70.7,82.904,"Class5",32.424,66.483,28.974
"T",7,26.128,27.051,88.75,35,79.105,56.917,"Class1",33.166,59.918,50.535
"M",81,44.543,33.327,59.229,21,17.784,9.576,"Class3",89.135,51.315,29.068
"X",73,60.359,31.705,54.545,22,18.448,50.413,"Class3",87.07,47.403,29.652
"J",45,26.453,22.187,81.164,67,41.911,60.488,"Class1",38.875,62.695,84.164
"S",54,65.03,25.451,88.474,57,44.793,79.556,"Class5",29.639,71.775,25.248
"X",60,41.576,53.88,55.093,21,24.581,12.818,"Class2",79.406,22.772,59.454
"L",66,35.399,68.518,60.969,24,18.649,7.184,"Class2",84.145,30.418,37.229
"F",54,88.341,79.961,73.575,34,85.626,22.027,"Class4",72.73,60.535,43.392
"O",82,46.857,38.808,29.396,25,17.538,24.929,"Class3",90.231,88.348,28.507
"G",4,26.393,13.124,69.25,81,13.471,63.362,"Class1",33.074,59.182,94.926
"X",65,53.92,72.97,59.848,35,84.163,20.438,"Class2",74.041,44.478,53.678
"Z",78,89.312,82.793,67.312,42,80.316,19.279,"Class4",92.102,67.457,34.797
"I",28,26.184,20.827,77.238,78,30.973,46.375,"Class1",37.691,59.548,35.033
"M",84,52.859,19.059,36.16,14,18.939,29.011,"Class3",74.756,67.951,29.384
"U",79,87.87,80.967,66.428,30,80.257,4.046,"Class4",91.897,62.968,38.761
"M",62,84.145,84.941,65.319,38,77.894,41.017,"Class4",91.411,68.694,27.631
"W",50,70.716,10.857,NA,57,39.083,78.247,"Class5",33.71,60.788,29.448
"M",21,70.095,11.277,NA,54,76.6,80.175,"Class5",29.115,75.883,35.812
"D",86,59.515,17.032,34.481,18,18.634,28.472,"Class3",73.396,36.443,30.206
"G",63,25.302,27.821,80.491,50,55.769,65.16,"Class1",37.149,59.588,38.349
"O",82,34.284,6.216,38.242,19,17.051,39.57,"Class3",87.846,9.324,30.202
"W",52,71.366,46.935,90.786,55,69.982,80.161,"Class5",23.978,33.052,30.053
"Z",74,82.934,78.753,67.086,36,79.414,19.683,"Class4",82.765,41.511,37.597
"X",72,71.758,14.091,37.917,13,17.298,33.562,"Class3",65.87,27.315,30.095
"I",34,70.846,26.126,87.644,59,34.514,79.396,"Class5",31.751,97.226,35.651
"M",36,93.389,51.973,94.34,56,77.843,80.38,"Class5",30.345,99.947,36.528
"B",62,26.229,13.897,78.682,69,52.192,57.732,"Class1",37.122,59.737,84.504
"X",86,60.723,36.783,50.193,26,17.053,37.813,"Class3",78.03,92.823,28.98
"M",85,67.154,30.46,NA,26,17.946,47.297,"Class3",92.324,56.476,29.082
"X",65,33.709,78.008,52.896,27,30.085,7.147,"Class2",83.559,29.502,74.041
"L",62,39.605,47.273,58.966,31,83.541,21.957,"Class2",87.601,30.221,83.458
"Y",59,31.922,73.241,61.054,17,87.245,26.475,"Class2",83.804,16.997,46.497
"B",51,25.388,20.68,83.414,40,5.947,56.365,"Class1",36.019,61.454,34.545
"I",57,59.997,30.745,90.54,59,64.459,81.804,"Class5",30.399,83.157,32.592
"Y",65,37.114,52.448,64.856,15,13.572,1.638,"Class2",75.959,22.48,34.35
"M",74,87.633,93.065,61.169,44,87.484,29.293,"Class4",86.692,42.91,33.878
"Z",59,45.985,62.582,58.482,16,71.888,18.268,"Class2",81.056,24.863,33.957
"M",86,85.884,93.656,NA,30,81.309,19.55,"Class4",93.17,46.313,43.412
"Y",61,56.201,49.118,59.596,21,2.088,11.256,"Class2",84.337,52.777,84.463
"S",36,90.576,46.332,91.121,53,45.924,82.01,"Class5",27.887,51.257,25.837
"F",54,84.548,90.072,71.802,30,82.539,-24.075,"Class4",87.101,38.067,34.923
"M",20,63.987,41.951,87.147,59,40.583,81.211,"Class5",24.718,93.907,30.299
"M",26,64.654,42.334,86.323,51,34.979,78.685,"Class5",32.394,60.462,30.421
"M",36,67.412,11.944,90.33,57,34.646,81.418,"Class5",29.177,67.501,26.34
"M",86,43.678,33.764,43.021,20,18.103,32.965,"Class3",66.951,63.603,30.705
"U",71,80.237,75.226,75.771,39,78.974,NA,"Class4",97.236,42.164,27.022
"S",32,71.878,18.541,89.744,64,41.913,80.59,"Class5",36.346,34.833,28.485
"M",12,83.385,65.962,68.954,41,79.11,34.551,"Class4",65.489,57.263,32.101
"T",49,25.779,27.013,89.432,74,86.23,62.987,"Class1",32.805,60.733,79.488
"I",63,75.422,35.885,NA,53,74.902,82.082,"Class5",32.191,63.378,34.45
"O",59,28.935,39.189,62.543,15,21.614,23.166,"Class2",87.227,18.297,68.452
"L",65,31.729,74.731,62.547,16,44.413,9.48,"Class2",79.622,33.605,59.877
"J",73,26.204,17.711,81.653,72,77.275,NA,"Class1",42.295,60.162,51.623
"J",20,26.63,16.317,87.163,78,73.887,44.331,"Class1",35.423,61.151,57.339
"U",41,85.927,97.898,74.888,37,83.038,-3.963,"Class4",88.064,56.274,43.661
"M",52,91.147,73.413,61.214,39,86.128,75.024,"Class4",92.696,43.507,38.284
"D",21,56.784,30.387,88.325,63,44.559,83.124,"Class5",34.472,91.041,33.379
"I",51,67.391,45.283,92.444,59,70.223,83.634,"Class5",31.215,67.79,35.571
"J",43,24.963,16.715,48.677,39,65.65,65.367,"Class1",38.723,58.649,43.844
"L",65,30.142,46.391,51.629,18,49.723,13.973,"Class2",75.59,55.321,48.67
"M",64,80.541,82.858,71.476,27,87.465,26.209,"Class4",94.513,62.75,29.912
"D",37,50.902,42.327,89.708,57,67.137,81.698,"Class5",29.41,30.872,31.797
"M",83,82.698,92.726,64.495,47,86.567,11.679,"Class4",82.846,36.461,37.756
"Y",60,37.053,74.085,55.133,16,17.428,7.547,"Class2",77.592,19.346,47.29
"D",80,40.861,34.109,40.205,17,18.097,NA,"Class3",90.416,95.8,29.089
"F",17,85.671,75.99,59.896,44,82.618,NA,"Class4",85.557,39.956,42.883
"I",73,26.882,27.848,63.388,61,4.383,61.009,"Class1",48.167,61.378,53.797
"G",75,51.412,12.177,33.573,17,17.169,31.239,"Class3",47.771,82.201,28.34
"J",66,25.016,13.957,67.702,84,35.126,64.12,"Class1",34.681,61.508,47.917
"D",74,58.191,30.886,29.496,15,17.028,26.397,"Class3",92.023,85.174,30.672
"Z",62,55.247,57.207,56.495,17,66.118,1.433,"Class2",91.513,47.294,82.899
"T",78,86.922,74.894,68.542,30,81.209,NA,"Class4",79.57,58.124,43.645
"S",33,70.327,43.152,81.253,54,56.477,79.545,"Class5",28.993,93.258,25.422
"Z",62,36.268,38.251,57.026,27,53.519,4.799,"Class2",74.107,29.164,65.235
"D",80,47.634,15.959,55.684,9,17.138,20.252,"Class3",64.268,14.99,29.93
"O",76,46.409,31.449,40.365,23,18.812,46.466,"Class3",63.811,65.51,29.146
"M",38,64.3,9.138,84.804,51,51.335,81.846,"Class5",27.004,79.077,28.338
"T",80,26.246,24.743,88.116,71,34.99,48.954,"Class1",38.713,60.695,54.277
"D",58,58.101,27.622,89.607,59,51.887,81.689,"Class5",31.054,69.224,33.691
"Z",76,84.341,89.872,68.096,32,77.552,34.757,"Class4",80.697,41.652,38.49
"O",86,59.947,30.778,39.325,16,17.979,61.805,"Class3",71.294,84.35,30.996
"D",82,38.178,32.335,40.087,11,18.032,49.313,"Class3",88.817,31.836,29.808
"X",74,32.163,25.872,63.789,16,18.712,50.577,"Class3",86.604,34.781,29.275
"I",30,66.662,44.93,89.119,54,35.744,83.857,"Class5",30.441,39.845,31.174
"S",43,84.268,21.932,90.763,58,77.012,82.223,"Class5",38.125,76.894,35.965
"O",61,45.676,58.355,58.088,16,72.508,9.809,"Class2",88.222,30.174,35.526
"M",46,98.743,44.791,89.253,53,35.323,80.629,"Class5",30.267,43.45,27.418
"Z",59,49.905,68.488,56.192,28,45.148,10.942,"Class2",90.464,25.451,57.311
"M",82,44.989,2.401,35.613,21,17.647,25.905,"Class3",81.514,64.526,28.928
"B",31,26.447,12.256,62.868,61,34.533,57.295,"Class1",38.265,58.209,75.616
"Z",65,25.059,66.385,61.662,23,79.297,11.183,"Class2",77.696,34.656,57.122
"T",3,25.65,20.841,80.318,83,26.463,45.326,"Class1",44.304,62.435,84.241
"G",71,33.76,11.991,45.846,15,17.109,25.719,"Class3",70.919,78.118,30.054
"L",62,51.266,71.568,55.142,18,91.262,3.621,"Class2",100.1,40.881,52.195
"J",61,26.736,17.194,77.024,78,58.34,55.881,"Class1",44.622,61.054,79.812
"S",60,83.074,39.065,86.048,63,59.699,80.486,"Class5",28.237,43.949,31.804
"U",56,82.148,82.595,63.04,32,87.759,21.325,"Class4",81.272,36.003,38.096
"F",43,87.885,70.706,67.385,29,79.628,24.753,"Class4",77.222,61.8,33.426
"X",71,38.97,42.541,48.289,12,18.955,27.546,"Class3",70.064,53.32,30.042
"Z",46,88.458,91.94,66.473,28,85.147,18.874,"Class4",75.001,62.206,27.099
"S",35,69.642,15.806,87.981,62,76.61,79.912,"Class5",28.397,35.339,36.187
"Z",38,84.844,91.997,72.003,27,82.936,NA,"Class4",89.492,64.023,30.993
"I",67,63.638,33.212,84.553,59,63.38,81.349,"Class5",34.095,38.031,34.241
"T",65,26.131,15.851,81.485,34,53.611,57.644,"Class1",36.964,60.186,87.903
"I",55,70.786,11.534,92.816,57,71.802,82.741,"Class5",35.339,96.239,26.235
"U",29,87.843,68.117,76.491,32,83.245,3.182,"Class4",83.839,48.4,42.306
"G",81,47.984,37.902,29.163,25,17.792,27.471,"Class3",113.554,22.437,28.027
"Z",46,84.661,82.42,69.134,42,86.645,3.398,"Class4",83.382,44.405,34.549
"T",75,25.098,25.733,83.575,74,64.426,53.452,"Class1",35.393,59.345,67.149
"M",73,60.917,35.557,55.465,16,17.95,45.518,"Class3",98.225,12.154,29.589
"L",60,46.643,46.45,61.958,24,45.858,11.211,"Class2",80.999,22.018,37.559
"Z",59,50.848,63.338,65.254,34,27.118,18.463,"Class2",82.109,58.193,47.929
"D",86,53.724,36.823,56.508,22,17.564,51.784,"Class3",69.518,13.43,29.548
"F",23,83.573,75.56,69.483,46,79.608,23.895,"Class4",83.318,43.862,37.801
"O",64,29.478,42.597,58.561,19,48.4,21.482,"Class2",81.395,24.298,70.469
"Y",65,44.27,48.22,NA,15,66.465,28.445,"Class2",79.515,42.865,78.932
"L",62,34.225,48.655,55.268,17,17.696,8.054,"Class2",74.639,47.266,34.021
"O",61,40.767,71.437,56.03,15,64.905,13.334,"Class2",76.521,32.362,45.731
"Y",65,53.935,54.862,NA,31,84.601,NA,"Class2",80.759,32.228,49.882
"G",57,25.749,24.041,72.127,57,29.311,64.002,"Class1",37.572,58.163,43.273
