"NIR1","BCV2","DTG3","RYA4","WVT5","OFL6","YPK7","Output9","YAD8","JVN9","IWF10","BUI11","PRQ12"
4.166,66.064,14.996,"V",15,49.138,55,"Class1",78.083,63.114,29.562,31.265,"K"
58.227,34.806,68.655,"Q",48,19.001,45,"Class3",14.704,66.31,87.576,61.204,"O"
74.776,51.56,23.373,"Y",93,44.677,40,"Class4",42.164,0.306,13.603,13.556,"Y"
60.997,24.59,58.417,"H",9,32.572,48,"Class3",11.432,76.32,60.083,55.197,"D"
60.105,39.301,56.401,"H",17,30.023,50,"Class3",22.07,63.903,59.115,57.795,"D"
73.06,54.992,10.938,"Y",91,40.29,46,"Class4",36.833,30.824,35.445,28.903,"Q"
13.822,72.268,15.371,"J",18,82.617,39,"Class1",73.441,44.703,33.99,26.655,"P"
56.66,7.591,57.018,"D",39,60.845,20,"Class5",56.764,67.249,70.746,54.021,"H"
60.868,13.071,95.963,"K",18,30.12,53,"Class3",12.937,71.413,77.557,55.64,"O"
61.856,38.348,49.442,"C",55,25.534,53,"Class3",3.968,66.214,88.056,64.083,"O"
76.851,49.511,39.241,"U",92,50.964,47,"Class4",27.4,15.193,57.15,33.264,"T"
53.103,46.299,54.742,"A",57,99.638,13,"Class5",55.56,60.575,64.031,53.194,"Z"
56.732,26.313,52.649,"O",69,40.007,4,"Class5",56.702,55.029,74.333,51.479,"C"
70.106,29.086,51.107,"A",30,44.809,9,"Class5",56.298,67.127,76.822,48.301,"H"
25.902,41.976,11.348,"X",14,61.294,55,"Class1",80.115,65.962,35.508,29.531,"N"
51.824,43.117,45.022,"J",22,23.151,8,"Class5",55.953,40.742,60.131,47.562,"H"
24.7,48.947,13.849,"T",21,91.857,42,"Class1",74.386,78.572,35.624,26.672,"K"
63.974,92.277,44.557,"V",28,92.098,10,"Class2",32.03,76.616,83.087,68.383,"W"
63.25,81.148,42.395,"S",26,84.184,13,"Class2",28.175,45.122,80.177,64.512,"B"
55.247,88.873,47.492,"O",24,85.781,9,"Class2",46.177,47.446,78.758,59.419,"B"
18.574,23.206,14.859,"J",17,38.179,35,"Class1",76.977,52.457,30.648,24.454,"K"
71.816,87.127,44.309,"R",24,85.866,12,"Class2",28.402,89.396,83.977,44.266,"A"
56.007,31.955,70.875,"Q",44,29.673,47,"Class3",30.06,67.241,81.182,57.603,"E"
81.251,53.755,27.881,"G",93,53.621,43,"Class4",60.21,36.29,19.223,33.261,"A"
60.055,25.534,88.02,"K",8,25.823,51,"Class3",12.516,74.83,70.471,52.867,"O"
56.999,80.877,47.255,"S",31,86.367,13,"Class2",51.214,97.36,60.171,66.244,"W"
3.024,52.678,20.052,"C",11,38.679,47,"Class1",71.252,101.16,36.249,28.958,"P"
82.86,88.145,42.175,"V",26,95.556,11,"Class2",20.594,82.9,89.588,60.045,"Q"
15.785,48.61,17.16,"J",26,79.475,27,"Class1",79.645,35.461,30.869,24.239,"I"
61.704,19.257,86.74,"C",6,29.318,46,"Class3",14.775,90.416,70.517,53.427,"B"
49.243,15.809,61.655,"V",23,64.818,4,"Class5",57.03,89.134,68.173,52.581,"F"
67.383,58.899,44.641,"V",41,29.117,14,"Class5",54.405,58.914,69.7,47.125,"G"
77.54,51.903,38.665,"R",93,54.811,44,"Class4",64.798,39.359,27.841,29.424,"Y"
83.886,49.508,21.69,"E",93,63.287,NA,"Class4",37.232,40.374,65.693,21.722,"Y"
55.899,90.62,43.079,"O",36,90.571,9,"Class2",31.559,78.716,68.988,41.402,"B"
60.916,47.422,76.973,"P",53,25.352,51,"Class3",16.112,68.033,91.359,58.896,"O"
70.18,90.91,45.541,"V",27,90.004,NA,"Class2",62.732,70.364,64.767,43.806,"V"
74.323,33.622,48.483,"O",NA,52.844,12,"Class5",56.464,67.311,77.041,47.115,"Z"
78.399,32.282,58.429,"J",35,80.844,6,"Class5",57.555,70.682,60.815,53.219,"H"
74.738,52.284,17.719,"Y",93,50.8,45,"Class4",33.955,26.798,26.363,27.04,"T"
77.239,24.465,51.562,"V",NA,49.305,6,"Class5",55.938,86.92,71.71,38.455,"Z"
64.978,30.747,92.702,"C",49,27.424,50,"Class3",7.951,62.302,92.267,60.981,"R"
3.308,55.554,15,"V",15,45.655,32,"Class1",70.839,23.319,31.051,26.467,"W"
17.006,44.669,16.149,"V",26,50.956,63,"Class1",86.099,21.761,29.142,31.568,"W"
16.385,48.504,19.741,"J",20,53.014,52,"Class1",83.106,69.528,28.357,27.316,"I"
85.84,46.398,58.562,"V",35,36.362,7,"Class5",56.228,77.967,73.404,53.027,"F"
68.271,44.389,50.618,"C",23,14.695,48,"Class3",5.234,68.818,90.67,56.44,"D"
77.6,52.559,26.279,"G",91,45.736,41,"Class4",61.98,46.252,81.938,14.198,"Q"
19.907,41.671,10.273,"T",11,78.644,63,"Class1",88.542,57.609,35.194,27.609,"I"
73.741,-0.722,52,"A",30,110.989,6,"Class5",54.791,53.608,59.332,52.205,"C"
84.298,24.912,44.359,"O",67,42.738,11,"Class5",55.563,67.053,63.662,40.417,"Z"
66.762,37.397,93.445,"C",25,34.651,53,"Class3",7.845,68.701,76.692,52.132,"B"
60.624,36.296,89.283,"C",30,26.778,45,"Class3",-9.364,61.178,58.436,57.025,"R"
82.041,49.459,22.122,"R",92,22.054,50,"Class4",59.594,44.021,11.246,19.851,"V"
70.962,89.852,42.762,"O",33,89.923,8,"Class2",31.043,55.043,68.175,87.204,"Q"
74.068,50.64,18.987,"G",91,29.872,40,"Class4",50.58,62.688,20.457,25.327,"Q"
56.838,25.54,72.454,"Q",16,22.379,45,"Class3",9.928,70.701,76.84,55.712,"B"
63.822,11.977,75.219,"H",49,29.089,48,"Class3",13.799,80.352,63.556,56.242,"D"
64.536,34,76.027,"H",13,22.588,NA,"Class3",3.475,71.378,87.195,58.621,"B"
25.161,53.594,12.592,"V",17,69.091,28,"Class1",86.208,70.625,32.171,31.036,"W"
56.858,42.786,78.916,"H",39,31.587,53,"Class3",12.493,65.136,75.512,62.575,"O"
19.928,74.026,10.018,"T",20,72.016,56,"Class1",75.224,62.437,33.186,29.185,"K"
85.409,11.715,58.547,"A",26,55.398,12,"Class5",55.907,70.986,63.957,57.947,"C"
85.157,85.634,47.104,"O",33,91.76,11,"Class2",19.01,89.442,71.586,73.944,"W"
78.007,81.636,45.82,"O",37,91.198,9,"Class2",31.973,48.222,79.047,98.341,"Q"
4.723,41.278,10.368,"C",25,90.257,33,"Class1",72.435,22.144,31.106,31.8,"W"
76.175,49.095,13.754,"U",91,46.524,44,"Class4",56.554,34.182,66.407,24.263,"T"
57.436,36.075,57.054,"K",23,31.425,NA,"Class3",6.665,77.658,77.524,61.259,"O"
82.747,53.661,15.509,"E",91,50.164,48,"Class4",32.949,61.678,29.571,28.421,"Q"
65.947,25.545,73.415,"H",52,30.278,45,"Class3",6.448,70.706,64.985,63.9,"O"
85.847,49.786,18.985,"U",93,45.472,52,"Class4",14.936,21.215,13.913,34.267,"Q"
74.787,57.062,38.204,"G",93,43.298,40,"Class4",30.081,12.529,93.382,31.656,"Q"
77.868,29.024,44.212,"D",62,99.519,15,"Class5",55.44,62.09,61.602,50.163,"G"
59.848,84.087,45.645,"V",30,85.854,12,"Class2",38.972,87.772,87.791,71.851,"V"
69.705,41.696,68.802,"H",NA,19.818,53,"Class3",12.99,64.404,88.583,53.103,"D"
76.058,54.469,42.782,"Y",NA,44.856,48,"Class4",44.311,27.626,64.22,26.991,"A"
82.704,54.275,32.959,"G",92,70.087,46,"Class4",41.35,69.308,61.058,28.713,"T"
79.342,55.587,37.258,"U",93,55.808,41,"Class4",33.833,29.238,23.712,15.264,"Y"
79.693,50.334,34.405,"G",92,67.243,49,"Class4",27.783,47.486,17.445,21.339,"T"
9.669,61.171,11.805,"X",18,46.541,44,"Class1",85.516,58.109,32.388,27.961,"N"
72.429,38.365,44.729,"D",17,63.498,12,"Class5",55.057,53.377,59.585,56.958,"H"
73.357,51.774,14.11,"E",93,42.098,49,"Class4",19.389,18.099,11.428,28.767,"Q"
3.134,20.381,11.487,"C",19,82.367,43,"Class1",80.096,41.381,34.843,25.465,"I"
85.653,47.718,13.269,"U",91,62.884,47,"Class4",52.181,24.702,17.1,32.506,"A"
58.148,27.743,78.547,"H",NA,24.052,50,"Class3",-0.778,58.217,58.492,53.321,"E"
74.62,53.835,33.981,"Y",NA,52.885,52,"Class4",23.121,-19.162,76.983,26.283,"Y"
85.626,82.093,46.051,"S",29,89.046,7,"Class2",31.797,74.465,86.5,53.406,"B"
20.719,42.035,15.52,"X",19,89.156,39,"Class1",81.261,2.081,30.435,25.78,"N"
23.288,43.97,16.26,"V",21,65.522,51,"Class1",76.681,57.911,34.692,29.434,"I"
76.236,50.397,17.511,"U",93,40.978,40,"Class4",71.084,41.763,7.373,15.863,"Q"
75.65,81.844,43.273,"S",24,85.612,13,"Class2",60.396,82.583,76.884,58.286,"Q"
56.085,29.189,76.571,"C",26,35.179,51,"Class3",7.715,79.792,69.078,51.883,"E"
55.407,26.275,91.039,"P",11,29.62,47,"Class3",19.769,56.745,92.943,61.594,"O"
75.362,52.798,32.798,"G",91,55.71,49,"Class4",41.225,56.703,55.596,12.773,"T"
64.876,20.014,61.969,"D",37,31.539,19,"Class5",56.145,75.27,76.084,44.95,"Z"
11.703,33.147,9.908,"J",22,59.066,32,"Class1",72.098,29.886,29.312,26.13,"P"
57.667,17.455,47.082,"J",31,78.272,3,"Class5",56.751,64.34,65.27,53.113,"Z"
59.082,51.136,59.223,"V",68,102.877,12,"Class5",55.278,72.1,73.877,42.527,"G"
54.569,39.843,58.917,"K",30,19.661,48,"Class3",15.063,55.294,90.617,64.967,"E"
76.034,52.13,26.684,"Y",91,55.43,47,"Class4",29.769,45.619,67.739,28.148,"Y"
68.55,28.554,75.981,"C",31,18.001,48,"Class3",5.391,62.682,86.094,64.206,"D"
55.71,89.382,44.855,"S",NA,85.124,14,"Class2",37.891,58.109,89.19,57.832,"A"
9.927,5.277,8.855,"C",16,47.32,63,"Class1",72.8,42.966,30.578,25.389,"N"
61.739,57.083,47.892,"A",NA,84.359,6,"Class5",55.665,33.75,75.786,57.159,"F"
71.896,91.639,42.897,"S",25,86.933,12,"Class2",27.689,57.864,89.521,84.464,"B"
68.498,20.382,56.023,"C",45,27.721,48,"Class3",11.769,61.328,73.413,56.746,"O"
79.236,51.146,24.951,"Y",91,52.749,42,"Class4",48.735,67.101,60.956,30.007,"V"
23.501,60.16,17.049,"V",16,87.339,NA,"Class1",80.087,72.903,32.434,26.057,"K"
86.346,51.757,34.313,"U",91,63.551,42,"Class4",9.233,33.156,60.033,30.386,"T"
56.188,54.041,57.917,"D",46,37.899,11,"Class5",56.243,78.283,64.645,57.757,"Z"
75.435,50.244,9.537,"E",93,68.966,42,"Class4",45.804,32.869,17.502,12.602,"T"
66.633,21.582,77.873,"C",29,33.901,53,"Class3",12.372,67.251,58.528,63.239,"R"
56.438,27.379,60.805,"P",49,29.521,52,"Class3",12.104,77.226,81.855,59.185,"D"
74.563,88.933,42.942,"R",31,85.348,13,"Class2",48.264,88.61,86.328,54.537,"Q"
75.931,53.41,37.825,"Y",91,56.737,43,"Class4",4.049,36.047,78.738,28.884,"Q"
82.977,52.587,16.793,"U",91,58.609,40,"Class4",40.628,56.091,16.389,33.748,"Y"
56.829,33.249,81.224,"P",46,23.975,48,"Class3",-2.901,51.926,91.221,52.32,"D"
64.53,83.839,44.558,"T",35,91.673,11,"Class2",49.257,64.267,71.968,48.257,"W"
69.912,12.323,60.585,"P",49,27.099,53,"Class3",15.906,61.474,67.061,53.176,"E"
78.045,100.085,45.604,"S",29,85.467,9,"Class2",35.948,50.436,67.403,68.025,"W"
77.498,51.439,7.47,"R",91,31.41,50,"Class4",37.884,31.297,64.989,29.69,"V"
6.355,48.281,8.188,"V",23,20.704,28,"Class1",77.244,31.879,34.668,27.791,"K"
80.554,17.84,60.895,"O",53,73.447,4,"Class5",56.579,43.917,71.508,56.135,"H"
78.736,26.586,46.737,"V",69,32.935,20,"Class5",56.218,66.484,70.115,53.847,"F"
59.743,88.655,43.385,"V",24,91.055,12,"Class2",46.09,89.384,86.057,76.674,"W"
61.412,90.536,47.477,"S",34,90.452,13,"Class2",25.491,77.504,84.756,36.254,"B"
49.651,32.505,61.469,"D",57,57.625,2,"Class5",56.678,87.572,70.296,44.174,"C"
79.438,50.46,37.85,"U",NA,50.134,47,"Class4",40.864,42.621,80.858,32.903,"A"
66.587,93.459,42.703,"S",33,90.179,8,"Class2",50.553,52.759,65.886,65.004,"A"
64.345,38.725,92.361,"H",5,37.902,50,"Class3",22.873,59.034,78.876,54.617,"D"
7.089,80.134,13.38,"X",15,34.461,41,"Class1",78.704,-7.42,32.757,28.611,"N"
78.772,52.549,36.844,"Y",NA,57.984,51,"Class4",63.406,29.237,54.743,12.52,"Y"
12.68,30.267,12.886,"X",19,66.314,53,"Class1",72.217,52.391,27.889,30.608,"I"
7.936,56.739,11.835,"V",13,82.998,41,"Class1",77.362,46.411,27.994,29.21,"I"
25.562,29.438,10.575,"C",24,50.552,28,"Class1",84.294,56.024,35.972,25.381,"P"
57.672,85.129,42.365,"S",31,90.18,7,"Class2",46.258,53.088,68.491,64.379,"B"
21.306,51.276,9.311,"T",13,56.158,57,"Class1",81.464,56.999,33.905,30.404,"I"
73.481,85.22,46.61,"R",32,91.72,10,"Class2",47.475,51.785,64.064,36.846,"V"
56.908,85.367,45.607,"O",25,90.847,7,"Class2",68.495,67.837,64.174,67.559,"V"
15.288,41.646,14.767,"J",20,56.099,54,"Class1",78.037,39.524,27.049,30.919,"P"
66.265,94.3,47.784,"S",27,86.279,7,"Class2",49.601,38.153,63.26,98.973,"V"
61.664,29.245,49.624,"Q",37,20.484,48,"Class3",14.457,66.105,81.65,58.719,"B"
83.109,24.56,46.655,"J",63,46.702,10,"Class5",55.995,63.812,78.67,36.086,"H"
58.894,87.204,47.233,"R",29,88.851,12,"Class2",63.517,49.413,69.609,41.548,"A"
62.065,29.282,78.793,"K",43,24.047,50,"Class3",13.129,64.247,62.078,63.748,"O"
57.863,79.456,47.089,"V",35,91.422,14,"Class2",48.183,79.093,63.038,54.331,"W"
56.361,6.849,53.488,"J",42,52.826,9,"Class5",56.615,80.838,64.024,47.907,"C"
61.667,44.546,57.258,"H",50,31.03,53,"Class3",24.352,47.273,82.419,51.333,"D"
21.666,49.556,11.725,"T",22,65.686,48,"Class1",73.575,50.735,31.012,26.662,"N"
83.147,88.58,46.51,"T",33,90.09,13,"Class2",43.92,54.573,76.206,83.371,"V"
60.861,49,51.272,"H",51,28.387,51,"Class3",15.876,51.861,72.745,61.001,"B"
64.748,91.776,43.569,"R",25,85.203,7,"Class2",22.42,51.4,87.989,84.902,"Q"
19.954,80.18,19.466,"V",24,48.346,27,"Class1",70.922,44.2,29.136,23.332,"K"
6.164,74.382,16.516,"J",21,74.626,54,"Class1",75.366,56.311,31.944,27.002,"I"
85.931,86.322,47.074,"T",32,83.84,NA,"Class2",47.782,80.796,87.756,45.919,"Q"
87.982,13.229,52.259,"A",35,48.475,1,"Class5",56.512,88.623,68.733,39.702,"C"
84.336,50.114,30.771,"U",91,46.27,48,"Class4",42.196,38.676,90.915,31.375,"Y"
84.105,91.909,47.47,"T",37,89.387,9,"Class2",46.468,58.335,72.743,62,"Q"
61.376,91.713,42.852,"S",30,86.32,7,"Class2",47.209,86.226,87.67,88.696,"V"
62.633,56.696,61.376,"J",42,43.951,1,"Class5",55.339,76.048,72.591,50.229,"Z"
57.671,89.87,42.151,"T",27,89.379,NA,"Class2",41.331,73.987,66.45,44.269,"A"
9.425,72.387,18.967,"V",11,62.529,36,"Class1",77.24,51.163,30.83,26.126,"I"
75.2,52.53,15.434,"E",91,57.046,43,"Class4",24.118,49.2,78.642,19.54,"A"
7.289,48.06,19.725,"J",13,38.755,44,"Class1",74.926,10.603,31.867,25.853,"P"
74.906,49.906,20.132,"U",93,53.817,46,"Class4",11.235,30.043,46.897,23.842,"Y"
10.597,61.901,16.001,"T",15,65.144,60,"Class1",74.212,58.216,32.213,29.622,"K"
9.415,32.588,13.579,"T",16,19.097,44,"Class1",76.247,50.544,32.359,31.658,"I"
12.408,56.914,10.19,"X",16,94.246,NA,"Class1",79.03,21.681,35.252,30.2,"N"
70.811,88.071,45.213,"R",26,92.391,7,"Class2",44.511,61.705,84.749,52.232,"Q"
24.878,54.599,10.554,"J",21,46.823,55,"Class1",71.502,37.914,28.706,31.048,"P"
58.44,48.346,46.797,"D",25,91.222,20,"Class5",55.622,43.499,61.613,41.335,"H"
82.642,50.242,36.665,"E",NA,66.236,41,"Class4",-0.72,40.244,76.789,13.398,"A"
20.311,70.694,17.163,"V",17,36.911,54,"Class1",75.788,29.495,35.8,27.164,"P"
4.01,86.52,13.039,"T",21,86.158,57,"Class1",74.542,44.98,35.1,24.097,"N"
58.503,25.305,47.695,"H",12,22.554,52,"Class3",9.637,68.128,90.86,64.092,"R"
52.659,-3.805,48.992,"A",19,100.894,7,"Class5",55.878,70.886,75.862,51.741,"C"
86.435,51.168,22.192,"E",93,45.633,NA,"Class4",60.243,49.284,15.43,19.893,"T"
11.228,47.806,13.565,"T",23,78.96,NA,"Class1",73.269,59.492,33.108,25.294,"N"
64.296,87.15,43.52,"O",27,87.178,9,"Class2",63.284,63.812,87.487,73.712,"V"
55.175,28.858,57.117,"H",41,23.531,49,"Class3",11.11,64.63,81.447,59.189,"D"
3.688,68.806,18.565,"C",23,21.056,NA,"Class1",82.749,47.813,35.657,27.721,"K"
79.517,49.283,9.843,"G",91,49.658,47,"Class4",18.684,37.672,82.744,25.22,"A"
84.693,50.139,36.6,"U",92,54.682,42,"Class4",36.604,39.198,45.706,27.538,"V"
81.218,42.28,45.442,"D",29,87.72,14,"Class5",57.54,65.24,62.201,48.569,"G"
24.202,32.42,14.648,"J",15,50.362,45,"Class1",83.193,6.563,31.792,31.474,"W"
62.119,31.854,92.38,"K",10,31.781,45,"Class3",10.156,67.936,77.033,58.41,"R"
14.509,76.517,9.689,"V",18,63.917,34,"Class1",76.985,70.552,32.363,25.986,"N"
59.097,37.232,80.685,"C",23,39.576,51,"Class3",12.157,68.68,79.266,60.141,"D"
83.955,68.499,62.908,"O",59,75.467,2,"Class5",55.564,58.929,78.3,49.466,"H"
22.386,45.968,20.519,"X",20,71.555,56,"Class1",71.311,21.488,34.124,30.685,"W"
63.983,85.763,46.819,"V",37,87.418,10,"Class2",33.694,80.727,71.057,63.711,"V"
10.211,43.783,19.199,"C",12,78.751,58,"Class1",73.169,31.034,28.445,28.893,"P"
82.532,52.893,16.32,"U",93,49.38,46,"Class4",14.841,59.035,45.197,18.212,"V"
87.998,48.279,54.941,"D",18,73.949,14,"Class5",55.564,78.707,67.644,50.523,"F"
21.739,60.019,11.632,"T",NA,64.915,54,"Class1",71.605,42.545,36.666,25.328,"P"
24.218,16.068,11.677,"X",26,83.364,59,"Class1",80.646,50.284,32.634,30.632,"W"
85.564,85.566,46.569,"S",33,92.489,9,"Class2",19.693,68.639,64.61,59.485,"V"
64.721,18.735,89.199,"C",7,24.897,NA,"Class3",-2.425,70.272,89.372,59.096,"R"
74.452,53.925,13.943,"G",92,75.949,47,"Class4",47.929,42.292,40.951,29.217,"A"
22.002,57.673,14.573,"T",26,44.913,50,"Class1",73.599,109.426,32.365,31.996,"N"
78.102,52.199,40.186,"Y",92,64.546,50,"Class4",53.844,68.068,33.415,13.152,"Y"
19.26,56.483,18.118,"V",11,45.508,63,"Class1",71.245,37.435,33.737,23.124,"W"
58.713,50.805,81.27,"P",33,24.963,52,"Class3",28.069,49.633,81.195,59.636,"D"
51.175,34.119,47.199,"O",38,13.566,19,"Class5",56.394,78.952,68.625,44.192,"F"
75.468,50.999,19.179,"G",93,62.987,47,"Class4",49.267,9.314,18.606,28.69,"T"
65.707,35.189,95.871,"P",30,20.434,46,"Class3",10.408,76.53,78.155,64.091,"R"
55.401,86.18,44.337,"S",34,89.797,7,"Class2",44.184,73.511,71.166,39.191,"Q"
84.835,76.9,45.836,"V",31,93.059,11,"Class2",34.634,55.323,75.294,62.533,"V"
51.789,22.722,57.718,"D",39,82.395,16,"Class5",56.598,64.172,70.648,36.937,"C"
82.936,72.731,49.759,"V",70,71.669,13,"Class5",56.615,45.647,76.738,36.742,"G"
64.214,90.733,42.521,"T",NA,89.195,12,"Class2",31.717,92.677,86.306,46.365,"V"
87.835,39.901,44.706,"O",17,68.595,16,"Class5",55.888,64.61,67.136,38.415,"G"
61.859,34.945,70.898,"C",25,21.606,46,"Class3",16.313,59.576,62.083,53.881,"D"
13.625,57.314,13.112,"X",12,64.363,41,"Class1",73.086,26.06,32.856,28.584,"W"
74.577,53.505,20.932,"U",91,64.22,49,"Class4",106.32,53.545,57.915,15.687,"Y"
12.808,40.559,17.041,"X",21,135.454,64,"Class1",80.428,44.426,35.763,31.708,"N"
23.576,41.889,14.34,"J",21,63.354,61,"Class1",85.136,82.529,34.179,31.953,"I"
64.611,28.616,54.086,"A",NA,67.653,16,"Class5",56.281,61.072,74.68,37.693,"H"
80.811,52.088,30.346,"R",92,37.066,42,"Class4",45.899,37.439,49.592,30.793,"Q"
55.582,23.721,66.685,"P",36,21.16,47,"Class3",16.369,67.125,62.258,62.525,"R"
79.746,50.654,7.962,"U",92,42.837,49,"Class4",30.584,29.795,22.853,31.539,"V"
21.447,32.421,9.208,"V",15,59.96,53,"Class1",79.74,73.754,32.272,23.329,"I"
67.348,29.54,76.342,"C",31,30.132,NA,"Class3",7.837,79.069,64.991,63.965,"E"
14.907,17.181,15.939,"C",22,47.494,NA,"Class1",77.413,71.324,34.098,23.833,"K"
69.553,84.222,46.057,"S",25,89.031,12,"Class2",18.429,55.072,77.351,69.236,"V"
20.709,56.184,12.218,"X",20,37.767,31,"Class1",73.128,14.653,36.062,28.263,"P"
59.71,80.622,42.805,"R",25,86.855,7,"Class2",46.347,85.725,83.144,42.85,"V"
67.56,80.291,43.878,"T",26,91.018,12,"Class2",50.043,74.941,87.799,39.918,"B"
77.118,55.856,22.044,"E",93,58.634,41,"Class4",31.932,47.868,78.733,24.2,"Q"
67.42,32.849,81.032,"K",53,25.46,45,"Class3",9.925,59.169,65.637,62.338,"R"
67.461,10.073,94.001,"H",31,33.067,53,"Class3",10.221,78.535,82.719,62.63,"E"
83.426,15.848,44.838,"J",69,22.644,14,"Class5",57.141,52.924,73.958,44.272,"Z"
83.104,24.956,58.519,"J",61,3.117,6,"Class5",55.909,34.944,77.327,39.329,"H"
49.65,24.02,62.787,"A",NA,36.901,18,"Class5",55.371,72.925,76.681,57.587,"G"
87.396,3.321,63,"O",44,15.777,17,"Class5",55.966,60.313,65.375,55.456,"F"
85.125,90.193,42.455,"S",24,88.674,10,"Class2",21.022,86.632,66.739,71.89,"B"
68.477,35.873,60.949,"D",47,84.174,17,"Class5",55.481,54.208,61.454,41.38,"H"
76.053,50.26,40.808,"R",92,55.255,43,"Class4",45.363,38.736,74.096,35.204,"Q"
65.425,20.645,63.603,"A",54,14.474,17,"Class5",56.076,55.92,61.11,46.731,"H"
23.659,40.444,13.152,"T",18,76.056,32,"Class1",78.385,11.828,27.565,30.904,"N"
73.676,90.069,45.665,"R",36,84.623,8,"Class2",40.604,76.343,78.477,59.088,"W"
75.545,48.631,26.658,"Y",92,57.711,40,"Class4",62.375,44.515,13.776,20.545,"Y"
83.961,54.02,28.585,"E",91,57.308,45,"Class4",51.383,88.372,36.085,18.183,"T"
69.518,30.864,83.886,"K",NA,32.653,50,"Class3",8.965,62.412,78.576,55.36,"D"
19.884,40.895,16.647,"X",15,43.124,55,"Class1",79.017,59.484,29.631,31.282,"W"
50.678,17.41,62.793,"V",22,2.258,13,"Class5",55.377,60.783,67.465,43.65,"H"
9.247,39.26,17.284,"V",15,27.643,37,"Class1",72.641,77.321,27.439,24.845,"K"
5.85,38.591,14.928,"C",20,66.821,50,"Class1",63.096,65.607,31.507,30.49,"K"
85.124,54.948,24.597,"R",91,28.95,43,"Class4",14.052,38.165,24.677,18.728,"T"
46.4,40.927,52.647,"D",48,62.766,20,"Class5",55.752,77.682,75.356,41.46,"Z"
66.855,75.528,45.101,"T",35,86.733,11,"Class2",50.964,91.09,72.072,71.174,"A"
6.78,44.741,20.965,"C",12,76.183,32,"Class1",72.81,86.243,29.737,23.925,"K"
12.045,62.897,11.505,"X",17,91.15,29,"Class1",82.43,96.687,34.561,30.512,"I"
86.728,87.842,45.238,"T",33,92.093,12,"Class2",59.119,60.765,84.087,90.212,"A"
77.227,52.021,34.741,"G",NA,54.726,47,"Class4",7.026,51.249,50.262,26.091,"A"
64.402,91.183,42.986,"T",34,87.565,8,"Class2",30.694,77.234,72.831,72.697,"A"
78.093,51.572,38.609,"E",91,47.893,52,"Class4",24.693,51.468,66.68,18.916,"A"
5.09,55.703,13.695,"X",26,97.668,26,"Class1",78.555,89.043,28.893,28.544,"N"
52.546,35.265,46.239,"J",47,63.954,8,"Class5",54.726,90.705,69.726,38.731,"F"
76.393,51.608,29.279,"U",92,69.53,46,"Class4",41.444,43.734,56.561,34.152,"Q"
65.328,95.018,58.987,"D",40,60.944,9,"Class5",56.371,56.915,75.19,40.712,"H"
70.165,88.721,43.251,"S",31,86.6,7,"Class2",17.916,69.388,74.63,90.485,"Q"
66.527,24.443,78.849,"P",9,28.297,53,"Class3",5.242,68.91,77.783,56.67,"O"
62.674,78.311,46.656,"V",29,83.952,13,"Class2",49.409,59.879,80.602,85.375,"B"
60.676,66.645,56.279,"A",71,91.572,6,"Class5",55.279,52.055,77.827,51.31,"Z"
60.24,32.351,51.957,"H",52,22.046,48,"Class3",10.42,66.584,88.077,60.761,"O"
78.124,89.199,44.72,"R",29,89.425,9,"Class2",37.078,70.564,84.364,91.596,"W"
64.718,88.963,46.674,"S",34,88.839,11,"Class2",28.11,63.941,79.978,86.322,"A"
85.208,47.599,28.87,"R",93,74.578,49,"Class4",58.231,42.52,83.828,26.455,"Q"
63.988,29.63,65.655,"K",26,29.802,46,"Class3",10.233,77.173,58.421,55.231,"D"
81.193,18.475,50.495,"A",54,30.03,10,"Class5",55.889,75.444,61.891,54.543,"C"
17.44,61.878,11.808,"C",25,67.677,57,"Class1",81.064,52.176,30.702,29.308,"I"
61.183,17.557,76.179,"K",30,26.298,52,"Class3",23.871,61.864,82.36,54.252,"E"
66.506,46.385,96.629,"K",50,33.599,53,"Class3",15.339,73.726,70.405,56.387,"O"
81.208,55.508,30.089,"U",92,63.766,49,"Class4",27.417,48.741,53.989,32.86,"Y"
84.993,16.739,58.596,"A",58,47.931,14,"Class5",56.976,100.794,66.364,42.223,"Z"
16.328,51.243,14.784,"C",20,34.22,50,"Class1",85.59,36.417,29.1,27.766,"I"
66.369,36.803,44.609,"D",47,28.614,1,"Class5",56.099,84.154,66.249,43.284,"H"
78.339,8.341,57.853,"A",NA,16.591,10,"Class5",55.719,64.019,67.125,53.575,"F"
73.297,76.676,44.066,"O",37,90.342,12,"Class2",23.244,56.466,74.602,75.671,"Q"
85.143,53.734,23.819,"E",92,32.366,49,"Class4",45.474,37.482,40.008,16.946,"A"
69.722,39.273,51.808,"O",59,43.041,16,"Class5",55.991,92.787,61.918,39.346,"G"
78.089,49.011,23.763,"U",92,72.394,44,"Class4",28.093,53.206,23.071,18.999,"V"
81.884,82.932,45.511,"R",31,85.422,9,"Class2",33.043,76.117,62.975,69.36,"Q"
77.314,50.843,42.413,"U",92,37.787,44,"Class4",35.362,16.089,12.326,35.262,"T"
86.716,49.615,49.996,"V",35,53.402,2,"Class5",55.685,75.24,61.278,37.376,"Z"
13.435,41.452,11.516,"X",24,57.524,45,"Class1",75.046,70.162,34.521,24.764,"I"
80.398,54.858,38.101,"Y",93,52.397,44,"Class4",32.223,22.709,53.203,21.04,"V"
