"Output4","RWU1","CEF2","BXM3","PAT4","CYJ5","CAD6","MGW7","EXY8","ZGK9","EIF10","QHO11","WZM12"
"Class2","Q",44.183,61.393,35.756,"I",57.339,33.281,68.098,57.846,90,47.042,23
"Class4","V",9.714,70.126,88.453,"P",71.286,46.401,60.651,92.214,69,25.383,36
"Class4","R",7.706,49.871,77.607,"Q",56.904,49.101,104.761,93.768,39,51.782,39
"Class1","L",88.263,20.041,45.622,"Z",63.991,35.029,86.349,90.461,70,68.745,89
"Class2","B",75.823,63.501,51.724,"I",76.607,48.968,49.633,57.077,49,52.858,59
"Class3","G",66.116,74.766,40.811,"F",26.775,32.323,53.029,23.615,64,30.199,NA
"Class4","H",17.27,37.083,64.655,"P",59.181,46.541,61.734,91.433,93,69.945,43
"Class4","S",12.383,48.866,55.911,"N",60.089,58.983,57.195,91.305,91,27.008,34
"Class3","Y",101.84,55.808,35.751,"I",27.367,32.607,45.776,9.907,77,30.662,45
"Class1","X",92.199,23.854,30.334,"Z",60.831,54.229,70.674,89.613,67,28.226,84
"Class3","K",73.931,60.703,64.007,"I",20.54,28.682,40.453,23.653,87,30.981,40
"Class5","G",-0.24,25.987,67.879,"P",51.878,19.413,41.176,51.589,62,19.929,30
"Class3","Y",59.611,40.634,63.812,"U",19.905,21.922,40.907,9.953,80,30.574,81
"Class3","E",78.055,34.706,44.107,"R",18.416,22.298,61.675,24.429,66,31.05,64
"Class1","T",78.495,16.29,48.212,"D",62.235,28.475,66.107,90.613,68,37.07,91
"Class1",NA,72.739,23.641,43.873,"D",64.882,55.186,90.251,89.752,66,62.091,67
"Class1","T",85.867,21.739,51.883,"V",68.267,58.617,115.486,90.264,56,59.565,68
"Class5","D",50.009,22.883,67.481,"P",54.765,47.021,34.994,78.082,24,35.242,29
"Class3","Y",87.164,72.461,39.439,"R",21.24,22.821,54.654,9.668,44,30.07,77
"Class2","Q",45.896,49.721,40.396,"Q",93.174,69.737,76.938,58.71,32,45.837,39
"Class2","A",83.571,55.075,49.89,"Q",92.494,75.693,31.412,68.477,87,50.195,26
"Class4","S",7.7,8.458,80.787,"N",43.636,62.544,102.2,93.031,73,63.327,34
"Class2","A",60.647,58.73,35.499,"I",87.126,74.639,40.869,58.229,20,49.272,62
"Class2","C",102.427,66.415,50.345,"Q",66.108,44.404,30.065,56.443,16,48.831,82
"Class5","R",65.323,15.189,64.262,"B",67.052,31.551,38.741,87.299,18,25.992,28
"Class4","S",8.65,85.94,83.767,"Q",49.477,64.719,75.232,91.474,62,37.374,36
"Class2","B",69.527,51.442,34.12,"R",62.688,54.012,82.659,67.722,17,52.756,75
"Class3","G",60.049,45.74,37.589,"F",25.854,22.54,40.659,26.922,57,31.099,62
"Class5","G",59.548,21.783,64.196,"C",38,43.121,27.159,48.573,51,35.86,23
"Class2","Q",75.559,49.814,30.789,"L",80.622,29.053,41.624,63.477,43,48.869,66
"Class5","O",35.479,18.725,77.644,"P",36.316,39.493,41.997,35.169,20,24.038,15
"Class1","X",78.59,18.067,40.464,"E",68.827,65.513,68.319,90.206,60,53.25,69
"Class3","Y",84.743,37.791,68.033,"U",22.754,23.202,45.568,5.982,80,31.809,48
"Class1","Y",90.152,25.065,47.585,"E",69.208,48.713,14.174,90.61,77,37.586,68
"Class3","E",74.611,33.866,60.67,"I",24.201,20.543,56.326,17.264,48,30.055,80
"Class2","Q",64.124,64.276,87.917,"V",69.124,81.556,69.743,56.372,60,46.133,86
"Class1",NA,85.11,33.607,30.002,"V",68.466,39.714,28.113,89.382,68,27.341,78
"Class1","X",85.119,25.865,38.557,"E",63.863,47.708,53.439,89.695,55,68.313,64
"Class3","E",71.335,48.546,54.801,"F",23.05,20.371,34.489,13.641,44,30.079,40
"Class5","O",-8.339,22.446,53.683,"E",48.687,21.185,42.973,56.625,47,35.416,15
"Class5","G",87.423,21.935,60.997,"L",33.363,40.601,47.355,94.376,0,26.632,16
"Class1","T",88.541,22.368,41.411,"V",69.056,71.888,96.667,90.215,78,37.301,73
"Class1","L",86.418,21.597,35.974,"E",65.545,38.161,62.094,90.564,80,59.037,95
