"UMN1","QLW2","MEG3","DAI4","Output15","TJK5","CAB6","VIU7","LHS8","FIE9","HQP10"
93.181,44.745,35.117,62.548,"Class3",10,61.972,"F",1.49,"X",25.332
65.805,89.06,30.463,78.368,"Class4",44,65.939,"J",78.363,"U",88.474
35.372,74.14,43.736,71.487,"Class2",81,69.12,"A",59.874,"S",67.41
51.017,70.681,74.802,2.38,"Class5",82,74.547,"P",75.376,"I",41.171
61.135,95.635,34.831,39.04,"Class4",38,59.336,"J",63.473,"F",9.652
45.716,77.922,38.109,67.658,"Class2",70,80.714,"A",55.237,"A",24.858
56.728,78.36,23.543,69.321,"Class2",66,74.04,"H",58.035,"V",20.396
51.159,54.183,27.368,1.19,"Class5",83,82.941,"W",69.539,"I",50.032
49.02,52.987,79.684,69.306,"Class1",20,84.923,"V",20.066,"X",8.937
52.851,53.088,81.26,1.754,"Class5",82,82.992,"Q",62.068,"A",48.955
51.168,50.012,75.391,2.049,"Class5",83,80.972,"P",83.938,"F",-5.394
93.668,46.58,37.548,58.927,"Class3",11,61.861,"P",1.554,"X",15.979
66.426,78.442,19.981,63.959,"Class4",48,84.813,"Y",95.839,"P",34.858
49.842,24.323,31.877,60.678,"Class1",11,77.619,"U",15.925,"X",4.846
50.982,50.231,69.121,3.303,"Class5",82,79.704,"L",67.157,"I",68.343
51.629,66.025,54.31,2.306,"Class5",82,78.681,"W",72.982,"F",55.706
29.934,77.815,56.439,67.58,"Class2",57,87.394,"Y",54.816,"S",50.372
39.129,88.763,9.833,73.59,"Class2",53,68.813,"A",57.625,"S",38.621
12.547,74.64,51.913,69.181,"Class2",80,74.837,"H",52.865,"W",29.336
65.338,85.795,56.377,110.484,"Class4",9,81.437,"J",52.456,"Q",91.17
67.457,74.317,60.017,73.254,"Class4",40,70.34,"P",73.994,"F",NA
90.723,46.216,37.421,58.204,"Class3",11,72.944,"P",1.181,"V",34.354
71.467,77.159,28.739,46.645,"Class4",29,45.212,NA,45.144,"F",62.401
40.344,81.44,54.303,64.016,"Class2",82,79.806,"L",51.885,"S",37.483
94.683,44.235,53.707,37.844,"Class3",10,57.391,"P",1.738,"X",31.019
51.908,71.941,79.206,1.752,"Class5",82,81.563,"P",79.417,"Z",53.461
49.577,76.87,62.137,2.714,"Class5",83,79.549,"P",90.477,"P",51.287
51.93,11.674,48.96,53.093,"Class1",16,86.001,"M",21.701,"W",12.72
59.403,91.189,42.345,33.55,"Class4",24,55.003,"J",76.229,"Q",17.015
91.72,45.634,45.271,53.204,"Class3",11,46.591,"P",1.931,"X",25.558
53.874,63.202,20.218,64.468,"Class1",28,70.051,"U",12.354,"B",12.234
51.097,51.425,34.956,2.046,"Class5",82,82.223,"Q",69.089,"A",4.024
33.682,82.957,26.407,71.436,"Class2",96,68.693,"Y",56.241,"V",68.753
93.617,46.29,35.912,48.053,"Class3",11,32.41,"A",1.6,"V",34.275
52.884,59.228,85.437,62.656,"Class1",23,64.443,"M",17.902,"C",10.227
17.804,82.435,7.086,66.797,"Class2",84,66.569,"H",55.359,"P",63.492
54.385,81.799,34.711,44.967,"Class1",30,67.381,"V",26.562,"B",8.848
48.973,92.468,33.609,57.533,"Class1",18,104.08,"A",26.7,"W",7.496
42.261,86.622,68.119,67.176,"Class2",79,54.131,"L",55.901,"V",31.939
54.494,84.43,67.178,60.503,"Class2",51,65.378,NA,54.675,"P",34.431
65.764,86.751,31.392,68.864,"Class4",12,71.635,"Q",85.605,"J",-12.458
38.295,74.929,44.417,66.36,"Class2",87,74.463,"A",51.353,"W",82.411
65.332,82.709,19.156,57.816,"Class4",6,84.492,"D",61.052,"U",71.381
63.26,95.031,41.523,81.384,"Class4",11,48.692,"D",89.367,"J",-6.125
50.873,78.115,15.17,67.357,"Class2",82,71.317,"H",58.16,"P",116.886
51.409,65.992,65.375,1.04,"Class5",82,80.218,"L",81.574,"A",80.535
53.647,68.776,87.757,62.283,"Class1",32,59.141,"U",16.312,"W",8.166
51.218,55.185,25.908,1.788,"Class5",82,79.829,"Q",81.049,"I",17.84
53.149,72.885,14.43,54.488,"Class1",8,93.915,"V",12.608,"W",1.278
95.779,44.693,48.09,47.726,"Class3",11,32.966,"P",1.068,"B",29.059
52.131,69.293,24.026,19.489,"Class1",35,86.749,"U",14.153,"F",NA
49.01,84.858,54.727,60.573,"Class2",92,77.176,"H",53.376,"S",35.076
93.816,44.221,31.115,60.142,"Class3",12,56.133,"P",1.833,"V",20.228
50.459,55.149,82.593,3.389,"Class5",83,78.538,"L",74.928,"I",37.906
63.087,87.388,43.549,22.198,"Class4",38,75.947,"D",80.58,"U",19.864
64.279,91.788,27.729,49.063,"Class4",47,60.763,"J",69.17,"Q",22.05
56.406,59.121,81.613,60.916,"Class1",25,60.203,"P",19.569,"F",12.588
92.67,44.119,55.612,45.16,"Class3",12,24.126,"P",1.139,"X",30.938
66.927,82.479,37.423,61.705,"Class4",8,89.128,"D",55.349,"U",35.415
91.699,46.366,54.913,55.278,"Class3",12,73.257,"P",1.199,"S",35.339
55.642,30.166,94.84,24.724,"Class1",22,55.875,"M",20.785,"X",2.241
66.321,83.387,53.859,65.021,"Class2",78,89.379,"H",52.091,"S",51.186
50.304,58.598,30.11,2.374,"Class5",82,78.572,"Q",77.789,"Z",29.369
50.655,61.641,43.311,2.478,"Class5",83,77.894,"P",64.794,"I",27.536
50.674,74.125,50.78,2.225,"Class5",82,79.038,"L",81.225,"A",42.526
51.782,76.547,34.471,71.456,"Class2",51,88.326,"V",58.844,"A",36.8
61.458,91.022,17.392,77.433,"Class4",7,75.774,NA,99.189,"J",91.678
92.369,44.923,56.933,47.559,"Class3",10,80.45,"Y",1.158,"M",22.676
87.017,45.965,32.304,48.141,"Class3",12,90.005,"A",1.374,"B",28.892
31.739,74.002,35.039,64.934,"Class2",52,58.33,"Y",54.346,"S",9.853
66.862,91.004,19.853,41.409,"Class4",40,70.099,"J",40.522,"U",46.068
53.849,22.992,58.058,39.093,"Class1",20,73.505,"A",15.911,"X",15.62
65.931,74.669,7.931,108.208,"Class4",16,74.338,"Q",97.439,"U",84.598
67.789,83.566,34.852,31.687,"Class4",39,56.15,"D",61.016,"Q",65.77
57.957,60.558,89.21,38.709,"Class1",21,92.057,"V",25.686,"C",15.887
88.618,44.287,50.015,51.559,"Class3",11,100.207,"F",1.838,"M",22.121
61.134,87.532,41.047,77.562,"Class4",6,70.72,"D",88.974,"U",56.808
51.587,62.794,45.74,1.112,"Class5",82,78.708,"Q",65.582,"A",18.248
53.87,43.134,30.222,35.317,"Class1",7,69.011,"U",21.699,"W",12.478
92.411,46.145,35.49,39.773,"Class3",12,75.075,"P",1.376,"M",31.112
95.41,46.851,48.612,43.979,"Class3",11,35.245,"A",1.355,"X",20.768
53.979,72.31,90.402,34.148,"Class1",20,76.771,"M",19.629,"W",6.533
55.842,63.569,77.402,40.728,"Class1",36,70.836,"A",15.675,"X",15.399
17.457,88.182,68.866,66.261,"Class2",58,55.262,"A",52.338,"V",45.067
50.81,75.557,35.723,2.443,"Class5",83,79.116,"J",69.99,"I",18.857
58.233,87.59,60.508,63.909,"Class2",77,83.367,"Y",56.401,"V",107.575
70.475,84.918,62.227,66.726,"Class2",65,62.764,"A",55.17,"S",24.541
53.273,52.202,48.974,61.585,"Class1",19,66.894,"U",9.775,"F",9.623
50.975,62.408,62.447,2.144,"Class5",82,81.96,"J",75.482,"Z",38.531
89.334,44.598,34.132,38.503,"Class3",10,87.272,"F",1.075,"V",29.798
90.192,44.447,57.464,39.321,"Class3",11,29.628,"A",1.354,"X",22.537
49.557,73.414,19.245,74.301,"Class2",59,89.266,NA,59.28,"V",11.885
89.896,46.176,45.443,27.054,"Class3",11,51.813,"Y",1.65,"V",24.14
64.634,86.809,6.014,37.278,"Class4",9,50.03,"Y",91.132,"U",53.691
42.448,72.87,30.949,75.119,"Class2",52,76.108,"A",54.822,"V",21.299
51.6,75.512,69.073,45.65,"Class1",25,100.741,"M",26.207,"C",7.806
89.867,44.688,54.899,46.385,"Class3",12,91.665,"A",1.39,"X",29.84
53.82,84.119,41.755,35.727,"Class1",17,64.177,"U",25.13,"X",7.276
53.125,76.872,18.682,67.166,"Class2",90,57.455,"V",51.31,"W",24.632
30.61,84.413,46.84,72.32,"Class2",75,63.938,"L",57.175,"A",82.142
93.933,46.196,39.803,58.305,"Class3",12,44.28,"P",1.514,"S",39.382
94.756,46.86,42.035,59.907,"Class3",11,72.644,"Y",1.239,"X",34.605
55.473,19.214,80.638,67.339,"Class1",29,77.516,"V",24.958,"C",15.073
61.42,92.753,20.852,17.569,"Class4",20,69.027,"Q",76.259,"P",79.064
65.162,87.699,8.695,39.702,"Class4",11,58.094,"J",89.641,"Q",92.116
89.745,44.665,33.06,44.004,"Class3",11,41.584,"P",1.565,"V",32.809
61.6,83.941,35.753,51.052,"Class4",18,72.066,"J",38.165,"F",65.754
90.404,44.234,43.847,48.943,"Class3",12,22.273,"Y",1.465,"B",24.901
32.774,73.358,34.779,76.239,"Class2",79,84.729,"Y",55.833,"W",33.106
43.65,81.022,43.596,69.007,"Class2",56,83.751,"Y",52.06,"P",7.066
50.912,70.137,70.791,1.758,"Class5",83,80.489,"J",80.709,"F",76.205
51.029,74.429,32.88,2.401,"Class5",82,79.833,"J",66.255,"A",51.39
37.106,84.202,59.533,65.629,"Class2",92,74.145,"A",51.434,"W",50.194
50.935,52.786,80.378,2.054,"Class5",83,81.787,"J",81.017,"F",38.424
49.04,35.067,82.792,32.852,"Class1",18,92.599,"P",26.904,"B",9.23
58.278,79.189,67.186,64.559,"Class2",53,59.416,NA,51.121,"W",71.923
68.659,80.988,24.749,50.236,"Class4",27,78.824,"Q",69.426,"U",41.756
51.794,32.809,99.157,34.21,"Class1",24,42.758,NA,12.968,"F",5.372
52.031,13.091,25.571,52.568,"Class1",23,81.521,"U",18.347,"C",9.46
51.197,85.948,33.302,68.403,"Class2",91,83.707,"V",56.137,"W",8.007
51.861,73.121,47.974,1.612,"Class5",82,80.104,"L",66.522,"Z",NA
65.199,90.883,18.033,41.227,"Class4",30,73.095,"Q",41.196,"P",69.348
93.093,44.035,54.513,44.829,"Class3",12,23.406,"Y",1.602,"X",32.186
68.374,73.975,18.129,66.385,"Class2",52,89.645,"H",55.17,"P",75.453
51.185,58.96,56.829,1.112,"Class5",83,80.145,"L",66.905,"A",7.58
51.27,70.787,84.408,2.95,"Class5",83,79.315,"Q",90.237,"P",48.824
50.906,66.88,50.786,42.387,"Class1",32,82.664,"P",12.013,"W",16.819
90.677,44.765,45.084,48.577,"Class3",11,96.504,"Y",1.386,"B",27.568
51.497,66.413,29.929,1.417,"Class5",82,81.278,"L",68.121,"Z",35.564
51.016,69.883,77.448,1.215,"Class5",82,76.982,"P",62.555,"A",56.775
51.183,14.068,9.95,44.472,"Class1",28,75.234,"V",11.761,"X",7.557
92.156,45.329,45.809,49.331,"Class3",12,34.798,"Y",1.272,"M",30.154
61.035,90.443,48.164,60.71,"Class4",31,77.281,"D",61.138,"U",34.459
50.176,68.142,83.526,19.911,"Class1",22,82.098,"A",13.776,"X",11.62
29.973,73.193,57.202,72.592,"Class2",90,60.07,"V",57.145,"V",52.111
52.584,75.444,48.888,2.697,"Class5",82,79.935,"P",80.365,"A",33.282
53.65,72.8,95.316,22.611,"Class1",27,74.564,"P",17.53,"X",14.542
51.213,63.677,41.482,1.899,"Class5",83,76.013,"Q",80.024,"P",4.316
87.37,44.226,57.843,53.545,"Class3",11,89.541,"P",1.205,"S",20.152
29.707,81.923,45.242,71.766,"Class2",58,77.689,"H",56.466,"P",92.544
54.234,68.432,85.312,44.317,"Class1",16,80.341,"U",17.342,"X",16.591
94.641,45.469,32.299,50.586,"Class3",12,60.918,"P",1.52,"V",27.315
50.594,58.452,34.291,2.613,"Class5",83,83.037,"Q",62.828,"I",NA
38.019,83.164,12.364,66.986,"Class2",90,66.644,"V",53.077,"W",42.623
49.615,81.965,63.171,70.769,"Class2",92,57.285,"A",56.851,"S",42.128
46.486,81.803,8.674,64.202,"Class2",78,62.827,"H",52.642,"V",29.335
88.666,46.801,47.855,57.179,"Class3",11,73.933,"Y",1.949,"B",27.267
91.714,46.633,38.274,53.73,"Class3",11,51.341,"Y",1.529,"X",30.225
67.429,90.803,8.407,70.908,"Class4",11,79.237,"Q",64.255,"P",47.174
50.636,62.349,79.219,2.015,"Class5",83,77.8,"W",65.901,"Z",21.945
53.814,33.731,61.816,56.187,"Class1",13,77.098,"P",26.464,"W",12.824
50.933,53.413,28.914,1.495,"Class5",83,81.158,"L",67.818,"Z",60.75
26.378,73.924,10.829,66.26,"Class2",86,65.074,"V",57.702,"A",52.071
50.598,71.849,34.034,2.913,"Class5",83,81.188,"L",66.012,"F",40.749
45.956,77.321,58.884,71.576,"Class2",79,62.021,"A",51.925,"P",17.571
63.738,84.577,61.163,68.53,"Class2",56,84.966,"L",53.124,"W",40.026
53.241,86.554,13.184,63.343,"Class2",81,73.294,"V",51.696,"V",55.004
22.338,87.478,19.912,66.191,"Class2",56,76.724,"A",57.503,"P",64.188
91.293,46.304,40.498,32.282,"Class3",11,56.323,"Y",1.172,"V",27.002
57.36,50.55,19.323,48.233,"Class1",29,67.494,"A",13.311,"X",6.082
