"TFB1","Output8","GTB2","OPN3","OFZ4","GOJ5","BHA6","GTQ7","VTN8","SAR9","RMY10"
"U","Class5",70,"Y",59.977,26.834,13.474,67.157,74.774,9.6,33.068
"B","Class5",72,"X",33.903,24.302,5.743,26.6,86.226,9.264,58.807
"U","Class5",69,"H",33.178,26.997,6.325,63.813,73.075,10.374,54.803
"E","Class2",34,"I",67.446,11.48,52.485,51.499,43.77,15.047,88.221
"P","Class2",33,"I",76.636,61.407,46.354,26.438,27.971,35.094,46.922
"P","Class3",31,"E",4.174,11.477,59.105,42.028,85.656,86.105,43.837
"E","Class2",29,"J",73.671,8.23,59.39,27.622,51.446,46.545,87.008
"P","Class2",35,"D",81.196,6.019,NA,26.937,49.485,27.385,56.753
"Z","Class5",69,"F",48.926,26.163,0.092,7.383,65.247,11.016,30.735
"Z","Class5",69,"I",46.115,24.349,14.851,72.152,59.006,12.979,52.603
"K","Class1",30,"M",62.029,85.773,26.278,62.416,13.224,91.937,63.041
"I","Class5",70,"Y",57.55,25.014,6.802,24.177,70.33,11.249,66.901
"F","Class4",42,"J",73.369,65.73,55.95,47.539,52.319,40.079,94.641
"T","Class4",40,"T",-7.456,42.085,85.623,44.346,68.884,48.383,89.676
"B","Class5",70,"Y",32.563,24.925,13.508,24.14,89.03,11.645,30.58
"K","Class1",36,"C",61.786,93.84,29.41,65.933,13.068,91.28,66.366
"L","Class5",72,"I",40.952,25.783,16.494,67.371,69.726,13.297,51.567
"Q","Class2",40,"J",64.926,5.448,67.071,50.973,40.16,31.169,69.78
"L","Class5",70,"I",51.371,25.84,10.119,70.537,80.28,9.241,67.079
"M","Class4",32,"H",102.535,9.395,32.763,49.216,60.13,37.923,78.783
"B","Class4",44,"H",48.639,38.243,19.898,47.892,45.413,49.434,57.67
"L","Class5",70,"Y",34.561,25.775,7.016,62.441,79.136,11.75,67.952
"I","Class3",33,"O",26.004,11.422,61.615,32.915,97.416,75.42,33.531
"D","Class3",35,"I",27.468,11.63,31.937,57.746,82.067,88.815,38.079
"J","Class3",30,"Y",26.307,10.592,47.892,85.825,84.735,73.626,39.649
"O","Class3",35,"K",12.81,10.121,67.514,73.032,84.05,87.584,45.947
"O","Class3",30,"K",52.103,11.662,53.306,87.623,92.516,77.048,45.63
"Q","Class2",39,"D",72.054,6.929,55.113,15.086,43.082,18.799,84.714
"E","Class2",26,"I",81.712,70.086,52.304,39.609,34.244,46.411,44.298
"U","Class5",72,"H",38.374,28.367,8.895,27.588,78.98,13.234,54.17
"K","Class1",11,"Q",55.619,84.263,29.006,59.099,9.164,89.933,61.995
"A","Class1",15,"K",53.958,84.398,27.19,51.451,4.605,91.889,66.994
