"Output10","CES1","DTC2","VDM3","KMC4","NVK5","TXO6","JMA7","RYZ8","ECP9","GJD10","MQI11","AQX12"
"Class5",86.687,"O","E",25.426,NA,57.937,54.632,10,73.416,76.579,24.775,58
"Class3",83.978,"F","N",13.354,46.38,56.976,11.531,42,80.951,18.611,53.905,71
"Class1",96.77,"P","X",31.326,79.764,71.437,79.767,61,38.241,26.467,44.612,76
"Class2",79.921,"I","C",13.546,24.988,57.124,87.659,33,52.468,64.177,33.67,18
"Class1",80.083,"P","R",32.122,58.279,63.126,8.578,61,33.631,56.629,50.737,73
"Class4",72.337,"K","D",28.044,17.444,42.328,81.706,9,86.462,17.086,48.139,33
"Class2",87.861,"J","Q",17.615,22.764,14.433,88.258,72,73.241,43.84,39.192,45
"Class4",78.147,"L","Y",15.225,9.847,43.896,85.775,19,89.4,46.204,44.562,12
"Class2",83.764,"Y","P",15.088,11.324,32.567,86.935,67,59.605,40.466,38.066,22
"Class2",87.418,"J","A",7.319,29.127,54.953,87.208,42,65.335,29.881,47.108,43
"Class5",69.062,"S","I",16.837,11.27,85.936,53.386,10,44.258,60.55,37.876,65
"Class5",73.619,"O","E",27.783,20.926,74.322,48.834,11,94.479,62.264,39.47,66
"Class2",83.464,"J","Z",10.511,59.125,59.636,87.559,89,63.02,53.592,28.964,16
"Class1",82.502,"T","X",32.929,72.324,67.33,25.818,59,40.232,77.295,45.317,76
"Class3",75.713,"K","C",14.385,44.746,57.416,7.992,65,81.652,48.293,55.854,73
"Class1",99.491,"X","P",33.128,96.031,85.815,30.178,61,36.768,60.428,NA,26
"Class5",72.602,"A","E",16.204,41.008,82.599,58.082,10,68.284,58.59,53.935,73
"Class5",74.35,"K","D",19.465,34.378,80.396,48.289,12,95.498,59.207,61.231,65
"Class4",77.425,"Q","S",15.916,16.18,38.85,87.401,13,83.941,8.056,40.563,36
"Class2",75.385,"J","Z",27.943,NA,30.361,87.67,70,71.299,35.827,39.74,38
"Class3",68.135,"C","I",14.95,39.047,57.145,26.874,54,81.669,53.233,53.257,72
"Class4",71.62,"V","D",14.759,14.344,38.51,84.902,19,87.079,33.949,42.308,64
"Class3",51.014,"R","C",13.985,38.687,32.126,17.07,45,79.782,36.887,52.787,68
"Class3",58.243,"F","C",15.429,43.855,56.291,62.839,59,81.073,15.031,54.484,71
"Class1",77.274,"H","P",33.757,47.336,55.572,78.18,54,36.118,44.735,49.89,80
"Class1",85.611,"T","U",33.46,47.387,76.187,50.998,64,40.01,59.979,58.062,93
"Class3",77.772,"F","C",13.808,41.134,55.133,47.667,51,79.392,51.266,55.587,68
"Class1",82.421,"H","P",32.296,66.854,78.658,36.564,67,38.978,75.144,50.04,42
"Class3",63.406,"F","J",14.965,55.599,41.206,70.078,61,79.289,15.086,55.526,68
"Class3",99.365,"K","J",14.039,49.394,45.357,51.167,20,82.146,55.169,49.734,69
"Class2",82.411,"I","A",23.645,25.445,16.694,88.133,60,76.86,36.866,56.271,40
"Class5",77.641,"A","Q",33.847,21.861,73.624,54.318,12,77.715,70.626,58.824,52
"Class1",92.748,"L","R",32.828,58.686,71.464,69.796,53,39.812,56.773,40.747,54
"Class1",78.024,"X","C",33.82,65.235,56.392,67.621,54,40.838,33.184,43.465,93
"Class1",90.61,"H","X",32.548,97.155,86.971,87.144,64,37.798,24.049,46.365,69
"Class2",75.667,"J","C",7.753,11.517,33.863,87.093,45,74.965,29.029,34.743,22
"Class5",76.504,"S","Y",23.47,39.586,63.152,60.853,10,58.293,69.959,41.872,52
"Class1",82.153,"T","R",32.818,90.435,86.074,35.23,57,39.349,67.468,48.599,92
"Class3",85.744,"F","J",14.741,53.899,38.596,57.187,62,83.554,20.934,56.564,70
"Class1",80.607,"H","U",33.002,74.335,77.573,46.742,65,32.441,29.817,22.394,55
"Class3",67.841,"R","J",14.901,66.281,50.715,5.162,34,79.856,38.719,49.895,71
"Class3",76.115,"P","J",15.484,34.819,36.135,2.996,31,82.95,31.434,51.392,70
"Class3",54.806,"P","N",15.626,59.148,49.344,59.215,40,82.629,38.727,52.953,71
"Class2",80.397,"I","A",11.934,23.621,40.456,87.001,58,66.329,29.732,44.489,25
"Class1",85.844,"H","U",33.153,40.693,86.126,73.695,55,32.247,64.8,NA,80
"Class2",88.668,"J","Q",12.834,40.915,52.874,87.515,36,60.471,22.041,39.292,16
"Class3",95.898,"P","J",13.972,41.358,44.452,22.761,77,83.579,30.608,52.633,72
"Class4",77.746,"Q","C",34.513,19.259,36.882,86.194,1,63.846,10.243,50.918,49
"Class3",51.603,"P","I",13.37,47.778,48.453,40.491,61,79.697,41.193,59.432,69
"Class3",87.18,"R","L",14.073,52.709,44.378,23.056,74,82.738,40.112,NA,70
"Class2",75.625,"K","A",25.129,33.122,74.056,87.318,30,65.153,34.53,38.602,37
"Class2",76.825,"A","C",21.784,5.096,53.813,87.679,75,69.116,46.288,49.467,34
"Class5",72.892,"K","D",10.364,48.593,81.182,61.354,11,92.156,50.77,36.751,74
"Class4",72.364,"L","G",21.402,11.715,39.53,83.455,15,77.936,44.634,35.79,49
"Class3",92.919,"F","I",15.045,42.028,35.896,57.54,30,81.474,56.061,46.431,71
"Class1",95.398,"P","R",33.103,96.488,85.988,70.708,57,34.034,58.014,36.03,36
"Class4",80.258,"K","G",10.506,12.462,42.436,85.809,16,58.605,42.776,NA,50
"Class2",79.25,"I","Z",5.013,22.964,67.88,87.914,39,66.331,43.882,41.416,43
"Class2",84.642,"A","C",21.012,59.748,34.832,88.058,45,77.535,54.783,NA,32
"Class2",80.71,"I","Z",17.637,20.405,33.682,87.237,75,65.655,70.014,40.423,31
"Class3",60.579,"P","I",16.211,41.179,45.881,23.426,23,82.983,34.114,49.253,72
"Class3",86.633,"K","C",14.283,46.45,40.244,63.138,83,81.114,59.069,54.992,71
"Class3",59.09,"K","L",14.125,53.092,32.31,31.032,33,79.308,29.494,53.478,69
"Class5",86.653,"O","E",18.73,16.963,83.998,55.422,11,85.501,56.96,43.746,65
"Class4",79.281,"Q","G",51.227,14.294,35.377,87.896,11,48.691,44.706,50.453,25
"Class1",82.655,"P","X",32.173,NA,53.555,97.013,65,37.599,63.146,43.273,53
"Class5",57.62,"A","Y",21.754,48.381,75.259,54.63,12,84.283,48.714,35.115,79
"Class1",95.88,"L","C",34.07,NA,65.323,-12.216,66,32.938,56,49.904,27
"Class3",84.868,"C","C",16.372,49.217,42.323,65.236,31,81.293,52.99,63.112,71
"Class5",95.801,"N","Y",19.236,NA,61.181,43.862,11,92.354,52.633,24.932,67
"Class1",95.879,"H","P",34.031,64.317,70.968,107.949,64,34.398,59.985,40.671,60
"Class1",93.597,"X","C",32.795,63.667,71.788,53.191,52,34.156,75.122,48.716,53
"Class5",85.726,"S","Y",24.478,54.085,61.65,46.24,10,71.537,48.474,58.932,76
"Class5",77.292,"S","I",18.327,11.472,57.32,53.551,12,88.959,55.071,27.616,79
"Class1",74.891,"P","R",31.674,58.565,52.387,-2.04,62,37.116,48.376,44.312,94
"Class5",58.652,"K","D",21.935,47.499,69.719,45.045,11,89.938,73.16,40.876,66
"Class1",84.345,"H","P",32.066,78.417,86.063,10.363,59,38.102,47.914,33.117,41
"Class3",94.86,"P","C",14.289,51.667,52.848,11.821,40,83.922,48.224,49.996,69
"Class1",81.011,"X","R",34.297,88.78,64.187,-10.24,66,34.912,61.216,50.848,55
"Class4",80.093,"U","Y",42.476,16.921,35.928,81.972,24,65.227,7.216,48.691,74
"Class2",77.087,"A","Q",12.658,12.015,49.195,87.973,34,65.945,39.718,37.349,18
"Class2",74.212,"K","P",18.878,NA,58.76,87.529,77,75.236,46.394,45.091,39
"Class3",80.631,"F","J",14.959,49.494,36.063,61.934,60,82.165,24.555,53.484,69
"Class3",95.145,"K","I",14.026,57.999,35.224,33.323,52,83.65,52.536,51.122,71
"Class3",63.487,"R","L",15.59,45.528,48.615,70.169,48,82.643,41.158,38.968,71
"Class5",83.185,"A","Q",18.77,40.448,61.675,51.505,11,76.321,61.769,47.894,63
"Class1",77.364,"L","R",32.758,13.818,84.117,29.138,60,33.673,26.998,50.016,60
"Class1",74.62,"H","X",31.69,86.133,55.928,18.841,66,32.917,55.177,NA,73
"Class5",92.633,"A","Q",13.819,55.053,84.313,53.197,12,57.387,50.326,40.932,52
"Class5",86.31,"O","I",24.215,4.52,82.608,55.978,10,98.897,55.044,21.123,69
"Class4",70.791,"U","S",24.904,7.362,40.58,89.913,23,87.413,25.729,46.851,77
"Class2",80.541,"Y","P",13.952,42.742,14.184,87.367,55,55.778,40.62,47.191,33
"Class3",74.644,"K","L",14.558,NA,57.574,20.549,71,80.642,46.102,47.113,70
"Class3",76.933,"C","I",15.118,NA,51.815,22.738,78,83.689,41.441,51.788,69
"Class3",69.01,"P","L",14.122,34.527,56.237,35.365,30,83.844,53.893,50.109,72
"Class5",63.032,"N","Q",17.957,-4.718,68.797,57.543,12,75.84,72.586,15.528,69
"Class4",76.48,"L","Y",47.325,13.306,39.599,85.558,10,59.786,32.814,47.051,59
"Class1",73.072,"X","X",32.512,97.13,55.537,102.542,57,37.26,42.787,50.113,78
"Class4",70.851,"V","Y",36.393,24.052,37.741,80.443,22,70.054,7.723,45.339,35
"Class3",93.477,"P","I",14.354,48.099,28.838,-9.571,56,82.265,45.281,57.135,70
"Class1",97.309,"T","U",32.806,29.036,72.969,20.589,66,36.858,80.045,42.442,86
"Class1",99.26,"H","C",33.058,NA,77.488,6.908,60,33.671,26.883,36.473,62
"Class4",70.346,"L","S",20.779,11.507,40.95,80.706,4,70.062,23.868,41.49,41
"Class3",58.643,"C","I",13.934,50.046,36.61,46.118,65,83.925,47.126,55.92,72
"Class4",78.288,"L","D",47.096,-3.839,38.191,85.184,18,59.958,12.005,42.926,78
"Class5",94.313,"S","Y",26.984,26.074,70.148,57.746,10,52.111,68.736,51.163,57
"Class5",72.381,"O","Y",26.849,53.452,84.545,48.218,10,96.99,69.093,33.637,54
"Class4",79.953,"V","C",29.669,11.748,36.216,90.495,13,53.272,39.729,45.108,37
"Class5",63.065,"N","E",19.889,36.762,74.302,45.72,10,56.142,76.067,20.9,65
"Class5",72.008,"O","Q",22.696,39.031,71.889,55.332,12,75.27,68.057,61.216,75
"Class5",87.382,"N","D",24.76,55.743,78.66,56.019,12,67.575,71.273,NA,66
"Class3",87.939,"C","C",15.414,47.595,30.144,-2.317,55,83.336,53.508,NA,71
"Class2",80.318,"J","Q",6.78,9.951,26.967,87.659,50,75.377,24.687,55.464,36
"Class1",99.488,"H","C",32.835,71.816,61.517,92.261,67,40.8,65.821,40.096,50
"Class2",77.626,"J","P",10.583,22.231,65.852,87.332,41,57.618,51.516,44.818,30
"Class2",80.478,"I","A",20.688,33.696,75.85,87.204,42,53.388,65.284,40.677,22
"Class1",72.938,"T","X",31.984,NA,51.675,61.571,56,39.626,54.823,31.296,47
"Class1",85.154,"X","C",33.477,54.441,72.706,101.707,66,35.147,25.626,45.866,77
"Class3",58.937,"P","I",13.544,39.994,34.646,48.654,69,82.804,42.636,NA,73
"Class5",74.533,"O","I",27.148,34.48,59.324,49.242,10,50.348,52.077,22.335,74
"Class1",88.79,"H","R",33.243,NA,68.104,2.152,66,35.362,80.114,47.969,80
"Class5",73.711,"O","Q",19.545,34.158,63.233,46.898,10,90.078,48.697,49.161,57
"Class3",73.064,"K","N",15.339,37.238,52.885,46.077,59,81.934,34.267,55.934,70
"Class3",98.281,"C","L",14.553,37.674,56.728,54.832,57,80.631,19.477,47.61,71
"Class5",86.156,"A","Y",16.28,0.776,66.522,59.565,10,73.754,51.41,46.794,68
"Class3",87.327,"K","L",14.42,49.439,48.268,58.325,27,79.609,13.136,55.658,68
"Class1",75.048,"T","U",32.045,99.594,64.128,117.026,53,32.953,25.199,45.376,86
"Class3",90.397,"F","L",14.703,46.795,30.238,16.337,32,80.945,53.628,49.389,72
"Class3",59.901,"R","N",15.087,58.166,48.667,47.705,39,80.126,39.623,56.487,68
"Class3",78.806,"F","N",14.733,53.721,49.25,55.976,48,82.444,61.067,53.55,68
"Class1",74.291,"P","P",33.699,66.654,81.215,63.708,64,39.208,47.838,NA,50
"Class1",85.885,"H","P",33.596,70.275,66.192,32.367,59,36.042,55.811,36.162,79
"Class2",84.383,"I","C",17.293,56.32,21.759,87.923,48,76.658,46.832,57.67,38
"Class3",96.363,"K","N",15.303,44.016,43.752,22.507,54,81.13,24.47,53.536,71
"Class5",91.564,"N","D",27.96,45.66,69.672,50.643,11,47.076,70.204,58.495,71
"Class2",74.687,"A","P",29.782,12.452,31.142,87.645,91,68.977,23.204,55.008,18
"Class2",76.441,"J","P",7.659,17.011,55.786,87.463,48,64.14,43.454,49.231,16
"Class4",76.06,"U","C",26.754,15.026,36.388,88.652,6,81.426,47.369,33.653,81
"Class1",77.063,"T","U",33.029,70.178,60.197,75.818,61,37.581,40.469,47.111,65
"Class4",71.055,"U","D",23.087,28.876,40.897,91.091,11,84.569,29.604,45.495,72
"Class3",62.165,"R","J",14.003,47.051,47.27,-12.237,40,82.177,21.431,52.149,72
"Class5",66.467,"A","I",32.64,43.049,58.741,47.74,10,85.738,75.964,21.489,66
"Class5",81.863,"K","Q",13.455,58.396,82.067,49.683,11,69.794,54.129,29.345,56
"Class2",85.774,"J","A",21.951,32.066,64.675,87.532,58,67.022,31.547,46.031,18
"Class2",80.248,"A","Z",20.722,19.697,63.969,87.849,27,62.96,63.941,57.937,19
"Class1",80.902,"X","X",32.984,99.366,85.969,67.91,60,36.815,36.832,46.749,80
"Class3",65.364,"R","J",13.692,41.511,45.411,52.357,38,81.893,50.713,50.648,69
"Class2",78.8,"K","Q",7.938,57.854,59.809,87.142,34,63.168,38.309,NA,33
"Class3",95.809,"C","I",12.407,48.066,52.264,47.781,21,80.827,16.465,57.958,68
"Class3",95.839,"K","C",14.863,52.64,38.89,-33.909,80,80.605,60.379,51.158,68
"Class1",88.677,"X","U",32.553,80.731,55.663,101.645,66,37.847,30.788,48.316,53
"Class3",72.517,"P","N",15.993,43.321,47.574,-2.486,20,79.856,30.127,54.077,71
"Class5",61.398,"K","D",20.3,13.789,58.959,59.284,10,64.951,70.172,37.816,59
"Class1",91.56,"X","R",32.973,72.256,82.573,89.471,63,36.568,53.825,45.978,32
"Class2",86.718,"K","C",14.683,9.233,58.387,87.342,29,77.231,35.672,43.418,26
"Class2",84.835,"I","A",17.894,51.157,29.646,87.495,56,63.533,67.111,53.106,17
"Class2",85.21,"Y","P",8.586,35.163,42.863,87.407,53,69.517,46.444,58.467,26
"Class5",62.481,"K","I",17.971,NA,68.201,50.913,10,94.818,68.183,NA,55
"Class2",87.684,"I","P",27.179,7.496,47.163,87.316,64,52.975,48.916,44.711,44
"Class3",66.709,"R","C",13.613,NA,35.779,41.959,24,83.822,27.863,48.409,72
"Class4",75.551,"L","C",0.419,20.797,35.182,91.187,7,79.697,27.39,35.797,50
"Class4",76.407,"V","Y",11.136,NA,35.059,82.285,14,58.595,38.143,47.514,78
"Class1",85.791,"X","U",32.967,56.227,85.68,52.61,52,39.971,27.09,47.66,34
"Class1",78.081,"T","X",32.887,66.624,57.691,135.027,63,38.314,31.876,50.54,93
"Class3",59.449,"K","C",13.969,42.019,34.741,13.214,23,82.522,51.996,NA,70
"Class1",83.903,"T","P",33.579,53.44,53.268,37.395,59,34.11,64.218,29.409,98
"Class3",77.91,"K","C",15.711,58.378,28.862,62.937,71,81.12,36.298,45.42,71
"Class3",68.508,"R","N",14.181,50.497,35.436,33.77,51,82.44,18.788,55.003,71
"Class5",58.308,"S","I",24.769,31.946,78.92,58.767,10,64.279,60.568,17.993,60
"Class2",81.764,"A","Q",11.693,26.798,25.17,87.899,86,63.025,33.109,51.456,39
"Class5",65.037,"N","I",15.828,42,58.397,56.288,12,74.052,69.885,24.408,58
"Class4",78.004,"U","G",14.21,17.199,41.082,92.618,2,56.974,12.004,39.266,70
"Class3",81.577,"F","I",14.615,47.58,54.104,50.023,61,80.708,38.148,56.63,71
"Class2",79.791,"I","P",9.07,41.291,22.657,87.298,81,68.494,56.155,41.702,37
"Class1",84.328,"X","C",33.782,48.05,60.35,-7.693,62,35.924,38.814,37.563,45
"Class3",51.859,"K","J",13.951,43.605,40.657,17.637,34,80.268,21.813,53.935,70
"Class5",61.287,"O","Q",21.725,55.091,57.173,57.695,11,93.673,50.499,21.08,58
"Class2",84.364,"I","A",17.407,54.632,43.497,88.303,50,74.964,23.546,62.084,23
"Class4",70.494,"Q","D",30.988,15.898,43.843,92.268,14,65.434,43.069,47.643,67
"Class3",85.348,"F","C",15.16,52.734,32.614,63.829,52,79.007,55.555,57.734,73
"Class1",84.387,"P","C",33.131,88.123,63.811,113.963,53,37.074,23.336,40.641,83
"Class4",78.952,"K","C",51.805,9.57,37.894,98.769,12,79.453,25.566,38.905,20
"Class1",94.589,"L","U",33.086,88.219,77.781,52.014,52,40.445,29.252,NA,73
"Class2",82.956,"Y","A",21.484,35.722,54.302,87.997,49,55.482,55.012,41.944,32
"Class4",71.674,"L","D",40.011,8.922,41.387,86.513,5,89.402,16.623,52.744,53
"Class2",77.738,"K","Z",15.149,24.908,33.368,87.745,32,64.527,22.903,47.918,36
"Class3",68.718,"P","C",14.909,47.63,36.19,17.762,73,79.215,42.321,43.374,71
"Class4",69.288,"Q","S",32.605,9.239,38.384,80.917,14,89.336,18.218,46.703,27
"Class3",58.65,"P","N",12.771,48.569,45.123,18.968,83,80.194,39.026,59.34,70
"Class3",84.857,"K","C",14.414,NA,50,63.906,47,81.417,60.721,58.915,71
"Class3",57.843,"C","N",13.657,44.578,56.093,33.249,40,79.321,60.608,55.974,72
"Class5",88.282,"O","I",26.264,13.895,73.652,52.123,12,96.369,71.663,60.117,67
"Class1",95.834,"P","P",33.839,43.645,83.609,78.035,55,34.308,34.318,48.132,32
"Class5",77.99,"N","Q",17.309,NA,72.549,47.961,10,62.2,72.869,32.377,54
"Class1",91.107,"T","R",33.041,60.771,73.604,10.029,56,40.074,68.007,34.721,68
"Class2",86.286,"Y","Q",13.394,44.439,24.483,87.317,71,63.662,64.706,32.488,29
"Class5",80.019,"O","I",15.395,53.855,64.994,57.277,12,54.524,67.666,42.993,78
"Class5",57.383,"S","I",21.654,-5.762,76.354,54.626,11,87.34,56.469,24.166,79
"Class1",90.024,"P","C",33.079,76.059,66.605,90.842,59,33.718,38.423,48.25,93
"Class1",76.205,"L","R",32.4,58.232,66.612,71.22,59,35.461,28.225,44.645,68
"Class2",77.087,"J","A",11.649,39.818,69.004,87.645,89,57.67,68.331,39.305,21
"Class3",63.657,"P","I",14.778,45.349,52.653,3.578,57,81.864,60.358,50.138,73
"Class3",84.833,"C","I",14.95,48.148,43.801,-0.741,73,82.614,38.528,59.48,70
"Class4",78.578,"U","G",21.219,12.455,36.995,92.181,24,73.616,50.471,NA,43
"Class3",95.57,"F","L",14.494,41.561,47.039,46.379,33,83.467,30.431,45.178,71
"Class5",86.17,"K","E",23.593,48.916,66.027,50.929,11,68.473,73.921,28.443,70
"Class1",84.828,"T","X",31.57,61.886,70.501,41.265,62,38.209,69.651,51.6,27
"Class2",86.144,"J","Q",7.859,29.982,26.397,87.729,70,57.805,36.453,NA,19
"Class2",78.819,"K","Z",7.362,27.555,44.502,87.583,75,68.978,39.277,50.837,41
"Class5",92.495,"O","I",25.353,-11.366,72.936,57.486,10,70.929,63.597,32.427,56
"Class3",96.041,"K","C",13.976,48.827,29.843,38.719,44,80.012,53.299,52.735,69
"Class2",82.697,"J","Q",31.335,16.067,17.472,87.765,49,61.007,72.321,49.624,32
"Class3",78.055,"K","I",12.404,52.644,40.741,27.867,20,82.592,23.624,46.817,70
"Class2",83.085,"A","C",21.361,15.648,73.092,87.398,81,54.679,47.113,39.442,19
"Class2",85.143,"J","C",22.884,5.741,25.068,87.86,55,66.976,51.622,42.511,37
"Class2",83.942,"K","P",12.958,52.035,44.571,87.073,44,68.142,33.13,42.089,34
"Class4",72.561,"V","G",39.748,7.817,41.255,84.817,13,66.07,6.264,43.7,13
"Class5",60.016,"N","E",24.968,19.935,63.247,55.356,12,44.117,69.308,23.879,63
"Class1",96.746,"P","X",32.442,71.897,54.659,59.47,57,37.411,80.693,38.937,26
"Class3",62.738,"F","I",13.955,47.828,37.565,12.71,46,81.261,32.884,50.887,69
"Class5",64.497,"K","I",18.908,38.915,72.708,53.952,12,48.003,60.687,43.584,75
"Class5",63.088,"N","E",34.603,53.476,81.869,53.997,12,53.794,72.208,35.771,52
"Class2",82.173,"Y","P",22.117,50.96,71.504,87.155,47,56.355,33.282,47.236,34
"Class1",83.188,"T","X",33.448,73.634,61.015,11.397,64,36.818,74.266,41.488,82
"Class2",82.382,"J","A",8.394,36.511,41.903,87.773,56,63.045,71.083,46.343,38
"Class5",79.42,"S","E",8.887,44.782,77.035,52.413,12,61.836,53.062,33.185,67
"Class2",83.737,"K","Z",7.795,14.313,24.086,87.745,62,73.148,30.285,27.599,37
"Class5",59.363,"N","D",19.438,31.992,85.846,49.935,12,90.959,60.272,21.154,77
"Class2",87.64,"J","P",7.467,49.578,17.18,87.797,48,71.249,42.283,35.673,25
"Class4",76.747,"U","D",26.89,13.789,37.988,89.793,11,87.704,35.803,44.954,68
"Class1",99.186,"P","X",32.882,69.039,63.087,28.021,55,34.001,26.581,51.499,31
"Class3",75.794,"R","N",15.063,41.643,52.244,8.236,57,83.503,39.296,49.113,73
"Class1",98.09,"X","X",33.229,47.714,60.878,122.968,65,38.544,40.425,45.388,50
"Class5",89.033,"S","E",10.907,10.562,84.327,53.221,10,72.981,53.597,20.807,57
"Class2",75.002,"A","P",8.494,19.892,53.367,87.617,43,54.339,38.13,46.874,37
"Class5",85.187,"S","I",19.565,31.797,83.307,53.223,11,51.511,69.839,42.372,57
"Class1",87.761,"P","R",33.273,44.44,80.628,63.791,54,37.22,62.73,35.818,63
"Class3",90.38,"K","I",13.015,54.273,28.977,21.078,66,79.609,31.357,46.274,73
"Class4",71.054,"Q","S",58.617,10.879,40.016,98.672,11,64.997,10.768,44.133,37
"Class3",50.201,"P","I",13.737,55.565,49.497,51.242,51,79.083,41.315,49.812,69
"Class1",89.126,"L","U",33.509,78.517,86.795,99.636,62,32.045,76.365,41.282,83
"Class4",76.076,"K","G",24.497,20.52,36.757,84.068,5,81.222,27.6,45.877,34
"Class5",89.015,"O","D",22.551,NA,67.933,63.121,10,59.822,64.554,57.295,55
"Class1",86.509,"P","P",33.634,95.839,63.168,53.804,63,37.229,28.879,43.928,39
"Class1",91.61,"L","X",32.174,62.366,69.683,52.64,55,32.658,35.416,43.058,75
"Class2",75.992,"K","P",6.519,31.262,59.306,87.542,64,59.59,49.511,38.877,45
"Class5",86.339,"O","Q",8.993,19.618,85.685,55.163,11,90.251,52.742,31.901,54
"Class3",95.704,"P","J",15.915,50.613,32.36,67.283,43,82.835,45.387,50.513,71
"Class4",72.915,"V","D",19.371,12.471,39.2,84.128,13,63.811,31.704,39.579,28
"Class2",76.133,"A","C",17.593,18.77,24.004,87.477,82,62.558,41.504,49.277,17
"Class4",78.128,"K","C",29.754,9.351,38.49,90.174,10,54.017,38.268,NA,18
"Class4",70.87,"V","G",35.895,11.667,43.573,85.527,5,89.002,44.036,40.87,20
"Class1",72.781,"T","R",32.624,67.784,69.295,31.286,66,33.1,33.054,40.395,77
"Class4",74.569,"Q","G",14.013,20.338,41.959,85.961,2,73.465,17.042,39.413,74
"Class5",83.319,"O","E",22.383,42.907,61.356,50.851,12,48.427,56.202,55.03,60
"Class2",80.333,"Y","A",12.194,38.405,51.873,87.414,48,75.078,25.724,51.06,29
"Class2",77.852,"K","Z",15.316,8.841,41.568,87.233,33,70.932,70.113,57.526,15
"Class2",88.233,"Y","A",10.475,19.167,56.357,87.362,27,56.731,54.159,58.949,42
"Class4",80.779,"L","Y",46.327,12.601,40.981,89.332,4,72.574,36.648,40.439,41
"Class3",95.952,"F","L",13.416,42.919,50.742,44.532,66,82.411,31.472,49.3,72
"Class4",70.052,"V","S",20.887,15.548,40.737,87.167,18,49.637,6.389,43.378,42
"Class2",78.243,"J","A",5.347,33.575,29.07,87.517,30,61.436,44.646,NA,15
"Class2",80.024,"I","A",23.31,26.449,58.942,87.151,47,55.052,47.038,39.797,18
"Class5",95.309,"N","D",13.466,NA,83.948,50.401,12,63.358,73.736,37.27,54
"Class4",75.381,"L","D",30.572,9.653,39.4,86.827,20,87.417,21.807,45.971,80
"Class2",84.425,"Y","Q",17.255,21.854,37.219,87.433,27,77.047,69.191,45.396,42
"Class3",86.623,"P","C",14.623,48.896,55.54,31.775,67,83.545,45.596,55.474,70
"Class1",80.743,"P","P",31.731,74.335,64.145,-21.131,55,35.624,29.794,25.613,37
"Class2",77.855,"K","Q",19.431,18.002,54.423,87.266,57,53.833,37.02,39.044,21
"Class2",81.246,"I","C",13.638,30.573,29.026,87.628,80,56.703,63.958,44.558,22
"Class5",70.125,"O","E",14.477,15.094,64.512,51.368,10,53.828,66.271,40.104,70
"Class4",69.569,"U","C",41.275,24.29,35.992,89.963,4,68.789,43.348,45.073,73
"Class3",90.337,"K","I",13.754,39.485,27.72,22.346,76,80.484,26.471,60.579,70
"Class2",87.012,"J","C",10.453,41.695,27.006,87.385,84,52.259,21.313,61.686,39
"Class4",73.81,"V","Y",15.707,15.992,40.406,83.819,9,50.096,48.135,37.934,66
"Class2",84.731,"I","A",33.79,52.825,52.252,87.577,29,59.179,53.947,44.371,27
"Class5",86.272,"S","E",24.056,63.505,71.768,50.387,10,58.533,65.285,46.318,78
"Class5",88.979,"A","Q",10.028,29.768,85.167,51.398,10,58.809,65.692,44.048,70
"Class3",80.887,"K","N",13.043,47.399,49.792,19.052,60,83.878,42.007,52.546,72
"Class1",94.579,"X","P",33.241,98.132,69.576,46.933,65,33.621,68.902,51.96,73
